"District","District Code","School","School Code","Grade","Count","%"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",01,"*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",02,"N/A","N/A"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",03,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",06,20,18.7
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",07,16,14.8
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",08,18,21.4
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",09,14,21.2
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",10,9,18.8
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",06,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",07,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",08,7,15.9
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",09,13,19.1
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",10,7,14.3
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",02,"*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",04,"*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",05,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",09,32,28.3
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",10,12,11.3
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",11,32,29.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",12,20,26.7
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",06,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",07,"*","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",04,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",06,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",07,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",08,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",09,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",10,8,36.4
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",11,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",08,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",09,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",06,6,7.2
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",07,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",08,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",09,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",10,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",11,7,7.1
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",12,11,12.5
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",04,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","K","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",04,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",06,15,22.1
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",07,18,34.6
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",08,32,42.1
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",09,13,17.3
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",10,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",11,11,26.2
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",03,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",05,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",03,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",05,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",12,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",09,13,14.0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",06,27,11.6
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",07,56,26.0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",08,55,26.7
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",04,"*","*"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",05,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","K","N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",01,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",02,"N/A","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",03,"*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",04,"N/A","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",05,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",01,"*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",05,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",06,"*","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",09,24,6.4
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",10,12,3.1
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",11,26,7.0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",12,23,6.4
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","K","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",07,"*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",08,"*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",01,"*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",03,"*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",05,"*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",06,"*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",05,"*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",06,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",09,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",10,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",11,"N/A","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",12,"*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",05,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",06,"*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","K","N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",01,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",02,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",03,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",04,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",05,"*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",06,"N/A","N/A"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",04,"*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",05,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",06,"N/A","N/A"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",07,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",08,"*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","K","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",01,"*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",02,6,3.3
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",03,"*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",09,29,19.1
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",10,22,14.6
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",11,19,13.8
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",12,22,15.9
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",09,10,4.8
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",10,17,7.8
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",11,21,8.4
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",12,27,10.3
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","K","*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",01,"*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",02,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",03,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",04,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",05,"*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",06,10,4.4
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",07,13,5.3
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",08,10,4.4
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","K","N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",01,"*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",02,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",03,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",04,"*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",05,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",06,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","K","N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",01,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",02,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",03,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",04,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",05,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",06,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",07,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",08,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",09,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",10,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",11,"*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",12,"*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",09,38,16.9
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",10,30,14.7
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",11,19,10.6
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",12,17,11.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",09,25,12.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",10,53,24.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",11,45,23.3
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",12,41,21.4
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",09,31,16.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",10,35,21.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",11,27,18.1
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",12,37,27.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",09,38,27.9
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",10,36,26.3
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",11,40,34.8
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",12,38,38.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",09,35,21.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,31,25.4
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,28,22.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",12,38,26.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",09,38,24.1
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,31,21.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,24,18.8
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",12,22,19.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",09,41,19.2
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",10,46,24.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,36,19.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",12,43,24.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",09,17,12.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",10,27,17.6
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,19,16.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",12,21,18.4
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",09,27,15.3
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",10,40,24.8
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,30,20.1
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",12,40,27.2
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",09,53,28.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",10,51,29.5
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,43,26.9
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",12,68,40.7
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",09,30,16.5
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",10,27,15.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,41,25.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",12,26,17.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",09,19,11.0
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",10,28,17.2
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,31,20.7
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",12,25,15.1
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",09,20,9.8
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,31,14.6
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,20,9.5
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",12,35,16.9
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",09,62,32.3
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",10,43,26.9
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,43,28.5
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",12,35,25.2
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",09,7,3.6
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,14,8.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,23,12.1
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",12,15,7.9
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",09,27,18.1
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,25,17.7
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,29,21.3
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",12,24,18.3
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",05,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",06,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",07,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",08,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",09,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",10,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",11,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",12,"N/A","N/A"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","K","N/A","*"
