"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Hartford School District","=""0430011""",08,"Y",367,360,98.1,360,155,43.1,55,15.3,61,16.9,74,20.6,15,4.2,89,24.7,218
"East Hartford School District","=""0430011""",08,"N",125,124,99.2,124,17,13.7,19,15.3,23,18.5,49,39.5,16,12.9,65,52.4,248
"East Hartford School District","=""0430011""",10,"Y",345,305,88.4,300,75,25.0,70,23.3,100,33.3,34,11.3,21,7.0,55,18.3,222
"East Hartford School District","=""0430011""",10,"N",139,133,95.7,133,7,5.3,21,15.8,50,37.6,33,24.8,22,16.5,55,41.4,256
"East Haven School District","=""0440011""",05,"Y",117,117,100.0,117,"*","*",15,12.8,38,32.5,43,36.8,"*","*","*","*",239
"East Haven School District","=""0440011""",05,"N",88,88,100.0,88,"*","*","*","*",22,25.0,44,50.0,15,17.0,59,67.0,265
"East Haven School District","=""0440011""",08,"Y",158,154,97.5,154,46,29.9,"*","*",39,25.3,41,26.6,"*","*","*","*",227
"East Haven School District","=""0440011""",08,"N",91,90,98.9,90,"*","*",14,15.6,17,18.9,45,50.0,"*","*","*","*",244
"East Haven School District","=""0440011""",10,"Y",114,109,95.6,109,"*","*",24,22.0,55,50.5,16,14.7,"*","*","*","*",238
"East Haven School District","=""0440011""",10,"N",113,111,98.2,111,"*","*",15,13.5,49,44.1,32,28.8,"*","*","*","*",254
"East Lyme School District","=""0450011""",05,"Y",49,49,100.0,49,"*","*","*","*",11,22.4,22,44.9,9,18.4,31,63.3,257
"East Lyme School District","=""0450011""",05,"N",157,156,99.4,156,0,0.0,"*","*","*","*",73,46.8,65,41.7,138,88.5,293
"East Lyme School District","=""0450011""",08,"Y",51,48,94.1,48,9,18.8,"*","*",11,22.9,19,39.6,"*","*","*","*",239
"East Lyme School District","=""0450011""",08,"N",165,165,100.0,165,0,0.0,"*","*",21,12.7,102,61.8,"*","*","*","*",279
"East Lyme School District","=""0450011""",10,"Y",70,67,95.7,66,"*","*","*","*",25,37.9,17,25.8,13,19.7,30,45.5,259
"East Lyme School District","=""0450011""",10,"N",217,217,100.0,217,0,0.0,"*","*","*","*",60,27.6,110,50.7,170,78.3,298
"East Windsor School District","=""0470011""",05,"Y",44,44,100.0,44,"*","*","*","*","*","*",16,36.4,9,20.5,25,56.8,256
"East Windsor School District","=""0470011""",05,"N",37,37,100.0,37,0,0.0,0,0.0,"*","*",17,45.9,"*","*","*","*",291
"East Windsor School District","=""0470011""",08,"Y",37,35,94.6,35,"*","*","*","*","*","*",15,42.9,"*","*","*","*",254
"East Windsor School District","=""0470011""",08,"N",38,38,100.0,38,"*","*",0,0.0,"*","*",21,55.3,"*","*","*","*",280
"East Windsor School District","=""0470011""",10,"Y",42,40,95.2,40,6,15.0,"*","*",18,45.0,"*","*",8,20.0,"*","*",241
"East Windsor School District","=""0470011""",10,"N",48,48,100.0,48,0,0.0,"*","*",15,31.3,"*","*",11,22.9,"*","*",269
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"Y",52,46,88.5,45,"*","*","*","*",17,37.8,"*","*","*","*","*","*",230
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"N",43,40,93.0,40,"*","*","*","*",21,52.5,"*","*","*","*","*","*",239
"Eastford School District","=""0390011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"N",106,105,99.1,105,0,0.0,"*","*","*","*","*","*","*","*","*","*",295
"Easton School District","=""0460011""",08,"Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"N",94,91,96.8,91,"*","*",0,0.0,"*","*","*","*","*","*","*","*",280
"Education Connection","=""2420014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"Y",44,44,100.0,44,6,13.6,"*","*",14,31.8,19,43.2,"*","*","*","*",240
"Ellington School District","=""0480011""",05,"N",173,173,100.0,173,0,0.0,"*","*",10,5.8,85,49.1,"*","*","*","*",292
"Ellington School District","=""0480011""",08,"Y",36,36,100.0,36,"*","*",6,16.7,8,22.2,13,36.1,"*","*","*","*",233
"Ellington School District","=""0480011""",08,"N",176,176,100.0,176,"*","*",6,3.4,20,11.4,102,58.0,"*","*","*","*",275
"Ellington School District","=""0480011""",10,"Y",34,33,97.1,33,"*","*","*","*",17,51.5,7,21.2,"*","*","*","*",250
"Ellington School District","=""0480011""",10,"N",145,145,100.0,145,0,0.0,"*","*",31,21.4,53,36.6,"*","*","*","*",284
"Elm City College Preparatory School District","=""2890013""",05,"Y",57,57,100.0,57,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Elm City College Preparatory School District","=""2890013""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"Y",50,50,100.0,50,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"Elm City College Preparatory School District","=""2890013""",08,"N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"Y",188,188,100.0,188,"*","*",31,16.5,58,30.9,69,36.7,"*","*","*","*",245
"Enfield School District","=""0490011""",05,"N",206,205,99.5,205,"*","*","*","*",36,17.6,110,53.7,49,23.9,159,77.6,273
"Enfield School District","=""0490011""",08,"Y",149,147,98.7,147,"*","*",27,18.4,26,17.7,63,42.9,"*","*","*","*",244
"Enfield School District","=""0490011""",08,"N",203,203,100.0,203,"*","*","*","*",30,14.8,107,52.7,48,23.6,155,76.4,271
"Enfield School District","=""0490011""",10,"Y",132,128,97.0,128,"*","*",18,14.1,65,50.8,22,17.2,"*","*","*","*",245
"Enfield School District","=""0490011""",10,"N",237,237,100.0,237,"*","*","*","*",78,32.9,86,36.3,57,24.1,143,60.3,270
"Essex School District","=""0500011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""",05,"N",47,47,100.0,47,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",301
"Explorations District","=""2720013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"Y",140,140,100.0,140,"*","*",22,15.7,42,30.0,41,29.3,"*","*","*","*",242
"Fairfield School District","=""0510011""",05,"N",628,625,99.5,625,"*","*","*","*",58,9.3,294,47.0,261,41.8,555,88.8,291
"Fairfield School District","=""0510011""",08,"Y",168,165,98.2,165,"*","*","*","*",37,22.4,65,39.4,18,10.9,83,50.3,244
"Fairfield School District","=""0510011""",08,"N",625,620,99.2,620,"*","*","*","*",39,6.3,361,58.2,209,33.7,570,91.9,286
"Fairfield School District","=""0510011""",10,"Y",160,154,96.3,154,"*","*","*","*",63,40.9,33,21.4,19,12.3,52,33.8,247
"Fairfield School District","=""0510011""",10,"N",609,598,98.2,598,0,0.0,"*","*","*","*",193,32.3,286,47.8,479,80.1,294
"Farmington School District","=""0520011""",05,"Y",71,70,98.6,70,"*","*","*","*",16,22.9,31,44.3,9,12.9,40,57.1,251
"Farmington School District","=""0520011""",05,"N",242,240,99.2,240,0,0.0,"*","*","*","*",89,37.1,143,59.6,232,96.7,310
"Farmington School District","=""0520011""",08,"Y",59,58,98.3,58,"*","*","*","*",18,31.0,25,43.1,6,10.3,31,53.4,250
"Farmington School District","=""0520011""",08,"N",233,231,99.1,231,"*","*","*","*",17,7.4,130,56.3,79,34.2,209,90.5,286
"Farmington School District","=""0520011""",10,"Y",62,59,95.2,59,"*","*","*","*",23,39.0,10,16.9,14,23.7,24,40.7,257
"Farmington School District","=""0520011""",10,"N",232,231,99.6,231,0,0.0,"*","*","*","*",68,29.4,131,56.7,199,86.1,304
"Franklin School District","=""0530011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"Y",88,87,98.9,87,"*","*","*","*",16,18.4,41,47.1,10,11.5,51,58.6,249
"Glastonbury School District","=""0540011""",05,"N",358,357,99.7,357,0,0.0,"*","*","*","*",136,38.1,198,55.5,334,93.6,304
"Glastonbury School District","=""0540011""",08,"Y",82,82,100.0,82,"*","*","*","*",13,15.9,28,34.1,12,14.6,40,48.8,242
"Glastonbury School District","=""0540011""",08,"N",434,434,100.0,433,"*","*","*","*",22,5.1,214,49.4,194,44.8,408,94.2,293
"Glastonbury School District","=""0540011""",10,"Y",79,77,97.5,77,"*","*",13,16.9,37,48.1,12,15.6,"*","*","*","*",246
"Glastonbury School District","=""0540011""",10,"N",404,401,99.3,401,"*","*","*","*",65,16.2,94,23.4,232,57.9,326,81.3,303
"Granby School District","=""0560011""",05,"Y",30,30,100.0,30,"*","*","*","*","*","*",15,50.0,7,23.3,22,73.3,274
"Granby School District","=""0560011""",05,"N",94,94,100.0,94,0,0.0,"*","*","*","*",31,33.0,59,62.8,90,95.7,312
"Granby School District","=""0560011""",08,"Y",31,30,96.8,30,"*","*","*","*","*","*",19,63.3,"*","*","*","*",260
"Granby School District","=""0560011""",08,"N",126,125,99.2,125,"*","*","*","*","*","*",74,59.2,"*","*","*","*",284
"Granby School District","=""0560011""",10,"Y",27,27,100.0,26,"*","*","*","*",7,26.9,6,23.1,"*","*","*","*",248
"Granby School District","=""0560011""",10,"N",143,141,98.6,141,0,0.0,"*","*",14,9.9,37,26.2,"*","*","*","*",309
"Greenwich School District","=""0570011""",05,"Y",184,181,98.4,181,"*","*",25,13.8,46,25.4,65,35.9,"*","*","*","*",244
"Greenwich School District","=""0570011""",05,"N",508,506,99.6,506,"*","*","*","*",35,6.9,238,47.0,218,43.1,456,90.1,292
"Greenwich School District","=""0570011""",08,"Y",151,150,99.3,150,"*","*",16,10.7,31,20.7,66,44.0,"*","*","*","*",242
"Greenwich School District","=""0570011""",08,"N",483,482,99.8,482,"*","*","*","*",32,6.6,263,54.6,178,36.9,441,91.5,287
"Greenwich School District","=""0570011""",10,"Y",162,155,95.7,154,17,11.0,16,10.4,61,39.6,39,25.3,21,13.6,60,39.0,250
"Greenwich School District","=""0570011""",10,"N",447,445,99.6,445,0,0.0,7,1.6,61,13.7,98,22.0,279,62.7,377,84.7,307
"Griswold School District","=""0580011""",05,"Y",63,63,100.0,63,"*","*",9,14.3,19,30.2,25,39.7,"*","*","*","*",245
"Griswold School District","=""0580011""",05,"N",62,62,100.0,62,0,0.0,0,0.0,6,9.7,35,56.5,21,33.9,56,90.3,289
"Griswold School District","=""0580011""",08,"Y",67,65,97.0,65,"*","*","*","*",15,23.1,27,41.5,"*","*","*","*",235
"Griswold School District","=""0580011""",08,"N",70,70,100.0,70,"*","*","*","*",14,20.0,38,54.3,"*","*","*","*",260
"Griswold School District","=""0580011""",10,"Y",60,58,96.7,57,"*","*",13,22.8,21,36.8,"*","*",8,14.0,"*","*",235
"Griswold School District","=""0580011""",10,"N",90,90,100.0,90,"*","*",8,8.9,29,32.2,"*","*",18,20.0,"*","*",264
"Groton School District","=""0590011""",05,"Y",180,177,98.3,177,19,10.7,26,14.7,41,23.2,69,39.0,22,12.4,91,51.4,246
"Groton School District","=""0590011""",05,"N",130,130,100.0,130,0,0.0,8,6.2,17,13.1,70,53.8,35,26.9,105,80.8,279
"Groton School District","=""0590011""",08,"Y",141,137,97.2,137,"*","*",20,14.6,29,21.2,60,43.8,"*","*","*","*",238
"Groton School District","=""0590011""",08,"N",145,145,100.0,145,"*","*",8,5.5,16,11.0,80,55.2,"*","*","*","*",276
"Groton School District","=""0590011""",10,"Y",117,97,82.9,97,"*","*",22,22.7,37,38.1,14,14.4,"*","*","*","*",229
"Groton School District","=""0590011""",10,"N",145,143,98.6,143,"*","*","*","*",50,35.0,30,21.0,54,37.8,84,58.7,281
"Guilford School District","=""0600011""",05,"Y",50,50,100.0,50,10,20.0,14,28.0,"*","*",12,24.0,"*","*","*","*",224
"Guilford School District","=""0600011""",05,"N",244,243,99.6,243,0,0.0,"*","*",33,13.6,140,57.6,"*","*","*","*",278
"Guilford School District","=""0600011""",08,"Y",58,58,100.0,58,"*","*",6,10.3,10,17.2,30,51.7,"*","*","*","*",245
"Guilford School District","=""0600011""",08,"N",232,232,100.0,232,"*","*",9,3.9,21,9.1,154,66.4,"*","*","*","*",276
"Guilford School District","=""0600011""",10,"Y",50,48,96.0,48,"*","*","*","*",18,37.5,8,16.7,10,20.8,18,37.5,253
"Guilford School District","=""0600011""",10,"N",241,241,100.0,241,0,0.0,"*","*","*","*",71,29.5,123,51.0,194,80.5,297
"Hamden School District","=""0620011""",05,"Y",206,204,99.0,204,"*","*",36,17.6,57,27.9,52,25.5,"*","*","*","*",220
"Hamden School District","=""0620011""",05,"N",210,209,99.5,209,"*","*","*","*",24,11.5,116,55.5,52,24.9,168,80.4,274
"Hamden School District","=""0620011""",08,"Y",222,217,97.7,217,67,30.9,"*","*",50,23.0,56,25.8,"*","*","*","*",222
"Hamden School District","=""0620011""",08,"N",201,199,99.0,199,12,6.0,"*","*",38,19.1,111,55.8,"*","*","*","*",262
"Hamden School District","=""0620011""",10,"Y",201,175,87.1,173,53,30.6,38,22.0,61,35.3,14,8.1,7,4.0,21,12.1,217
"Hamden School District","=""0620011""",10,"N",217,216,99.5,215,7,3.3,19,8.8,82,38.1,45,20.9,62,28.8,107,49.8,268
"Hampton School District","=""0630011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"Y",1318,1304,98.9,1304,"*","*",287,22.0,307,23.5,290,22.2,"*","*","*","*",215
"Hartford School District","=""0640011""",05,"N",152,151,99.3,151,"*","*","*","*",37,24.5,64,42.4,34,22.5,98,64.9,266
"Hartford School District","=""0640011""",08,"Y",1335,1315,98.5,1314,572,43.5,209,15.9,257,19.6,235,17.9,41,3.1,276,21.0,213
"Hartford School District","=""0640011""",08,"N",238,238,100.0,238,26,10.9,21,8.8,34,14.3,112,47.1,45,18.9,157,66.0,259
"Hartford School District","=""0640011""",10,"Y",1045,903,86.4,889,342,38.5,220,24.7,216,24.3,71,8.0,40,4.5,111,12.5,208
"Hartford School District","=""0640011""",10,"N",283,276,97.5,275,21,7.6,40,14.5,88,32.0,50,18.2,76,27.6,126,45.8,260
"Hartland School District","=""0650011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",235
"Hebron School District","=""0670011""",05,"N",85,85,100.0,85,0,0.0,"*","*",12,14.1,"*","*","*","*","*","*",279
"Highville Charter School District","=""2860013""",05,"Y",27,27,100.0,27,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Highville Charter School District","=""2860013""",05,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",08,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"Highville Charter School District","=""2860013""",08,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Interdistrict School for Arts and Comm District","=""2650013""",08,"Y",62,61,98.4,61,"*","*","*","*","*","*",16,26.2,"*","*","*","*",223
"Interdistrict School for Arts and Comm District","=""2650013""",08,"N",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",256
"Jumoke Academy District","=""2610013""",05,"Y",51,51,100.0,51,10,19.6,"*","*",17,33.3,12,23.5,"*","*","*","*",220
"Jumoke Academy District","=""2610013""",05,"N",25,25,100.0,25,6,24.0,"*","*",8,32.0,6,24.0,"*","*","*","*",221
"Jumoke Academy District","=""2610013""",08,"Y",55,54,98.2,54,"*","*","*","*",13,24.1,15,27.8,"*","*","*","*",229
"Jumoke Academy District","=""2610013""",08,"N",31,31,100.0,31,"*","*","*","*",9,29.0,12,38.7,"*","*","*","*",239
"Jumoke Academy District","=""2610013""",10,"Y",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",05,"Y",90,86,95.6,86,10,11.6,"*","*",25,29.1,32,37.2,"*","*","*","*",232
"Killingly School District","=""0690011""",05,"N",69,69,100.0,69,0,0.0,"*","*",14,20.3,41,59.4,"*","*","*","*",265
"Killingly School District","=""0690011""",08,"Y",92,87,94.6,87,12,13.8,"*","*",21,24.1,39,44.8,"*","*","*","*",246
"Killingly School District","=""0690011""",08,"N",88,87,98.9,87,"*","*","*","*",18,20.7,53,60.9,7,8.0,60,69.0,259
"Killingly School District","=""0690011""",10,"Y",91,79,86.8,79,"*","*",23,29.1,21,26.6,8,10.1,"*","*","*","*",218
"Killingly School District","=""0690011""",10,"N",104,102,98.1,102,"*","*",11,10.8,38,37.3,36,35.3,"*","*","*","*",260
"Learn","=""2450014""",05,"Y",52,50,96.2,50,"*","*","*","*","*","*",28,56.0,"*","*","*","*",253
"Learn","=""2450014""",05,"N",34,34,100.0,34,"*","*",0,0.0,"*","*",18,52.9,"*","*","*","*",285
"Learn","=""2450014""",08,"Y",35,34,97.1,34,"*","*","*","*","*","*","*","*","*","*","*","*",212
"Learn","=""2450014""",08,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"Y",106,101,95.3,100,"*","*","*","*",24,24.0,7,7.0,10,10.0,17,17.0,219
"Learn","=""2450014""",10,"N",70,69,98.6,69,"*","*","*","*",18,26.1,15,21.7,28,40.6,43,62.3,278
"Lebanon School District","=""0710011""",05,"Y",24,23,95.8,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*",250
"Lebanon School District","=""0710011""",05,"N",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,"*","*","*","*",271
"Lebanon School District","=""0710011""",08,"Y",23,23,100.0,23,"*","*","*","*","*","*",6,26.1,"*","*","*","*",242
"Lebanon School District","=""0710011""",08,"N",58,58,100.0,58,"*","*",0,0.0,"*","*",38,65.5,"*","*","*","*",279
"Lebanon School District","=""0710011""",10,"Y",25,24,96.0,24,"*","*","*","*",7,29.2,6,25.0,"*","*","*","*",239
"Lebanon School District","=""0710011""",10,"N",70,70,100.0,70,"*","*","*","*",21,30.0,24,34.3,"*","*","*","*",273
"Ledyard School District","=""0720011""",05,"Y",54,52,96.3,52,"*","*","*","*",14,26.9,21,40.4,7,13.5,28,53.8,253
"Ledyard School District","=""0720011""",05,"N",114,114,100.0,114,0,0.0,"*","*","*","*",54,47.4,47,41.2,101,88.6,292
"Ledyard School District","=""0720011""",08,"Y",46,45,97.8,45,"*","*","*","*",12,26.7,19,42.2,"*","*","*","*",241
"Ledyard School District","=""0720011""",08,"N",113,113,100.0,113,"*","*","*","*",15,13.3,72,63.7,"*","*","*","*",271
"Ledyard School District","=""0720011""",10,"Y",66,63,95.5,63,"*","*","*","*",26,41.3,8,12.7,14,22.2,22,34.9,252
"Ledyard School District","=""0720011""",10,"N",127,125,98.4,125,"*","*","*","*",27,21.6,33,26.4,62,49.6,95,76.0,296
"Lisbon School District","=""0730011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",05,"N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Lisbon School District","=""0730011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Litchfield School District","=""0740011""",05,"Y",20,20,100.0,20,"*","*",0,0.0,"*","*","*","*",13,65.0,"*","*",301
"Litchfield School District","=""0740011""",05,"N",49,49,100.0,49,0,0.0,"*","*","*","*","*","*",27,55.1,"*","*",303
"Litchfield School District","=""0740011""",08,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",08,"N",72,72,100.0,72,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",284
"Litchfield School District","=""0740011""",10,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",10,"N",52,52,100.0,52,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"Madison School District","=""0760011""",05,"Y",42,38,90.5,38,"*","*","*","*",17,44.7,13,34.2,"*","*","*","*",246
"Madison School District","=""0760011""",05,"N",162,158,97.5,158,0,0.0,"*","*",21,13.3,92,58.2,"*","*","*","*",279
"Madison School District","=""0760011""",08,"Y",44,40,90.9,40,"*","*","*","*",14,35.0,16,40.0,"*","*","*","*",243
"Madison School District","=""0760011""",08,"N",234,227,97.0,227,"*","*","*","*",20,8.8,130,57.3,"*","*","*","*",282
"Madison School District","=""0760011""",10,"Y",49,42,85.7,42,"*","*","*","*",10,23.8,8,19.0,8,19.0,16,38.1,249
"Madison School District","=""0760011""",10,"N",246,244,99.2,244,0,0.0,"*","*","*","*",76,31.1,113,46.3,189,77.5,291
"Manchester School District","=""0770011""",05,"Y",306,301,98.4,301,"*","*",69,22.9,69,22.9,81,26.9,"*","*","*","*",223
"Manchester School District","=""0770011""",05,"N",169,169,100.0,169,"*","*","*","*",37,21.9,84,49.7,32,18.9,116,68.6,264
"Manchester School District","=""0770011""",08,"Y",248,245,98.8,245,82,33.5,34,13.9,58,23.7,65,26.5,6,2.4,71,29.0,222
"Manchester School District","=""0770011""",08,"N",124,121,97.6,121,7,5.8,8,6.6,19,15.7,75,62.0,12,9.9,87,71.9,258
"Manchester School District","=""0770011""",10,"Y",215,203,94.4,203,72,35.5,41,20.2,53,26.1,22,10.8,15,7.4,37,18.2,216
"Manchester School District","=""0770011""",10,"N",173,169,97.7,169,14,8.3,32,18.9,60,35.5,31,18.3,32,18.9,63,37.3,250
"Mansfield School District","=""0780011""",05,"Y",45,44,97.8,44,"*","*",9,20.5,9,20.5,13,29.5,"*","*","*","*",241
"Mansfield School District","=""0780011""",05,"N",94,92,97.9,92,"*","*",0,0.0,"*","*",44,47.8,37,40.2,81,88.0,289
"Mansfield School District","=""0780011""",08,"Y",42,42,100.0,42,"*","*","*","*","*","*",23,54.8,10,23.8,33,78.6,272
"Mansfield School District","=""0780011""",08,"N",99,99,100.0,99,0,0.0,0,0.0,"*","*","*","*",50,50.5,"*","*",300
"Marlborough School District","=""0790011""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""",05,"N",74,74,100.0,74,0,0.0,"*","*","*","*","*","*","*","*","*","*",293
"Meriden School District","=""0800011""",05,"Y",466,463,99.4,463,"*","*",112,24.2,133,28.7,104,22.5,"*","*","*","*",219
"Meriden School District","=""0800011""",05,"N",176,175,99.4,175,"*","*","*","*",34,19.4,96,54.9,23,13.1,119,68.0,259
"Meriden School District","=""0800011""",08,"Y",360,348,96.7,348,138,39.7,60,17.2,65,18.7,78,22.4,7,2.0,85,24.4,215
"Meriden School District","=""0800011""",08,"N",133,130,97.7,130,14,10.8,15,11.5,27,20.8,64,49.2,10,7.7,74,56.9,249
"Meriden School District","=""0800011""",10,"Y",403,372,92.3,365,151,41.4,117,32.1,78,21.4,"*","*","*","*",19,5.2,199
"Meriden School District","=""0800011""",10,"N",183,179,97.8,179,"*","*",31,17.3,75,41.9,25,14.0,"*","*","*","*",242
"Middletown School District","=""0830011""",05,"Y",192,191,99.5,191,"*","*",48,25.1,54,28.3,45,23.6,"*","*","*","*",225
"Middletown School District","=""0830011""",05,"N",168,168,100.0,168,"*","*","*","*",28,16.7,91,54.2,31,18.5,122,72.6,267
"Middletown School District","=""0830011""",08,"Y",148,148,100.0,148,"*","*",27,18.2,32,21.6,29,19.6,"*","*","*","*",222
"Middletown School District","=""0830011""",08,"N",162,162,100.0,162,"*","*","*","*",31,19.1,94,58.0,17,10.5,111,68.5,259
"Middletown School District","=""0830011""",10,"Y",148,142,95.9,142,39,27.5,34,23.9,46,32.4,14,9.9,9,6.3,23,16.2,219
"Middletown School District","=""0830011""",10,"N",165,165,100.0,165,11,6.7,15,9.1,60,36.4,33,20.0,46,27.9,79,47.9,265
"Milford School District","=""0840011""",05,"Y",131,130,99.2,130,"*","*",21,16.2,25,19.2,62,47.7,"*","*","*","*",251
