"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Hartford School District","=""0430011""",10,"Y",72,56,77.8,51,33,64.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"East Haven School District","=""0440011""",05,"N",179,179,100.0,179,"*","*",15,8.4,"*","*",80,44.7,23,12.8,103,57.5,256
"East Haven School District","=""0440011""",05,"Y",26,26,100.0,26,8,30.8,"*","*","*","*",7,26.9,0,0.0,7,26.9,211
"East Haven School District","=""0440011""",08,"N",210,207,98.6,207,34,16.4,"*","*",49,23.7,"*","*",10,4.8,"*","*",240
"East Haven School District","=""0440011""",08,"Y",39,37,94.9,37,23,62.2,"*","*",7,18.9,"*","*",0,0.0,"*","*",198
"East Haven School District","=""0440011""",10,"N",208,205,98.6,205,"*","*","*","*","*","*","*","*","*","*","*","*",249
"East Haven School District","=""0440011""",10,"Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",05,"N",187,186,99.5,186,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"East Lyme School District","=""0450011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",08,"N",193,193,100.0,193,0,0.0,"*","*","*","*","*","*",43,22.3,"*","*",276
"East Lyme School District","=""0450011""",08,"Y",23,20,87.0,20,9,45.0,"*","*","*","*","*","*",0,0.0,"*","*",206
"East Lyme School District","=""0450011""",10,"N",253,253,100.0,253,0,0.0,"*","*",56,22.1,"*","*","*","*","*","*",295
"East Lyme School District","=""0450011""",10,"Y",34,31,91.2,30,"*","*","*","*",13,43.3,"*","*","*","*","*","*",238
"East Windsor School District","=""0470011""",05,"N",66,66,100.0,66,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"East Windsor School District","=""0470011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",08,"N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Windsor School District","=""0470011""",08,"Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",10,"N",73,73,100.0,73,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"East Windsor School District","=""0470011""",10,"Y",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"N",79,72,91.1,71,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"N",111,110,99.1,110,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Easton School District","=""0460011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"N",97,94,96.9,94,"*","*",0,0.0,"*","*","*","*","*","*","*","*",279
"Easton School District","=""0460011""",08,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"N",196,196,100.0,196,"*","*","*","*",16,8.2,97,49.5,79,40.3,176,89.8,287
"Ellington School District","=""0480011""",05,"Y",21,21,100.0,21,"*","*","*","*",8,38.1,7,33.3,0,0.0,7,33.3,227
"Ellington School District","=""0480011""",08,"N",188,188,100.0,188,6,3.2,"*","*",22,11.7,109,58.0,"*","*","*","*",274
"Ellington School District","=""0480011""",08,"Y",24,24,100.0,24,7,29.2,"*","*",6,25.0,6,25.0,"*","*","*","*",226
"Ellington School District","=""0480011""",10,"N",160,160,100.0,160,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Ellington School District","=""0480011""",10,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Elm City College Preparatory School District","=""2890013""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"N",332,331,99.7,331,"*","*",22,6.6,75,22.7,164,49.5,"*","*","*","*",266
"Enfield School District","=""0490011""",05,"Y",62,62,100.0,62,"*","*",18,29.0,19,30.6,15,24.2,"*","*","*","*",227
"Enfield School District","=""0490011""",08,"N",311,311,100.0,311,"*","*",29,9.3,46,14.8,"*","*",58,18.6,"*","*",265
"Enfield School District","=""0490011""",08,"Y",41,39,95.1,39,11,28.2,13,33.3,"*","*","*","*",0,0.0,"*","*",216
"Enfield School District","=""0490011""",10,"N",336,332,98.8,332,"*","*",24,7.2,130,39.2,"*","*","*","*","*","*",265
"Enfield School District","=""0490011""",10,"Y",33,33,100.0,33,"*","*",7,21.2,13,39.4,"*","*","*","*","*","*",224
"Essex School District","=""0500011""",05,"N",48,48,100.0,48,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",300
"Essex School District","=""0500011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"N",685,682,99.6,682,7,1.0,14,2.1,73,10.7,318,46.6,270,39.6,588,86.2,288
"Fairfield School District","=""0510011""",05,"Y",83,83,100.0,83,12,14.5,18,21.7,27,32.5,17,20.5,9,10.8,26,31.3,234
"Fairfield School District","=""0510011""",08,"N",700,694,99.1,694,"*","*",13,1.9,54,7.8,397,57.2,"*","*","*","*",283
"Fairfield School District","=""0510011""",08,"Y",93,91,97.8,91,26,28.6,"*","*",22,24.2,29,31.9,"*","*","*","*",228
"Fairfield School District","=""0510011""",10,"N",682,669,98.1,669,"*","*",7,1.0,142,21.2,214,32.0,"*","*","*","*",291
"Fairfield School District","=""0510011""",10,"Y",87,83,95.4,83,"*","*",22,26.5,37,44.6,12,14.5,"*","*","*","*",229
"Farmington School District","=""0520011""",05,"N",269,267,99.3,267,"*","*","*","*",10,3.7,104,39.0,"*","*","*","*",306
"Farmington School District","=""0520011""",05,"Y",44,43,97.7,43,"*","*","*","*",13,30.2,16,37.2,"*","*","*","*",239
"Farmington School District","=""0520011""",08,"N",257,255,99.2,255,"*","*","*","*",24,9.4,143,56.1,"*","*","*","*",283
"Farmington School District","=""0520011""",08,"Y",35,34,97.1,34,"*","*","*","*",11,32.4,12,35.3,"*","*","*","*",242
"Farmington School District","=""0520011""",10,"N",256,253,98.8,253,"*","*","*","*",41,16.2,70,27.7,139,54.9,209,82.6,301
"Farmington School District","=""0520011""",10,"Y",38,37,97.4,37,"*","*","*","*",13,35.1,8,21.6,6,16.2,14,37.8,249
"Franklin School District","=""0530011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"N",403,402,99.8,402,0,0.0,"*","*",25,6.2,166,41.3,"*","*","*","*",300
"Glastonbury School District","=""0540011""",05,"Y",43,42,97.7,42,"*","*",10,23.8,10,23.8,11,26.2,"*","*","*","*",228
"Glastonbury School District","=""0540011""",08,"N",463,463,100.0,462,"*","*","*","*",26,5.6,226,48.9,"*","*","*","*",292
"Glastonbury School District","=""0540011""",08,"Y",53,53,100.0,53,"*","*","*","*",9,17.0,16,30.2,"*","*","*","*",225
"Glastonbury School District","=""0540011""",10,"N",440,437,99.3,437,"*","*",11,2.5,80,18.3,"*","*","*","*","*","*",300
"Glastonbury School District","=""0540011""",10,"Y",43,41,95.3,41,"*","*",9,22.0,22,53.7,"*","*","*","*","*","*",229
"Granby School District","=""0560011""",05,"N",108,108,100.0,108,0,0.0,"*","*","*","*","*","*","*","*","*","*",307
"Granby School District","=""0560011""",05,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"N",138,136,98.6,136,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Granby School District","=""0560011""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",10,"N",158,156,98.7,156,0,0.0,"*","*","*","*","*","*","*","*","*","*",304
"Granby School District","=""0560011""",10,"Y",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""",05,"N",611,609,99.7,609,"*","*",19,3.1,58,9.5,281,46.1,"*","*","*","*",285
"Greenwich School District","=""0570011""",05,"Y",81,78,96.3,78,"*","*",18,23.1,23,29.5,22,28.2,"*","*","*","*",230
"Greenwich School District","=""0570011""",08,"N",564,562,99.6,562,"*","*",14,2.5,50,8.9,307,54.6,"*","*","*","*",282
"Greenwich School District","=""0570011""",08,"Y",70,70,100.0,70,23,32.9,"*","*",13,18.6,22,31.4,"*","*","*","*",228
"Greenwich School District","=""0570011""",10,"N",525,523,99.6,522,"*","*","*","*",97,18.6,116,22.2,292,55.9,408,78.2,300
"Greenwich School District","=""0570011""",10,"Y",84,77,91.7,77,"*","*",10,13.0,25,32.5,21,27.3,"*","*","*","*",243
"Griswold School District","=""0580011""",05,"N",107,107,100.0,107,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"Griswold School District","=""0580011""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",08,"N",119,117,98.3,117,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Griswold School District","=""0580011""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",10,"N",131,130,99.2,130,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Griswold School District","=""0580011""",10,"Y",19,18,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""",05,"N",264,263,99.6,263,"*","*",21,8.0,49,18.6,131,49.8,"*","*","*","*",267
"Groton School District","=""0590011""",05,"Y",46,44,95.7,44,12,27.3,13,29.5,9,20.5,"*","*","*","*",10,22.7,216
"Groton School District","=""0590011""",08,"N",240,239,99.6,239,6,2.5,21,8.8,37,15.5,131,54.8,44,18.4,175,73.2,266
"Groton School District","=""0590011""",08,"Y",46,43,93.5,43,19,44.2,7,16.3,8,18.6,9,20.9,0,0.0,9,20.9,209
"Groton School District","=""0590011""",10,"N",235,221,94.0,221,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Groton School District","=""0590011""",10,"Y",27,19,70.4,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",05,"N",262,261,99.6,261,"*","*",8,3.1,36,13.8,"*","*","*","*","*","*",276
"Guilford School District","=""0600011""",05,"Y",32,32,100.0,32,"*","*",12,37.5,6,18.8,"*","*","*","*","*","*",212
"Guilford School District","=""0600011""",08,"N",255,255,100.0,255,"*","*","*","*",22,8.6,170,66.7,"*","*","*","*",274
"Guilford School District","=""0600011""",08,"Y",35,35,100.0,35,"*","*","*","*",9,25.7,14,40.0,"*","*","*","*",239
"Guilford School District","=""0600011""",10,"N",252,252,100.0,252,0,0.0,"*","*",51,20.2,"*","*",126,50.0,"*","*",297
"Guilford School District","=""0600011""",10,"Y",39,37,94.9,37,"*","*","*","*",13,35.1,"*","*",7,18.9,"*","*",244
"Hamden School District","=""0620011""",05,"N",342,340,99.4,340,"*","*",38,11.2,68,20.0,151,44.4,"*","*","*","*",256
"Hamden School District","=""0620011""",05,"Y",74,73,98.6,73,32,43.8,"*","*",13,17.8,17,23.3,"*","*","*","*",205
"Hamden School District","=""0620011""",08,"N",348,345,99.1,345,45,13.0,"*","*",73,21.2,157,45.5,"*","*","*","*",248
"Hamden School District","=""0620011""",08,"Y",75,71,94.7,71,34,47.9,11,15.5,15,21.1,"*","*","*","*",11,15.5,208
"Hamden School District","=""0620011""",10,"N",351,336,95.7,334,"*","*",42,12.6,135,40.4,"*","*",69,20.7,"*","*",254
"Hamden School District","=""0620011""",10,"Y",67,55,82.1,54,30,55.6,15,27.8,"*","*","*","*",0,0.0,"*","*",189
"Hampton School District","=""0630011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"N",1208,1200,99.3,1200,214,17.8,236,19.7,323,26.9,342,28.5,85,7.1,427,35.6,230
"Hartford School District","=""0640011""",05,"Y",262,255,97.3,255,159,62.4,63,24.7,21,8.2,12,4.7,0,0.0,12,4.7,178
"Hartford School District","=""0640011""",08,"N",1289,1283,99.5,1282,401,31.3,"*","*",272,21.2,327,25.5,"*","*","*","*",227
"Hartford School District","=""0640011""",08,"Y",284,270,95.1,270,197,73.0,33,12.2,"*","*",20,7.4,"*","*","*","*",190
"Hartford School District","=""0640011""",10,"N",1093,994,90.9,988,247,25.0,226,22.9,285,28.8,"*","*","*","*",230,23.3,227
"Hartford School District","=""0640011""",10,"Y",235,185,78.7,176,116,65.9,34,19.3,19,10.8,"*","*","*","*",7,4.0,188
"Hartland School District","=""0650011""",05,"N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"N",92,92,100.0,92,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Hebron School District","=""0670011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Highville Charter School District","=""2860013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""",08,"N",68,67,98.5,67,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Interdistrict School for Arts and Comm District","=""2650013""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",08,"N",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Jumoke Academy District","=""2610013""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",05,"N",136,134,98.5,134,"*","*",13,9.7,"*","*","*","*",12,9.0,"*","*",253
"Killingly School District","=""0690011""",05,"Y",23,21,91.3,21,"*","*",8,38.1,"*","*","*","*",0,0.0,"*","*",204
"Killingly School District","=""0690011""",08,"N",162,160,98.8,160,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Killingly School District","=""0690011""",08,"Y",18,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",10,"N",150,145,96.7,145,"*","*",21,14.5,"*","*",44,30.3,21,14.5,65,44.8,255
"Killingly School District","=""0690011""",10,"Y",45,36,80.0,36,"*","*",13,36.1,"*","*",0,0.0,0,0.0,0,0.0,189
"Learn","=""2450014""",05,"N",73,71,97.3,71,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Learn","=""2450014""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",08,"N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",223
"Learn","=""2450014""",08,"Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"N",148,143,96.6,142,24,16.9,23,16.2,"*","*","*","*","*","*","*","*",250
"Learn","=""2450014""",10,"Y",28,27,96.4,27,13,48.1,7,25.9,"*","*","*","*","*","*","*","*",209
"Lebanon School District","=""0710011""",05,"N",52,51,98.1,51,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Lebanon School District","=""0710011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",08,"N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Lebanon School District","=""0710011""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",10,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Lebanon School District","=""0710011""",10,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""",05,"N",147,146,99.3,146,"*","*","*","*",19,13.0,"*","*","*","*","*","*",286
"Ledyard School District","=""0720011""",05,"Y",21,20,95.2,20,0,0.0,"*","*",6,30.0,"*","*","*","*","*","*",238
"Ledyard School District","=""0720011""",08,"N",133,133,100.0,133,"*","*","*","*",18,13.5,84,63.2,"*","*","*","*",268
"Ledyard School District","=""0720011""",08,"Y",26,25,96.2,25,"*","*","*","*",9,36.0,7,28.0,"*","*","*","*",232
"Ledyard School District","=""0720011""",10,"N",160,158,98.8,158,"*","*","*","*",42,26.6,"*","*","*","*","*","*",290
"Ledyard School District","=""0720011""",10,"Y",33,30,90.9,30,"*","*","*","*",11,36.7,"*","*","*","*","*","*",233
"Lisbon School District","=""0730011""",05,"N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Lisbon School District","=""0730011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",05,"N",60,60,100.0,60,0,0.0,"*","*","*","*","*","*","*","*","*","*",303
"Litchfield School District","=""0740011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",08,"N",77,77,100.0,77,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",283
"Litchfield School District","=""0740011""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",10,"N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Litchfield School District","=""0740011""",10,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",05,"N",170,166,97.6,166,0,0.0,"*","*",22,13.3,96,57.8,"*","*","*","*",279
"Madison School District","=""0760011""",05,"Y",34,30,88.2,30,"*","*","*","*",16,53.3,9,30.0,"*","*","*","*",239
"Madison School District","=""0760011""",08,"N",248,240,96.8,240,"*","*","*","*",25,10.4,137,57.1,"*","*","*","*",281
"Madison School District","=""0760011""",08,"Y",30,27,90.0,27,"*","*","*","*",9,33.3,9,33.3,"*","*","*","*",235
"Madison School District","=""0760011""",10,"N",254,252,99.2,252,0,0.0,"*","*",51,20.2,"*","*","*","*","*","*",291
"Madison School District","=""0760011""",10,"Y",41,34,82.9,34,"*","*","*","*",9,26.5,"*","*","*","*","*","*",238
"Manchester School District","=""0770011""",05,"N",408,405,99.3,405,"*","*",67,16.5,98,24.2,157,38.8,"*","*","*","*",245
"Manchester School District","=""0770011""",05,"Y",67,65,97.0,65,32,49.2,16,24.6,"*","*",8,12.3,"*","*","*","*",197
"Manchester School District","=""0770011""",08,"N",322,317,98.4,317,51,16.1,"*","*",70,22.1,140,44.2,"*","*","*","*",242
"Manchester School District","=""0770011""",08,"Y",50,49,98.0,49,38,77.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,179
"Manchester School District","=""0770011""",10,"N",340,330,97.1,330,56,17.0,65,19.7,"*","*","*","*",47,14.2,"*","*",238
"Manchester School District","=""0770011""",10,"Y",48,42,87.5,42,30,71.4,8,19.0,"*","*","*","*",0,0.0,"*","*",183
"Mansfield School District","=""0780011""",05,"N",125,123,98.4,123,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Mansfield School District","=""0780011""",05,"Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""",08,"N",128,128,100.0,128,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Mansfield School District","=""0780011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""",05,"N",82,82,100.0,82,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Marlborough School District","=""0790011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""",05,"N",540,536,99.3,536,"*","*",107,20.0,148,27.6,191,35.6,"*","*","*","*",237
"Meriden School District","=""0800011""",05,"Y",102,102,100.0,102,50,49.0,22,21.6,19,18.6,"*","*","*","*",11,10.8,193
"Meriden School District","=""0800011""",08,"N",415,406,97.8,406,92,22.7,68,16.7,"*","*","*","*",17,4.2,"*","*",232
"Meriden School District","=""0800011""",08,"Y",78,72,92.3,72,60,83.3,7,9.7,"*","*","*","*",0,0.0,"*","*",180
"Meriden School District","=""0800011""",10,"N",467,454,97.2,454,113,24.9,127,28.0,146,32.2,40,8.8,28,6.2,68,15.0,220
"Meriden School District","=""0800011""",10,"Y",119,97,81.5,90,62,68.9,21,23.3,7,7.8,0,0.0,0,0.0,0,0.0,180
"Middletown School District","=""0830011""",05,"N",310,310,100.0,310,"*","*",45,14.5,76,24.5,"*","*",41,13.2,"*","*",253
"Middletown School District","=""0830011""",05,"Y",50,49,98.0,49,21,42.9,17,34.7,"*","*","*","*",0,0.0,"*","*",193
"Middletown School District","=""0830011""",08,"N",274,274,100.0,274,29,10.6,"*","*","*","*","*","*",24,8.8,"*","*",248
"Middletown School District","=""0830011""",08,"Y",36,36,100.0,36,28,77.8,"*","*","*","*","*","*",0,0.0,"*","*",190
"Middletown School District","=""0830011""",10,"N",271,268,98.9,268,"*","*",41,15.3,100,37.3,"*","*",55,20.5,"*","*",252
"Middletown School District","=""0830011""",10,"Y",42,39,92.9,39,24,61.5,8,20.5,"*","*","*","*",0,0.0,"*","*",186
"Milford School District","=""0840011""",05,"N",412,410,99.5,410,"*","*",16,3.9,49,12.0,224,54.6,"*","*","*","*",280
"Milford School District","=""0840011""",05,"Y",45,44,97.8,44,"*","*",13,29.5,12,27.3,12,27.3,"*","*","*","*",226
"Milford School District","=""0840011""",08,"N",431,425,98.6,425,14,3.3,33,7.8,80,18.8,250,58.8,48,11.3,298,70.1,260
"Milford School District","=""0840011""",08,"Y",63,61,96.8,61,17,27.9,17,27.9,10,16.4,17,27.9,0,0.0,17,27.9,221
"Milford School District","=""0840011""",10,"N",396,395,99.7,394,"*","*",32,8.1,165,41.9,102,25.9,"*","*","*","*",264
"Milford School District","=""0840011""",10,"Y",52,45,86.5,43,13,30.2,17,39.5,"*","*",0,0.0,"*","*","*","*",204
"Monroe School District","=""0850011""",05,"N",200,200,100.0,200,0,0.0,0,0.0,"*","*",85,42.5,"*","*","*","*",303
"Monroe School District","=""0850011""",05,"Y",27,27,100.0,27,"*","*","*","*","*","*",13,48.1,"*","*","*","*",238
"Monroe School District","=""0850011""",08,"N",232,232,100.0,232,"*","*","*","*","*","*",139,59.9,"*","*","*","*",279
"Monroe School District","=""0850011""",08,"Y",22,22,100.0,22,"*","*","*","*","*","*",9,40.9,"*","*","*","*",232
"Monroe School District","=""0850011""",10,"N",275,274,99.6,272,"*","*","*","*",46,16.9,"*","*","*","*","*","*",300
