"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, All Students"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Meriden School District","=""0800011""",05,642,638,99.4,638,104,16.3,129,20.2,167,26.2,200,31.3,38,6.0,238,37.3,230
"Meriden School District","=""0800011""",08,493,478,97.0,478,152,31.8,75,15.7,92,19.2,142,29.7,17,3.6,159,33.3,225
"Meriden School District","=""0800011""",10,586,551,94.0,544,175,32.2,148,27.2,153,28.1,40,7.4,28,5.1,68,12.5,213
"Middletown School District","=""0830011""",05,360,359,99.7,359,38,10.6,62,17.3,82,22.8,136,37.9,41,11.4,177,49.3,245
"Middletown School District","=""0830011""",08,310,310,100.0,310,57,18.4,43,13.9,63,20.3,123,39.7,24,7.7,147,47.4,241
"Middletown School District","=""0830011""",10,313,307,98.1,307,50,16.3,49,16.0,106,34.5,47,15.3,55,17.9,102,33.2,244
"Milford School District","=""0840011""",05,457,454,99.3,454,12,2.6,29,6.4,61,13.4,236,52.0,116,25.6,352,77.5,274
"Milford School District","=""0840011""",08,494,486,98.4,486,31,6.4,50,10.3,90,18.5,267,54.9,48,9.9,315,64.8,255
"Milford School District","=""0840011""",10,448,440,98.2,437,26,5.9,49,11.2,176,40.3,102,23.3,84,19.2,186,42.6,258
"Monroe School District","=""0850011""",05,227,227,100.0,227,"*","*","*","*",12,5.3,98,43.2,108,47.6,206,90.7,296
"Monroe School District","=""0850011""",08,254,254,100.0,254,10,3.9,10,3.9,21,8.3,148,58.3,65,25.6,213,83.9,275
"Monroe School District","=""0850011""",10,299,297,99.3,295,"*","*","*","*",55,18.6,77,26.1,150,50.8,227,76.9,295
"Montville School District","=""0860011""",05,184,184,100.0,184,"*","*","*","*",36,19.6,89,48.4,39,21.2,128,69.6,268
"Montville School District","=""0860011""",08,185,183,98.9,183,15,8.2,14,7.7,25,13.7,88,48.1,41,22.4,129,70.5,264
"Montville School District","=""0860011""",10,187,182,97.3,182,"*","*","*","*",57,31.3,41,22.5,61,33.5,102,56.0,273
"Naugatuck School District","=""0880011""",05,301,301,100.0,301,37,12.3,48,15.9,90,29.9,114,37.9,12,4.0,126,41.9,236
"Naugatuck School District","=""0880011""",08,334,332,99.4,332,49,14.8,55,16.6,59,17.8,142,42.8,27,8.1,169,50.9,242
"Naugatuck School District","=""0880011""",10,298,285,95.6,284,37,13.0,66,23.2,110,38.7,39,13.7,32,11.3,71,25.0,235
"New Beginnings Inc., Family Academy District","=""2800013""",05,45,45,100.0,45,12,26.7,"*","*","*","*",8,17.8,"*","*","*","*",221
"New Beginnings Inc., Family Academy District","=""2800013""",08,29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""",05,788,777,98.6,777,238,30.6,164,21.1,193,24.8,156,20.1,26,3.3,182,23.4,212
"New Britain School District","=""0890011""",08,618,610,98.7,610,264,43.3,98,16.1,100,16.4,137,22.5,11,1.8,148,24.3,212
"New Britain School District","=""0890011""",10,542,498,91.9,491,193,39.3,117,23.8,115,23.4,44,9.0,22,4.5,66,13.4,209
"New Canaan School District","=""0900011""",05,344,341,99.1,341,"*","*","*","*",27,7.9,133,39.0,174,51.0,307,90.0,300
"New Canaan School District","=""0900011""",08,302,301,99.7,301,"*","*","*","*",20,6.6,140,46.5,129,42.9,269,89.4,288
"New Canaan School District","=""0900011""",10,319,314,98.4,313,"*","*","*","*",57,18.2,86,27.5,162,51.8,248,79.2,296
"New Fairfield School District","=""0910011""",05,151,148,98.0,148,"*","*","*","*",35,23.6,68,45.9,33,22.3,101,68.2,265
"New Fairfield School District","=""0910011""",08,195,192,98.5,192,9,4.7,9,4.7,25,13.0,90,46.9,59,30.7,149,77.6,274
"New Fairfield School District","=""0910011""",10,218,216,99.1,216,"*","*","*","*",69,31.9,60,27.8,71,32.9,131,60.6,276
"New Hartford School District","=""0920011""",05,68,68,100.0,68,"*","*","*","*",14,20.6,34,50.0,17,25.0,51,75.0,273
"New Haven School District","=""0930011""",05,1465,1459,99.6,1459,389,26.7,374,25.6,332,22.8,271,18.6,93,6.4,364,24.9,217
"New Haven School District","=""0930011""",08,1429,1415,99.0,1415,503,35.5,230,16.3,288,20.4,325,23.0,69,4.9,394,27.8,222
"New Haven School District","=""0930011""",10,1490,1308,87.8,1276,333,26.1,310,24.3,372,29.2,144,11.3,117,9.2,261,20.5,223
"New London School District","=""0950011""",05,280,277,98.9,277,50,18.1,60,21.7,57,20.6,78,28.2,32,11.6,110,39.7,233
"New London School District","=""0950011""",08,188,180,95.7,180,66,36.7,"*","*",31,17.2,50,27.8,"*","*","*","*",220
"New London School District","=""0950011""",10,241,220,91.3,218,56,25.7,43,19.7,65,29.8,"*","*","*","*",54,24.8,228
"New Milford School District","=""0960011""",05,334,332,99.4,332,17,5.1,22,6.6,76,22.9,157,47.3,60,18.1,217,65.4,261
"New Milford School District","=""0960011""",08,356,356,100.0,355,21,5.9,26,7.3,56,15.8,191,53.8,61,17.2,252,71.0,264
"New Milford School District","=""0960011""",10,361,343,95.0,342,12,3.5,21,6.1,110,32.2,86,25.1,113,33.0,199,58.2,275
"Newington School District","=""0940011""",05,309,308,99.7,308,13,4.2,25,8.1,73,23.7,140,45.5,57,18.5,197,64.0,261
"Newington School District","=""0940011""",08,320,319,99.7,319,18,5.6,18,5.6,57,17.9,163,51.1,63,19.7,226,70.8,266
"Newington School District","=""0940011""",10,298,295,99.0,295,22,7.5,29,9.8,108,36.6,70,23.7,66,22.4,136,46.1,259
"Newtown School District","=""0970011""",05,340,339,99.7,339,"*","*","*","*",53,15.6,200,59.0,59,17.4,259,76.4,269
"Newtown School District","=""0970011""",08,413,410,99.3,410,"*","*","*","*",42,10.2,227,55.4,119,29.0,346,84.4,280
"Newtown School District","=""0970011""",10,416,412,99.0,412,6,1.5,12,2.9,70,17.0,91,22.1,233,56.6,324,78.6,297
"Norfolk School District","=""0980011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",05,144,143,99.3,143,"*","*","*","*",31,21.7,74,51.7,19,13.3,93,65.0,259
"North Branford School District","=""0990011""",08,157,154,98.1,154,14,9.1,9,5.8,23,14.9,82,53.2,26,16.9,108,70.1,262
"North Branford School District","=""0990011""",10,150,147,98.0,147,"*","*","*","*",36,24.5,41,27.9,54,36.7,95,64.6,281
"North Canaan School District","=""1000011""",05,20,20,100.0,20,0,0.0,"*","*","*","*",11,55.0,"*","*","*","*",264
"North Canaan School District","=""1000011""",08,21,20,95.2,20,"*","*","*","*","*","*",9,45.0,"*","*","*","*",248
"North Haven School District","=""1010011""",05,229,228,99.6,228,12,5.3,22,9.6,51,22.4,106,46.5,37,16.2,143,62.7,259
"North Haven School District","=""1010011""",08,274,273,99.6,273,15,5.5,26,9.5,58,21.2,134,49.1,40,14.7,174,63.7,259
"North Haven School District","=""1010011""",10,252,244,96.8,243,10,4.1,19,7.8,74,30.5,54,22.2,86,35.4,140,57.6,275
"North Stonington School District","=""1020011""",05,56,55,98.2,55,0,0.0,0,0.0,"*","*","*","*",32,58.2,"*","*",308
"North Stonington School District","=""1020011""",08,52,52,100.0,52,0,0.0,"*","*","*","*",25,48.1,18,34.6,43,82.7,282
"North Stonington School District","=""1020011""",10,46,46,100.0,46,"*","*","*","*",14,30.4,10,21.7,18,39.1,28,60.9,277
"Norwalk School District","=""1030011""",05,824,821,99.6,821,91,11.1,106,12.9,189,23.0,304,37.0,131,16.0,435,53.0,248
"Norwalk School District","=""1030011""",08,803,799,99.5,799,136,17.0,100,12.5,147,18.4,314,39.3,102,12.8,416,52.1,247
"Norwalk School District","=""1030011""",10,863,833,96.5,830,114,13.7,129,15.5,294,35.4,159,19.2,134,16.1,293,35.3,245
"Norwich Free Academy District","=""9010022""",10,558,544,97.5,542,86,15.9,83,15.3,163,30.1,96,17.7,114,21.0,210,38.7,248
"Norwich School District","=""1040011""",05,360,"*","*","*","*","*","*","*",91,25.9,"*","*",31,8.8,"*","*","*"
"Norwich School District","=""1040011""",08,382,379,99.2,379,102,26.9,59,15.6,"*","*",122,32.2,"*","*","*","*",228
"Norwich School District","=""1040011""",10,7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,38,38,100.0,38,"*","*","*","*",9,23.7,16,42.1,"*","*","*","*",243
"Odyssey Community School District","=""2630013""",08,38,37,97.4,37,"*","*","*","*",6,16.2,18,48.6,"*","*","*","*",261
"Old Saybrook School District","=""1060011""",05,90,90,100.0,90,"*","*","*","*",11,12.2,49,54.4,22,24.4,71,78.9,272
"Old Saybrook School District","=""1060011""",08,121,121,100.0,121,"*","*","*","*",16,13.2,71,58.7,24,19.8,95,78.5,269
"Old Saybrook School District","=""1060011""",10,110,108,98.2,108,"*","*","*","*",25,23.1,33,30.6,41,38.0,74,68.5,280
"Orange School District","=""1070011""",05,171,170,99.4,170,"*","*","*","*",18,10.6,83,48.8,62,36.5,145,85.3,285
"Oxford School District","=""1080011""",05,174,174,100.0,174,"*","*","*","*",26,14.9,82,47.1,56,32.2,138,79.3,281
"Oxford School District","=""1080011""",08,167,166,99.4,166,10,6.0,12,7.2,32,19.3,79,47.6,33,19.9,112,67.5,266
"Oxford School District","=""1080011""",10,141,141,100.0,139,"*","*","*","*",37,26.6,29,20.9,61,43.9,90,64.7,284
"Park City Prep Charter School District","=""2830013""",05,93,93,100.0,93,"*","*",24,25.8,21,22.6,22,23.7,"*","*","*","*",221
"Park City Prep Charter School District","=""2830013""",08,83,81,97.6,81,13,16.0,"*","*",20,24.7,34,42.0,"*","*","*","*",243
"Path Academy District","=""2930013""",10,45,22,48.9,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,163,162,99.4,162,13,8.0,20,12.3,43,26.5,70,43.2,16,9.9,86,53.1,249
"Plainfield School District","=""1090011""",08,187,184,98.4,184,16,8.7,22,12.0,37,20.1,91,49.5,18,9.8,109,59.2,252
"Plainfield School District","=""1090011""",10,170,163,95.9,162,31,19.1,31,19.1,62,38.3,23,14.2,15,9.3,38,23.5,233
"Plainville School District","=""1100011""",05,168,168,100.0,168,7,4.2,16,9.5,29,17.3,90,53.6,26,15.5,116,69.0,260
"Plainville School District","=""1100011""",08,172,170,98.8,170,18,10.6,9,5.3,22,12.9,78,45.9,43,25.3,121,71.2,266
"Plainville School District","=""1100011""",10,169,163,96.4,163,18,11.0,20,12.3,44,27.0,46,28.2,35,21.5,81,49.7,254
"Plymouth School District","=""1110011""",05,106,106,100.0,106,6,5.7,6,5.7,21,19.8,51,48.1,22,20.8,73,68.9,264
"Plymouth School District","=""1110011""",08,109,107,98.2,107,13,12.1,12,11.2,22,20.6,53,49.5,7,6.5,60,56.1,247
"Plymouth School District","=""1110011""",10,130,126,96.9,126,15,11.9,27,21.4,39,31.0,29,23.0,16,12.7,45,35.7,241
"Pomfret School District","=""1120011""",05,53,53,100.0,53,0,0.0,"*","*","*","*",27,50.9,14,26.4,41,77.4,277
"Pomfret School District","=""1120011""",08,55,55,100.0,55,"*","*","*","*",7,12.7,33,60.0,12,21.8,45,81.8,269
"Portland School District","=""1130011""",05,114,113,99.1,113,"*","*","*","*",17,15.0,61,54.0,25,22.1,86,76.1,270
"Portland School District","=""1130011""",08,109,109,100.0,109,"*","*","*","*",14,12.8,61,56.0,26,23.9,87,79.8,274
"Portland School District","=""1130011""",10,92,92,100.0,92,"*","*","*","*",29,31.5,24,26.1,29,31.5,53,57.6,275
"Preston School District","=""1140011""",05,43,42,97.7,42,"*","*","*","*",8,19.0,19,45.2,10,23.8,29,69.0,267
"Preston School District","=""1140011""",08,55,54,98.2,54,"*","*","*","*",9,16.7,25,46.3,13,24.1,38,70.4,267
"Putnam School District","=""1160011""",05,93,89,95.7,89,13,14.6,12,13.5,23,25.8,33,37.1,8,9.0,41,46.1,239
"Putnam School District","=""1160011""",08,95,93,97.9,93,24,25.8,"*","*",19,20.4,37,39.8,"*","*","*","*",230
"Putnam School District","=""1160011""",10,70,69,98.6,68,12,17.6,12,17.6,29,42.6,"*","*","*","*",15,22.1,233
"Redding School District","=""1170011""",05,99,96,97.0,96,"*","*","*","*",6,6.3,47,49.0,40,41.7,87,90.6,293
"Redding School District","=""1170011""",08,119,117,98.3,117,"*","*","*","*",9,7.7,61,52.1,36,30.8,97,82.9,279
"Regional School District 01","=""2010012""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",10,92,90,97.8,90,"*","*",14,15.6,38,42.2,20,22.2,"*","*","*","*",252
"Regional School District 04","=""2040012""",08,162,162,100.0,162,"*","*","*","*",18,11.1,77,47.5,57,35.2,134,82.7,279
"Regional School District 04","=""2040012""",10,155,154,99.4,154,"*","*","*","*",41,26.6,36,23.4,69,44.8,105,68.2,288
"Regional School District 05","=""2050012""",08,381,377,99.0,377,"*","*","*","*",45,11.9,191,50.7,108,28.6,299,79.3,276
"Regional School District 05","=""2050012""",10,360,359,99.7,358,"*","*","*","*",69,19.3,85,23.7,189,52.8,274,76.5,296
"Regional School District 06","=""2060012""",05,61,60,98.4,60,"*","*","*","*",10,16.7,22,36.7,19,31.7,41,68.3,271
"Regional School District 06","=""2060012""",08,78,76,97.4,76,"*","*","*","*",9,11.8,45,59.2,14,18.4,59,77.6,266
"Regional School District 06","=""2060012""",10,117,116,99.1,116,6,5.2,16,13.8,39,33.6,30,25.9,25,21.6,55,47.4,261
"Regional School District 07","=""2070012""",08,146,146,100.0,146,"*","*","*","*",8,5.5,69,47.3,63,43.2,132,90.4,292
"Regional School District 07","=""2070012""",10,176,176,100.0,175,"*","*","*","*",45,25.7,47,26.9,71,40.6,118,67.4,283
"Regional School District 08","=""2080012""",08,281,281,100.0,281,11,3.9,13,4.6,46,16.4,157,55.9,54,19.2,211,75.1,268
"Regional School District 08","=""2080012""",10,276,271,98.2,271,6,2.2,9,3.3,71,26.2,86,31.7,99,36.5,185,68.3,283
"Regional School District 09","=""2090012""",10,245,235,95.9,233,0,0.0,"*","*","*","*",58,24.9,123,52.8,181,77.7,297
"Regional School District 10","=""2100012""",05,184,183,99.5,183,"*","*","*","*",29,15.8,108,59.0,28,15.3,136,74.3,265
"Regional School District 10","=""2100012""",08,176,172,97.7,171,"*","*","*","*",29,17.0,99,57.9,30,17.5,129,75.4,267
"Regional School District 10","=""2100012""",10,201,201,100.0,201,"*","*","*","*",43,21.4,49,24.4,92,45.8,141,70.1,286
"Regional School District 11","=""2110012""",08,41,41,100.0,41,"*","*","*","*","*","*",25,61.0,"*","*","*","*",252
"Regional School District 11","=""2110012""",10,29,29,100.0,29,"*","*","*","*","*","*",7,24.1,"*","*","*","*",267
"Regional School District 12","=""2120012""",05,36,36,100.0,36,"*","*","*","*","*","*",21,58.3,7,19.4,28,77.8,269
"Regional School District 12","=""2120012""",08,64,64,100.0,64,"*","*","*","*","*","*",32,50.0,23,35.9,55,85.9,284
"Regional School District 12","=""2120012""",10,62,62,100.0,62,"*","*","*","*",9,14.5,17,27.4,26,41.9,43,69.4,283
"Regional School District 13","=""2130012""",05,139,138,99.3,138,"*","*","*","*",19,13.8,67,48.6,43,31.2,110,79.7,277
"Regional School District 13","=""2130012""",08,156,155,99.4,155,"*","*","*","*",18,11.6,81,52.3,45,29.0,126,81.3,279
"Regional School District 13","=""2130012""",10,126,123,97.6,123,"*","*","*","*",24,19.5,32,26.0,61,49.6,93,75.6,298
"Regional School District 14","=""2140012""",05,133,133,100.0,133,"*","*","*","*",19,14.3,69,51.9,35,26.3,104,78.2,274
"Regional School District 14","=""2140012""",08,102,101,99.0,101,"*","*","*","*",17,16.8,58,57.4,19,18.8,77,76.2,267
"Regional School District 14","=""2140012""",10,193,192,99.5,192,"*","*","*","*",60,31.3,49,25.5,65,33.9,114,59.4,276
"Regional School District 15","=""2150012""",05,283,283,100.0,283,"*","*","*","*",27,9.5,147,51.9,97,34.3,244,86.2,285
"Regional School District 15","=""2150012""",08,351,349,99.4,349,10,2.9,10,2.9,47,13.5,187,53.6,95,27.2,282,80.8,277
"Regional School District 15","=""2150012""",10,292,283,96.9,283,"*","*","*","*",46,16.3,90,31.8,136,48.1,226,79.9,294
"Regional School District 16","=""2160012""",05,167,164,98.2,164,"*","*","*","*",38,23.2,71,43.3,42,25.6,113,68.9,269
"Regional School District 16","=""2160012""",08,194,191,98.5,191,"*","*","*","*",31,16.2,107,56.0,29,15.2,136,71.2,260
"Regional School District 16","=""2160012""",10,172,172,100.0,172,17,9.9,16,9.3,60,34.9,39,22.7,40,23.3,79,45.9,258
"Regional School District 17","=""2170012""",05,187,185,98.9,185,"*","*","*","*",26,14.1,82,44.3,68,36.8,150,81.1,286
"Regional School District 17","=""2170012""",08,188,185,98.4,185,9,4.9,9,4.9,19,10.3,89,48.1,59,31.9,148,80.0,277
"Regional School District 17","=""2170012""",10,167,164,98.2,164,"*","*","*","*",38,23.2,41,25.0,77,47.0,118,72.0,292
"Regional School District 18","=""2180012""",05,100,100,100.0,100,"*","*","*","*",10,10.0,51,51.0,33,33.0,84,84.0,282
"Regional School District 18","=""2180012""",08,130,130,100.0,130,0,0.0,"*","*","*","*",62,47.7,47,36.2,109,83.8,284
"Regional School District 18","=""2180012""",10,118,118,100.0,117,"*","*","*","*",27,23.1,29,24.8,49,41.9,78,66.7,282
"Regional School District 19","=""2190012""",10,300,296,98.7,296,13,4.4,24,8.1,88,29.7,64,21.6,107,36.1,171,57.8,276
"Ridgefield School District","=""1180011""",05,412,412,100.0,412,"*","*","*","*",37,9.0,173,42.0,183,44.4,356,86.4,292
"Ridgefield School District","=""1180011""",08,412,411,99.8,411,"*","*","*","*",32,7.8,208,50.6,155,37.7,363,88.3,286
"Ridgefield School District","=""1180011""",10,430,406,94.4,406,0,0.0,10,2.5,66,16.3,103,25.4,227,55.9,330,81.3,300
"Rocky Hill School District","=""1190011""",05,190,189,99.5,189,"*","*","*","*",33,17.5,78,41.3,70,37.0,148,78.3,282
"Rocky Hill School District","=""1190011""",08,194,193,99.5,193,"*","*","*","*",22,11.4,86,44.6,65,33.7,151,78.2,277
"Rocky Hill School District","=""1190011""",10,178,176,98.9,176,13,7.4,10,5.7,53,30.1,35,19.9,65,36.9,100,56.8,276
"Salem School District","=""1210011""",05,55,55,100.0,55,"*","*","*","*","*","*",24,43.6,"*","*","*","*",290
"Salem School District","=""1210011""",08,36,36,100.0,36,"*","*","*","*","*","*",20,55.6,"*","*","*","*",268
"Salisbury School District","=""1220011""",05,23,23,100.0,23,0,0.0,"*","*","*","*",13,56.5,"*","*","*","*",277
"Salisbury School District","=""1220011""",08,28,28,100.0,28,"*","*",0,0.0,"*","*",15,53.6,"*","*","*","*",287
"Scotland School District","=""1230011""",05,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",05,174,174,100.0,174,7,4.0,20,11.5,38,21.8,78,44.8,31,17.8,109,62.6,260
"Seymour School District","=""1240011""",08,189,188,99.5,188,20,10.6,21,11.2,37,19.7,90,47.9,20,10.6,110,58.5,252
"Seymour School District","=""1240011""",10,155,152,98.1,152,16,10.5,14,9.2,55,36.2,37,24.3,30,19.7,67,44.1,254
"Sharon School District","=""1250011""",05,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",05,369,368,99.7,368,14,3.8,29,7.9,53,14.4,163,44.3,109,29.6,272,73.9,273
"Shelton School District","=""1260011""",08,454,451,99.3,451,29,6.4,34,7.5,61,13.5,217,48.1,110,24.4,327,72.5,269
"Shelton School District","=""1260011""",10,352,342,97.2,341,16,4.7,30,8.8,104,30.5,103,30.2,88,25.8,191,56.0,267
"Sherman School District","=""1270011""",05,"*","*","*","*","*","*","*","*",7,19.4,"*","*",8,22.2,"*","*","*"
"Sherman School District","=""1270011""",08,37,37,100.0,37,"*","*","*","*","*","*",24,64.9,"*","*","*","*",269
"Sherman School District","=""1270011""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",05,22,22,100.0,22,"*","*","*","*",7,31.8,"*","*",0,0.0,"*","*",251
"Side By Side Charter School District","=""2700013""",08,21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",238
"Simsbury School District","=""1280011""",05,292,289,99.0,289,"*","*","*","*",24,8.3,136,47.1,117,40.5,253,87.5,293
"Simsbury School District","=""1280011""",08,359,356,99.2,356,18,5.1,9,2.5,26,7.3,171,48.0,132,37.1,303,85.1,281
"Simsbury School District","=""1280011""",10,331,329,99.4,328,"*","*","*","*",38,11.6,61,18.6,216,65.9,277,84.5,308
"Somers School District","=""1290011""",05,103,102,99.0,102,0,0.0,"*","*","*","*",44,43.1,44,43.1,88,86.3,291
"Somers School District","=""1290011""",08,115,114,99.1,114,"*","*","*","*",20,17.5,59,51.8,24,21.1,83,72.8,267
"Somers School District","=""1290011""",10,122,120,98.4,120,"*","*","*","*",35,29.2,19,15.8,54,45.0,73,60.8,284
"South Windsor School District","=""1320011""",05,322,318,98.8,318,"*","*","*","*",44,13.8,151,47.5,104,32.7,255,80.2,280
"South Windsor School District","=""1320011""",08,343,342,99.7,342,10,2.9,19,5.6,35,10.2,170,49.7,108,31.6,278,81.3,279
"South Windsor School District","=""1320011""",10,332,326,98.2,326,"*","*","*","*",52,16.0,69,21.2,186,57.1,255,78.2,302
"Southington School District","=""1310011""",05,552,548,99.3,548,16,2.9,37,6.8,72,13.1,283,51.6,140,25.5,423,77.2,273
"Southington School District","=""1310011""",08,561,558,99.5,558,37,6.6,28,5.0,84,15.1,329,59.0,80,14.3,409,73.3,262
"Southington School District","=""1310011""",10,539,527,97.8,526,14,2.7,39,7.4,131,24.9,125,23.8,217,41.3,342,65.0,282
"Sprague School District","=""1330011""",05,35,35,100.0,35,"*","*","*","*","*","*",12,34.3,11,31.4,23,65.7,274
"Sprague School District","=""1330011""",08,42,42,100.0,42,0,0.0,"*","*","*","*",27,64.3,9,21.4,36,85.7,270
"Stafford School District","=""1340011""",05,113,113,100.0,113,"*","*","*","*",26,23.0,61,54.0,12,10.6,73,64.6,257
"Stafford School District","=""1340011""",08,115,115,100.0,115,"*","*","*","*",20,17.4,58,50.4,29,25.2,87,75.7,272
"Stafford School District","=""1340011""",10,94,89,94.7,89,"*","*","*","*",24,27.0,20,22.5,35,39.3,55,61.8,276
"Stamford Academy District","=""2820013""",10,44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""",05,1162,1158,99.7,1158,118,10.2,150,13.0,280,24.2,432,37.3,178,15.4,610,52.7,249
"Stamford School District","=""1350011""",08,1114,1096,98.4,1096,208,19.0,95,8.7,177,16.1,460,42.0,156,14.2,616,56.2,248
"Stamford School District","=""1350011""",10,1112,1077,96.9,1073,231,21.5,182,17.0,327,30.5,165,15.4,168,15.7,333,31.0,236
"Sterling School District","=""1360011""",05,"*","*","*","*","*","*","*","*",15,30.6,"*","*",6,12.2,"*","*","*"
"Sterling School District","=""1360011""",08,56,56,100.0,56,12,21.4,6,10.7,"*","*",23,41.1,"*","*","*","*",236
"Sterling School District","=""1360011""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",05,156,153,98.1,153,"*","*","*","*",18,11.8,66,43.1,56,36.6,122,79.7,279
"Stonington School District","=""1370011""",08,178,176,98.9,176,"*","*","*","*",25,14.2,93,52.8,44,25.0,137,77.8,273
"Stonington School District","=""1370011""",10,182,180,98.9,180,"*","*","*","*",56,31.1,48,26.7,59,32.8,107,59.4,275
"Stratford School District","=""1380011""",05,518,513,99.0,513,47,9.2,79,15.4,108,21.1,220,42.9,59,11.5,279,54.4,247
"Stratford School District","=""1380011""",08,540,536,99.3,536,80,14.9,67,12.5,115,21.5,225,42.0,49,9.1,274,51.1,245
"Stratford School District","=""1380011""",10,522,503,96.4,500,42,8.4,71,14.2,189,37.8,113,22.6,85,17.0,198,39.6,251
"Suffield School District","=""1390011""",05,145,143,98.6,143,"*","*","*","*",30,21.0,68,47.6,28,19.6,96,67.1,266
"Suffield School District","=""1390011""",08,184,183,99.5,183,12,6.6,10,5.5,25,13.7,94,51.4,42,23.0,136,74.3,267
"Suffield School District","=""1390011""",10,203,197,97.0,197,"*","*","*","*",43,21.8,47,23.9,95,48.2,142,72.1,290
"The Bridge Academy District","=""2690013""",08,49,49,100.0,49,18,36.7,14,28.6,11,22.4,6,12.2,0,0.0,6,12.2,211
"The Bridge Academy District","=""2690013""",10,45,45,100.0,45,14,31.1,13,28.9,12,26.7,6,13.3,0,0.0,6,13.3,211
"The Gilbert School District","=""9020022""",08,89,89,100.0,89,6,6.7,13,14.6,24,27.0,40,44.9,6,6.7,46,51.7,248
"The Gilbert School District","=""9020022""",10,81,80,98.8,80,19,23.8,15,18.8,22,27.5,10,12.5,14,17.5,24,30.0,235
"Thomaston School District","=""1400011""",05,74,74,100.0,74,"*","*","*","*",9,12.2,40,54.1,17,23.0,57,77.0,270
"Thomaston School District","=""1400011""",08,70,70,100.0,70,"*","*","*","*",14,20.0,36,51.4,8,11.4,44,62.9,257
"Thomaston School District","=""1400011""",10,57,57,100.0,57,"*","*","*","*",23,40.4,14,24.6,11,19.3,25,43.9,256
"Thompson School District","=""1410011""",05,90,89,98.9,89,"*","*",12,13.5,18,20.2,39,43.8,"*","*","*","*",250
"Thompson School District","=""1410011""",08,77,77,100.0,77,"*","*",7,9.1,20,26.0,38,49.4,"*","*","*","*",255
"Thompson School District","=""1410011""",10,72,68,94.4,68,13,19.1,"*","*",32,47.1,10,14.7,"*","*","*","*",235
"Tolland School District","=""1420011""",05,184,184,100.0,184,"*","*","*","*",19,10.3,97,52.7,61,33.2,158,85.9,286
"Tolland School District","=""1420011""",08,236,236,100.0,236,"*","*","*","*",22,9.3,144,61.0,54,22.9,198,83.9,275
"Tolland School District","=""1420011""",10,215,215,100.0,215,"*","*","*","*",44,20.5,64,29.8,89,41.4,153,71.2,286
"Torrington School District","=""1430011""",05,358,355,99.2,355,19,5.4,37,10.4,70,19.7,173,48.7,56,15.8,229,64.5,258
"Torrington School District","=""1430011""",08,337,332,98.5,332,43,13.0,37,11.1,62,18.7,167,50.3,23,6.9,190,57.2,247
"Torrington School District","=""1430011""",10,265,232,87.5,231,35,15.2,45,19.5,81,35.1,37,16.0,33,14.3,70,30.3,239
"Trailblazers Academy District","=""2780013""",08,41,36,87.8,36,17,47.2,11,30.6,"*","*","*","*",0,0.0,"*","*",207
"Trumbull School District","=""1440011""",05,497,497,100.0,497,10,2.0,18,3.6,44,8.9,205,41.2,220,44.3,425,85.5,288
"Trumbull School District","=""1440011""",08,461,457,99.1,457,16,3.5,18,3.9,66,14.4,215,47.0,142,31.1,357,78.1,277
"Trumbull School District","=""1440011""",10,561,551,98.2,551,9,1.6,14,2.5,107,19.4,123,22.3,298,54.1,421,76.4,297
"Unified School District #2","=""3470015""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,"*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Unified School District #2","=""3470015""",10,42,35,83.3,34,16,47.1,8,23.5,10,29.4,0,0.0,0,0.0,0,0.0,190
"Union School District","=""1450011""",05,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
