"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Gender"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 10","=""2100012""","M",89,87,97.8,86,"*","*",0,0.0,"*","*",50,58.1,17,19.8,67,77.9,268
"Regional School District 11","=""2110012""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Regional School District 11","=""2110012""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F",33,33,100.0,33,"*","*",0,0.0,"*","*",13,39.4,17,51.5,30,90.9,296
"Regional School District 12","=""2120012""","M",31,31,100.0,31,"*","*","*","*","*","*",19,61.3,6,19.4,25,80.6,271
"Regional School District 13","=""2130012""","F",68,68,100.0,68,"*","*","*","*",11,16.2,40,58.8,13,19.1,53,77.9,274
"Regional School District 13","=""2130012""","M",88,87,98.9,87,"*","*","*","*",7,8.0,41,47.1,32,36.8,73,83.9,282
"Regional School District 14","=""2140012""","F",51,51,100.0,51,"*","*",0,0.0,"*","*",34,66.7,10,19.6,44,86.3,274
"Regional School District 14","=""2140012""","M",51,50,98.0,50,"*","*","*","*","*","*",24,48.0,9,18.0,33,66.0,260
"Regional School District 15","=""2150012""","F",171,170,99.4,170,"*","*","*","*",22,12.9,92,54.1,47,27.6,139,81.8,276
"Regional School District 15","=""2150012""","M",180,179,99.4,179,"*","*","*","*",25,14.0,95,53.1,48,26.8,143,79.9,278
"Regional School District 16","=""2160012""","F",89,86,96.6,86,"*","*","*","*",14,16.3,49,57.0,11,12.8,60,69.8,259
"Regional School District 16","=""2160012""","M",105,105,100.0,105,"*","*","*","*",17,16.2,58,55.2,18,17.1,76,72.4,261
"Regional School District 17","=""2170012""","F",89,88,98.9,88,"*","*","*","*",7,8.0,51,58.0,25,28.4,76,86.4,277
"Regional School District 17","=""2170012""","M",99,97,98.0,97,"*","*","*","*",12,12.4,38,39.2,34,35.1,72,74.2,277
"Regional School District 18","=""2180012""","F",65,65,100.0,65,0,0.0,"*","*","*","*",34,52.3,23,35.4,57,87.7,286
"Regional School District 18","=""2180012""","M",65,65,100.0,65,0,0.0,"*","*","*","*",28,43.1,24,36.9,52,80.0,282
"Ridgefield School District","=""1180011""","F",201,200,99.5,200,"*","*","*","*",14,7.0,101,50.5,77,38.5,178,89.0,286
"Ridgefield School District","=""1180011""","M",211,211,100.0,211,"*","*","*","*",18,8.5,107,50.7,78,37.0,185,87.7,285
"Rocky Hill School District","=""1190011""","F",91,91,100.0,91,"*","*","*","*",12,13.2,40,44.0,35,38.5,75,82.4,283
"Rocky Hill School District","=""1190011""","M",103,102,99.0,102,"*","*","*","*",10,9.8,46,45.1,30,29.4,76,74.5,273
"Salem School District","=""1210011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Salisbury School District","=""1220011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",99,98,99.0,98,10,10.2,11,11.2,23,23.5,46,46.9,8,8.2,54,55.1,250
"Seymour School District","=""1240011""","M",90,90,100.0,90,10,11.1,10,11.1,14,15.6,44,48.9,12,13.3,56,62.2,254
"Sharon School District","=""1250011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","M",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",231,230,99.6,230,16,7.0,20,8.7,29,12.6,114,49.6,51,22.2,165,71.7,266
"Shelton School District","=""1260011""","M",223,221,99.1,221,13,5.9,14,6.3,32,14.5,103,46.6,59,26.7,162,73.3,271
"Sherman School District","=""1270011""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Side By Side Charter School District","=""2700013""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",173,173,100.0,173,"*","*","*","*",13,7.5,84,48.6,67,38.7,151,87.3,284
"Simsbury School District","=""1280011""","M",186,183,98.4,183,"*","*","*","*",13,7.1,87,47.5,65,35.5,152,83.1,278
"Somers School District","=""1290011""","F",56,55,98.2,55,"*","*","*","*",8,14.5,29,52.7,11,20.0,40,72.7,264
"Somers School District","=""1290011""","M",59,59,100.0,59,"*","*","*","*",12,20.3,30,50.8,13,22.0,43,72.9,271
"South Windsor School District","=""1320011""","F",170,169,99.4,169,"*","*","*","*",17,10.1,85,50.3,56,33.1,141,83.4,281
"South Windsor School District","=""1320011""","M",173,173,100.0,173,"*","*","*","*",18,10.4,85,49.1,52,30.1,137,79.2,276
"Southington School District","=""1310011""","F",276,276,100.0,276,16,5.8,15,5.4,37,13.4,168,60.9,40,14.5,208,75.4,264
"Southington School District","=""1310011""","M",285,282,98.9,282,21,7.4,13,4.6,47,16.7,161,57.1,40,14.2,201,71.3,261
"Sprague School District","=""1330011""","F",20,20,100.0,20,0,0.0,"*","*","*","*",13,65.0,"*","*","*","*",261
"Sprague School District","=""1330011""","M",22,22,100.0,22,0,0.0,0,0.0,"*","*",14,63.6,"*","*","*","*",278
"Stafford School District","=""1340011""","F",50,50,100.0,50,0,0.0,"*","*","*","*",32,64.0,10,20.0,42,84.0,272
"Stafford School District","=""1340011""","M",65,65,100.0,65,"*","*","*","*",14,21.5,26,40.0,19,29.2,45,69.2,271
"Stamford School District","=""1350011""","F",586,574,98.0,574,106,18.5,54,9.4,93,16.2,238,41.5,83,14.5,321,55.9,249
"Stamford School District","=""1350011""","M",528,522,98.9,522,102,19.5,41,7.9,84,16.1,222,42.5,73,14.0,295,56.5,248
"Sterling School District","=""1360011""","F",22,22,100.0,22,"*","*","*","*","*","*",10,45.5,0,0.0,10,45.5,235
"Sterling School District","=""1360011""","M",34,34,100.0,34,"*","*","*","*","*","*",13,38.2,"*","*","*","*",236
"Stonington School District","=""1370011""","F",74,73,98.6,73,"*","*","*","*",11,15.1,35,47.9,21,28.8,56,76.7,273
"Stonington School District","=""1370011""","M",104,103,99.0,103,"*","*","*","*",14,13.6,58,56.3,23,22.3,81,78.6,273
"Stratford School District","=""1380011""","F",262,261,99.6,261,35,13.4,33,12.6,69,26.4,107,41.0,17,6.5,124,47.5,244
"Stratford School District","=""1380011""","M",278,275,98.9,275,45,16.4,34,12.4,46,16.7,118,42.9,32,11.6,150,54.5,247
"Suffield School District","=""1390011""","F",99,99,100.0,99,"*","*","*","*",13,13.1,49,49.5,25,25.3,74,74.7,268
"Suffield School District","=""1390011""","M",85,84,98.8,84,"*","*","*","*",12,14.3,45,53.6,17,20.2,62,73.8,267
"The Bridge Academy District","=""2690013""","F",24,24,100.0,24,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"The Bridge Academy District","=""2690013""","M",25,25,100.0,25,"*","*","*","*","*","*","*","*",0,0.0,"*","*",206
"The Gilbert School District","=""9020022""","F",47,47,100.0,47,"*","*",7,14.9,16,34.0,19,40.4,"*","*","*","*",245
"The Gilbert School District","=""9020022""","M",42,42,100.0,42,"*","*",6,14.3,8,19.0,21,50.0,"*","*","*","*",251
"Thomaston School District","=""1400011""","F",35,35,100.0,35,"*","*","*","*","*","*",22,62.9,"*","*","*","*",267
"Thomaston School District","=""1400011""","M",35,35,100.0,35,"*","*","*","*","*","*",14,40.0,"*","*","*","*",248
"Thompson School District","=""1410011""","F",40,40,100.0,40,"*","*","*","*",14,35.0,21,52.5,0,0.0,21,52.5,247
"Thompson School District","=""1410011""","M",37,37,100.0,37,"*","*","*","*",6,16.2,17,45.9,8,21.6,25,67.6,264
"Tolland School District","=""1420011""","F",124,124,100.0,124,"*","*","*","*",8,6.5,86,69.4,25,20.2,111,89.5,277
"Tolland School District","=""1420011""","M",112,112,100.0,112,"*","*","*","*",14,12.5,58,51.8,29,25.9,87,77.7,272
"Torrington School District","=""1430011""","F",149,148,99.3,148,23,15.5,18,12.2,31,20.9,68,45.9,8,5.4,76,51.4,244
"Torrington School District","=""1430011""","M",188,184,97.9,184,20,10.9,19,10.3,31,16.8,99,53.8,15,8.2,114,62.0,250
"Trailblazers Academy District","=""2780013""","F",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","M",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",233,231,99.1,231,"*","*","*","*",35,15.2,112,48.5,73,31.6,185,80.1,279
"Trumbull School District","=""1440011""","M",228,226,99.1,226,"*","*","*","*",31,13.7,103,45.6,69,30.5,172,76.1,274
"Unified School District #2","=""3470015""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",94,94,100.0,94,"*","*",19,20.2,16,17.0,46,48.9,"*","*","*","*",242
"Vernon School District","=""1460011""","M",113,111,98.2,111,18,16.2,"*","*",15,13.5,55,49.5,"*","*","*","*",247
"Voluntown School District","=""1470011""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",239,236,98.7,236,6,2.5,9,3.8,49,20.8,123,52.1,49,20.8,172,72.9,269
"Wallingford School District","=""1480011""","M",236,233,98.7,233,20,8.6,13,5.6,32,13.7,117,50.2,51,21.9,168,72.1,267
"Waterbury School District","=""1510011""","F",671,663,98.8,663,220,33.2,108,16.3,154,23.2,166,25.0,15,2.3,181,27.3,221
"Waterbury School District","=""1510011""","M",666,655,98.3,654,286,43.7,86,13.1,107,16.4,160,24.5,15,2.3,175,26.8,215
"Waterford School District","=""1520011""","F",109,109,100.0,109,"*","*","*","*",16,14.7,68,62.4,15,13.8,83,76.1,265
"Waterford School District","=""1520011""","M",124,124,100.0,124,"*","*","*","*",18,14.5,64,51.6,21,16.9,85,68.5,261
"Watertown School District","=""1530011""","F",106,106,100.0,106,"*","*","*","*",24,22.6,57,53.8,15,14.2,72,67.9,262
"Watertown School District","=""1530011""","M",118,118,100.0,118,"*","*",11,9.3,18,15.3,69,58.5,"*","*","*","*",249
"West Hartford School District","=""1550011""","F",311,309,99.4,309,12,3.9,26,8.4,41,13.3,147,47.6,83,26.9,230,74.4,272
"West Hartford School District","=""1550011""","M",372,366,98.4,366,33,9.0,19,5.2,48,13.1,164,44.8,102,27.9,266,72.7,269
"West Haven School District","=""1560011""","F",216,215,99.5,215,50,23.3,27,12.6,45,20.9,77,35.8,16,7.4,93,43.3,237
"West Haven School District","=""1560011""","M",212,209,98.6,209,53,25.4,29,13.9,45,21.5,66,31.6,16,7.7,82,39.2,235
"Westbrook School District","=""1540011""","F",31,31,100.0,31,"*","*","*","*","*","*",12,38.7,16,51.6,28,90.3,300
"Westbrook School District","=""1540011""","M",22,22,100.0,22,0,0.0,0,0.0,"*","*",10,45.5,"*","*","*","*",292
"Weston School District","=""1570011""","F",88,88,100.0,88,0,0.0,"*","*","*","*",54,61.4,18,20.5,72,81.8,273
"Weston School District","=""1570011""","M",96,94,97.9,94,"*","*","*","*",8,8.5,56,59.6,27,28.7,83,88.3,281
"Westport School District","=""1580011""","F",218,213,97.7,213,"*","*","*","*",24,11.3,112,52.6,66,31.0,178,83.6,278
"Westport School District","=""1580011""","M",237,236,99.6,236,"*","*","*","*",22,9.3,120,50.8,87,36.9,207,87.7,289
"Wethersfield School District","=""1590011""","F",138,138,100.0,138,13,9.4,9,6.5,30,21.7,66,47.8,20,14.5,86,62.3,257
"Wethersfield School District","=""1590011""","M",140,139,99.3,139,14,10.1,12,8.6,21,15.1,66,47.5,26,18.7,92,66.2,256
"Willington School District","=""1600011""","F",23,23,100.0,23,"*","*",0,0.0,"*","*",11,47.8,"*","*","*","*",255
"Willington School District","=""1600011""","M",30,29,96.7,29,"*","*","*","*","*","*",18,62.1,"*","*","*","*",260
"Wilton School District","=""1610011""","F",163,156,95.7,156,"*","*","*","*",9,5.8,81,51.9,61,39.1,142,91.0,287
"Wilton School District","=""1610011""","M",179,174,97.2,174,"*","*","*","*",16,9.2,77,44.3,74,42.5,151,86.8,287
"Winchester School District","=""1620011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",122,120,98.4,120,41,34.2,25,20.8,"*","*",28,23.3,"*","*","*","*",221
"Windham School District","=""1630011""","M",127,126,99.2,126,54,42.9,"*","*",17,13.5,31,24.6,"*","*","*","*",222
"Windsor Locks School District","=""1650011""","F",53,53,100.0,53,"*","*","*","*",14,26.4,25,47.2,"*","*","*","*",248
"Windsor Locks School District","=""1650011""","M",59,58,98.3,58,"*","*","*","*",18,31.0,22,37.9,"*","*","*","*",246
"Windsor School District","=""1640011""","F",119,119,100.0,119,13,10.9,16,13.4,25,21.0,50,42.0,15,12.6,65,54.6,253
"Windsor School District","=""1640011""","M",130,128,98.5,128,23,18.0,19,14.8,15,11.7,47,36.7,24,18.8,71,55.5,252
"Wolcott School District","=""1660011""","F",119,119,100.0,119,"*","*","*","*",12,10.1,77,64.7,23,19.3,100,84.0,270
"Wolcott School District","=""1660011""","M",115,115,100.0,115,"*","*","*","*",14,12.2,50,43.5,33,28.7,83,72.2,268
"Woodstock School District","=""1690011""","F",54,54,100.0,54,"*","*","*","*","*","*",29,53.7,17,31.5,46,85.2,279
"Woodstock School District","=""1690011""","M",46,45,97.8,45,"*","*",0,0.0,"*","*",29,64.4,11,24.4,40,88.9,279

