"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Cooperative Educational Services","=""2430014""",05,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",08,"N",35,35,100.0,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",247
"Cooperative Educational Services","=""2430014""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",10,"N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",05,"N",98,97,99.0,97,0,0.0,"*","*","*","*",47,48.5,35,36.1,82,84.5,286
"Coventry School District","=""0320011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",08,"N",111,110,99.1,110,0,0.0,9,8.2,7,6.4,69,62.7,25,22.7,94,85.5,276
"Coventry School District","=""0320011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",10,"N",101,100,99.0,100,"*","*","*","*",24,24.0,17,17.0,48,48.0,65,65.0,287
"Coventry School District","=""0320011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""",05,"F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Cromwell School District","=""0330011""",05,"N",142,142,100.0,142,"*","*","*","*",33,23.2,60,42.3,34,23.9,94,66.2,266
"Cromwell School District","=""0330011""",05,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Cromwell School District","=""0330011""",08,"N",116,115,99.1,115,"*","*",7,6.1,21,18.3,57,49.6,"*","*","*","*",268
"Cromwell School District","=""0330011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""",10,"F","*","*","*","*","*","*",6,30.0,"*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""",10,"N",126,125,99.2,125,"*","*","*","*",49,39.2,38,30.4,32,25.6,70,56.0,272
"Cromwell School District","=""0330011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""",05,"F",389,385,99.0,385,"*","*",95,24.7,115,29.9,88,22.9,"*","*","*","*",225
"Danbury School District","=""0340011""",05,"N",366,362,98.9,362,23,6.4,41,11.3,75,20.7,167,46.1,56,15.5,223,61.6,255
"Danbury School District","=""0340011""",05,"R",112,112,100.0,112,"*","*",23,20.5,31,27.7,40,35.7,"*","*","*","*",235
"Danbury School District","=""0340011""",08,"F",338,337,99.7,337,92,27.3,"*","*",92,27.3,95,28.2,"*","*","*","*",224
"Danbury School District","=""0340011""",08,"N",385,381,99.0,381,56,14.7,34,8.9,77,20.2,174,45.7,40,10.5,214,56.2,248
"Danbury School District","=""0340011""",08,"R",82,82,100.0,82,12,14.6,"*","*",14,17.1,44,53.7,"*","*","*","*",242
"Danbury School District","=""0340011""",10,"F",256,252,98.4,251,80,31.9,56,22.3,87,34.7,"*","*","*","*",28,11.2,212
"Danbury School District","=""0340011""",10,"N",399,389,97.5,389,65,16.7,63,16.2,125,32.1,81,20.8,55,14.1,136,35.0,242
"Danbury School District","=""0340011""",10,"R",74,74,100.0,74,"*","*",13,17.6,28,37.8,19,25.7,"*","*","*","*",237
"Darien School District","=""0350011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",05,"N",345,344,99.7,344,"*","*","*","*",42,12.2,151,43.9,139,40.4,290,84.3,287
"Darien School District","=""0350011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",08,"N",365,361,98.9,361,"*","*","*","*",18,5.0,157,43.5,174,48.2,331,91.7,294
"Darien School District","=""0350011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""",10,"N",346,331,95.7,330,"*","*","*","*",61,18.5,89,27.0,170,51.5,259,78.5,297
"Darien School District","=""0350011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""",05,"N",38,38,100.0,38,0,0.0,"*","*","*","*",19,50.0,12,31.6,31,81.6,281
"Deep River School District","=""0360011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""",05,"F",60,60,100.0,60,"*","*",14,23.3,15,25.0,20,33.3,"*","*","*","*",240
"Derby School District","=""0370011""",05,"N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Derby School District","=""0370011""",05,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""",08,"F",48,48,100.0,48,15,31.3,"*","*",8,16.7,14,29.2,"*","*","*","*",226
"Derby School District","=""0370011""",08,"N",43,42,97.7,42,"*","*",11,26.2,"*","*","*","*","*","*","*","*",229
"Derby School District","=""0370011""",08,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""",10,"F","*","*","*","*",8,24.2,"*","*",12,36.4,"*","*","*","*","*","*","*"
"Derby School District","=""0370011""",10,"N",44,42,95.5,42,"*","*",8,19.0,"*","*",10,23.8,9,21.4,19,45.2,251
"Derby School District","=""0370011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",05,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",05,"N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Granby School District","=""0400011""",08,"F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",08,"N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Granby School District","=""0400011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",05,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",05,"N",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",287
"East Haddam School District","=""0410011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",08,"N",89,86,96.6,86,"*","*","*","*",12,14.0,57,66.3,9,10.5,66,76.7,262
"East Haddam School District","=""0410011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""",10,"N",74,72,97.3,72,"*","*","*","*",29,40.3,12,16.7,23,31.9,35,48.6,268
"East Haddam School District","=""0410011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",05,"N",115,113,98.3,113,"*","*","*","*",15,13.3,52,46.0,32,28.3,84,74.3,272
"East Hampton School District","=""0420011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",08,"N",128,126,98.4,126,"*","*","*","*",19,15.1,62,49.2,34,27.0,96,76.2,273
"East Hampton School District","=""0420011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""",10,"N",89,88,98.9,87,"*","*","*","*",22,25.3,20,23.0,40,46.0,60,69.0,287
"East Hampton School District","=""0420011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""",05,"F",293,293,100.0,293,70,23.9,65,22.2,89,30.4,"*","*","*","*",69,23.5,217
"East Hartford School District","=""0430011""",05,"N",197,197,100.0,197,"*","*","*","*",61,31.0,76,38.6,15,7.6,91,46.2,242
"East Hartford School District","=""0430011""",05,"R",25,25,100.0,25,"*","*","*","*",9,36.0,8,32.0,"*","*","*","*",237
"East Hartford School District","=""0430011""",08,"F",304,298,98.0,298,127,42.6,"*","*",55,18.5,56,18.8,"*","*","*","*",217
"East Hartford School District","=""0430011""",08,"N",150,149,99.3,149,35,23.5,"*","*","*","*",50,33.6,16,10.7,66,44.3,239
"East Hartford School District","=""0430011""",08,"R",38,37,97.4,37,10,27.0,"*","*","*","*",17,45.9,"*","*","*","*",244
"East Hartford School District","=""0430011""",10,"F",267,235,88.0,230,59,25.7,56,24.3,80,34.8,"*","*","*","*",35,15.2,220
"East Hartford School District","=""0430011""",10,"N",162,153,94.4,153,17,11.1,26,17.0,54,35.3,33,21.6,23,15.0,56,36.6,248
"East Hartford School District","=""0430011""",10,"R",55,50,90.9,50,"*","*",9,18.0,16,32.0,14,28.0,"*","*","*","*",242
"East Haven School District","=""0440011""",05,"F",83,83,100.0,83,8,9.6,9,10.8,"*","*","*","*","*","*","*","*",244
"East Haven School District","=""0440011""",05,"N",107,107,100.0,107,"*","*","*","*",30,28.0,47,43.9,15,14.0,62,57.9,256
"East Haven School District","=""0440011""",05,"R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""",08,"F",103,101,98.1,101,29,28.7,12,11.9,24,23.8,30,29.7,6,5.9,36,35.6,230
"East Haven School District","=""0440011""",08,"N",110,109,99.1,109,"*","*",17,15.6,21,19.3,45,41.3,"*","*","*","*",236
"East Haven School District","=""0440011""",08,"R",36,34,94.4,34,"*","*",6,17.6,11,32.4,11,32.4,"*","*","*","*",236
"East Haven School District","=""0440011""",10,"F",90,88,97.8,88,"*","*","*","*","*","*","*","*","*","*","*","*",240
"East Haven School District","=""0440011""",10,"N",124,119,96.0,119,"*","*",19,16.0,52,43.7,33,27.7,"*","*","*","*",252
"East Haven School District","=""0440011""",10,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",05,"F","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",05,"N",174,173,99.4,173,"*","*","*","*",23,13.3,79,45.7,66,38.2,145,83.8,288
"East Lyme School District","=""0450011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",08,"F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*",248
"East Lyme School District","=""0450011""",08,"N",179,176,98.3,176,"*","*","*","*",22,12.5,105,59.7,39,22.2,144,81.8,274
"East Lyme School District","=""0450011""",08,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",10,"F",33,32,97.0,32,0,0.0,"*","*","*","*","*","*","*","*","*","*",262
"East Lyme School District","=""0450011""",10,"N",240,238,99.2,237,"*","*","*","*",54,22.8,64,27.0,112,47.3,176,74.3,294
"East Lyme School District","=""0450011""",10,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",05,"F",34,34,100.0,34,"*","*","*","*",11,32.4,"*","*","*","*","*","*",252
"East Windsor School District","=""0470011""",05,"N",39,39,100.0,39,0,0.0,0,0.0,"*","*",18,46.2,"*","*","*","*",289
"East Windsor School District","=""0470011""",05,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",08,"F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",251
"East Windsor School District","=""0470011""",08,"N",43,42,97.7,42,"*","*",0,0.0,"*","*",22,52.4,11,26.2,33,78.6,276
"East Windsor School District","=""0470011""",08,"R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",10,"N",55,54,98.2,54,"*","*","*","*",19,35.2,20,37.0,11,20.4,31,57.4,263
"East Windsor School District","=""0470011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"F",36,"*","*","*",8,25.0,"*","*","*","*",8,25.0,"*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"N",53,48,90.6,48,"*","*",9,18.8,24,50.0,"*","*","*","*","*","*",236
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"R",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"N",116,115,99.1,115,"*","*","*","*",7,6.1,51,44.3,50,43.5,101,87.8,291
"Easton School District","=""0460011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"N",104,100,96.2,100,"*","*","*","*",12,12.0,61,61.0,23,23.0,84,84.0,276
"Easton School District","=""0460011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"N",190,190,100.0,190,"*","*","*","*",16,8.4,91,47.9,77,40.5,168,88.4,287
"Ellington School District","=""0480011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",08,"N",194,194,100.0,194,9,4.6,9,4.6,25,12.9,107,55.2,44,22.7,151,77.8,271
"Ellington School District","=""0480011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",10,"N",162,161,99.4,161,0,0.0,7,4.3,42,26.1,55,34.2,57,35.4,112,69.6,279
"Ellington School District","=""0480011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"F",43,43,100.0,43,13,30.2,11,25.6,11,25.6,8,18.6,0,0.0,8,18.6,209
"Elm City College Preparatory School District","=""2890013""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"F",44,44,100.0,44,10,22.7,12,27.3,15,34.1,7,15.9,0,0.0,7,15.9,222
"Elm City College Preparatory School District","=""2890013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"F",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"F",130,130,100.0,130,"*","*",21,16.2,42,32.3,49,37.7,"*","*","*","*",244
"Enfield School District","=""0490011""",05,"N",238,237,99.6,237,"*","*","*","*",46,19.4,119,50.2,51,21.5,170,71.7,268
"Enfield School District","=""0490011""",05,"R",26,26,100.0,26,"*","*","*","*",6,23.1,11,42.3,"*","*","*","*",267
"Enfield School District","=""0490011""",08,"F",110,108,98.2,108,19,17.6,20,18.5,"*","*",45,41.7,"*","*","*","*",241
"Enfield School District","=""0490011""",08,"N",217,217,100.0,217,"*","*","*","*",35,16.1,110,50.7,48,22.1,158,72.8,268
"Enfield School District","=""0490011""",08,"R",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",267
"Enfield School District","=""0490011""",10,"F",80,77,96.3,77,"*","*","*","*",38,49.4,15,19.5,"*","*","*","*",248
"Enfield School District","=""0490011""",10,"N",257,257,100.0,257,6,2.3,16,6.2,89,34.6,86,33.5,60,23.3,146,56.8,268
"Enfield School District","=""0490011""",10,"R",32,31,96.9,31,"*","*","*","*",16,51.6,7,22.6,"*","*","*","*",246
"Essex School District","=""0500011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""",05,"N",53,53,100.0,53,"*","*","*","*","*","*",25,47.2,24,45.3,49,92.5,294
"Essex School District","=""0500011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Fairfield School District","=""0510011""",05,"N",698,695,99.6,695,14,2.0,22,3.2,77,11.1,312,44.9,270,38.8,582,83.7,286
"Fairfield School District","=""0510011""",05,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",08,"F",76,73,96.1,73,"*","*","*","*","*","*",31,42.5,"*","*","*","*",251
"Fairfield School District","=""0510011""",08,"N",696,691,99.3,691,15,2.2,18,2.6,59,8.5,388,56.2,211,30.5,599,86.7,280
"Fairfield School District","=""0510011""",08,"R",21,21,100.0,21,"*","*","*","*","*","*",7,33.3,"*","*","*","*",250
"Fairfield School District","=""0510011""",10,"F",76,73,96.1,73,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Fairfield School District","=""0510011""",10,"N",681,667,97.9,667,8,1.2,20,3.0,149,22.3,203,30.4,287,43.0,490,73.5,287
"Fairfield School District","=""0510011""",10,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",05,"N",280,277,98.9,277,"*","*","*","*",18,6.5,104,37.5,146,52.7,250,90.3,301
"Farmington School District","=""0520011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",08,"N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,81,31.6,219,85.5,282
"Farmington School District","=""0520011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",10,"N",260,258,99.2,258,"*","*","*","*",40,15.5,76,29.5,137,53.1,213,82.6,300
"Farmington School District","=""0520011""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"F",49,48,98.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",251
"Glastonbury School District","=""0540011""",05,"N",390,389,99.7,389,"*","*","*","*",28,7.2,147,37.8,202,51.9,349,89.7,299
"Glastonbury School District","=""0540011""",05,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",08,"F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Glastonbury School District","=""0540011""",08,"N",472,472,100.0,471,11,2.3,11,2.3,28,5.9,225,47.8,196,41.6,421,89.4,287
"Glastonbury School District","=""0540011""",08,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",10,"F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Glastonbury School District","=""0540011""",10,"N",441,436,98.9,436,6,1.4,14,3.2,83,19.0,99,22.7,234,53.7,333,76.4,297
"Glastonbury School District","=""0540011""",10,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",05,"N",109,109,100.0,109,"*","*",6,5.5,"*","*",37,33.9,63,57.8,100,91.7,305
"Granby School District","=""0560011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"N",142,141,99.3,141,"*","*","*","*",16,11.3,80,56.7,38,27.0,118,83.7,280
"Granby School District","=""0560011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",10,"F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",10,"N",151,149,98.7,148,"*","*","*","*",16,10.8,38,25.7,90,60.8,128,86.5,305
"Granby School District","=""0560011""",10,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""",05,"F",79,78,98.7,78,"*","*","*","*","*","*",26,33.3,"*","*","*","*",248
"Greenwich School District","=""0570011""",05,"N",591,587,99.3,587,13,2.2,26,4.4,58,9.9,265,45.1,225,38.3,490,83.5,284
"Greenwich School District","=""0570011""",05,"R",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",259
"Greenwich School District","=""0570011""",08,"F",64,64,100.0,64,"*","*","*","*","*","*",29,45.3,"*","*","*","*",241
"Greenwich School District","=""0570011""",08,"N",542,541,99.8,541,16,3.0,17,3.1,43,7.9,285,52.7,180,33.3,465,86.0,281
"Greenwich School District","=""0570011""",08,"R",28,27,96.4,27,"*","*","*","*","*","*",15,55.6,"*","*","*","*",258
"Greenwich School District","=""0570011""",10,"F",70,69,98.6,69,10,14.5,"*","*","*","*","*","*","*","*","*","*",243
"Greenwich School District","=""0570011""",10,"N",518,511,98.6,511,"*","*","*","*",82,16.0,119,23.3,289,56.6,408,79.8,300
"Greenwich School District","=""0570011""",10,"R",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",05,"F","*","*","*","*","*","*",7,13.2,17,32.1,"*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",05,"N",67,67,100.0,67,"*","*","*","*","*","*",37,55.2,21,31.3,58,86.6,284
"Griswold School District","=""0580011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",08,"F",46,45,97.8,45,11,24.4,"*","*","*","*","*","*","*","*","*","*",238
"Griswold School District","=""0580011""",08,"N",79,79,100.0,79,"*","*","*","*",18,22.8,39,49.4,10,12.7,49,62.0,256
"Griswold School District","=""0580011""",08,"R",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",10,"F","*","*","*","*","*","*",13,27.7,"*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",10,"N",97,97,100.0,96,"*","*","*","*",31,32.3,33,34.4,18,18.8,51,53.1,260
