"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, English Learner Status (EL)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Regional School District 19","=""2190012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",1248,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","N",545,541,99.3,541,"*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",91,91,100.0,91,"*","*","*","*",12,13.2,44,48.4,28,30.8,72,79.1
"Salisbury School District","=""1220011""","N",51,51,100.0,51,"*","*","*","*","*","*",28,54.9,16,31.4,44,86.3
"Scotland School District","=""1230011""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",512,508,99.2,508,"*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",36,34,94.4,34,0,0.0,"*","*",12,35.3,12,35.3,"*","*","*","*"
"Shelton School District","=""1260011""","N",1150,1139,99.0,1138,52,4.6,87,7.6,"*","*","*","*",307,27.0,"*","*"
"Shelton School District","=""1260011""","Y",25,22,88.0,22,7,31.8,6,27.3,"*","*","*","*",0,0.0,"*","*"
"Sherman School District","=""1270011""","N",75,74,98.7,74,"*","*","*","*",10,13.5,40,54.1,15,20.3,55,74.3
"Side By Side Charter School District","=""2700013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",976,968,99.2,967,"*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",340,336,98.8,336,8,2.4,17,5.1,67,19.9,122,36.3,122,36.3,244,72.6
"South Windsor School District","=""1320011""","N",986,975,98.9,975,"*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","N",1642,1623,98.8,1622,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",77,77,100.0,77,"*","*","*","*",12,15.6,39,50.6,20,26.0,59,76.6
"Stafford School District","=""1340011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","N",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","N",2904,2859,98.5,2857,"*","*",338,11.8,704,24.6,1026,35.9,"*","*","*","*"
"Stamford School District","=""1350011""","Y",484,472,97.5,470,268,57.0,89,18.9,80,17.0,"*","*","*","*",33,7.0
"Sterling School District","=""1360011""","N",107,106,99.1,106,16,15.1,11,10.4,28,26.4,43,40.6,8,7.5,51,48.1
"Stonington School District","=""1370011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",1512,1486,98.3,1483,143,9.6,200,13.5,397,26.8,550,37.1,193,13.0,743,50.1
"Stratford School District","=""1380011""","Y",68,66,97.1,66,26,39.4,17,25.8,15,22.7,8,12.1,0,0.0,8,12.1
"Suffield School District","=""1390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",201,201,100.0,201,11,5.5,18,9.0,46,22.9,90,44.8,36,17.9,126,62.7
"Thompson School District","=""1410011""","N",239,234,97.9,234,26,11.1,27,11.5,70,29.9,87,37.2,24,10.3,111,47.4
"Tolland School District","=""1420011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",903,863,95.6,862,74,8.6,98,11.4,206,23.9,"*","*","*","*","*","*"
"Torrington School District","=""1430011""","Y",57,56,98.2,56,23,41.1,21,37.5,7,12.5,"*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","N",41,36,87.8,36,17,47.2,11,30.6,"*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","N",1502,1488,99.1,1488,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","N",64,56,87.5,55,32,58.2,9,16.4,14,25.5,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",629,624,99.2,623,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",62,62,100.0,62,"*","*",9,14.5,"*","*",41,66.1,"*","*","*","*"
"Wallingford School District","=""1480011""","N",1340,1327,99.0,1327,46,3.5,80,6.0,313,23.6,583,43.9,305,23.0,888,66.9
"Wallingford School District","=""1480011""","Y",56,56,100.0,56,15,26.8,17,30.4,18,32.1,6,10.7,0,0.0,6,10.7
"Waterbury School District","=""1510011""","N",3470,3411,98.3,3398,886,26.1,"*","*",895,26.3,759,22.3,"*","*","*","*"
"Waterbury School District","=""1510011""","Y",539,532,98.7,529,377,71.3,89,16.8,50,9.5,"*","*","*","*",13,2.5
"Waterford School District","=""1520011""","N",637,629,98.7,629,"*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","N",630,621,98.6,621,"*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","N",2088,2069,99.1,2069,"*","*",100,4.8,300,14.5,806,39.0,"*","*","*","*"
"West Hartford School District","=""1550011""","Y",79,77,97.5,77,28,36.4,18,23.4,19,24.7,"*","*","*","*",12,15.6
"West Haven School District","=""1560011""","N",1201,1177,98.0,1175,134,11.4,149,12.7,329,28.0,397,33.8,166,14.1,563,47.9
"West Haven School District","=""1560011""","Y",111,109,98.2,109,51,46.8,26,23.9,23,21.1,9,8.3,0,0.0,9,8.3
"Westbrook School District","=""1540011""","N",198,197,99.5,196,"*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",819,806,98.4,806,"*","*",46,5.7,187,23.2,"*","*",207,25.7,"*","*"
"Wethersfield School District","=""1590011""","Y",32,30,93.8,30,10,33.3,10,33.3,"*","*","*","*",0,0.0,"*","*"
"Willington School District","=""1600011""","N",86,85,98.8,85,7,8.2,6,7.1,19,22.4,43,50.6,10,11.8,53,62.4
"Wilton School District","=""1610011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",466,458,98.3,458,89,19.4,84,18.3,101,22.1,"*","*","*","*","*","*"
"Windham School District","=""1630011""","Y",174,167,96.0,167,106,63.5,37,22.2,"*","*","*","*",0,0.0,"*","*"
"Windsor Locks School District","=""1650011""","N",344,337,98.0,337,"*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","N",761,746,98.0,746,"*","*","*","*",184,24.7,237,31.8,126,16.9,363,48.7
"Windsor School District","=""1640011""","Y",22,20,90.9,20,"*","*","*","*",6,30.0,6,30.0,0,0.0,6,30.0
"Wolcott School District","=""1660011""","N",596,595,99.8,595,"*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",245,244,99.6,244,11,4.5,20,8.2,65,26.6,55,22.5,93,38.1,148,60.7
"Woodstock School District","=""1690011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

