"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Regional School District 10","=""2100012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",172,171,99.4,171,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Regional School District 12","=""2120012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Regional School District 13","=""2130012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",127,126,99.2,126,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Regional School District 14","=""2140012""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*","*","*",274
"Regional School District 15","=""2150012""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",265,265,100.0,265,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Regional School District 16","=""2160012""","Y",24,24,100.0,24,0,0.0,"*","*",8,33.3,10,41.7,"*","*","*","*",256
"Regional School District 16","=""2160012""","N",143,140,97.9,140,"*","*","*","*",30,21.4,61,43.6,"*","*","*","*",271
"Regional School District 17","=""2170012""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",173,171,98.8,171,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",403,403,100.0,403,"*","*","*","*","*","*","*","*","*","*","*","*",293
"Rocky Hill School District","=""1190011""","Y",32,32,100.0,32,"*","*","*","*",11,34.4,10,31.3,6,18.8,16,50.0,257
"Rocky Hill School District","=""1190011""","N",158,157,99.4,157,"*","*","*","*",22,14.0,68,43.3,64,40.8,132,84.1,287
"Salem School District","=""1210011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Salisbury School District","=""1220011""","N",23,23,100.0,23,0,0.0,"*","*","*","*",13,56.5,"*","*","*","*",277
"Scotland School District","=""1230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",50,50,100.0,50,"*","*",10,20.0,11,22.0,19,38.0,"*","*","*","*",237
"Seymour School District","=""1240011""","N",124,124,100.0,124,"*","*",10,8.1,27,21.8,59,47.6,"*","*","*","*",269
"Sharon School District","=""1250011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",14,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",90,90,100.0,90,6,6.7,11,12.2,22,24.4,38,42.2,13,14.4,51,56.7,252
"Shelton School District","=""1260011""","N",279,278,99.6,278,8,2.9,18,6.5,31,11.2,125,45.0,96,34.5,221,79.5,280
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",22,22,100.0,22,"*","*","*","*",6,27.3,"*","*",6,27.3,"*","*",257
"Simsbury School District","=""1280011""","N",270,267,98.9,267,"*","*","*","*",18,6.7,"*","*",111,41.6,"*","*",296
"Somers School District","=""1290011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",93,93,100.0,93,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"South Windsor School District","=""1320011""","Y",48,48,100.0,48,"*","*","*","*",12,25.0,19,39.6,8,16.7,27,56.3,255
"South Windsor School District","=""1320011""","N",274,270,98.5,270,"*","*","*","*",32,11.9,132,48.9,96,35.6,228,84.4,285
"Southington School District","=""1310011""","Y",93,93,100.0,93,9,9.7,10,10.8,22,23.7,32,34.4,20,21.5,52,55.9,254
"Southington School District","=""1310011""","N",459,455,99.1,455,7,1.5,27,5.9,50,11.0,251,55.2,120,26.4,371,81.5,277
"Sprague School District","=""1330011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y",38,38,100.0,38,"*","*","*","*",9,23.7,18,47.4,"*","*","*","*",243
"Stafford School District","=""1340011""","N",75,75,100.0,75,0,0.0,"*","*",17,22.7,43,57.3,"*","*","*","*",264
"Stamford School District","=""1350011""","Y",687,685,99.7,685,103,15.0,125,18.2,212,30.9,196,28.6,49,7.2,245,35.8,232
"Stamford School District","=""1350011""","N",475,473,99.6,473,15,3.2,25,5.3,68,14.4,236,49.9,129,27.3,365,77.2,274
"Sterling School District","=""1360011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sterling School District","=""1360011""","N",36,36,100.0,36,"*","*",0,0.0,"*","*","*","*","*","*","*","*",260
"Stonington School District","=""1370011""","Y",32,31,96.9,31,"*","*","*","*",6,19.4,10,32.3,9,29.0,19,61.3,261
"Stonington School District","=""1370011""","N",124,122,98.4,122,"*","*","*","*",12,9.8,56,45.9,47,38.5,103,84.4,283
"Stratford School District","=""1380011""","Y",239,236,98.7,236,27,11.4,50,21.2,61,25.8,86,36.4,12,5.1,98,41.5,234
"Stratford School District","=""1380011""","N",279,277,99.3,277,20,7.2,29,10.5,47,17.0,134,48.4,47,17.0,181,65.3,257
"Suffield School District","=""1390011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",128,127,99.2,127,"*","*","*","*","*","*","*","*","*","*","*","*",270
"Thomaston School District","=""1400011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"Thompson School District","=""1410011""","Y",30,30,100.0,30,"*","*",6,20.0,6,20.0,10,33.3,"*","*","*","*",232
"Thompson School District","=""1410011""","N",60,59,98.3,59,"*","*",6,10.2,12,20.3,29,49.2,"*","*","*","*",259
"Tolland School District","=""1420011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",170,170,100.0,170,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Torrington School District","=""1430011""","Y",196,193,98.5,193,"*","*",25,13.0,40,20.7,86,44.6,"*","*","*","*",249
"Torrington School District","=""1430011""","N",162,162,100.0,162,"*","*","*","*",30,18.5,87,53.7,32,19.8,119,73.5,269
"Trumbull School District","=""1440011""","Y",45,45,100.0,45,0,0.0,"*","*","*","*",20,44.4,15,33.3,35,77.8,275
"Trumbull School District","=""1440011""","N",452,452,100.0,452,"*","*","*","*",38,8.4,185,40.9,205,45.4,390,86.3,289
"Unified School District #2","=""3470015""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",116,116,100.0,116,"*","*",23,19.8,35,30.2,34,29.3,"*","*","*","*",233
"Vernon School District","=""1460011""","N",121,121,100.0,121,"*","*","*","*",27,22.3,61,50.4,19,15.7,80,66.1,260
"Voluntown School District","=""1470011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*","*","*",261
"Wallingford School District","=""1480011""","Y",98,98,100.0,98,6,6.1,22,22.4,28,28.6,36,36.7,6,6.1,42,42.9,240
"Wallingford School District","=""1480011""","N",352,351,99.7,351,10,2.8,18,5.1,59,16.8,184,52.4,80,22.8,264,75.2,270
"Waterbury School District","=""1510011""","Y",1155,1155,100.0,1154,308,26.7,270,23.4,291,25.2,254,22.0,31,2.7,285,24.7,215
"Waterbury School District","=""1510011""","N",265,265,100.0,265,46,17.4,45,17.0,58,21.9,93,35.1,23,8.7,116,43.8,232
"Waterford School District","=""1520011""","Y",53,53,100.0,53,"*","*","*","*",15,28.3,18,34.0,8,15.1,26,49.1,249
"Waterford School District","=""1520011""","N",146,145,99.3,145,"*","*","*","*",25,17.2,82,56.6,28,19.3,110,75.9,267
"Watertown School District","=""1530011""","Y",74,74,100.0,74,"*","*","*","*",13,17.6,36,48.6,12,16.2,48,64.9,255
"Watertown School District","=""1530011""","N",137,137,100.0,137,"*","*","*","*",31,22.6,64,46.7,29,21.2,93,67.9,265
"West Hartford School District","=""1550011""","Y",144,144,100.0,144,17,11.8,20,13.9,35,24.3,61,42.4,11,7.6,72,50.0,243
"West Hartford School District","=""1550011""","N",606,604,99.7,604,12,2.0,24,4.0,76,12.6,297,49.2,195,32.3,492,81.5,280
"West Haven School District","=""1560011""","Y",313,311,99.4,311,"*","*",51,16.4,92,29.6,117,37.6,"*","*","*","*",242
"West Haven School District","=""1560011""","N",172,172,100.0,172,"*","*","*","*",39,22.7,80,46.5,38,22.1,118,68.6,268
"Westbrook School District","=""1540011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Weston School District","=""1570011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",433,433,100.0,433,"*","*","*","*","*","*","*","*","*","*","*","*",288
"Wethersfield School District","=""1590011""","Y",39,39,100.0,39,"*","*","*","*",8,20.5,15,38.5,8,20.5,23,59.0,258
"Wethersfield School District","=""1590011""","N",219,219,100.0,219,"*","*","*","*",39,17.8,104,47.5,62,28.3,166,75.8,275
"Willington School District","=""1600011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Wilton School District","=""1610011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",336,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y",55,55,100.0,55,"*","*",10,18.2,"*","*",19,34.5,"*","*","*","*",232
"Winchester School District","=""1620011""","N",34,33,97.1,33,"*","*",7,21.2,"*","*",18,54.5,"*","*","*","*",249
"Windham School District","=""1630011""","Y",193,192,99.5,192,"*","*",47,24.5,42,21.9,42,21.9,"*","*","*","*",213
"Windham School District","=""1630011""","N",58,58,100.0,58,"*","*","*","*",9,15.5,35,60.3,7,12.1,42,72.4,263
"Windsor Locks School District","=""1650011""","Y",53,53,100.0,53,"*","*",8,15.1,19,35.8,14,26.4,"*","*","*","*",232
"Windsor Locks School District","=""1650011""","N",77,77,100.0,77,"*","*",12,15.6,19,24.7,24,31.2,"*","*","*","*",265
"Windsor School District","=""1640011""","Y",82,82,100.0,82,19,23.2,22,26.8,14,17.1,20,24.4,7,8.5,27,32.9,226
"Windsor School District","=""1640011""","N",150,149,99.3,149,12,8.1,13,8.7,37,24.8,73,49.0,14,9.4,87,58.4,251
"Wolcott School District","=""1660011""","Y",44,44,100.0,44,"*","*","*","*",10,22.7,19,43.2,10,22.7,29,65.9,265
"Wolcott School District","=""1660011""","N",136,136,100.0,136,"*","*","*","*",17,12.5,64,47.1,50,36.8,114,83.8,285
"Woodbridge School District","=""1670011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",86,86,100.0,86,"*","*",0,0.0,"*","*","*","*","*","*","*","*",311
"Woodstock School District","=""1690011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N",96,96,100.0,96,"*","*","*","*","*","*","*","*","*","*","*","*",279

