"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Special Education Status (SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 16","=""2160012""","Y",27,27,100.0,27,"*","*","*","*",6,22.2,7,25.9,0,0.0,7,25.9,214
"Regional School District 17","=""2170012""","N",150,150,100.0,150,"*","*","*","*",12,8.0,77,51.3,"*","*","*","*",285
"Regional School District 17","=""2170012""","Y",38,35,92.1,35,"*","*","*","*",7,20.0,12,34.3,"*","*","*","*",241
"Regional School District 18","=""2180012""","N",118,118,100.0,118,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"Regional School District 18","=""2180012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",377,376,99.7,376,"*","*","*","*",22,5.9,195,51.9,155,41.2,350,93.1,291
"Ridgefield School District","=""1180011""","Y",35,35,100.0,35,"*","*","*","*",10,28.6,13,37.1,0,0.0,13,37.1,233
"Rocky Hill School District","=""1190011""","N",172,172,100.0,172,"*","*","*","*","*","*","*","*",65,37.8,"*","*",286
"Rocky Hill School District","=""1190011""","Y",22,21,95.5,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*",206
"Salem School District","=""1210011""","N",25,25,100.0,25,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",279
"Salem School District","=""1210011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",157,156,99.4,156,"*","*",11,7.1,30,19.2,"*","*",20,12.8,"*","*",261
"Seymour School District","=""1240011""","Y",32,32,100.0,32,11,34.4,10,31.3,"*","*","*","*",0,0.0,"*","*",212
"Sharon School District","=""1250011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",392,390,99.5,390,"*","*",20,5.1,50,12.8,205,52.6,"*","*","*","*",276
"Shelton School District","=""1260011""","Y",62,61,98.4,61,22,36.1,14,23.0,"*","*",12,19.7,"*","*","*","*",218
"Sherman School District","=""1270011""","N",28,28,100.0,28,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",282
"Sherman School District","=""1270011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",312,309,99.0,309,"*","*","*","*",18,5.8,154,49.8,126,40.8,280,90.6,288
"Simsbury School District","=""1280011""","Y",47,47,100.0,47,"*","*","*","*",8,17.0,17,36.2,6,12.8,23,48.9,237
"Somers School District","=""1290011""","N",104,103,99.0,103,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Somers School District","=""1290011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N",299,298,99.7,298,"*","*",9,3.0,18,6.0,161,54.0,"*","*","*","*",286
"South Windsor School District","=""1320011""","Y",44,44,100.0,44,"*","*",10,22.7,17,38.6,9,20.5,"*","*","*","*",229
"Southington School District","=""1310011""","N",498,497,99.8,497,11,2.2,13,2.6,77,15.5,316,63.6,80,16.1,396,79.7,268
"Southington School District","=""1310011""","Y",63,61,96.8,61,26,42.6,15,24.6,7,11.5,13,21.3,0,0.0,13,21.3,213
"Sprague School District","=""1330011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N",102,102,100.0,102,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Stafford School District","=""1340011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",972,962,99.0,962,121,12.6,"*","*",162,16.8,447,46.5,"*","*","*","*",255
"Stamford School District","=""1350011""","Y",142,134,94.4,134,87,64.9,18,13.4,15,11.2,"*","*","*","*",14,10.4,196
"Sterling School District","=""1360011""","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Sterling School District","=""1360011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","N",145,144,99.3,144,"*","*","*","*",16,11.1,80,55.6,"*","*","*","*",281
"Stonington School District","=""1370011""","Y",33,32,97.0,32,"*","*","*","*",9,28.1,13,40.6,"*","*","*","*",238
"Stratford School District","=""1380011""","N",485,482,99.4,482,48,10.0,59,12.2,104,21.6,"*","*","*","*","*","*",250
"Stratford School District","=""1380011""","Y",55,54,98.2,54,32,59.3,8,14.8,11,20.4,"*","*","*","*","*","*",201
"Suffield School District","=""1390011""","N",170,170,100.0,170,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Suffield School District","=""1390011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N",43,43,100.0,43,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"The Bridge Academy District","=""2690013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*",252
"The Gilbert School District","=""9020022""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Thomaston School District","=""1400011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",212,212,100.0,212,"*","*","*","*","*","*",136,64.2,"*","*","*","*",279
"Tolland School District","=""1420011""","Y",24,24,100.0,24,"*","*","*","*","*","*",8,33.3,"*","*","*","*",235
"Torrington School District","=""1430011""","N",272,271,99.6,271,"*","*",26,9.6,50,18.5,156,57.6,"*","*","*","*",255
"Torrington School District","=""1430011""","Y",65,61,93.8,61,26,42.6,"*","*",12,19.7,11,18.0,"*","*","*","*",214
"Trailblazers Academy District","=""2780013""","N",33,28,84.8,28,"*","*","*","*","*","*","*","*",0,0.0,"*","*",215
"Trailblazers Academy District","=""2780013""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","N",417,413,99.0,413,"*","*",12,2.9,53,12.8,204,49.4,"*","*","*","*",281
"Trumbull School District","=""1440011""","Y",44,44,100.0,44,10,22.7,"*","*",13,29.5,11,25.0,"*","*","*","*",235
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",182,182,100.0,182,15,8.2,"*","*","*","*","*","*",11,6.0,"*","*",251
"Vernon School District","=""1460011""","Y",25,23,92.0,23,15,65.2,"*","*","*","*","*","*",0,0.0,"*","*",195
"Voluntown School District","=""1470011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","N",419,415,99.0,415,"*","*",15,3.6,69,16.6,228,54.9,"*","*","*","*",274
"Wallingford School District","=""1480011""","Y",56,54,96.4,54,"*","*",7,13.0,12,22.2,12,22.2,"*","*","*","*",222
"Waterbury School District","=""1510011""","N",1081,1073,99.3,1072,314,29.3,169,15.8,244,22.8,315,29.4,30,2.8,345,32.2,226
"Waterbury School District","=""1510011""","Y",256,245,95.7,245,192,78.4,25,10.2,17,6.9,11,4.5,0,0.0,11,4.5,184
"Waterford School District","=""1520011""","N",193,193,100.0,193,"*","*","*","*",24,12.4,126,65.3,36,18.7,162,83.9,273
"Waterford School District","=""1520011""","Y",40,40,100.0,40,"*","*","*","*",10,25.0,6,15.0,0,0.0,6,15.0,213
"Watertown School District","=""1530011""","N",194,194,100.0,194,"*","*","*","*",35,18.0,"*","*",21,10.8,"*","*",263
"Watertown School District","=""1530011""","Y",30,30,100.0,30,"*","*","*","*",7,23.3,"*","*",0,0.0,"*","*",207
"West Hartford School District","=""1550011""","N",604,601,99.5,601,"*","*",31,5.2,75,12.5,298,49.6,"*","*","*","*",278
"West Hartford School District","=""1550011""","Y",79,74,93.7,74,30,40.5,14,18.9,14,18.9,"*","*","*","*",16,21.6,215
"West Haven School District","=""1560011""","N",368,367,99.7,367,64,17.4,48,13.1,84,22.9,"*","*","*","*","*","*",242
"West Haven School District","=""1560011""","Y",60,57,95.0,57,39,68.4,8,14.0,6,10.5,"*","*","*","*","*","*",199
"Westbrook School District","=""1540011""","N",44,44,100.0,44,"*","*","*","*","*","*","*","*","*","*","*","*",302
"Westbrook School District","=""1540011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",176,176,100.0,176,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Weston School District","=""1570011""","Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",408,403,98.8,403,"*","*","*","*",28,6.9,217,53.8,"*","*","*","*",289
"Westport School District","=""1580011""","Y",47,46,97.9,46,"*","*","*","*",18,39.1,15,32.6,"*","*","*","*",236
"Wethersfield School District","=""1590011""","N",239,238,99.6,238,9,3.8,13,5.5,42,17.6,"*","*","*","*","*","*",265
"Wethersfield School District","=""1590011""","Y",39,39,100.0,39,18,46.2,8,20.5,9,23.1,"*","*","*","*","*","*",207
"Willington School District","=""1600011""","N",41,41,100.0,41,"*","*",0,0.0,"*","*","*","*","*","*","*","*",265
"Willington School District","=""1600011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",293,283,96.6,283,0,0.0,0,0.0,16,5.7,139,49.1,128,45.2,267,94.3,293
"Wilton School District","=""1610011""","Y",49,47,95.9,47,"*","*","*","*",9,19.1,19,40.4,7,14.9,26,55.3,252
"Winchester School District","=""1620011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",203,202,99.5,202,58,28.7,"*","*","*","*","*","*",14,6.9,"*","*",231
"Windham School District","=""1630011""","Y",46,44,95.7,44,37,84.1,"*","*","*","*","*","*",0,0.0,"*","*",181
"Windsor Locks School District","=""1650011""","N",96,96,100.0,96,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Windsor Locks School District","=""1650011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","N",196,195,99.5,195,13,6.7,19,9.7,"*","*",90,46.2,"*","*","*","*",263
"Windsor School District","=""1640011""","Y",53,52,98.1,52,23,44.2,16,30.8,"*","*",7,13.5,"*","*","*","*",211
"Wolcott School District","=""1660011""","N",207,207,100.0,207,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Wolcott School District","=""1660011""","Y",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",216
"Woodstock School District","=""1690011""","N",85,85,100.0,85,0,0.0,"*","*","*","*","*","*","*","*","*","*",285
"Woodstock School District","=""1690011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"

