"Educator Race/Ethnicity Report for 2013-14"

"District","School","Race","Count","% of Total"
="Windsor Locks School District",="North Street School",="Black or African American",1,2.5
,="Windsor Locks High School",="Black or African American",2,3.5
,="Windsor Locks Middle School",="Black or African American",2,4.1
="Windsor School District",="Clover Street School",="Black or African American",4,10.5
,="John F. Kennedy School",="Black or African American",1,2.3
,="Oliver Ellsworth School",="Black or African American",4,7.8
,="Poquonock Elementary School",="Black or African American",1,3.1
,="Sage Park Middle School",="Black or African American",7,7.0
,="Windsor High School",="Black or African American",15,10.9
="Wolcott School District",="Wolcott High School",="Black or African American",1,1.3

