"Educator Race/Ethnicity Report for 2008-09"

"District","School","Race","Count","% of Total"
,="Strong Elementary School",="Hispanic or Latino",1,2.4
,="Thalberg Elementary School",="Hispanic or Latino",1,2.8
="Sprague School District",="Sayles School",="Hispanic or Latino",1,3.1
="Stafford School District",="Stafford High School",="Hispanic or Latino",1,2.0
,="Stafford Middle School",="Hispanic or Latino",1,2.2
="Stamford School District",="Cloonan School",="Hispanic or Latino",2,3.4
,="Dolan School",="Hispanic or Latino",2,3.3
,="Hart School",="Hispanic or Latino",1,2.1
,="Julia A. Stark School",="Hispanic or Latino",1,1.6
,="K. T. Murphy School",="Hispanic or Latino",5,9.6
,="Newfield School",="Hispanic or Latino",1,2.0
,="Northeast School",="Hispanic or Latino",9,12.7
,="Preschool Team",="Hispanic or Latino",3,21.4
,="Rippowam Middle School",="Hispanic or Latino",1,1.2
,="Rogers International School",="Hispanic or Latino",10,16.1
,="Roxbury School",="Hispanic or Latino",2,3.1
,="Scofield Middle School",="Hispanic or Latino",2,3.2
,="Springdale School",="Hispanic or Latino",1,1.9
,="Stamford High School",="Hispanic or Latino",3,2.0
,="Stillmeadow School",="Hispanic or Latino",3,5.2
,="The Academy of Information Technology",="Hispanic or Latino",5,8.5
,="Toquam Magnet School",="Hispanic or Latino",3,6.7
,="Turn of River School",="Hispanic or Latino",5,7.7
,="Westhill High School",="Hispanic or Latino",13,6.6
,="Westover School",="Hispanic or Latino",2,3.2
="State of Connecticut",="",="Hispanic or Latino",.,3.3
="Stonington School District",="Stonington High School",="Hispanic or Latino",1,1.3
="Stratford School District",="Bunnell High School",="Hispanic or Latino",4,3.9
,="David Wooster Middle School",="Hispanic or Latino",1,1.9
,="Eli Whitney School",="Hispanic or Latino",1,2.3
,="Franklin School",="Hispanic or Latino",1,3.0
,="Lordship School",="Hispanic or Latino",1,4.2
,="Nichols School",="Hispanic or Latino",1,2.8
,="Stratford Academy - Johnson House",="Hispanic or Latino",1,1.6
,="Stratford High School",="Hispanic or Latino",3,3.2
="Suffield School District",="A. Ward Spaulding School",="Hispanic or Latino",2,4.5
,="McAlister Intermediate School",="Hispanic or Latino",2,3.9
,="Suffield High School",="Hispanic or Latino",1,1.3
,="Suffield Middle School",="Hispanic or Latino",2,3.0
="The Bridge Academy District",="The Bridge Academy",="Hispanic or Latino",3,13.0
="Thomaston School District",="Thomaston Center School",="Hispanic or Latino",1,4.2
,="Thomaston High School",="Hispanic or Latino",1,1.9
="Tolland School District",="Tolland High School",="Hispanic or Latino",1,1.3
,="Tolland Intermediate School",="Hispanic or Latino",1,1.5
,="Tolland Middle School",="Hispanic or Latino",2,2.9
="Torrington School District",="Forbes School",="Hispanic or Latino",1,2.5
,="Torrington High School",="Hispanic or Latino",2,1.9
,="Torrington Middle School",="Hispanic or Latino",1,1.1
,="Vogel-Wetmore School",="Hispanic or Latino",4,7.8
="Trailblazers Academy District",="Trailblazers Academy",="Hispanic or Latino",1,4.8
="Trumbull School District",="Booth Hill School",="Hispanic or Latino",2,3.6
,="Frenchtown Elementary School",="Hispanic or Latino",1,1.5
,="Hillcrest Middle School",="Hispanic or Latino",1,1.4
,="Madison Middle School",="Hispanic or Latino",3,3.8
,="Middlebrook School",="Hispanic or Latino",2,4.1
,="Trumbull High School",="Hispanic or Latino",5,2.8
="Unified School District #1",="Corrigan/Radgowski Correctional Institution",="Hispanic or Latino",1,7.1
,="Enfield Correctional Institution",="Hispanic or Latino",1,9.1
,="Manson Youth Institution",="Hispanic or Latino",1,2.0
,="Robinson Correctional Institution",="Hispanic or Latino",2,11.8
="Unified School District #2",="Children's Place School",="Hispanic or Latino",1,5.9
="Vernon School District",="Lake Street School",="Hispanic or Latino",1,4.2
,="Rockville High School",="Hispanic or Latino",5,4.5
,="Vernon Center Middle School",="Hispanic or Latino",1,1.1
="Wallingford School District",="Evarts C. Stevens School",="Hispanic or Latino",1,2.3
,="Highland School",="Hispanic or Latino",1,2.9
,="Lyman Hall High School",="Hispanic or Latino",1,0.9
,="Parker Farms School",="Hispanic or Latino",1,2.6
="Waterbury School District",="West Side Middle School",="Hispanic or Latino",8,7.8
,="Washington School",="Hispanic or Latino",3,12.0
,="B. W. Tinker School",="Hispanic or Latino",2,4.7
,="Bucks Hill School",="Hispanic or Latino",2,4.0
,="Bunker Hill School",="Hispanic or Latino",1,2.2
,="Carrington School",="Hispanic or Latino",11,23.4
,="Crosby High School",="Hispanic or Latino",9,7.7
,="Driggs School",="Hispanic or Latino",1,2.1
,="F. J. Kingsbury School",="Hispanic or Latino",1,2.7
,="Gilmartin School",="Hispanic or Latino",1,3.7
,="H. S. Chase School",="Hispanic or Latino",5,8.1
,="Hopeville School",="Hispanic or Latino",7,16.3
,="John F. Kennedy High School",="Hispanic or Latino",6,5.4
,="Maloney Interdistrict Magnet School",="Hispanic or Latino",7,13.2
,="Margaret M. Generali Elementary School",="Hispanic or Latino",1,2.0
,="Michael F. Wallace Middle School",="Hispanic or Latino",12,11.7
,="North End Middle School",="Hispanic or Latino",12,11.5
,="Rotella Interdistrict Magnet School",="Hispanic or Latino",2,4.1
,="Sprague School",="Hispanic or Latino",1,2.7
,="State Street School",="Hispanic or Latino",2,15.4
,="Walsh School",="Hispanic or Latino",6,12.0
,="Waterbury Arts Magnet School (High)",="Hispanic or Latino",5,7.4
,="Waterbury Arts Magnet School (Middle)",="Hispanic or Latino",5,9.1
,="Wendell L. Cross School",="Hispanic or Latino",2,6.7
,="Wilby High School",="Hispanic or Latino",5,4.5
,="Woodrow Wilson School",="Hispanic or Latino",5,14.7
="Waterford School District",="Clark Lane Middle School",="Hispanic or Latino",2,2.7
,="Oswegatchie Elementary School",="Hispanic or Latino",1,2.8
,="Waterford High School",="Hispanic or Latino",2,2.1
="Watertown School District",="Polk School",="Hispanic or Latino",1,2.9
,="Watertown High School",="Hispanic or Latino",2,2.3
="West Hartford School District",="Smith School",="Hispanic or Latino",1,2.4
,="Aiken School",="Hispanic or Latino",1,2.4
,="Bugbee School",="Hispanic or Latino",2,6.3
,="Charter Oak International Academy",="Hispanic or Latino",1,2.4
,="Conard High School",="Hispanic or Latino",5,3.8
,="Hall High School",="Hispanic or Latino",1,0.7
,="King Philip Middle School",="Hispanic or Latino",4,4.0
,="Morley School",="Hispanic or Latino",1,2.8
,="Sedgwick Middle School",="Hispanic or Latino",6,6.3
,="Webster Hill School",="Hispanic or Latino",1,2.6
,="Whiting Lane School",="Hispanic or Latino",3,5.1
="West Haven School District",="Washington School",="Hispanic or Latino",1,2.6
,="Alma E. Pagels School",="Hispanic or Latino",1,2.6
,="Anna V. Molloy School",="Hispanic or Latino",1,4.0
,="Carrigan 5/6 Intermediate School",="Hispanic or Latino",2,2.3
,="Clarence E. Thompson School",="Hispanic or Latino",1,2.9
,="Edith E. Mackrille School",="Hispanic or Latino",1,2.9
,="Forest School",="Hispanic or Latino",1,2.4
,="Harry M. Bailey Middle School",="Hispanic or Latino",1,1.4
,="Savin Rock Community School",="Hispanic or Latino",1,2.4
,="West Haven High School",="Hispanic or Latino",2,1.4
="Weston School District",="Hurlbutt Elementary School",="Hispanic or Latino",1,1.8
,="Weston Intermediate School",="Hispanic or Latino",1,1.6
="Westport School District",="Coleytown Elementary School",="Hispanic or Latino",1,1.4
,="Coleytown Middle School",="Hispanic or Latino",1,1.4
,="Green's Farms School",="Hispanic or Latino",1,1.6
,="King's Highway Elementary School",="Hispanic or Latino",1,1.4
,="Saugatuck Elementary School",="Hispanic or Latino",2,2.9
,="Staples High School",="Hispanic or Latino",10,5.4
="Wethersfield School District",="Alfred W. Hanmer School",="Hispanic or Latino",2,4.9
,="Charles Wright School",="Hispanic or Latino",1,2.9
,="Emerson-Williams School",="Hispanic or Latino",1,2.4
,="Silas Deane Middle School",="Hispanic or Latino",2,3.4
,="Wethersfield High School",="Hispanic or Latino",2,1.8
="Willington School District",="Hall Memorial School",="Hispanic or Latino",2,5.4
="Wilton School District",="Ina E. Driscoll School",="Hispanic or Latino",1,2.0
,="Miller-Driscoll School",="Hispanic or Latino",1,2.0
,="Wilton High School",="Hispanic or Latino",4,3.3
="Windham School District",="Early Headstart",="Hispanic or Latino",1,20.0
,="Natchaug School",="Hispanic or Latino",1,2.7
,="North Windham School",="Hispanic or Latino",4,9.5
,="W. B. Sweeney School",="Hispanic or Latino",1,2.6
,="Windham Center School",="Hispanic or Latino",6,18.2
,="Windham Early Childhood Prospect Street",="Hispanic or Latino",2,13.3
,="Windham High School",="Hispanic or Latino",5,5.6
,="Windham Middle School",="Hispanic or Latino",12,12.4
="Windsor Locks School District",="South Elementary School",="Hispanic or Latino",2,4.7
,="Windsor Locks High School",="Hispanic or Latino",2,3.2
,="Windsor Locks Middle School",="Hispanic or Latino",2,3.6
="Windsor School District",="Sage Park Middle School",="Hispanic or Latino",2,1.8
,="Windsor High School",="Hispanic or Latino",5,3.5
="Wolcott School District",="Frisbie School",="Hispanic or Latino",1,2.9
,="Tyrrell Middle School",="Hispanic or Latino",1,1.6
,="Wolcott High School",="Hispanic or Latino",2,2.4
="Woodbridge School District",="Beecher Road Intermediate School",="Hispanic or Latino",1,2.3
,="Beecher Road Primary School",="Hispanic or Latino",1,2.6
="Woodstock Academy District",="Woodstock Academy",="Hispanic or Latino",2,2.0

