"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
,="Polly T. McCabe Center",="White",7,70.0
,="Riverside Education Academy",="White",15,65.2
,="Roberto Clemente Leadership Academy for Global Awareness",="White",24,49.0
,="Ross/Woodward School",="White",37,71.2
,="Sound School",="White",46,90.2
,="Strong 21st Century Communications Magnet and SCSU Lab School",="White",13,52.0
,="Truman School",="White",32,65.3
,="West Rock Authors Academy",="White",24,88.9
,="Wexler/Grant Community School",="White",21,48.8
,="Wilbur Cross High School",="White",126,79.2
,="Worthington Hooker School",="White",34,89.5
="New London School District",="Jennings School",="White",20,54.1
,="Bennie Dover Jackson Middle School",="White",52,80.0
,="Harbor School",="White",27,96.4
,="Nathan Hale Arts Magnet School",="White",24,88.9
,="New London High School",="White",82,90.1
,="Shoreline Academy",="White",6,85.7
,="Winthrop STEM Elementary Magnet School",="White",22,78.6
="New Milford School District",="Hill And Plain School",="White",38,97.4
,="John Pettibone School",="White",39,97.5
,="Litchfield Hills Transition Center",="White",2,100.0
,="New Milford High School",="White",120,97.6
,="Northville Elementary School",="White",41,100.0
,="Sarah Noble Intermediate School",="White",84,98.8
,="Schaghticoke Middle School",="White",67,98.5
="Newington School District",="Anna Reynolds School",="White",43,97.7
,="Elizabeth Green School",="White",33,94.3
,="John Paterson School",="White",48,96.0
,="John Wallace Middle School",="White",69,98.6
,="Martin Kellogg Middle School",="White",61,95.3
,="Newington High School",="White",117,95.1
,="Ruth Chaffee School",="White",39,100.0
="Newtown School District",="Hawley Elementary School",="White",35,100.0
,="Head O'Meadow Elementary School",="White",33,100.0
,="Middle Gate Elementary School",="White",44,100.0
,="Newtown High School",="White",140,93.3
,="Newtown Middle School",="White",78,97.5
,="Newtown Preschool",="White",5,100.0
,="Reed Intermediate School",="White",65,97.0
,="Sandy Hook Elementary School",="White",49,98.0
="Norfolk School District",="Botelle Elementary School",="White",21,100.0
,="Bridges II",="White",2,100.0
,="IEP Program",="White",3,100.0
="North Branford School District",="Jerome Harrison School",="White",38,100.0
,="North Branford High School",="White",74,100.0
,="North Branford Intermediate School",="White",55,98.2
,="Totoket Valley Elementary School",="White",44,97.8
="North Canaan School District",="North Canaan Elementary School",="White",37,100.0
="North Haven School District",="Clintonville Elementary School",="White",35,97.2
,="Green Acres Elementary School",="White",38,100.0
,="Montowese Elementary School",="White",35,100.0
,="North Haven High School",="White",99,92.5
,="North Haven Middle School",="White",75,97.4
,="Ridge Road Elementary School",="White",34,100.0
="North Stonington School District",="North Stonington Elementary School",="White",34,100.0
,="Wheeler High School",="White",38,100.0
,="Wheeler Middle School",="White",34,100.0
="Norwalk School District",="Brien McMahon High School",="White",119,83.8
,="Brookside Elementary School",="White",36,85.7
,="Columbus Magnet School",="White",26,89.7
,="Cranbury Elementary School",="White",36,94.7
,="Fox Run Elementary School",="White",32,82.1
,="Jefferson Magnet School",="White",40,88.9
,="Kendall Elementary School",="White",38,90.5
,="Marvin Elementary School",="White",33,89.2
,="Naramake Elementary School",="White",29,87.9
,="Nathan Hale Middle School",="White",49,76.6
,="Norwalk High School",="White",114,87.0
,="Norwalk Pathways Academy at Briggs",="White",16,88.9
,="Ponus Ridge Middle School",="White",57,81.4
,="Roton Middle School",="White",42,77.8
,="Rowayton School",="White",37,90.2
,="Silvermine Elementary School",="White",23,71.9
,="Tracey School",="White",27,77.1
,="West Rocks Middle School",="White",59,88.1
,="Wolfpit School",="White",28,87.5
="Norwich Free Academy District",="Norwich Free Academy",="White",171,90.5
="Norwich School District",="Deborah-Tennant Zinewicz School",="White",6,75.0
,="Hickory Street School",="White",6,85.7
,="John B. Stanton Network School",="White",30,93.8
,="Kelly Middle School",="White",54,96.4
,="Moriarty Magnet School",="White",37,94.9
,="Samuel Huntington School",="White",29,93.5
,="Teachers' Memorial Middle School",="White",45,97.8
,="Thames River Academy",="White",8,88.9
,="Thomas W. Mahan School",="White",25,100.0
,="Uncas Network School",="White",22,91.7
,="Veterans' Memorial School",="White",31,96.9
,="Wequonnoc Magnet School",="White",20,100.0
="Odyssey Community School District",="Odyssey Community School",="White",19,100.0
="Old Saybrook School District",="Kathleen E. Goodwin School",="White",57,100.0
,="Old Saybrook Middle School",="White",62,100.0
,="Old Saybrook Senior High School",="White",54,100.0
="Orange School District",="Mary L. Tracy School",="White",28,100.0
,="Peck Place School",="White",43,97.7
,="Race Brook School",="White",48,100.0
,="Turkey Hill School",="White",37,100.0
="Oxford School District",="Great Oak School",="White",42,97.7
,="Oxford Center School",="White",36,97.3
,="Oxford High School",="White",56,98.2
,="Quaker Farms School",="White",34,100.0
="Park City Prep Charter School District",="Park City Prep Charter School",="White",18,94.7
="Plainfield School District",="Moosup Elementary School",="White",33,100.0
,="Plainfield Central School",="White",48,98.0
,="Plainfield High School",="White",74,98.7
,="Plainfield Memorial School",="White",35,100.0
,="Shepard Hill Elementary School",="White",37,100.0
="Plainville School District",="Frank T. Wheeler School",="White",34,97.1
,="Linden Street School",="White",43,100.0
,="Louis Toffolon School",="White",35,97.2
,="Middle School of Plainville",="White",60,98.4
,="Plainville High School",="White",79,100.0
,="Prekindergarten Program",="White",3,100.0
="Plymouth School District",="Eli Terry Jr. Middle School",="White",44,97.8
,="Harry S. Fisher Elementary School",="White",35,100.0
,="Plymouth Center School",="White",36,100.0
,="Terryville High School",="White",48,96.0
="Pomfret School District",="Pomfret Community School",="White",48,100.0
="Portland School District",="Brownstone Intermediate School",="White",25,100.0
,="Gildersleeve School",="White",25,100.0
,="Portland High School",="White",39,100.0
,="Portland Middle School",="White",30,100.0
,="Valley View School",="White",27,100.0
="Preston School District",="Preston Plains School",="White",21,100.0
,="Preston Veterans' Memorial School",="White",31,96.9
="Putnam School District",="Helping Hands",="White",1,100.0
,="Putnam Elementary School",="White",54,100.0
,="Putnam High School",="White",37,100.0
,="Putnam Middle School",="White",28,100.0
="Redding School District",="John Read Middle School",="White",67,97.1
,="Redding Elementary School",="White",66,98.5
="Regional School District 01",="Housatonic Valley Regional High School",="White",56,98.2
="Regional School District 04",="John Winthrop Middle School",="White",40,100.0
,="Valley Regional High School",="White",56,93.3
="Regional School District 05",="Amity Middle School: Bethany",="White",43,97.7
,="Amity Middle School: Orange",="White",40,90.9
,="Amity Regional High School",="White",144,94.1
="Regional School District 06",="Goshen Center School",="White",28,100.0
,="James Morris School",="White",30,100.0
,="Wamogo Regional High School",="White",54,96.4
,="Warren Elementary School",="White",22,100.0
="Regional School District 07",="AIM",="White",1,100.0
,="Intensive Learning Program",="White",1,100.0
,="Links",="White",1,100.0
,="Northwestern Regional High School",="White",71,97.3
,="Northwestern Regional Middle School",="White",47,94.0
,="STEP",="White",7,100.0
="Regional School District 08",="RHAM High School",="White",104,97.2
,="RHAM Middle School",="White",65,95.6
="Regional School District 09",="Joel Barlow High School",="White",99,100.0
="Regional School District 10",="Har-Bur Middle School",="White",86,98.9
,="Harwinton Consolidated School",="White",52,98.1
,="Lake Garda Elementary School",="White",55,98.2
,="Lewis S. Mills High School",="White",77,95.1
="Regional School District 11",="Parish Hill High School",="White",38,97.4
="Regional School District 12",="Booth Free School",="White",18,100.0
,="Early Childhood Education Center",="White",3,75.0
,="Shepaug Valley High School",="White",43,97.7
,="Shepaug Valley Middle School",="White",36,97.3
,="The Burnham School",="White",17,100.0
,="Washington Primary School",="White",22,100.0
="Regional School District 13",="Coginchaug Regional High School",="White",62,96.9
,="Francis E. Korn School",="White",23,95.8
,="Frank Ward Strong School",="White",37,97.4
,="Frederick Brewster School",="White",31,100.0
,="John Lyman School",="White",31,100.0
,="Middlefield Memorial School",="White",33,100.0
="Regional School District 14",="Bethlehem Elementary School",="White",36,97.3
,="Integrated Star Preschool Program",="White",5,100.0
,="Mitchell Elementary School",="White",40,100.0
,="Nonnewaug High School",="White",73,98.6
,="Woodbury Middle School",="White",45,100.0
="Regional School District 15",="Gainfield Elementary School",="White",38,100.0
,="Long Meadow Elementary School",="White",51,100.0
,="Memorial Middle School",="White",49,96.1
,="Middlebury Elementary School",="White",38,100.0
,="Pomperaug Regional High School",="White",118,98.3
,="Pomperaug School",="White",44,100.0
,="Rochambeau Middle School",="White",52,92.9
="Regional School District 16",="Algonquin School",="White",39,100.0
,="Community School",="White",25,100.0
,="Laurel Ledge School",="White",38,95.0
,="Long River Middle School",="White",53,100.0
,="Woodland Regional High School",="White",81,100.0
="Regional School District 17",="Burr District Elementary School",="White",35,97.2
,="Haddam Elementary School",="White",31,96.9
,="Haddam-Killingworth High School",="White",69,98.6
,="Haddam-Killingworth Middle School",="White",72,100.0
,="Killingworth Elementary School",="White",39,100.0
="Regional School District 18",="Center School",="White",28,96.6
,="Lyme Consolidated School",="White",21,100.0
,="Lyme-Old Lyme High School",="White",50,98.0
,="Lyme-Old Lyme Middle School",="White",38,95.0
,="Mile Creek School",="White",30,100.0
="Regional School District 19",="E. O. Smith High School",="White",121,98.4
="Ridgefield School District",="Barlow Mountain Elementary School",="White",39,97.5
,="Branchville Elementary School",="White",35,97.2
,="East Ridge Middle School",="White",70,98.6
,="Farmingville Elementary School",="White",31,100.0
,="Ridgebury Elementary School",="White",35,100.0
,="Ridgefield High School",="White",148,95.5
,="Scotland Elementary School",="White",33,100.0
,="Scotts Ridge Middle School",="White",53,96.4
,="Veterans Park Elementary School",="White",33,100.0
="Rocky Hill School District",="Albert D. Griswold Middle School",="White",58,100.0
,="Dr. Oran A. Moser School",="White",14,93.3
,="Myrtle H. Stevens School",="White",48,98.0
,="Rocky Hill High School",="White",75,97.4
,="West Hill School",="White",48,100.0
="Salem School District",="Salem Elementary School",="White",49,96.1
="Salisbury School District",="Salisbury Central School",="White",38,97.4
="Scotland School District",="Scotland Elementary School",="White",19,100.0
="Seymour School District",="Anna L. Lopresti School",="White",29,96.7
,="Bungay School",="White",40,97.6
,="Paul E. Chatfield School",="White",32,100.0
,="Seymour High School",="White",59,100.0
,="Seymour Middle School",="White",47,100.0
="Sharon School District",="Sharon Center School",="White",32,100.0
="Shelton School District",="Mohegan School",="White",30,96.8
,="Booth Hill School",="White",29,100.0
,="Elizabeth Shelton School",="White",34,100.0
,="Intermediate School",="White",68,98.6
,="Long Hill School",="White",33,97.1
,="Perry Hill Elementary School",="White",61,100.0
,="Shelton High School",="White",127,98.4
,="Sunnyside School",="White",23,100.0
="Sherman School District",="Sherman School",="White",44,95.7
="Side By Side Charter School District",="Side By Side Charter School",="White",19,100.0
="Simsbury School District",="Central School",="White",44,100.0
,="Henry James Memorial School",="White",83,98.8
,="Latimer Lane School",="White",47,95.9
,="Simsbury High School",="White",135,94.4
,="Squadron Line School",="White",68,98.6
,="Tariffville School",="White",34,100.0
,="Tootin' Hills School",="White",51,96.2
="Somers School District",="Mabelle B. Avery Middle School",="White",40,100.0
,="Somers Elementary School",="White",58,98.3
,="Somers High School",="White",56,96.6
="South Windsor School District",="Pleasant Valley School",="White",33,97.1
,="Eli Terry School",="White",38,97.4
,="Orchard Hill School",="White",35,100.0
,="Philip R. Smith School",="White",31,96.9
,="South Windsor High School",="White",127,95.5
,="Timothy Edwards School",="White",96,98.0
,="Wapping Elementary School",="White",32,100.0
="Southington School District",="John F. Kennedy Middle School",="White",72,97.3
,="Derynoski Elementary School",="White",51,100.0
,="Flanders Elementary School",="White",29,100.0
,="Hatton Elementary School",="White",42,100.0
,="Joseph A. Depaolo Middle School",="White",73,100.0
,="Plantsville Elementary School",="White",27,93.1
,="South End Elementary School",="White",28,100.0
,="Southington High School",="White",188,97.4
,="Strong Elementary School",="White",37,100.0
,="Thalberg Elementary School",="White",37,94.9
,="Urbin T. Kelley School",="White",34,100.0
="Sprague School District",="Sayles School",="White",31,93.9
="Stafford School District",="Stafford Elementary School",="White",53,100.0
,="Stafford High School",="White",46,93.9
,="Stafford Middle School",="White",44,100.0
,="Staffordville School",="White",20,100.0
,="West Stafford School",="White",20,100.0
="Stamford Academy District",="Stamford Academy",="White",11,84.6
="Stamford School District",="Cloonan School",="White",51,81.0
,="Davenport Ridge School",="White",51,94.4
,="Dolan School",="White",54,83.1
,="Hart School",="White",43,87.8
,="Julia A. Stark School",="White",48,87.3
,="K. T. Murphy School",="White",44,81.5
,="Newfield School",="White",43,81.1
,="Northeast School",="White",56,87.5
,="Preschool Team",="White",12,85.7
,="Rippowam Middle School",="White",68,90.7
,="Rogers International School",="White",47,73.4
,="Roxbury School",="White",53,88.3
,="Scofield Middle School",="White",60,92.3
,="Springdale School",="White",45,88.2
,="Stamford High School",="White",129,87.2
,="Stillmeadow School",="White",52,88.1
,="The Academy of Information Technology",="White",50,74.6
,="Toquam Magnet School",="White",44,83.0
,="Turn of River School",="White",60,90.9
,="Westhill High School",="White",145,80.6
,="Westover School",="White",63,95.5
="State of Connecticut",="",="White",.,92.1
="Sterling School District",="Sterling Community School",="White",43,100.0
="Stonington School District",="Deans Mill School",="White",38,100.0
,="Mystic Middle School",="White",40,93.0
,="Pawcatuck Middle School",="White",38,95.0
,="Special Needs Preschool Program",="White",2,100.0
,="Stonington High School",="White",77,95.1
,="West Broad Street School",="White",19,100.0
,="West Vine Street School",="White",24,100.0
="Stratford School District",="Eli Whitney School",="White",44,95.7
,="Bunnell High School",="White",92,94.8
,="Chapel School",="White",45,100.0
,="David Wooster Middle School",="White",47,97.9
,="Franklin School",="White",30,93.8
,="Harry B. Flood Middle School",="White",48,94.1
,="Honeyspot School",="White",13,92.9
,="Lordship School",="White",23,100.0
,="Nichols School",="White",33,94.3
,="Second Hill Lane School",="White",56,94.9
,="Stratford Academy - Johnson House",="White",43,89.6
,="Stratford High School",="White",78,94.0
,="Strive-Stratford",="White",2,100.0
,="Wilcoxson School",="White",33,94.3
="Suffield School District",="A. Ward Spaulding School",="White",44,97.8
,="McAlister Intermediate School",="White",47,95.9
,="Suffield High School",="White",77,96.3
,="Suffield Middle School",="White",59,92.2
="The Bridge Academy District",="The Bridge Academy",="White",17,81.0
="The Gilbert School District",="The Gilbert School",="White",41,100.0
="Thomaston School District",="Black Rock School",="White",33,100.0
,="Thomaston Center School",="White",24,100.0
,="Thomaston High School",="White",50,96.2
="Thompson School District",="Mary R. Fisher Elementary School",="White",41,97.6
,="Thompson Middle School",="White",36,97.3
,="Tourtellotte Memorial High School",="White",38,100.0
="Tolland School District",="Birch Grove Primary School",="White",49,100.0
,="Tolland High School",="White",70,95.9
,="Tolland Intermediate School",="White",55,94.8
,="Tolland Middle School",="White",56,94.9
="Torrington School District",="East School",="White",41,97.6
,="Forbes School",="White",39,92.9
,="Southwest School",="White",37,97.4
,="Torringford School",="White",55,98.2
,="Torrington High School",="White",98,96.1
,="Torrington Middle School",="White",93,97.9
,="Vogel-Wetmore School",="White",44,88.0
="Trailblazers Academy District",="Trailblazers Academy",="White",20,95.2
="Trumbull School District",="Booth Hill School",="White",53,96.4
,="Daniels Farm School",="White",52,100.0
,="Frenchtown Elementary School",="White",70,95.9
,="Head Start",="White",4,100.0
,="Hillcrest Middle School",="White",69,95.8
,="Jane Ryan School",="White",45,100.0
,="Madison Middle School",="White",81,96.4
,="Middlebrook School",="White",50,96.2
,="Tashua School",="White",46,100.0
,="Trumbull Early Childhood Education Center",="White",23,100.0
,="Trumbull High School",="White",176,96.2
="Unified School District #1",="Bergin Correctional Institution",="White",9,100.0
,="Bridgeport Correctional Center",="White",2,50.0
,="Brooklyn Correctional Institution",="White",3,100.0
,="Cheshire Correctional Institution",="White",12,92.3
,="Corrigan/Radgowski Correctional Institution",="White",12,85.7
,="Enfield Correctional Institution",="White",10,90.9
,="Garner Correctional Institution",="White",8,100.0
,="Gates Correctional Institution",="White",9,90.0
,="Hartford Correctional Center",="White",4,80.0
,="MacDougall/Walker Correctional Institution",="White",18,100.0
,="Manson Youth Institution",="White",39,84.8
,="New Haven Correctional Center",="White",3,75.0
,="Northern Correctional Institution",="White",2,100.0
,="Osborn Correctional Institution",="White",13,100.0
,="Robinson Correctional Institution",="White",13,86.7
,="Willard/Cybulski Correctional Institution",="White",7,87.5
,="York Correctional Institution",="White",20,83.3
="Unified School District #2",="Children's Place School",="White",9,75.0
,="Riverview School",="White",27,96.4
,="Walter G. Cady School",="White",42,91.3
="Union School District",="Union Elementary School",="White",11,100.0
="Vernon School District",="Northeast School",="White",27,96.4
,="Center Road School",="White",42,100.0
,="Lake Street School",="White",24,100.0
,="Maple Street School",="White",29,93.5
,="Rockville High School",="White",102,91.9
,="Skinner Road School",="White",29,96.7
,="Vernon Center Middle School",="White",85,95.5
="Voluntown School District",="Voluntown Elementary School",="White",36,100.0
="Wallingford School District",="Highland School",="White",33,97.1
,="A.R.T.S. Academy",="White",6,100.0
,="Cook Hill School",="White",41,95.3
,="Dag Hammarskjold Middle School",="White",69,100.0
,="Evarts C. Stevens School",="White",38,97.4
,="James H. Moran Middle School",="White",73,98.6
,="Lyman Hall High School",="White",103,94.5
,="Mark T. Sheehan High School",="White",87,98.9
,="Moses Y. Beach School",="White",36,100.0
,="Parker Farms School",="White",35,94.6
,="Pond Hill School",="White",39,100.0
,="Rock Hill School",="White",37,100.0
,="Yalesville School",="White",39,95.1
="Waterbury School District",="Brooklyn Elementary School",="White",18,94.7
,="West Side Middle School",="White",91,88.3
,="Washington School",="White",23,82.1
,="B. W. Tinker School",="White",37,94.9
,="Barnard School",="White",27,93.1
,="Bucks Hill School",="White",51,96.2
,="Bunker Hill School",="White",39,95.1
,="Carrington School",="White",36,78.3
,="Crosby High School",="White",101,84.2
,="Driggs School",="White",45,86.5
,="Enlightenment School",="White",25,92.6
,="F. J. Kingsbury School",="White",34,94.4
,="Gilmartin School",="White",37,94.9
,="H. S. Chase School",="White",52,89.7
,="Hopeville School",="White",34,79.1
,="John F. Kennedy High School",="White",98,87.5
,="Maloney Interdistrict Magnet School",="White",46,86.8
,="Margaret M. Generali Elementary School",="White",47,97.9
,="Michael F. Wallace Middle School",="White",92,86.8
,="North End Middle School",="White",93,88.6
,="Regan School",="White",22,95.7
,="Rotella Interdistrict Magnet School",="White",48,94.1
,="Special Education Preschool",="White",26,100.0
,="Sprague School",="White",37,97.4
,="State Street School",="White",13,86.7
,="Walsh School",="White",32,68.1
,="Waterbury Arts Magnet School (High)",="White",51,87.9
,="Waterbury Arts Magnet School (Middle)",="White",44,91.7
,="Wendell L. Cross School",="White",28,87.5
,="Wilby High School",="White",95,85.6
,="Woodrow Wilson School",="White",30,81.1
="Waterford School District",="Clark Lane Middle School",="White",64,97.0
,="Great Neck Elementary School",="White",42,100.0
,="Oswegatchie Elementary School",="White",41,93.2
,="Quaker Hill Elementary School",="White",40,100.0
,="Waterford High School",="White",94,95.9
="Watertown School District",="Fletcher W. Judson School",="White",27,100.0
,="John Trumbull Primary School",="White",55,98.2
,="Polk School",="White",29,96.7
,="Swift Middle School",="White",72,100.0
,="Watertown High School",="White",85,97.7
="West Hartford School District",="Smith School",="White",36,92.3
,="Aiken School",="White",41,95.3
,="Braeburn School",="White",36,97.3
,="Bristow Middle School",="White",48,96.0
,="Bugbee School",="White",31,91.2
,="Charter Oak International Academy",="White",37,94.9
,="Conard High School",="White",130,93.5
,="Duffy School",="White",48,92.3
,="Hall High School",="White",123,93.2
,="King Philip Middle School",="White",100,100.0
,="Morley School",="White",37,100.0
,="Norfeldt School",="White",41,95.3
,="Sedgwick Middle School",="White",86,89.6
,="WAAVE (W Hartford Applied Academic/Voc'l Experience)",="White",2,100.0
,="Webster Hill School",="White",43,93.5
,="Whiting Lane School",="White",59,93.7
,="Wolcott School",="White",47,97.9
="West Haven School District",="Washington School",="White",34,89.5
,="Alma E. Pagels School",="White",44,97.8
,="Carrigan 5/6 Intermediate School",="White",79,91.9
,="Edith E. Mackrille School",="White",34,94.4
,="Forest School",="White",38,92.7
,="Harry M. Bailey Middle School",="White",80,94.1
,="Savin Rock Community School",="White",45,95.7
,="Seth G. Haley School",="White",40,97.6
,="West Haven High School",="White",136,93.2
="Westbrook School District",="Daisy Ingraham School",="White",37,100.0
,="Westbrook High School",="White",40,100.0
,="Westbrook Middle School",="White",38,100.0
="Weston School District",="Hurlbutt Elementary School",="White",47,97.9
,="Weston High School",="White",74,96.1
,="Weston Intermediate School",="White",60,96.8
,="Weston Middle School",="White",61,95.3
="Westport School District",="Bedford Middle School",="White",95,96.9
,="Coleytown Elementary School",="White",56,96.6
,="Coleytown Middle School",="White",70,95.9
,="Green's Farms School",="White",61,98.4
,="King's Highway Elementary School",="White",60,96.8
,="Long Lots School",="White",66,100.0
,="Saugatuck Elementary School",="White",60,96.8
,="Staples High School",="White",181,94.3
,="Stepping Stones Preschool",="White",14,100.0
="Wethersfield School District",="Alfred W. Hanmer School",="White",39,92.9
,="Charles Wright School",="White",31,93.9
,="Emerson-Williams School",="White",35,97.2
,="Highcrest School",="White",37,100.0
,="Samuel B. Webb Elementary School",="White",37,94.9
,="Silas Deane Middle School",="White",53,94.6
,="Wethersfield High School",="White",105,95.5
="Willington School District",="Center School",="White",23,92.0
,="Hall Memorial School",="White",34,94.4
="Wilton School District",="Middlebrook School",="White",95,96.0
,="Cider Mill School",="White",91,98.9
,="Miller-Driscoll School",="White",83,98.8
,="Wilton High School",="White",111,95.7
="Winchester School District",="Batcheller Early Education Center",="White",14,100.0
,="Mary P. Hinsdale School",="White",35,100.0
,="Pearson Middle School",="White",40,100.0
="Windham School District",="Early Headstart",="White",5,83.3
,="Eastern Regional Academy/Windham",="White",2,100.0
,="Natchaug School",="White",30,93.8
,="North Windham School",="White",38,90.5
,="W. B. Sweeney School",="White",33,94.3
,="Windham Center School",="White",25,83.3
,="Windham Early Childhood Prospect Street",="White",10,76.9
,="Windham High School",="White",81,93.1
,="Windham Middle School",="White",78,89.7
="Windsor Locks School District",="North Street School",="White",47,100.0
,="South Elementary School",="White",38,95.0
,="Windsor Locks High School",="White",58,95.1
,="Windsor Locks Middle School",="White",47,94.0
="Windsor School District",="Clover Street School",="White",32,84.2
,="John F. Kennedy School",="White",35,89.7
,="Oliver Ellsworth School",="White",41,87.2
,="Poquonock Elementary School",="White",36,90.0
,="Roger Wolcott Early Child Center",="White",24,92.3
,="Sage Park Middle School",="White",97,89.8
,="Windsor High School",="White",126,86.3
="Wolcott School District",="Alcott School",="White",35,100.0
,="Frisbie School",="White",34,97.1
,="Tyrrell Middle School",="White",61,98.4
,="Wakelee School",="White",35,100.0
,="Wolcott High School",="White",76,96.2
="Woodbridge School District",="Beecher Road Intermediate School",="White",41,95.3
,="Beecher Road Primary School",="White",35,97.2
="Woodstock Academy District",="Woodstock Academy",="White",95,96.0
="Woodstock School District",="Woodstock Elementary School",="White",37,97.4
,="Woodstock Middle School",="White",38,100.0

