"Educator Race/Ethnicity Report for 2003-04"

"District","School","Race","Count","% of Total"
,="Conard High School",="Hispanic or Latino",5,3.8
,="Hall High School",="Hispanic or Latino",1,0.8
,="King Philip Middle School",="Hispanic or Latino",1,0.8
,="Norfeldt School",="Hispanic or Latino",1,2.2
,="Sedgwick Middle School",="Hispanic or Latino",3,2.8
,="Webster Hill School",="Hispanic or Latino",3,7.0
,="Whiting Lane School",="Hispanic or Latino",1,1.6
,="Wolcott School",="Hispanic or Latino",1,2.2
="West Haven School District",="Anna V. Molloy School",="Hispanic or Latino",1,3.0
,="Carrigan 5/6 Intermediate School",="Hispanic or Latino",1,1.1
,="Clarence E. Thompson School",="Hispanic or Latino",1,2.8
,="Forest School",="Hispanic or Latino",2,4.3
,="Harry M. Bailey Middle School",="Hispanic or Latino",1,1.3
,="Savin Rock Community School",="Hispanic or Latino",2,4.2
,="West Haven High School",="Hispanic or Latino",1,0.7
="Westbrook School District",="Westbrook Middle School",="Hispanic or Latino",1,3.3
="Weston School District",="Weston Middle School",="Hispanic or Latino",1,1.1
="Westport School District",="Bedford Middle School",="Hispanic or Latino",1,1.1
,="Coleytown Elementary School",="Hispanic or Latino",1,1.3
,="Coleytown Middle School",="Hispanic or Latino",1,1.4
,="Green's Farms School",="Hispanic or Latino",1,1.6
,="King's Highway Elementary School",="Hispanic or Latino",1,1.6
,="Long Lots School",="Hispanic or Latino",1,1.4
,="Staples High School",="Hispanic or Latino",4,2.7
="Wethersfield School District",="Alfred W. Hanmer School",="Hispanic or Latino",1,2.8
,="Charles Wright School",="Hispanic or Latino",1,3.0
="Willington School District",="Hall Memorial School",="Hispanic or Latino",2,4.9
="Wilton School District",="Cider Mill School",="Hispanic or Latino",1,1.1
,="Wilton High School",="Hispanic or Latino",2,1.8
="Winchester School District",="Batcheller Early Education Center",="Hispanic or Latino",1,3.2
="Windham School District",="Early Headstart",="Hispanic or Latino",1,14.3
,="Natchaug School",="Hispanic or Latino",4,11.4
,="North Windham School",="Hispanic or Latino",8,18.6
,="W. B. Sweeney School",="Hispanic or Latino",3,8.1
,="Windham Center School",="Hispanic or Latino",3,8.8
,="Windham Early Childhood Prospect Street",="Hispanic or Latino",2,16.7
,="Windham High School",="Hispanic or Latino",5,5.6
,="Windham Middle School",="Hispanic or Latino",9,8.7
="Windsor Locks School District",="North Street School",="Hispanic or Latino",1,2.2
,="South Elementary School",="Hispanic or Latino",1,2.4
,="Windsor Locks Middle School",="Hispanic or Latino",3,6.1
="Windsor School District",="Clover Street School",="Hispanic or Latino",1,2.3
,="Sage Park Middle School",="Hispanic or Latino",3,2.7
,="Windsor High School",="Hispanic or Latino",3,2.2
="Wolcott School District",="Tyrrell Middle School",="Hispanic or Latino",1,1.6

