"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
,="Shelton High School",="Hispanic or Latino",1,0.8
="Sherman School District",="Sherman School",="Hispanic or Latino",1,2.2
="Simsbury School District",="Henry James Memorial School",="Hispanic or Latino",1,1.2
,="Latimer Lane School",="Hispanic or Latino",1,2.0
,="Simsbury High School",="Hispanic or Latino",2,1.4
,="Tootin' Hills School",="Hispanic or Latino",1,1.9
="Somers School District",="Somers High School",="Hispanic or Latino",2,3.4
="South Windsor School District",="South Windsor High School",="Hispanic or Latino",3,2.3
,="Timothy Edwards School",="Hispanic or Latino",2,2.0
="Southington School District",="John F. Kennedy Middle School",="Hispanic or Latino",1,1.4
,="Southington High School",="Hispanic or Latino",2,1.0
,="Thalberg Elementary School",="Hispanic or Latino",1,2.6
="Sprague School District",="Sayles School",="Hispanic or Latino",1,3.0
="Stafford School District",="Stafford High School",="Hispanic or Latino",2,4.1
="Stamford School District",="Cloonan School",="Hispanic or Latino",4,6.3
,="Dolan School",="Hispanic or Latino",3,4.6
,="Hart School",="Hispanic or Latino",1,2.0
,="Julia A. Stark School",="Hispanic or Latino",2,3.6
,="K. T. Murphy School",="Hispanic or Latino",7,13.0
,="Newfield School",="Hispanic or Latino",4,7.5
,="Northeast School",="Hispanic or Latino",5,7.8
,="Preschool Team",="Hispanic or Latino",1,7.1
,="Rippowam Middle School",="Hispanic or Latino",2,2.7
,="Rogers International School",="Hispanic or Latino",9,14.1
,="Roxbury School",="Hispanic or Latino",2,3.3
,="Scofield Middle School",="Hispanic or Latino",3,4.6
,="Springdale School",="Hispanic or Latino",1,2.0
,="Stamford High School",="Hispanic or Latino",5,3.4
,="Stillmeadow School",="Hispanic or Latino",4,6.8
,="The Academy of Information Technology",="Hispanic or Latino",5,7.5
,="Toquam Magnet School",="Hispanic or Latino",3,5.7
,="Turn of River School",="Hispanic or Latino",5,7.6
,="Westhill High School",="Hispanic or Latino",15,8.3
,="Westover School",="Hispanic or Latino",1,1.5
="State of Connecticut",="",="Hispanic or Latino",.,3.4
="Stonington School District",="Stonington High School",="Hispanic or Latino",1,1.2
="Stratford School District",="Bunnell High School",="Hispanic or Latino",3,3.1
,="David Wooster Middle School",="Hispanic or Latino",1,2.1
,="Eli Whitney School",="Hispanic or Latino",1,2.2
,="Harry B. Flood Middle School",="Hispanic or Latino",2,3.9
,="Honeyspot School",="Hispanic or Latino",1,7.1
,="Nichols School",="Hispanic or Latino",1,2.9
,="Stratford High School",="Hispanic or Latino",3,3.6
,="Wilcoxson School",="Hispanic or Latino",1,2.9
="Suffield School District",="A. Ward Spaulding School",="Hispanic or Latino",1,2.2
,="McAlister Intermediate School",="Hispanic or Latino",2,4.1
,="Suffield High School",="Hispanic or Latino",2,2.5
,="Suffield Middle School",="Hispanic or Latino",2,3.1
="The Bridge Academy District",="The Bridge Academy",="Hispanic or Latino",2,9.5
="Thomaston School District",="Thomaston High School",="Hispanic or Latino",1,1.9
="Thompson School District",="Thompson Middle School",="Hispanic or Latino",1,2.7
="Tolland School District",="Tolland High School",="Hispanic or Latino",2,2.7
,="Tolland Intermediate School",="Hispanic or Latino",1,1.7
,="Tolland Middle School",="Hispanic or Latino",2,3.4
="Torrington School District",="Forbes School",="Hispanic or Latino",2,4.8
,="Torrington High School",="Hispanic or Latino",3,2.9
,="Torrington Middle School",="Hispanic or Latino",2,2.1
,="Vogel-Wetmore School",="Hispanic or Latino",4,8.0
="Trumbull School District",="Booth Hill School",="Hispanic or Latino",2,3.6
,="Frenchtown Elementary School",="Hispanic or Latino",1,1.4
,="Hillcrest Middle School",="Hispanic or Latino",1,1.4
,="Madison Middle School",="Hispanic or Latino",3,3.6
,="Middlebrook School",="Hispanic or Latino",2,3.8
,="Trumbull High School",="Hispanic or Latino",5,2.7
="Unified School District #1",="Corrigan/Radgowski Correctional Institution",="Hispanic or Latino",1,7.1
,="Enfield Correctional Institution",="Hispanic or Latino",1,9.1
,="Manson Youth Institution",="Hispanic or Latino",1,2.2
,="Robinson Correctional Institution",="Hispanic or Latino",2,13.3
="Unified School District #2",="Children's Place School",="Hispanic or Latino",1,8.3
="Vernon School District",="Rockville High School",="Hispanic or Latino",5,4.5
,="Skinner Road School",="Hispanic or Latino",1,3.3
,="Vernon Center Middle School",="Hispanic or Latino",1,1.1
="Wallingford School District",="Cook Hill School",="Hispanic or Latino",1,2.3
,="Lyman Hall High School",="Hispanic or Latino",3,2.8
,="Mark T. Sheehan High School",="Hispanic or Latino",1,1.1
,="Parker Farms School",="Hispanic or Latino",1,2.7
,="Yalesville School",="Hispanic or Latino",1,2.4
="Waterbury School District",="Brooklyn Elementary School",="Hispanic or Latino",1,5.3
,="West Side Middle School",="Hispanic or Latino",7,6.8
,="Washington School",="Hispanic or Latino",3,10.7
,="B. W. Tinker School",="Hispanic or Latino",2,5.1
,="Bucks Hill School",="Hispanic or Latino",1,1.9
,="Bunker Hill School",="Hispanic or Latino",1,2.4
,="Carrington School",="Hispanic or Latino",10,21.7
,="Crosby High School",="Hispanic or Latino",12,10.0
,="Driggs School",="Hispanic or Latino",3,5.8
,="Enlightenment School",="Hispanic or Latino",1,3.7
,="F. J. Kingsbury School",="Hispanic or Latino",1,2.8
,="Gilmartin School",="Hispanic or Latino",1,2.6
,="H. S. Chase School",="Hispanic or Latino",5,8.6
,="Hopeville School",="Hispanic or Latino",8,18.6
,="John F. Kennedy High School",="Hispanic or Latino",6,5.4
,="Maloney Interdistrict Magnet School",="Hispanic or Latino",5,9.4
,="Margaret M. Generali Elementary School",="Hispanic or Latino",1,2.1
,="Michael F. Wallace Middle School",="Hispanic or Latino",8,7.5
,="North End Middle School",="Hispanic or Latino",10,9.5
,="Rotella Interdistrict Magnet School",="Hispanic or Latino",2,3.9
,="Sprague School",="Hispanic or Latino",1,2.6
,="State Street School",="Hispanic or Latino",2,13.3
,="Walsh School",="Hispanic or Latino",7,14.9
,="Waterbury Arts Magnet School (High)",="Hispanic or Latino",3,5.2
,="Waterbury Arts Magnet School (Middle)",="Hispanic or Latino",2,4.2
,="Wendell L. Cross School",="Hispanic or Latino",2,6.3
,="Wilby High School",="Hispanic or Latino",5,4.5
,="Woodrow Wilson School",="Hispanic or Latino",5,13.5
="Waterford School District",="Clark Lane Middle School",="Hispanic or Latino",2,3.0
,="Oswegatchie Elementary School",="Hispanic or Latino",2,4.5
,="Waterford High School",="Hispanic or Latino",2,2.0
="Watertown School District",="Polk School",="Hispanic or Latino",1,3.3
,="Watertown High School",="Hispanic or Latino",2,2.3
="West Hartford School District",="Smith School",="Hispanic or Latino",1,2.6
,="Aiken School",="Hispanic or Latino",1,2.3
,="Bugbee School",="Hispanic or Latino",2,5.9
,="Conard High School",="Hispanic or Latino",5,3.6
,="Duffy School",="Hispanic or Latino",1,1.9
,="Hall High School",="Hispanic or Latino",3,2.3
,="Sedgwick Middle School",="Hispanic or Latino",5,5.2
,="Webster Hill School",="Hispanic or Latino",1,2.2
,="Whiting Lane School",="Hispanic or Latino",2,3.2
,="Wolcott School",="Hispanic or Latino",1,2.1
="West Haven School District",="Alma E. Pagels School",="Hispanic or Latino",1,2.2
,="Carrigan 5/6 Intermediate School",="Hispanic or Latino",1,1.2
,="Edith E. Mackrille School",="Hispanic or Latino",1,2.8
,="Forest School",="Hispanic or Latino",1,2.4
,="Harry M. Bailey Middle School",="Hispanic or Latino",2,2.4
,="Savin Rock Community School",="Hispanic or Latino",2,4.3
,="West Haven High School",="Hispanic or Latino",4,2.7
="Weston School District",="Weston High School",="Hispanic or Latino",1,1.3
,="Weston Intermediate School",="Hispanic or Latino",1,1.6
,="Weston Middle School",="Hispanic or Latino",1,1.6
="Westport School District",="Bedford Middle School",="Hispanic or Latino",1,1.0
,="Coleytown Elementary School",="Hispanic or Latino",2,3.4
,="Coleytown Middle School",="Hispanic or Latino",2,2.7
,="Green's Farms School",="Hispanic or Latino",1,1.6
,="King's Highway Elementary School",="Hispanic or Latino",1,1.6
,="Saugatuck Elementary School",="Hispanic or Latino",1,1.6
,="Staples High School",="Hispanic or Latino",10,5.2
="Wethersfield School District",="Alfred W. Hanmer School",="Hispanic or Latino",2,4.8
,="Charles Wright School",="Hispanic or Latino",1,3.0
,="Silas Deane Middle School",="Hispanic or Latino",1,1.8
,="Wethersfield High School",="Hispanic or Latino",2,1.8
="Willington School District",="Center School",="Hispanic or Latino",2,8.0
,="Hall Memorial School",="Hispanic or Latino",2,5.6
="Wilton School District",="Middlebrook School",="Hispanic or Latino",1,1.0
,="Miller-Driscoll School",="Hispanic or Latino",1,1.2
,="Wilton High School",="Hispanic or Latino",5,4.3
="Windham School District",="Early Headstart",="Hispanic or Latino",1,16.7
,="Natchaug School",="Hispanic or Latino",2,6.3
,="North Windham School",="Hispanic or Latino",4,9.5
,="W. B. Sweeney School",="Hispanic or Latino",1,2.9
,="Windham Center School",="Hispanic or Latino",5,16.7
,="Windham Early Childhood Prospect Street",="Hispanic or Latino",2,15.4
,="Windham High School",="Hispanic or Latino",2,2.3
,="Windham Middle School",="Hispanic or Latino",9,10.3
="Windsor Locks School District",="South Elementary School",="Hispanic or Latino",2,5.0
,="Windsor Locks High School",="Hispanic or Latino",1,1.6
,="Windsor Locks Middle School",="Hispanic or Latino",1,2.0
="Windsor School District",="John F. Kennedy School",="Hispanic or Latino",1,2.6
,="Sage Park Middle School",="Hispanic or Latino",2,1.9
,="Windsor High School",="Hispanic or Latino",5,3.4
="Wolcott School District",="Frisbie School",="Hispanic or Latino",1,2.9
,="Wolcott High School",="Hispanic or Latino",2,2.5
="Woodbridge School District",="Beecher Road Intermediate School",="Hispanic or Latino",1,2.3
,="Beecher Road Primary School",="Hispanic or Latino",1,2.8
="Woodstock Academy District",="Woodstock Academy",="Hispanic or Latino",2,2.0

