"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"East Haddam School District","=""0410011""","Grade 4","Curl Up",86.1
"East Haddam School District","=""0410011""","Grade 4","Mile Run",82.4
"East Haddam School District","=""0410011""","Grade 4","Push Up",56.5
"East Haddam School District","=""0410011""","Grade 4","Sit and Reach",83.3
"East Haddam School District","=""0410011""","Grade 6","All Tests - District",18.0
"East Haddam School District","=""0410011""","Grade 6","Curl Up",70.0
"East Haddam School District","=""0410011""","Grade 6","Mile Run",80.0
"East Haddam School District","=""0410011""","Grade 6","Push Up",34.0
"East Haddam School District","=""0410011""","Grade 6","Sit and Reach",62.0
"East Haddam School District","=""0410011""","Grade 8","All Tests - District",29.9
"East Haddam School District","=""0410011""","Grade 8","Curl Up",69.2
"East Haddam School District","=""0410011""","Grade 8","Mile Run",49.5
"East Haddam School District","=""0410011""","Grade 8","Push Up",46.7
"East Haddam School District","=""0410011""","Grade 8","Sit and Reach",71.0
"East Haddam School District","=""0410011""","Grade 10","All Tests - District",44.9
"East Haddam School District","=""0410011""","Grade 10","Curl Up",75.5
"East Haddam School District","=""0410011""","Grade 10","Mile Run",65.3
"East Haddam School District","=""0410011""","Grade 10","Push Up",65.3
"East Haddam School District","=""0410011""","Grade 10","Sit and Reach",81.6
"East Hampton School District","=""0420011""","Grade 4","All Tests - District",43.9
"East Hampton School District","=""0420011""","Grade 4","Curl Up",84.8
"East Hampton School District","=""0420011""","Grade 4","Mile Run",62.9
"East Hampton School District","=""0420011""","Grade 4","Push Up",57.6
"East Hampton School District","=""0420011""","Grade 4","Sit and Reach",86.4
"East Hampton School District","=""0420011""","Grade 6","All Tests - District",61.3
"East Hampton School District","=""0420011""","Grade 6","Curl Up",82.1
"East Hampton School District","=""0420011""","Grade 6","Mile Run",83.2
"East Hampton School District","=""0420011""","Grade 6","Push Up",76.3
"East Hampton School District","=""0420011""","Grade 6","Sit and Reach",91.9
"East Hampton School District","=""0420011""","Grade 8","All Tests - District",54.4
"East Hampton School District","=""0420011""","Grade 8","Curl Up",67.1
"East Hampton School District","=""0420011""","Grade 8","Mile Run",77.9
"East Hampton School District","=""0420011""","Grade 8","Push Up",77.9
"East Hampton School District","=""0420011""","Grade 8","Sit and Reach",89.9
"East Hampton School District","=""0420011""","Grade 10","All Tests - District",38.8
"East Hampton School District","=""0420011""","Grade 10","Curl Up",49.3
"East Hampton School District","=""0420011""","Grade 10","Mile Run",73.7
"East Hampton School District","=""0420011""","Grade 10","Push Up",65.8
"East Hampton School District","=""0420011""","Grade 10","Sit and Reach",82.9
"East Hartford School District","=""0430011""","Grade 4","All Tests - District",55.3
"East Hartford School District","=""0430011""","Grade 4","Curl Up",85.6
"East Hartford School District","=""0430011""","Grade 4","Mile Run",78.7
"East Hartford School District","=""0430011""","Grade 4","Push Up",75.4
"East Hartford School District","=""0430011""","Grade 4","Sit and Reach",87.9
"East Hartford School District","=""0430011""","Grade 6","All Tests - District",63.7
"East Hartford School District","=""0430011""","Grade 6","Curl Up",87.8
"East Hartford School District","=""0430011""","Grade 6","Mile Run",76.2
"East Hartford School District","=""0430011""","Grade 6","Push Up",79.1
"East Hartford School District","=""0430011""","Grade 6","Sit and Reach",91.5
"East Hartford School District","=""0430011""","Grade 8","All Tests - District",59.4
"East Hartford School District","=""0430011""","Grade 8","Curl Up",80.5
"East Hartford School District","=""0430011""","Grade 8","Mile Run",68.9
"East Hartford School District","=""0430011""","Grade 8","Push Up",75.0
"East Hartford School District","=""0430011""","Grade 8","Sit and Reach",84.4
"East Hartford School District","=""0430011""","Grade 10","All Tests - District",24.2
"East Hartford School District","=""0430011""","Grade 10","Curl Up",61.5
"East Hartford School District","=""0430011""","Grade 10","Mile Run",32.7
"East Hartford School District","=""0430011""","Grade 10","Push Up",64.8
"East Hartford School District","=""0430011""","Grade 10","Sit and Reach",76.7
"East Haven School District","=""0440011""","Grade 4","All Tests - District",54.3
"East Haven School District","=""0440011""","Grade 4","Curl Up",87.9
"East Haven School District","=""0440011""","Grade 4","Mile Run",66.8
"East Haven School District","=""0440011""","Grade 4","Push Up",76.6
"East Haven School District","=""0440011""","Grade 4","Sit and Reach",92.5
"East Haven School District","=""0440011""","Grade 6","All Tests - District",56.5
"East Haven School District","=""0440011""","Grade 6","Curl Up",90.2
"East Haven School District","=""0440011""","Grade 6","Mile Run",67.8
"East Haven School District","=""0440011""","Grade 6","Push Up",81.2
"East Haven School District","=""0440011""","Grade 6","Sit and Reach",92.8
"East Haven School District","=""0440011""","Grade 8","All Tests - District",50.8
"East Haven School District","=""0440011""","Grade 8","Curl Up",81.1
"East Haven School District","=""0440011""","Grade 8","Mile Run",56.7
"East Haven School District","=""0440011""","Grade 8","Push Up",66.4
"East Haven School District","=""0440011""","Grade 8","Sit and Reach",92.0
"East Haven School District","=""0440011""","Grade 10","All Tests - District",31.1
"East Haven School District","=""0440011""","Grade 10","Curl Up",73.0
"East Haven School District","=""0440011""","Grade 10","Mile Run",40.3
"East Haven School District","=""0440011""","Grade 10","Push Up",69.4
"East Haven School District","=""0440011""","Grade 10","Sit and Reach",71.9
"East Lyme School District","=""0450011""","Grade 4","All Tests - District",56.6
"East Lyme School District","=""0450011""","Grade 4","Curl Up",95.6
"East Lyme School District","=""0450011""","Grade 4","Mile Run",74.1
"East Lyme School District","=""0450011""","Grade 4","Push Up",72.2
"East Lyme School District","=""0450011""","Grade 4","Sit and Reach",86.3
"East Lyme School District","=""0450011""","Grade 6","All Tests - District",69.6
"East Lyme School District","=""0450011""","Grade 6","Curl Up",96.7
"East Lyme School District","=""0450011""","Grade 6","Mile Run",87.0
"East Lyme School District","=""0450011""","Grade 6","Push Up",91.3
"East Lyme School District","=""0450011""","Grade 6","Sit and Reach",83.7
"East Lyme School District","=""0450011""","Grade 8","All Tests - District",65.4
"East Lyme School District","=""0450011""","Grade 8","Curl Up",92.6
"East Lyme School District","=""0450011""","Grade 8","Mile Run",77.0
"East Lyme School District","=""0450011""","Grade 8","Push Up",86.2
"East Lyme School District","=""0450011""","Grade 8","Sit and Reach",82.3
"East Lyme School District","=""0450011""","Grade 10","All Tests - District",61.8
"East Lyme School District","=""0450011""","Grade 10","Curl Up",76.1
"East Lyme School District","=""0450011""","Grade 10","Mile Run",76.1
"East Lyme School District","=""0450011""","Grade 10","Push Up",85.3
"East Lyme School District","=""0450011""","Grade 10","Sit and Reach",89.6
"East Windsor School District","=""0470011""","Grade 4","All Tests - District",40.2
"East Windsor School District","=""0470011""","Grade 4","Curl Up",91.0
"East Windsor School District","=""0470011""","Grade 4","Mile Run",73.0
"East Windsor School District","=""0470011""","Grade 4","Push Up",55.7
"East Windsor School District","=""0470011""","Grade 4","Sit and Reach",77.9
"East Windsor School District","=""0470011""","Grade 6","All Tests - District",35.6
"East Windsor School District","=""0470011""","Grade 6","Curl Up",77.2
"East Windsor School District","=""0470011""","Grade 6","Mile Run",69.3
"East Windsor School District","=""0470011""","Grade 6","Push Up",51.5
"East Windsor School District","=""0470011""","Grade 6","Sit and Reach",64.4
"East Windsor School District","=""0470011""","Grade 8","All Tests - District",48.1
"East Windsor School District","=""0470011""","Grade 8","Curl Up",85.6
"East Windsor School District","=""0470011""","Grade 8","Mile Run",67.3
"East Windsor School District","=""0470011""","Grade 8","Push Up",58.7
"East Windsor School District","=""0470011""","Grade 8","Sit and Reach",76.0
"East Windsor School District","=""0470011""","Grade 10","All Tests - District",62.7
"East Windsor School District","=""0470011""","Grade 10","Curl Up",85.5
"East Windsor School District","=""0470011""","Grade 10","Mile Run",69.9
"East Windsor School District","=""0470011""","Grade 10","Push Up",81.9
"East Windsor School District","=""0470011""","Grade 10","Sit and Reach",86.7
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","All Tests - District","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Curl Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Mile Run","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Push Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Sit and Reach","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","All Tests - District","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Curl Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Mile Run","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Push Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Sit and Reach","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","All Tests - District","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Curl Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Mile Run","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Push Up","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Sit and Reach","N/A"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","All Tests - District",19.7
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Curl Up",74.6
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Mile Run",28.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Push Up",67.6
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Sit and Reach",66.2
"Eastford School District","=""0390011""","Grade 4","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 4","Curl Up","*"
"Eastford School District","=""0390011""","Grade 4","Mile Run","*"
"Eastford School District","=""0390011""","Grade 4","Push Up","*"
"Eastford School District","=""0390011""","Grade 4","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 6","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 6","Curl Up","*"
"Eastford School District","=""0390011""","Grade 6","Mile Run","*"
"Eastford School District","=""0390011""","Grade 6","Push Up","*"
"Eastford School District","=""0390011""","Grade 6","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 8","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 8","Curl Up","*"
"Eastford School District","=""0390011""","Grade 8","Mile Run","*"
"Eastford School District","=""0390011""","Grade 8","Push Up","*"
"Eastford School District","=""0390011""","Grade 8","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 10","All Tests - District","N/A"
"Eastford School District","=""0390011""","Grade 10","Curl Up","N/A"
"Eastford School District","=""0390011""","Grade 10","Mile Run","N/A"
"Eastford School District","=""0390011""","Grade 10","Push Up","N/A"
"Eastford School District","=""0390011""","Grade 10","Sit and Reach","N/A"
"Easton School District","=""0460011""","Grade 4","All Tests - District",57.7
"Easton School District","=""0460011""","Grade 4","Curl Up",90.2
"Easton School District","=""0460011""","Grade 4","Mile Run",84.6
"Easton School District","=""0460011""","Grade 4","Push Up",81.3
"Easton School District","=""0460011""","Grade 4","Sit and Reach",89.4
"Easton School District","=""0460011""","Grade 6","All Tests - District",76.3
"Easton School District","=""0460011""","Grade 6","Curl Up",96.6
"Easton School District","=""0460011""","Grade 6","Mile Run",85.6
"Easton School District","=""0460011""","Grade 6","Push Up",95.8
"Easton School District","=""0460011""","Grade 6","Sit and Reach",84.7
"Easton School District","=""0460011""","Grade 8","All Tests - District",71.5
"Easton School District","=""0460011""","Grade 8","Curl Up",93.5
"Easton School District","=""0460011""","Grade 8","Mile Run",78.9
"Easton School District","=""0460011""","Grade 8","Push Up",76.4
"Easton School District","=""0460011""","Grade 8","Sit and Reach",91.1
"Easton School District","=""0460011""","Grade 10","All Tests - District","N/A"
"Easton School District","=""0460011""","Grade 10","Curl Up","N/A"
"Easton School District","=""0460011""","Grade 10","Mile Run","N/A"
"Easton School District","=""0460011""","Grade 10","Push Up","N/A"
"Easton School District","=""0460011""","Grade 10","Sit and Reach","N/A"
"Ellington School District","=""0480011""","Grade 4","All Tests - District",51.6
"Ellington School District","=""0480011""","Grade 4","Curl Up",81.1
"Ellington School District","=""0480011""","Grade 4","Mile Run",88.9
"Ellington School District","=""0480011""","Grade 4","Push Up",67.4
"Ellington School District","=""0480011""","Grade 4","Sit and Reach",84.7
"Ellington School District","=""0480011""","Grade 6","All Tests - District",49.7
"Ellington School District","=""0480011""","Grade 6","Curl Up",88.1
"Ellington School District","=""0480011""","Grade 6","Mile Run",83.2
"Ellington School District","=""0480011""","Grade 6","Push Up",65.4
"Ellington School District","=""0480011""","Grade 6","Sit and Reach",80.5
"Ellington School District","=""0480011""","Grade 8","All Tests - District",53.0
"Ellington School District","=""0480011""","Grade 8","Curl Up",67.7
"Ellington School District","=""0480011""","Grade 8","Mile Run",78.8
"Ellington School District","=""0480011""","Grade 8","Push Up",83.8
"Ellington School District","=""0480011""","Grade 8","Sit and Reach",88.9
"Ellington School District","=""0480011""","Grade 10","All Tests - District",43.1
"Ellington School District","=""0480011""","Grade 10","Curl Up",72.3
"Ellington School District","=""0480011""","Grade 10","Mile Run",79.3
"Ellington School District","=""0480011""","Grade 10","Push Up",68.6
"Ellington School District","=""0480011""","Grade 10","Sit and Reach",78.7
"Elm City College Preparatory School District","=""2890013""","Grade 4","All Tests - District",34.3
"Elm City College Preparatory School District","=""2890013""","Grade 4","Curl Up",91.4
"Elm City College Preparatory School District","=""2890013""","Grade 4","Mile Run",60.0
"Elm City College Preparatory School District","=""2890013""","Grade 4","Push Up",80.0
"Elm City College Preparatory School District","=""2890013""","Grade 4","Sit and Reach",62.9
"Elm City College Preparatory School District","=""2890013""","Grade 6","All Tests - District",47.5
"Elm City College Preparatory School District","=""2890013""","Grade 6","Curl Up",54.2
"Elm City College Preparatory School District","=""2890013""","Grade 6","Mile Run",76.3
"Elm City College Preparatory School District","=""2890013""","Grade 6","Push Up",54.2
"Elm City College Preparatory School District","=""2890013""","Grade 6","Sit and Reach",61.0
"Elm City College Preparatory School District","=""2890013""","Grade 8","All Tests - District",25.5
"Elm City College Preparatory School District","=""2890013""","Grade 8","Curl Up",38.3
"Elm City College Preparatory School District","=""2890013""","Grade 8","Mile Run",85.1
"Elm City College Preparatory School District","=""2890013""","Grade 8","Push Up",36.2
"Elm City College Preparatory School District","=""2890013""","Grade 8","Sit and Reach",61.7
"Elm City College Preparatory School District","=""2890013""","Grade 10","All Tests - District","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","Curl Up","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","Mile Run","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","Push Up","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","Sit and Reach","*"
"Enfield School District","=""0490011""","Grade 4","All Tests - District",52.8
"Enfield School District","=""0490011""","Grade 4","Curl Up",91.0
"Enfield School District","=""0490011""","Grade 4","Mile Run",78.1
"Enfield School District","=""0490011""","Grade 4","Push Up",73.6
"Enfield School District","=""0490011""","Grade 4","Sit and Reach",81.8
"Enfield School District","=""0490011""","Grade 6","All Tests - District",59.2
"Enfield School District","=""0490011""","Grade 6","Curl Up",89.9
"Enfield School District","=""0490011""","Grade 6","Mile Run",78.0
"Enfield School District","=""0490011""","Grade 6","Push Up",77.3
"Enfield School District","=""0490011""","Grade 6","Sit and Reach",82.6
"Enfield School District","=""0490011""","Grade 8","All Tests - District",56.4
"Enfield School District","=""0490011""","Grade 8","Curl Up",80.4
"Enfield School District","=""0490011""","Grade 8","Mile Run",69.3
"Enfield School District","=""0490011""","Grade 8","Push Up",73.0
"Enfield School District","=""0490011""","Grade 8","Sit and Reach",83.4
"Enfield School District","=""0490011""","Grade 10","All Tests - District",48.1
"Enfield School District","=""0490011""","Grade 10","Curl Up",88.6
"Enfield School District","=""0490011""","Grade 10","Mile Run",59.1
"Enfield School District","=""0490011""","Grade 10","Push Up",74.8
"Enfield School District","=""0490011""","Grade 10","Sit and Reach",86.0
"Essex School District","=""0500011""","Grade 4","All Tests - District",59.1
"Essex School District","=""0500011""","Grade 4","Curl Up",97.8
"Essex School District","=""0500011""","Grade 4","Mile Run",72.0
"Essex School District","=""0500011""","Grade 4","Push Up",74.2
"Essex School District","=""0500011""","Grade 4","Sit and Reach",90.3
"Essex School District","=""0500011""","Grade 6","All Tests - District",48.5
"Essex School District","=""0500011""","Grade 6","Curl Up",89.4
"Essex School District","=""0500011""","Grade 6","Mile Run",80.3
"Essex School District","=""0500011""","Grade 6","Push Up",74.2
"Essex School District","=""0500011""","Grade 6","Sit and Reach",74.2
"Essex School District","=""0500011""","Grade 8","All Tests - District","N/A"
"Essex School District","=""0500011""","Grade 8","Curl Up","N/A"
"Essex School District","=""0500011""","Grade 8","Mile Run","N/A"
"Essex School District","=""0500011""","Grade 8","Push Up","N/A"
"Essex School District","=""0500011""","Grade 8","Sit and Reach","N/A"
"Essex School District","=""0500011""","Grade 10","All Tests - District","N/A"
"Essex School District","=""0500011""","Grade 10","Curl Up","N/A"
"Essex School District","=""0500011""","Grade 10","Mile Run","N/A"
"Essex School District","=""0500011""","Grade 10","Push Up","N/A"
"Essex School District","=""0500011""","Grade 10","Sit and Reach","N/A"
"Explorations District","=""2720013""","Grade 4","All Tests - District","N/A"
"Explorations District","=""2720013""","Grade 4","Curl Up","N/A"
"Explorations District","=""2720013""","Grade 4","Mile Run","N/A"
"Explorations District","=""2720013""","Grade 4","Push Up","N/A"
"Explorations District","=""2720013""","Grade 4","Sit and Reach","N/A"
"Explorations District","=""2720013""","Grade 6","All Tests - District","N/A"
"Explorations District","=""2720013""","Grade 6","Curl Up","N/A"
"Explorations District","=""2720013""","Grade 6","Mile Run","N/A"
"Explorations District","=""2720013""","Grade 6","Push Up","N/A"
"Explorations District","=""2720013""","Grade 6","Sit and Reach","N/A"
"Explorations District","=""2720013""","Grade 8","All Tests - District","N/A"
"Explorations District","=""2720013""","Grade 8","Curl Up","N/A"
"Explorations District","=""2720013""","Grade 8","Mile Run","N/A"
"Explorations District","=""2720013""","Grade 8","Push Up","N/A"
"Explorations District","=""2720013""","Grade 8","Sit and Reach","N/A"
"Explorations District","=""2720013""","Grade 10","All Tests - District","*"
"Explorations District","=""2720013""","Grade 10","Curl Up","*"
"Explorations District","=""2720013""","Grade 10","Mile Run","*"
"Explorations District","=""2720013""","Grade 10","Push Up","*"
"Explorations District","=""2720013""","Grade 10","Sit and Reach","*"
"Fairfield School District","=""0510011""","Grade 4","All Tests - District",68.1
"Fairfield School District","=""0510011""","Grade 4","Curl Up",91.3
"Fairfield School District","=""0510011""","Grade 4","Mile Run",86.6
"Fairfield School District","=""0510011""","Grade 4","Push Up",83.0
"Fairfield School District","=""0510011""","Grade 4","Sit and Reach",85.1
"Fairfield School District","=""0510011""","Grade 6","All Tests - District",69.5
"Fairfield School District","=""0510011""","Grade 6","Curl Up",90.4
"Fairfield School District","=""0510011""","Grade 6","Mile Run",90.4
"Fairfield School District","=""0510011""","Grade 6","Push Up",82.2
"Fairfield School District","=""0510011""","Grade 6","Sit and Reach",83.1
"Fairfield School District","=""0510011""","Grade 8","All Tests - District",69.0
"Fairfield School District","=""0510011""","Grade 8","Curl Up",88.4
"Fairfield School District","=""0510011""","Grade 8","Mile Run",85.7
"Fairfield School District","=""0510011""","Grade 8","Push Up",81.1
"Fairfield School District","=""0510011""","Grade 8","Sit and Reach",82.5
"Fairfield School District","=""0510011""","Grade 10","All Tests - District",51.3
"Fairfield School District","=""0510011""","Grade 10","Curl Up",83.4
"Fairfield School District","=""0510011""","Grade 10","Mile Run",75.6
"Fairfield School District","=""0510011""","Grade 10","Push Up",69.2
"Fairfield School District","=""0510011""","Grade 10","Sit and Reach",78.3
"Farmington School District","=""0520011""","Grade 4","All Tests - District",64.7
"Farmington School District","=""0520011""","Grade 4","Curl Up",94.6
"Farmington School District","=""0520011""","Grade 4","Mile Run",83.5
"Farmington School District","=""0520011""","Grade 4","Push Up",79.1
"Farmington School District","=""0520011""","Grade 4","Sit and Reach",92.1
"Farmington School District","=""0520011""","Grade 6","All Tests - District",40.1
"Farmington School District","=""0520011""","Grade 6","Curl Up",69.8
"Farmington School District","=""0520011""","Grade 6","Mile Run",73.4
"Farmington School District","=""0520011""","Grade 6","Push Up",63.8
"Farmington School District","=""0520011""","Grade 6","Sit and Reach",69.2
"Farmington School District","=""0520011""","Grade 8","All Tests - District",64.3
"Farmington School District","=""0520011""","Grade 8","Curl Up",89.9
"Farmington School District","=""0520011""","Grade 8","Mile Run",83.0
"Farmington School District","=""0520011""","Grade 8","Push Up",73.8
"Farmington School District","=""0520011""","Grade 8","Sit and Reach",93.2
"Farmington School District","=""0520011""","Grade 10","All Tests - District",53.9
"Farmington School District","=""0520011""","Grade 10","Curl Up",81.9
"Farmington School District","=""0520011""","Grade 10","Mile Run",73.0
"Farmington School District","=""0520011""","Grade 10","Push Up",73.4
"Farmington School District","=""0520011""","Grade 10","Sit and Reach",80.5
"Franklin School District","=""0530011""","Grade 4","All Tests - District",55.2
"Franklin School District","=""0530011""","Grade 4","Curl Up",72.4
"Franklin School District","=""0530011""","Grade 4","Mile Run",72.4
"Franklin School District","=""0530011""","Grade 4","Push Up",75.9
"Franklin School District","=""0530011""","Grade 4","Sit and Reach",79.3
"Franklin School District","=""0530011""","Grade 6","All Tests - District","*"
"Franklin School District","=""0530011""","Grade 6","Curl Up","*"
"Franklin School District","=""0530011""","Grade 6","Mile Run","*"
"Franklin School District","=""0530011""","Grade 6","Push Up","*"
"Franklin School District","=""0530011""","Grade 6","Sit and Reach","*"
"Franklin School District","=""0530011""","Grade 8","All Tests - District",32.1
"Franklin School District","=""0530011""","Grade 8","Curl Up",75.0
"Franklin School District","=""0530011""","Grade 8","Mile Run",67.9
"Franklin School District","=""0530011""","Grade 8","Push Up",46.4
"Franklin School District","=""0530011""","Grade 8","Sit and Reach",85.7
"Franklin School District","=""0530011""","Grade 10","All Tests - District","N/A"
"Franklin School District","=""0530011""","Grade 10","Curl Up","N/A"
"Franklin School District","=""0530011""","Grade 10","Mile Run","N/A"
"Franklin School District","=""0530011""","Grade 10","Push Up","N/A"
"Franklin School District","=""0530011""","Grade 10","Sit and Reach","N/A"
"Glastonbury School District","=""0540011""","Grade 4","All Tests - District",56.0
"Glastonbury School District","=""0540011""","Grade 4","Curl Up",87.9
"Glastonbury School District","=""0540011""","Grade 4","Mile Run",80.5
"Glastonbury School District","=""0540011""","Grade 4","Push Up",72.1
"Glastonbury School District","=""0540011""","Grade 4","Sit and Reach",85.2
"Glastonbury School District","=""0540011""","Grade 6","All Tests - District",53.4
"Glastonbury School District","=""0540011""","Grade 6","Curl Up",84.0
"Glastonbury School District","=""0540011""","Grade 6","Mile Run",83.6
"Glastonbury School District","=""0540011""","Grade 6","Push Up",71.4
"Glastonbury School District","=""0540011""","Grade 6","Sit and Reach",84.2
"Glastonbury School District","=""0540011""","Grade 8","All Tests - District",62.0
"Glastonbury School District","=""0540011""","Grade 8","Curl Up",86.7
"Glastonbury School District","=""0540011""","Grade 8","Mile Run",83.5
"Glastonbury School District","=""0540011""","Grade 8","Push Up",79.1
"Glastonbury School District","=""0540011""","Grade 8","Sit and Reach",79.5
"Glastonbury School District","=""0540011""","Grade 10","All Tests - District",72.7
"Glastonbury School District","=""0540011""","Grade 10","Curl Up",92.7
"Glastonbury School District","=""0540011""","Grade 10","Mile Run",80.2
"Glastonbury School District","=""0540011""","Grade 10","Push Up",84.3
"Glastonbury School District","=""0540011""","Grade 10","Sit and Reach",89.5
"Granby School District","=""0560011""","Grade 4","All Tests - District",56.2
"Granby School District","=""0560011""","Grade 4","Curl Up",79.9
"Granby School District","=""0560011""","Grade 4","Mile Run",86.4
"Granby School District","=""0560011""","Grade 4","Push Up",69.2
"Granby School District","=""0560011""","Grade 4","Sit and Reach",94.1
"Granby School District","=""0560011""","Grade 6","All Tests - District",58.5
"Granby School District","=""0560011""","Grade 6","Curl Up",84.5
"Granby School District","=""0560011""","Grade 6","Mile Run",88.6
"Granby School District","=""0560011""","Grade 6","Push Up",78.2
"Granby School District","=""0560011""","Grade 6","Sit and Reach",84.5
"Granby School District","=""0560011""","Grade 8","All Tests - District",55.3
"Granby School District","=""0560011""","Grade 8","Curl Up",83.0
"Granby School District","=""0560011""","Grade 8","Mile Run",86.2
"Granby School District","=""0560011""","Grade 8","Push Up",76.1
"Granby School District","=""0560011""","Grade 8","Sit and Reach",79.3
"Granby School District","=""0560011""","Grade 10","All Tests - District",70.4
"Granby School District","=""0560011""","Grade 10","Curl Up",86.4
"Granby School District","=""0560011""","Grade 10","Mile Run",78.4
"Granby School District","=""0560011""","Grade 10","Push Up",89.5
"Granby School District","=""0560011""","Grade 10","Sit and Reach",84.6
"Greenwich School District","=""0570011""","Grade 4","All Tests - District",72.2
"Greenwich School District","=""0570011""","Grade 4","Curl Up",94.0
"Greenwich School District","=""0570011""","Grade 4","Mile Run",90.4
"Greenwich School District","=""0570011""","Grade 4","Push Up",83.0
"Greenwich School District","=""0570011""","Grade 4","Sit and Reach",88.1
"Greenwich School District","=""0570011""","Grade 6","All Tests - District",65.0
"Greenwich School District","=""0570011""","Grade 6","Curl Up",91.2
"Greenwich School District","=""0570011""","Grade 6","Mile Run",93.3
"Greenwich School District","=""0570011""","Grade 6","Push Up",75.4
"Greenwich School District","=""0570011""","Grade 6","Sit and Reach",81.3
"Greenwich School District","=""0570011""","Grade 8","All Tests - District",65.3
"Greenwich School District","=""0570011""","Grade 8","Curl Up",96.0
"Greenwich School District","=""0570011""","Grade 8","Mile Run",90.0
"Greenwich School District","=""0570011""","Grade 8","Push Up",79.7
"Greenwich School District","=""0570011""","Grade 8","Sit and Reach",80.7
"Greenwich School District","=""0570011""","Grade 10","All Tests - District",74.4
"Greenwich School District","=""0570011""","Grade 10","Curl Up",96.5
"Greenwich School District","=""0570011""","Grade 10","Mile Run",94.7
"Greenwich School District","=""0570011""","Grade 10","Push Up",89.5
"Greenwich School District","=""0570011""","Grade 10","Sit and Reach",88.8
"Griswold School District","=""0580011""","Grade 4","All Tests - District",59.2
"Griswold School District","=""0580011""","Grade 4","Curl Up",85.0
"Griswold School District","=""0580011""","Grade 4","Mile Run",62.6
"Griswold School District","=""0580011""","Grade 4","Push Up",77.6
"Griswold School District","=""0580011""","Grade 4","Sit and Reach",85.0
"Griswold School District","=""0580011""","Grade 6","All Tests - District",41.2
"Griswold School District","=""0580011""","Grade 6","Curl Up",57.3
"Griswold School District","=""0580011""","Grade 6","Mile Run",65.6
"Griswold School District","=""0580011""","Grade 6","Push Up",70.2
"Griswold School District","=""0580011""","Grade 6","Sit and Reach",77.9
"Griswold School District","=""0580011""","Grade 8","All Tests - District",40.9
"Griswold School District","=""0580011""","Grade 8","Curl Up",57.6
"Griswold School District","=""0580011""","Grade 8","Mile Run",68.2
"Griswold School District","=""0580011""","Grade 8","Push Up",78.0
"Griswold School District","=""0580011""","Grade 8","Sit and Reach",84.8
"Griswold School District","=""0580011""","Grade 10","All Tests - District",39.0
"Griswold School District","=""0580011""","Grade 10","Curl Up",65.6
"Griswold School District","=""0580011""","Grade 10","Mile Run",68.2
"Griswold School District","=""0580011""","Grade 10","Push Up",80.5
"Griswold School District","=""0580011""","Grade 10","Sit and Reach",78.6
"Groton School District","=""0590011""","Grade 4","All Tests - District",39.1
"Groton School District","=""0590011""","Grade 4","Curl Up",74.7
"Groton School District","=""0590011""","Grade 4","Mile Run",59.4
"Groton School District","=""0590011""","Grade 4","Push Up",60.6
