"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Middletown School District","=""0830011""","All Grades","Sit and Reach",82.3
"Milford School District","=""0840011""","All Grades","All Tests - District",48.4
"Milford School District","=""0840011""","All Grades","Curl Up",87.4
"Milford School District","=""0840011""","All Grades","Mile Run",69.8
"Milford School District","=""0840011""","All Grades","Push Up",76.8
"Milford School District","=""0840011""","All Grades","Sit and Reach",74.4
"Monroe School District","=""0850011""","All Grades","All Tests - District",63.3
"Monroe School District","=""0850011""","All Grades","Curl Up",91.7
"Monroe School District","=""0850011""","All Grades","Mile Run",80.1
"Monroe School District","=""0850011""","All Grades","Push Up",81.6
"Monroe School District","=""0850011""","All Grades","Sit and Reach",86.5
"Montville School District","=""0860011""","All Grades","All Tests - District",43.0
"Montville School District","=""0860011""","All Grades","Curl Up",83.1
"Montville School District","=""0860011""","All Grades","Mile Run",68.0
"Montville School District","=""0860011""","All Grades","Push Up",65.3
"Montville School District","=""0860011""","All Grades","Sit and Reach",80.0
"Naugatuck School District","=""0880011""","All Grades","All Tests - District",46.9
"Naugatuck School District","=""0880011""","All Grades","Curl Up",83.8
"Naugatuck School District","=""0880011""","All Grades","Mile Run",69.9
"Naugatuck School District","=""0880011""","All Grades","Push Up",66.9
"Naugatuck School District","=""0880011""","All Grades","Sit and Reach",83.5
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","All Tests - District",32.8
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Curl Up",75.0
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Mile Run",61.2
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Push Up",62.1
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Sit and Reach",73.3
"New Britain School District","=""0890011""","All Grades","All Tests - District",36.5
"New Britain School District","=""0890011""","All Grades","Curl Up",73.2
"New Britain School District","=""0890011""","All Grades","Mile Run",61.1
"New Britain School District","=""0890011""","All Grades","Push Up",60.0
"New Britain School District","=""0890011""","All Grades","Sit and Reach",76.4
"New Canaan School District","=""0900011""","All Grades","All Tests - District",81.2
"New Canaan School District","=""0900011""","All Grades","Curl Up",96.9
"New Canaan School District","=""0900011""","All Grades","Mile Run",93.4
"New Canaan School District","=""0900011""","All Grades","Push Up",93.0
"New Canaan School District","=""0900011""","All Grades","Sit and Reach",92.0
"New Fairfield School District","=""0910011""","All Grades","All Tests - District",57.3
"New Fairfield School District","=""0910011""","All Grades","Curl Up",90.5
"New Fairfield School District","=""0910011""","All Grades","Mile Run",72.5
"New Fairfield School District","=""0910011""","All Grades","Push Up",85.1
"New Fairfield School District","=""0910011""","All Grades","Sit and Reach",83.0
"New Hartford School District","=""0920011""","All Grades","All Tests - District",60.6
"New Hartford School District","=""0920011""","All Grades","Curl Up",94.5
"New Hartford School District","=""0920011""","All Grades","Mile Run",97.0
"New Hartford School District","=""0920011""","All Grades","Push Up",75.2
"New Hartford School District","=""0920011""","All Grades","Sit and Reach",78.8
"New Haven School District","=""0930011""","All Grades","All Tests - District",37.2
"New Haven School District","=""0930011""","All Grades","Curl Up",82.0
"New Haven School District","=""0930011""","All Grades","Mile Run",64.1
"New Haven School District","=""0930011""","All Grades","Push Up",60.4
"New Haven School District","=""0930011""","All Grades","Sit and Reach",74.4
"New London School District","=""0950011""","All Grades","All Tests - District",28.3
"New London School District","=""0950011""","All Grades","Curl Up",71.2
"New London School District","=""0950011""","All Grades","Mile Run",59.9
"New London School District","=""0950011""","All Grades","Push Up",58.0
"New London School District","=""0950011""","All Grades","Sit and Reach",67.6
"New Milford School District","=""0960011""","All Grades","All Tests - District",41.7
"New Milford School District","=""0960011""","All Grades","Curl Up",75.7
"New Milford School District","=""0960011""","All Grades","Mile Run",69.5
"New Milford School District","=""0960011""","All Grades","Push Up",61.8
"New Milford School District","=""0960011""","All Grades","Sit and Reach",76.1
"Newington School District","=""0940011""","All Grades","All Tests - District",52.2
"Newington School District","=""0940011""","All Grades","Curl Up",90.0
"Newington School District","=""0940011""","All Grades","Mile Run",79.6
"Newington School District","=""0940011""","All Grades","Push Up",67.6
"Newington School District","=""0940011""","All Grades","Sit and Reach",82.5
"Newtown School District","=""0970011""","All Grades","All Tests - District",72.0
"Newtown School District","=""0970011""","All Grades","Curl Up",94.9
"Newtown School District","=""0970011""","All Grades","Mile Run",85.1
"Newtown School District","=""0970011""","All Grades","Push Up",86.7
"Newtown School District","=""0970011""","All Grades","Sit and Reach",89.4
"Norfolk School District","=""0980011""","All Grades","All Tests - District",29.4
"Norfolk School District","=""0980011""","All Grades","Curl Up",70.6
"Norfolk School District","=""0980011""","All Grades","Mile Run",64.7
"Norfolk School District","=""0980011""","All Grades","Push Up",47.1
"Norfolk School District","=""0980011""","All Grades","Sit and Reach",82.4
"North Branford School District","=""0990011""","All Grades","All Tests - District",62.0
"North Branford School District","=""0990011""","All Grades","Curl Up",91.4
"North Branford School District","=""0990011""","All Grades","Mile Run",72.8
"North Branford School District","=""0990011""","All Grades","Push Up",84.9
"North Branford School District","=""0990011""","All Grades","Sit and Reach",87.7
"North Canaan School District","=""1000011""","All Grades","All Tests - District",38.6
"North Canaan School District","=""1000011""","All Grades","Curl Up",91.6
"North Canaan School District","=""1000011""","All Grades","Mile Run",59.0
"North Canaan School District","=""1000011""","All Grades","Push Up",53.0
"North Canaan School District","=""1000011""","All Grades","Sit and Reach",80.7
"North Haven School District","=""1010011""","All Grades","All Tests - District",53.5
"North Haven School District","=""1010011""","All Grades","Curl Up",85.8
"North Haven School District","=""1010011""","All Grades","Mile Run",74.4
"North Haven School District","=""1010011""","All Grades","Push Up",71.1
"North Haven School District","=""1010011""","All Grades","Sit and Reach",91.6
"North Stonington School District","=""1020011""","All Grades","All Tests - District",46.0
"North Stonington School District","=""1020011""","All Grades","Curl Up",86.5
"North Stonington School District","=""1020011""","All Grades","Mile Run",65.0
"North Stonington School District","=""1020011""","All Grades","Push Up",64.5
"North Stonington School District","=""1020011""","All Grades","Sit and Reach",81.5
"Norwalk School District","=""1030011""","All Grades","All Tests - District",51.5
"Norwalk School District","=""1030011""","All Grades","Curl Up",86.8
"Norwalk School District","=""1030011""","All Grades","Mile Run",70.8
"Norwalk School District","=""1030011""","All Grades","Push Up",74.2
"Norwalk School District","=""1030011""","All Grades","Sit and Reach",80.5
"Norwich Free Academy District","=""9010022""","All Grades","All Tests - District",42.9
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",85.1
"Norwich Free Academy District","=""9010022""","All Grades","Mile Run",56.5
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",66.1
"Norwich Free Academy District","=""9010022""","All Grades","Sit and Reach",88.3
"Norwich School District","=""1040011""","All Grades","All Tests - District",31.8
"Norwich School District","=""1040011""","All Grades","Curl Up",76.0
"Norwich School District","=""1040011""","All Grades","Mile Run",53.2
"Norwich School District","=""1040011""","All Grades","Push Up",57.2
"Norwich School District","=""1040011""","All Grades","Sit and Reach",78.6
"Odyssey Community School District","=""2630013""","All Grades","All Tests - District",37.1
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",84.8
"Odyssey Community School District","=""2630013""","All Grades","Mile Run",59.0
"Odyssey Community School District","=""2630013""","All Grades","Push Up",51.4
"Odyssey Community School District","=""2630013""","All Grades","Sit and Reach",90.5
"Old Saybrook School District","=""1060011""","All Grades","All Tests - District",62.9
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",90.9
"Old Saybrook School District","=""1060011""","All Grades","Mile Run",82.7
"Old Saybrook School District","=""1060011""","All Grades","Push Up",77.8
"Old Saybrook School District","=""1060011""","All Grades","Sit and Reach",86.0
"Orange School District","=""1070011""","All Grades","All Tests - District",54.8
"Orange School District","=""1070011""","All Grades","Curl Up",82.9
"Orange School District","=""1070011""","All Grades","Mile Run",79.9
"Orange School District","=""1070011""","All Grades","Push Up",67.9
"Orange School District","=""1070011""","All Grades","Sit and Reach",89.0
"Oxford School District","=""1080011""","All Grades","All Tests - District",48.5
"Oxford School District","=""1080011""","All Grades","Curl Up",93.9
"Oxford School District","=""1080011""","All Grades","Mile Run",70.2
"Oxford School District","=""1080011""","All Grades","Push Up",74.3
"Oxford School District","=""1080011""","All Grades","Sit and Reach",78.5
"Park City Prep Charter School District","=""2830013""","All Grades","All Tests - District",28.0
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",64.3
"Park City Prep Charter School District","=""2830013""","All Grades","Mile Run",61.1
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",65.6
"Park City Prep Charter School District","=""2830013""","All Grades","Sit and Reach",80.9
"Plainfield School District","=""1090011""","All Grades","All Tests - District",53.7
"Plainfield School District","=""1090011""","All Grades","Curl Up",86.6
"Plainfield School District","=""1090011""","All Grades","Mile Run",72.9
"Plainfield School District","=""1090011""","All Grades","Push Up",74.0
"Plainfield School District","=""1090011""","All Grades","Sit and Reach",82.5
"Plainville School District","=""1100011""","All Grades","All Tests - District",57.7
"Plainville School District","=""1100011""","All Grades","Curl Up",93.0
"Plainville School District","=""1100011""","All Grades","Mile Run",72.6
"Plainville School District","=""1100011""","All Grades","Push Up",79.4
"Plainville School District","=""1100011""","All Grades","Sit and Reach",81.5
"Plymouth School District","=""1110011""","All Grades","All Tests - District",50.7
"Plymouth School District","=""1110011""","All Grades","Curl Up",79.3
"Plymouth School District","=""1110011""","All Grades","Mile Run",69.1
"Plymouth School District","=""1110011""","All Grades","Push Up",68.1
"Plymouth School District","=""1110011""","All Grades","Sit and Reach",81.9
"Pomfret School District","=""1120011""","All Grades","All Tests - District",49.0
"Pomfret School District","=""1120011""","All Grades","Curl Up",82.6
"Pomfret School District","=""1120011""","All Grades","Mile Run",74.8
"Pomfret School District","=""1120011""","All Grades","Push Up",63.9
"Pomfret School District","=""1120011""","All Grades","Sit and Reach",67.7
"Portland School District","=""1130011""","All Grades","All Tests - District",42.1
"Portland School District","=""1130011""","All Grades","Curl Up",75.5
"Portland School District","=""1130011""","All Grades","Mile Run",73.9
"Portland School District","=""1130011""","All Grades","Push Up",69.5
"Portland School District","=""1130011""","All Grades","Sit and Reach",69.0
"Preston School District","=""1140011""","All Grades","All Tests - District",35.8
"Preston School District","=""1140011""","All Grades","Curl Up",62.4
"Preston School District","=""1140011""","All Grades","Mile Run",67.9
"Preston School District","=""1140011""","All Grades","Push Up",70.6
"Preston School District","=""1140011""","All Grades","Sit and Reach",66.1
"Putnam School District","=""1160011""","All Grades","All Tests - District",49.4
"Putnam School District","=""1160011""","All Grades","Curl Up",81.2
"Putnam School District","=""1160011""","All Grades","Mile Run",54.8
"Putnam School District","=""1160011""","All Grades","Push Up",72.1
"Putnam School District","=""1160011""","All Grades","Sit and Reach",83.9
"Redding School District","=""1170011""","All Grades","All Tests - District",81.7
"Redding School District","=""1170011""","All Grades","Curl Up",94.2
"Redding School District","=""1170011""","All Grades","Mile Run",97.2
"Redding School District","=""1170011""","All Grades","Push Up",90.8
"Redding School District","=""1170011""","All Grades","Sit and Reach",92.8
"Regional School District 01","=""2010012""","All Grades","All Tests - District",41.0
"Regional School District 01","=""2010012""","All Grades","Curl Up",58.0
"Regional School District 01","=""2010012""","All Grades","Mile Run",82.0
"Regional School District 01","=""2010012""","All Grades","Push Up",78.0
"Regional School District 01","=""2010012""","All Grades","Sit and Reach",92.0
"Regional School District 04","=""2040012""","All Grades","All Tests - District",46.3
"Regional School District 04","=""2040012""","All Grades","Curl Up",82.7
"Regional School District 04","=""2040012""","All Grades","Mile Run",80.7
"Regional School District 04","=""2040012""","All Grades","Push Up",69.0
"Regional School District 04","=""2040012""","All Grades","Sit and Reach",77.3
"Regional School District 05","=""2050012""","All Grades","All Tests - District",67.6
"Regional School District 05","=""2050012""","All Grades","Curl Up",85.8
"Regional School District 05","=""2050012""","All Grades","Mile Run",85.0
"Regional School District 05","=""2050012""","All Grades","Push Up",90.8
"Regional School District 05","=""2050012""","All Grades","Sit and Reach",89.7
"Regional School District 06","=""2060012""","All Grades","All Tests - District",41.7
"Regional School District 06","=""2060012""","All Grades","Curl Up",92.9
"Regional School District 06","=""2060012""","All Grades","Mile Run",61.2
"Regional School District 06","=""2060012""","All Grades","Push Up",85.3
"Regional School District 06","=""2060012""","All Grades","Sit and Reach",67.9
"Regional School District 07","=""2070012""","All Grades","All Tests - District",36.5
"Regional School District 07","=""2070012""","All Grades","Curl Up",78.4
"Regional School District 07","=""2070012""","All Grades","Mile Run",68.7
"Regional School District 07","=""2070012""","All Grades","Push Up",56.9
"Regional School District 07","=""2070012""","All Grades","Sit and Reach",71.8
"Regional School District 08","=""2080012""","All Grades","All Tests - District",59.3
"Regional School District 08","=""2080012""","All Grades","Curl Up",90.7
"Regional School District 08","=""2080012""","All Grades","Mile Run",74.9
"Regional School District 08","=""2080012""","All Grades","Push Up",82.7
"Regional School District 08","=""2080012""","All Grades","Sit and Reach",84.0
"Regional School District 10","=""2100012""","All Grades","All Tests - District",59.8
"Regional School District 10","=""2100012""","All Grades","Curl Up",90.1
"Regional School District 10","=""2100012""","All Grades","Mile Run",71.2
"Regional School District 10","=""2100012""","All Grades","Push Up",83.2
"Regional School District 10","=""2100012""","All Grades","Sit and Reach",81.3
"Regional School District 11","=""2110012""","All Grades","All Tests - District",65.8
"Regional School District 11","=""2110012""","All Grades","Curl Up",97.4
"Regional School District 11","=""2110012""","All Grades","Mile Run",73.7
"Regional School District 11","=""2110012""","All Grades","Push Up",81.6
"Regional School District 11","=""2110012""","All Grades","Sit and Reach",92.1
"Regional School District 12","=""2120012""","All Grades","All Tests - District",64.3
"Regional School District 12","=""2120012""","All Grades","Curl Up",93.2
"Regional School District 12","=""2120012""","All Grades","Mile Run",71.9
"Regional School District 12","=""2120012""","All Grades","Push Up",83.7
"Regional School District 12","=""2120012""","All Grades","Sit and Reach",83.3
"Regional School District 13","=""2130012""","All Grades","All Tests - District",60.6
"Regional School District 13","=""2130012""","All Grades","Curl Up",89.7
"Regional School District 13","=""2130012""","All Grades","Mile Run",86.0
"Regional School District 13","=""2130012""","All Grades","Push Up",78.8
"Regional School District 13","=""2130012""","All Grades","Sit and Reach",81.6
"Regional School District 14","=""2140012""","All Grades","All Tests - District",50.9
"Regional School District 14","=""2140012""","All Grades","Curl Up",90.5
"Regional School District 14","=""2140012""","All Grades","Mile Run",80.7
"Regional School District 14","=""2140012""","All Grades","Push Up",73.3
"Regional School District 14","=""2140012""","All Grades","Sit and Reach",78.2
"Regional School District 15","=""2150012""","All Grades","All Tests - District",55.5
"Regional School District 15","=""2150012""","All Grades","Curl Up",84.2
"Regional School District 15","=""2150012""","All Grades","Mile Run",78.1
"Regional School District 15","=""2150012""","All Grades","Push Up",78.1
"Regional School District 15","=""2150012""","All Grades","Sit and Reach",85.0
"Regional School District 16","=""2160012""","All Grades","All Tests - District",58.7
"Regional School District 16","=""2160012""","All Grades","Curl Up",85.2
"Regional School District 16","=""2160012""","All Grades","Mile Run",73.5
"Regional School District 16","=""2160012""","All Grades","Push Up",79.5
"Regional School District 16","=""2160012""","All Grades","Sit and Reach",86.7
"Regional School District 17","=""2170012""","All Grades","All Tests - District",64.1
"Regional School District 17","=""2170012""","All Grades","Curl Up",93.0
"Regional School District 17","=""2170012""","All Grades","Mile Run",85.0
"Regional School District 17","=""2170012""","All Grades","Push Up",83.6
"Regional School District 17","=""2170012""","All Grades","Sit and Reach",83.1
"Regional School District 18","=""2180012""","All Grades","All Tests - District",54.7
"Regional School District 18","=""2180012""","All Grades","Curl Up",95.7
"Regional School District 18","=""2180012""","All Grades","Mile Run",78.0
"Regional School District 18","=""2180012""","All Grades","Push Up",76.8
"Regional School District 18","=""2180012""","All Grades","Sit and Reach",81.0
"Regional School District 19","=""2190012""","All Grades","All Tests - District",46.0
"Regional School District 19","=""2190012""","All Grades","Curl Up",61.6
"Regional School District 19","=""2190012""","All Grades","Mile Run",86.4
"Regional School District 19","=""2190012""","All Grades","Push Up",82.3
"Regional School District 19","=""2190012""","All Grades","Sit and Reach",88.4
"Ridgefield School District","=""1180011""","All Grades","All Tests - District",60.6
"Ridgefield School District","=""1180011""","All Grades","Curl Up",93.9
"Ridgefield School District","=""1180011""","All Grades","Mile Run",78.1
"Ridgefield School District","=""1180011""","All Grades","Push Up",84.8
"Ridgefield School District","=""1180011""","All Grades","Sit and Reach",82.9
"Rocky Hill School District","=""1190011""","All Grades","All Tests - District",66.6
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",91.7
"Rocky Hill School District","=""1190011""","All Grades","Mile Run",87.3
"Rocky Hill School District","=""1190011""","All Grades","Push Up",79.8
"Rocky Hill School District","=""1190011""","All Grades","Sit and Reach",93.7
"Salem School District","=""1210011""","All Grades","All Tests - District",25.2
"Salem School District","=""1210011""","All Grades","Curl Up",85.2
"Salem School District","=""1210011""","All Grades","Mile Run",71.1
"Salem School District","=""1210011""","All Grades","Push Up",60.0
"Salem School District","=""1210011""","All Grades","Sit and Reach",85.9
"Salisbury School District","=""1220011""","All Grades","All Tests - District",48.1
"Salisbury School District","=""1220011""","All Grades","Curl Up",63.2
"Salisbury School District","=""1220011""","All Grades","Mile Run",84.9
"Salisbury School District","=""1220011""","All Grades","Push Up",67.0
"Salisbury School District","=""1220011""","All Grades","Sit and Reach",87.7
"Scotland School District","=""1230011""","All Grades","All Tests - District",41.4
"Scotland School District","=""1230011""","All Grades","Curl Up",82.8
"Scotland School District","=""1230011""","All Grades","Mile Run",89.7
"Scotland School District","=""1230011""","All Grades","Push Up",48.3
"Scotland School District","=""1230011""","All Grades","Sit and Reach",86.2
"Seymour School District","=""1240011""","All Grades","All Tests - District",56.5
"Seymour School District","=""1240011""","All Grades","Curl Up",92.7
"Seymour School District","=""1240011""","All Grades","Mile Run",79.3
"Seymour School District","=""1240011""","All Grades","Push Up",72.2
"Seymour School District","=""1240011""","All Grades","Sit and Reach",74.9
"Sharon School District","=""1250011""","All Grades","All Tests - District",41.2
"Sharon School District","=""1250011""","All Grades","Curl Up",98.0
"Sharon School District","=""1250011""","All Grades","Mile Run",54.9
"Sharon School District","=""1250011""","All Grades","Push Up",54.9
"Sharon School District","=""1250011""","All Grades","Sit and Reach",92.2
"Shelton School District","=""1260011""","All Grades","All Tests - District",60.7
"Shelton School District","=""1260011""","All Grades","Curl Up",91.5
"Shelton School District","=""1260011""","All Grades","Mile Run",80.2
"Shelton School District","=""1260011""","All Grades","Push Up",77.9
"Shelton School District","=""1260011""","All Grades","Sit and Reach",86.3
"Sherman School District","=""1270011""","All Grades","All Tests - District",62.0
"Sherman School District","=""1270011""","All Grades","Curl Up",80.6
"Sherman School District","=""1270011""","All Grades","Mile Run",85.3
"Sherman School District","=""1270011""","All Grades","Push Up",82.9
"Sherman School District","=""1270011""","All Grades","Sit and Reach",90.7
"Side By Side Charter School District","=""2700013""","All Grades","All Tests - District",63.6
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",92.4
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",74.2
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",77.3
"Side By Side Charter School District","=""2700013""","All Grades","Sit and Reach",92.4
"Simsbury School District","=""1280011""","All Grades","All Tests - District",63.6
"Simsbury School District","=""1280011""","All Grades","Curl Up",90.2
"Simsbury School District","=""1280011""","All Grades","Mile Run",80.5
"Simsbury School District","=""1280011""","All Grades","Push Up",84.3
"Simsbury School District","=""1280011""","All Grades","Sit and Reach",85.2
"Somers School District","=""1290011""","All Grades","All Tests - District",49.6
"Somers School District","=""1290011""","All Grades","Curl Up",65.4
"Somers School District","=""1290011""","All Grades","Mile Run",76.1
"Somers School District","=""1290011""","All Grades","Push Up",72.1
"Somers School District","=""1290011""","All Grades","Sit and Reach",81.6
"South Windsor School District","=""1320011""","All Grades","All Tests - District",55.9
"South Windsor School District","=""1320011""","All Grades","Curl Up",84.3
"South Windsor School District","=""1320011""","All Grades","Mile Run",80.1
"South Windsor School District","=""1320011""","All Grades","Push Up",78.7
"South Windsor School District","=""1320011""","All Grades","Sit and Reach",78.8
"Southington School District","=""1310011""","All Grades","All Tests - District",54.1
"Southington School District","=""1310011""","All Grades","Curl Up",82.9
"Southington School District","=""1310011""","All Grades","Mile Run",66.2
"Southington School District","=""1310011""","All Grades","Push Up",75.8
"Southington School District","=""1310011""","All Grades","Sit and Reach",83.1
"Sprague School District","=""1330011""","All Grades","All Tests - District",59.8
"Sprague School District","=""1330011""","All Grades","Curl Up",66.4
"Sprague School District","=""1330011""","All Grades","Mile Run",90.7
"Sprague School District","=""1330011""","All Grades","Push Up",72.9
"Sprague School District","=""1330011""","All Grades","Sit and Reach",82.2
"Stafford School District","=""1340011""","All Grades","All Tests - District",46.3
"Stafford School District","=""1340011""","All Grades","Curl Up",82.7
"Stafford School District","=""1340011""","All Grades","Mile Run",69.7
"Stafford School District","=""1340011""","All Grades","Push Up",63.8
"Stafford School District","=""1340011""","All Grades","Sit and Reach",81.8
"Stamford Academy District","=""2820013""","All Grades","All Tests - District",23.3
"Stamford Academy District","=""2820013""","All Grades","Curl Up",83.3
"Stamford Academy District","=""2820013""","All Grades","Mile Run",30.0
"Stamford Academy District","=""2820013""","All Grades","Push Up",30.0
"Stamford Academy District","=""2820013""","All Grades","Sit and Reach",86.7
"Stamford School District","=""1350011""","All Grades","All Tests - District",38.7
"Stamford School District","=""1350011""","All Grades","Curl Up",81.9
"Stamford School District","=""1350011""","All Grades","Mile Run",57.0
"Stamford School District","=""1350011""","All Grades","Push Up",71.0
"Stamford School District","=""1350011""","All Grades","Sit and Reach",83.1
"Sterling School District","=""1360011""","All Grades","All Tests - District",74.2
"Sterling School District","=""1360011""","All Grades","Curl Up",93.1
"Sterling School District","=""1360011""","All Grades","Mile Run",88.1
"Sterling School District","=""1360011""","All Grades","Push Up",79.9
"Sterling School District","=""1360011""","All Grades","Sit and Reach",100.0
"Stonington School District","=""1370011""","All Grades","All Tests - District",65.7
"Stonington School District","=""1370011""","All Grades","Curl Up",91.6
"Stonington School District","=""1370011""","All Grades","Mile Run",84.9
"Stonington School District","=""1370011""","All Grades","Push Up",78.7
"Stonington School District","=""1370011""","All Grades","Sit and Reach",91.9
"Stratford School District","=""1380011""","All Grades","All Tests - District",64.2
"Stratford School District","=""1380011""","All Grades","Curl Up",90.6
"Stratford School District","=""1380011""","All Grades","Mile Run",76.2
"Stratford School District","=""1380011""","All Grades","Push Up",82.4
"Stratford School District","=""1380011""","All Grades","Sit and Reach",86.8
"Suffield School District","=""1390011""","All Grades","All Tests - District",50.1
"Suffield School District","=""1390011""","All Grades","Curl Up",78.6
"Suffield School District","=""1390011""","All Grades","Mile Run",83.1
"Suffield School District","=""1390011""","All Grades","Push Up",70.1
"Suffield School District","=""1390011""","All Grades","Sit and Reach",80.3
"The Bridge Academy District","=""2690013""","All Grades","All Tests - District",28.9
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",62.9
"The Bridge Academy District","=""2690013""","All Grades","Mile Run",37.1
"The Bridge Academy District","=""2690013""","All Grades","Push Up",56.7
"The Bridge Academy District","=""2690013""","All Grades","Sit and Reach",77.3
"The Gilbert School District","=""9020022""","All Grades","All Tests - District",35.7
"The Gilbert School District","=""9020022""","All Grades","Curl Up",82.1
"The Gilbert School District","=""9020022""","All Grades","Mile Run",50.0
"The Gilbert School District","=""9020022""","All Grades","Push Up",61.3
"The Gilbert School District","=""9020022""","All Grades","Sit and Reach",66.1
"Thomaston School District","=""1400011""","All Grades","All Tests - District",49.2
"Thomaston School District","=""1400011""","All Grades","Curl Up",82.1
"Thomaston School District","=""1400011""","All Grades","Mile Run",77.5
"Thomaston School District","=""1400011""","All Grades","Push Up",61.8
"Thomaston School District","=""1400011""","All Grades","Sit and Reach",88.2
"Thompson School District","=""1410011""","All Grades","All Tests - District",42.3
"Thompson School District","=""1410011""","All Grades","Curl Up",63.7
"Thompson School District","=""1410011""","All Grades","Mile Run",65.7
"Thompson School District","=""1410011""","All Grades","Push Up",76.3
"Thompson School District","=""1410011""","All Grades","Sit and Reach",84.0
"Tolland School District","=""1420011""","All Grades","All Tests - District",60.2
"Tolland School District","=""1420011""","All Grades","Curl Up",97.0
"Tolland School District","=""1420011""","All Grades","Mile Run",80.4
"Tolland School District","=""1420011""","All Grades","Push Up",74.4
"Tolland School District","=""1420011""","All Grades","Sit and Reach",85.6
"Torrington School District","=""1430011""","All Grades","All Tests - District",44.2
"Torrington School District","=""1430011""","All Grades","Curl Up",64.3
"Torrington School District","=""1430011""","All Grades","Mile Run",77.5
"Torrington School District","=""1430011""","All Grades","Push Up",69.0
"Torrington School District","=""1430011""","All Grades","Sit and Reach",84.5
"Trailblazers Academy District","=""2780013""","All Grades","All Tests - District",39.0
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",77.0
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",62.0
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",61.0
"Trailblazers Academy District","=""2780013""","All Grades","Sit and Reach",98.0
"Trumbull School District","=""1440011""","All Grades","All Tests - District",64.4
"Trumbull School District","=""1440011""","All Grades","Curl Up",89.9
"Trumbull School District","=""1440011""","All Grades","Mile Run",83.5
"Trumbull School District","=""1440011""","All Grades","Push Up",82.0
"Trumbull School District","=""1440011""","All Grades","Sit and Reach",88.2
"Union School District","=""1450011""","All Grades","All Tests - District",82.6
"Union School District","=""1450011""","All Grades","Curl Up",95.7
"Union School District","=""1450011""","All Grades","Mile Run",91.3
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Union School District","=""1450011""","All Grades","Sit and Reach",95.7
"Vernon School District","=""1460011""","All Grades","All Tests - District",54.1
"Vernon School District","=""1460011""","All Grades","Curl Up",83.1
"Vernon School District","=""1460011""","All Grades","Mile Run",68.3
"Vernon School District","=""1460011""","All Grades","Push Up",77.8
"Vernon School District","=""1460011""","All Grades","Sit and Reach",89.4
"Voluntown School District","=""1470011""","All Grades","All Tests - District",66.7
"Voluntown School District","=""1470011""","All Grades","Curl Up",91.4
"Voluntown School District","=""1470011""","All Grades","Mile Run",82.7
"Voluntown School District","=""1470011""","All Grades","Push Up",76.5
"Voluntown School District","=""1470011""","All Grades","Sit and Reach",95.1
"Wallingford School District","=""1480011""","All Grades","All Tests - District",47.1
"Wallingford School District","=""1480011""","All Grades","Curl Up",83.0
"Wallingford School District","=""1480011""","All Grades","Mile Run",69.9
"Wallingford School District","=""1480011""","All Grades","Push Up",69.0
"Wallingford School District","=""1480011""","All Grades","Sit and Reach",79.8
"Waterbury School District","=""1510011""","All Grades","All Tests - District",41.6
"Waterbury School District","=""1510011""","All Grades","Curl Up",78.4
"Waterbury School District","=""1510011""","All Grades","Mile Run",64.5
"Waterbury School District","=""1510011""","All Grades","Push Up",65.6
"Waterbury School District","=""1510011""","All Grades","Sit and Reach",81.1
"Waterford School District","=""1520011""","All Grades","All Tests - District",50.6
"Waterford School District","=""1520011""","All Grades","Curl Up",75.2
"Waterford School District","=""1520011""","All Grades","Mile Run",75.9
"Waterford School District","=""1520011""","All Grades","Push Up",75.2
"Waterford School District","=""1520011""","All Grades","Sit and Reach",73.2
"Watertown School District","=""1530011""","All Grades","All Tests - District",57.5
"Watertown School District","=""1530011""","All Grades","Curl Up",81.2
"Watertown School District","=""1530011""","All Grades","Mile Run",73.6
"Watertown School District","=""1530011""","All Grades","Push Up",78.5
"Watertown School District","=""1530011""","All Grades","Sit and Reach",92.3
"West Hartford School District","=""1550011""","All Grades","All Tests - District",64.1
"West Hartford School District","=""1550011""","All Grades","Curl Up",91.2
"West Hartford School District","=""1550011""","All Grades","Mile Run",82.2
