"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Middletown School District","=""0830011""","All Grades","Sit and Reach",79.7
"Milford School District","=""0840011""","All Grades","All Tests - District",52.1
"Milford School District","=""0840011""","All Grades","Curl Up",93.4
"Milford School District","=""0840011""","All Grades","Mile Run",65.4
"Milford School District","=""0840011""","All Grades","Push Up",82.7
"Milford School District","=""0840011""","All Grades","Sit and Reach",81.5
"Monroe School District","=""0850011""","All Grades","All Tests - District",54.0
"Monroe School District","=""0850011""","All Grades","Curl Up",91.2
"Monroe School District","=""0850011""","All Grades","Mile Run",69.8
"Monroe School District","=""0850011""","All Grades","Push Up",79.9
"Monroe School District","=""0850011""","All Grades","Sit and Reach",83.8
"Montville School District","=""0860011""","All Grades","All Tests - District",39.7
"Montville School District","=""0860011""","All Grades","Curl Up",74.2
"Montville School District","=""0860011""","All Grades","Mile Run",70.9
"Montville School District","=""0860011""","All Grades","Push Up",58.0
"Montville School District","=""0860011""","All Grades","Sit and Reach",80.1
"Naugatuck School District","=""0880011""","All Grades","All Tests - District",43.6
"Naugatuck School District","=""0880011""","All Grades","Curl Up",74.9
"Naugatuck School District","=""0880011""","All Grades","Mile Run",62.9
"Naugatuck School District","=""0880011""","All Grades","Push Up",67.6
"Naugatuck School District","=""0880011""","All Grades","Sit and Reach",80.4
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","All Tests - District",16.0
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Curl Up",69.1
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Mile Run",64.9
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Push Up",35.1
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Sit and Reach",63.8
"New Britain School District","=""0890011""","All Grades","All Tests - District",30.2
"New Britain School District","=""0890011""","All Grades","Curl Up",64.1
"New Britain School District","=""0890011""","All Grades","Mile Run",49.7
"New Britain School District","=""0890011""","All Grades","Push Up",54.2
"New Britain School District","=""0890011""","All Grades","Sit and Reach",75.3
"New Canaan School District","=""0900011""","All Grades","All Tests - District",74.1
"New Canaan School District","=""0900011""","All Grades","Curl Up",95.1
"New Canaan School District","=""0900011""","All Grades","Mile Run",87.4
"New Canaan School District","=""0900011""","All Grades","Push Up",91.8
"New Canaan School District","=""0900011""","All Grades","Sit and Reach",89.6
"New Fairfield School District","=""0910011""","All Grades","All Tests - District",58.4
"New Fairfield School District","=""0910011""","All Grades","Curl Up",91.9
"New Fairfield School District","=""0910011""","All Grades","Mile Run",75.5
"New Fairfield School District","=""0910011""","All Grades","Push Up",89.4
"New Fairfield School District","=""0910011""","All Grades","Sit and Reach",81.1
"New Hartford School District","=""0920011""","All Grades","All Tests - District",48.3
"New Hartford School District","=""0920011""","All Grades","Curl Up",93.8
"New Hartford School District","=""0920011""","All Grades","Mile Run",94.3
"New Hartford School District","=""0920011""","All Grades","Push Up",63.6
"New Hartford School District","=""0920011""","All Grades","Sit and Reach",71.6
"New Haven School District","=""0930011""","All Grades","All Tests - District",37.3
"New Haven School District","=""0930011""","All Grades","Curl Up",75.6
"New Haven School District","=""0930011""","All Grades","Mile Run",64.7
"New Haven School District","=""0930011""","All Grades","Push Up",59.1
"New Haven School District","=""0930011""","All Grades","Sit and Reach",76.1
"New London School District","=""0950011""","All Grades","All Tests - District",21.3
"New London School District","=""0950011""","All Grades","Curl Up",68.6
"New London School District","=""0950011""","All Grades","Mile Run",49.6
"New London School District","=""0950011""","All Grades","Push Up",53.4
"New London School District","=""0950011""","All Grades","Sit and Reach",61.5
"New Milford School District","=""0960011""","All Grades","All Tests - District",42.2
"New Milford School District","=""0960011""","All Grades","Curl Up",81.5
"New Milford School District","=""0960011""","All Grades","Mile Run",63.6
"New Milford School District","=""0960011""","All Grades","Push Up",65.6
"New Milford School District","=""0960011""","All Grades","Sit and Reach",76.3
"Newington School District","=""0940011""","All Grades","All Tests - District",51.5
"Newington School District","=""0940011""","All Grades","Curl Up",90.6
"Newington School District","=""0940011""","All Grades","Mile Run",78.8
"Newington School District","=""0940011""","All Grades","Push Up",65.7
"Newington School District","=""0940011""","All Grades","Sit and Reach",80.9
"Newtown School District","=""0970011""","All Grades","All Tests - District",73.8
"Newtown School District","=""0970011""","All Grades","Curl Up",91.0
"Newtown School District","=""0970011""","All Grades","Mile Run",87.1
"Newtown School District","=""0970011""","All Grades","Push Up",89.9
"Newtown School District","=""0970011""","All Grades","Sit and Reach",90.2
"Norfolk School District","=""0980011""","All Grades","All Tests - District",39.3
"Norfolk School District","=""0980011""","All Grades","Curl Up",96.4
"Norfolk School District","=""0980011""","All Grades","Mile Run",57.1
"Norfolk School District","=""0980011""","All Grades","Push Up",60.7
"Norfolk School District","=""0980011""","All Grades","Sit and Reach",92.9
"North Branford School District","=""0990011""","All Grades","All Tests - District",56.4
"North Branford School District","=""0990011""","All Grades","Curl Up",89.4
"North Branford School District","=""0990011""","All Grades","Mile Run",67.8
"North Branford School District","=""0990011""","All Grades","Push Up",83.5
"North Branford School District","=""0990011""","All Grades","Sit and Reach",83.5
"North Canaan School District","=""1000011""","All Grades","All Tests - District",33.7
"North Canaan School District","=""1000011""","All Grades","Curl Up",89.9
"North Canaan School District","=""1000011""","All Grades","Mile Run",49.4
"North Canaan School District","=""1000011""","All Grades","Push Up",51.7
"North Canaan School District","=""1000011""","All Grades","Sit and Reach",91.0
"North Haven School District","=""1010011""","All Grades","All Tests - District",52.9
"North Haven School District","=""1010011""","All Grades","Curl Up",87.2
"North Haven School District","=""1010011""","All Grades","Mile Run",71.1
"North Haven School District","=""1010011""","All Grades","Push Up",74.3
"North Haven School District","=""1010011""","All Grades","Sit and Reach",85.5
"North Stonington School District","=""1020011""","All Grades","All Tests - District",47.8
"North Stonington School District","=""1020011""","All Grades","Curl Up",93.6
"North Stonington School District","=""1020011""","All Grades","Mile Run",55.7
"North Stonington School District","=""1020011""","All Grades","Push Up",79.3
"North Stonington School District","=""1020011""","All Grades","Sit and Reach",81.8
"Norwalk School District","=""1030011""","All Grades","All Tests - District",49.4
"Norwalk School District","=""1030011""","All Grades","Curl Up",85.0
"Norwalk School District","=""1030011""","All Grades","Mile Run",69.7
"Norwalk School District","=""1030011""","All Grades","Push Up",73.2
"Norwalk School District","=""1030011""","All Grades","Sit and Reach",79.4
"Norwich Free Academy District","=""9010022""","All Grades","All Tests - District",42.2
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",79.8
"Norwich Free Academy District","=""9010022""","All Grades","Mile Run",51.6
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",71.2
"Norwich Free Academy District","=""9010022""","All Grades","Sit and Reach",83.7
"Norwich School District","=""1040011""","All Grades","All Tests - District",35.6
"Norwich School District","=""1040011""","All Grades","Curl Up",82.5
"Norwich School District","=""1040011""","All Grades","Mile Run",56.7
"Norwich School District","=""1040011""","All Grades","Push Up",62.3
"Norwich School District","=""1040011""","All Grades","Sit and Reach",77.1
"Odyssey Community School District","=""2630013""","All Grades","All Tests - District",17.1
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",58.1
"Odyssey Community School District","=""2630013""","All Grades","Mile Run",33.3
"Odyssey Community School District","=""2630013""","All Grades","Push Up",46.7
"Odyssey Community School District","=""2630013""","All Grades","Sit and Reach",69.5
"Old Saybrook School District","=""1060011""","All Grades","All Tests - District",60.4
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",85.3
"Old Saybrook School District","=""1060011""","All Grades","Mile Run",80.5
"Old Saybrook School District","=""1060011""","All Grades","Push Up",75.3
"Old Saybrook School District","=""1060011""","All Grades","Sit and Reach",85.1
"Orange School District","=""1070011""","All Grades","All Tests - District",55.0
"Orange School District","=""1070011""","All Grades","Curl Up",81.0
"Orange School District","=""1070011""","All Grades","Mile Run",76.9
"Orange School District","=""1070011""","All Grades","Push Up",66.0
"Orange School District","=""1070011""","All Grades","Sit and Reach",81.0
"Oxford School District","=""1080011""","All Grades","All Tests - District",57.4
"Oxford School District","=""1080011""","All Grades","Curl Up",91.7
"Oxford School District","=""1080011""","All Grades","Mile Run",82.4
"Oxford School District","=""1080011""","All Grades","Push Up",82.4
"Oxford School District","=""1080011""","All Grades","Sit and Reach",81.1
"Park City Prep Charter School District","=""2830013""","All Grades","All Tests - District",11.5
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",73.8
"Park City Prep Charter School District","=""2830013""","All Grades","Mile Run",16.4
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",54.1
"Park City Prep Charter School District","=""2830013""","All Grades","Sit and Reach",100.0
"Plainfield School District","=""1090011""","All Grades","All Tests - District",45.2
"Plainfield School District","=""1090011""","All Grades","Curl Up",86.8
"Plainfield School District","=""1090011""","All Grades","Mile Run",64.1
"Plainfield School District","=""1090011""","All Grades","Push Up",71.9
"Plainfield School District","=""1090011""","All Grades","Sit and Reach",75.1
"Plainville School District","=""1100011""","All Grades","All Tests - District",51.6
"Plainville School District","=""1100011""","All Grades","Curl Up",82.4
"Plainville School District","=""1100011""","All Grades","Mile Run",71.1
"Plainville School District","=""1100011""","All Grades","Push Up",71.2
"Plainville School District","=""1100011""","All Grades","Sit and Reach",83.2
"Plymouth School District","=""1110011""","All Grades","All Tests - District",58.5
"Plymouth School District","=""1110011""","All Grades","Curl Up",88.0
"Plymouth School District","=""1110011""","All Grades","Mile Run",78.1
"Plymouth School District","=""1110011""","All Grades","Push Up",70.9
"Plymouth School District","=""1110011""","All Grades","Sit and Reach",81.2
"Pomfret School District","=""1120011""","All Grades","All Tests - District",38.2
"Pomfret School District","=""1120011""","All Grades","Curl Up",64.7
"Pomfret School District","=""1120011""","All Grades","Mile Run",76.9
"Pomfret School District","=""1120011""","All Grades","Push Up",54.9
"Pomfret School District","=""1120011""","All Grades","Sit and Reach",74.6
"Portland School District","=""1130011""","All Grades","All Tests - District",32.5
"Portland School District","=""1130011""","All Grades","Curl Up",64.9
"Portland School District","=""1130011""","All Grades","Mile Run",70.2
"Portland School District","=""1130011""","All Grades","Push Up",62.5
"Portland School District","=""1130011""","All Grades","Sit and Reach",66.8
"Preston School District","=""1140011""","All Grades","All Tests - District",60.2
"Preston School District","=""1140011""","All Grades","Curl Up",94.5
"Preston School District","=""1140011""","All Grades","Mile Run",73.4
"Preston School District","=""1140011""","All Grades","Push Up",70.3
"Preston School District","=""1140011""","All Grades","Sit and Reach",76.6
"Putnam School District","=""1160011""","All Grades","All Tests - District",53.3
"Putnam School District","=""1160011""","All Grades","Curl Up",84.1
"Putnam School District","=""1160011""","All Grades","Mile Run",59.9
"Putnam School District","=""1160011""","All Grades","Push Up",68.9
"Putnam School District","=""1160011""","All Grades","Sit and Reach",85.3
"Redding School District","=""1170011""","All Grades","All Tests - District",71.8
"Redding School District","=""1170011""","All Grades","Curl Up",89.3
"Redding School District","=""1170011""","All Grades","Mile Run",89.5
"Redding School District","=""1170011""","All Grades","Push Up",88.5
"Redding School District","=""1170011""","All Grades","Sit and Reach",92.3
"Regional School District 01","=""2010012""","All Grades","All Tests - District",60.4
"Regional School District 01","=""2010012""","All Grades","Curl Up",73.0
"Regional School District 01","=""2010012""","All Grades","Mile Run",74.8
"Regional School District 01","=""2010012""","All Grades","Push Up",80.2
"Regional School District 01","=""2010012""","All Grades","Sit and Reach",90.1
"Regional School District 04","=""2040012""","All Grades","All Tests - District",49.4
"Regional School District 04","=""2040012""","All Grades","Curl Up",80.6
"Regional School District 04","=""2040012""","All Grades","Mile Run",87.3
"Regional School District 04","=""2040012""","All Grades","Push Up",72.2
"Regional School District 04","=""2040012""","All Grades","Sit and Reach",92.8
"Regional School District 05","=""2050012""","All Grades","All Tests - District",71.8
"Regional School District 05","=""2050012""","All Grades","Curl Up",93.3
"Regional School District 05","=""2050012""","All Grades","Mile Run",85.3
"Regional School District 05","=""2050012""","All Grades","Push Up",90.1
"Regional School District 05","=""2050012""","All Grades","Sit and Reach",89.8
"Regional School District 06","=""2060012""","All Grades","All Tests - District",57.3
"Regional School District 06","=""2060012""","All Grades","Curl Up",88.3
"Regional School District 06","=""2060012""","All Grades","Mile Run",73.9
"Regional School District 06","=""2060012""","All Grades","Push Up",79.7
"Regional School District 06","=""2060012""","All Grades","Sit and Reach",78.8
"Regional School District 07","=""2070012""","All Grades","All Tests - District",47.6
"Regional School District 07","=""2070012""","All Grades","Curl Up",91.6
"Regional School District 07","=""2070012""","All Grades","Mile Run",64.6
"Regional School District 07","=""2070012""","All Grades","Push Up",65.9
"Regional School District 07","=""2070012""","All Grades","Sit and Reach",77.6
"Regional School District 08","=""2080012""","All Grades","All Tests - District",70.4
"Regional School District 08","=""2080012""","All Grades","Curl Up",90.8
"Regional School District 08","=""2080012""","All Grades","Mile Run",84.8
"Regional School District 08","=""2080012""","All Grades","Push Up",90.0
"Regional School District 08","=""2080012""","All Grades","Sit and Reach",86.9
"Regional School District 10","=""2100012""","All Grades","All Tests - District",59.7
"Regional School District 10","=""2100012""","All Grades","Curl Up",92.5
"Regional School District 10","=""2100012""","All Grades","Mile Run",72.9
"Regional School District 10","=""2100012""","All Grades","Push Up",84.9
"Regional School District 10","=""2100012""","All Grades","Sit and Reach",83.7
"Regional School District 11","=""2110012""","All Grades","All Tests - District",60.7
"Regional School District 11","=""2110012""","All Grades","Curl Up",97.6
"Regional School District 11","=""2110012""","All Grades","Mile Run",67.9
"Regional School District 11","=""2110012""","All Grades","Push Up",82.1
"Regional School District 11","=""2110012""","All Grades","Sit and Reach",95.2
"Regional School District 12","=""2120012""","All Grades","All Tests - District",68.0
"Regional School District 12","=""2120012""","All Grades","Curl Up",91.4
"Regional School District 12","=""2120012""","All Grades","Mile Run",78.2
"Regional School District 12","=""2120012""","All Grades","Push Up",82.0
"Regional School District 12","=""2120012""","All Grades","Sit and Reach",89.5
"Regional School District 13","=""2130012""","All Grades","All Tests - District",57.6
"Regional School District 13","=""2130012""","All Grades","Curl Up",92.4
"Regional School District 13","=""2130012""","All Grades","Mile Run",77.0
"Regional School District 13","=""2130012""","All Grades","Push Up",79.0
"Regional School District 13","=""2130012""","All Grades","Sit and Reach",81.8
"Regional School District 14","=""2140012""","All Grades","All Tests - District",59.3
"Regional School District 14","=""2140012""","All Grades","Curl Up",92.9
"Regional School District 14","=""2140012""","All Grades","Mile Run",74.3
"Regional School District 14","=""2140012""","All Grades","Push Up",77.8
"Regional School District 14","=""2140012""","All Grades","Sit and Reach",80.2
"Regional School District 15","=""2150012""","All Grades","All Tests - District",57.5
"Regional School District 15","=""2150012""","All Grades","Curl Up",86.1
"Regional School District 15","=""2150012""","All Grades","Mile Run",77.6
"Regional School District 15","=""2150012""","All Grades","Push Up",80.9
"Regional School District 15","=""2150012""","All Grades","Sit and Reach",84.9
"Regional School District 16","=""2160012""","All Grades","All Tests - District",54.2
"Regional School District 16","=""2160012""","All Grades","Curl Up",88.3
"Regional School District 16","=""2160012""","All Grades","Mile Run",70.5
"Regional School District 16","=""2160012""","All Grades","Push Up",77.0
"Regional School District 16","=""2160012""","All Grades","Sit and Reach",85.1
"Regional School District 17","=""2170012""","All Grades","All Tests - District",68.3
"Regional School District 17","=""2170012""","All Grades","Curl Up",90.7
"Regional School District 17","=""2170012""","All Grades","Mile Run",81.9
"Regional School District 17","=""2170012""","All Grades","Push Up",83.9
"Regional School District 17","=""2170012""","All Grades","Sit and Reach",88.6
"Regional School District 18","=""2180012""","All Grades","All Tests - District",52.6
"Regional School District 18","=""2180012""","All Grades","Curl Up",90.2
"Regional School District 18","=""2180012""","All Grades","Mile Run",80.4
"Regional School District 18","=""2180012""","All Grades","Push Up",76.5
"Regional School District 18","=""2180012""","All Grades","Sit and Reach",77.4
"Regional School District 19","=""2190012""","All Grades","All Tests - District",62.8
"Regional School District 19","=""2190012""","All Grades","Curl Up",90.2
"Regional School District 19","=""2190012""","All Grades","Mile Run",67.9
"Regional School District 19","=""2190012""","All Grades","Push Up",85.0
"Regional School District 19","=""2190012""","All Grades","Sit and Reach",89.3
"Ridgefield School District","=""1180011""","All Grades","All Tests - District",63.7
"Ridgefield School District","=""1180011""","All Grades","Curl Up",93.3
"Ridgefield School District","=""1180011""","All Grades","Mile Run",81.0
"Ridgefield School District","=""1180011""","All Grades","Push Up",85.2
"Ridgefield School District","=""1180011""","All Grades","Sit and Reach",85.0
"Rocky Hill School District","=""1190011""","All Grades","All Tests - District",66.7
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",83.6
"Rocky Hill School District","=""1190011""","All Grades","Mile Run",84.5
"Rocky Hill School District","=""1190011""","All Grades","Push Up",82.3
"Rocky Hill School District","=""1190011""","All Grades","Sit and Reach",92.2
"Salem School District","=""1210011""","All Grades","All Tests - District",50.0
"Salem School District","=""1210011""","All Grades","Curl Up",89.0
"Salem School District","=""1210011""","All Grades","Mile Run",68.0
"Salem School District","=""1210011""","All Grades","Push Up",64.0
"Salem School District","=""1210011""","All Grades","Sit and Reach",87.2
"Salisbury School District","=""1220011""","All Grades","All Tests - District",48.9
"Salisbury School District","=""1220011""","All Grades","Curl Up",72.8
"Salisbury School District","=""1220011""","All Grades","Mile Run",93.5
"Salisbury School District","=""1220011""","All Grades","Push Up",72.8
"Salisbury School District","=""1220011""","All Grades","Sit and Reach",85.9
"Scotland School District","=""1230011""","All Grades","All Tests - District",54.8
"Scotland School District","=""1230011""","All Grades","Curl Up",96.8
"Scotland School District","=""1230011""","All Grades","Mile Run",87.1
"Scotland School District","=""1230011""","All Grades","Push Up",61.3
"Scotland School District","=""1230011""","All Grades","Sit and Reach",87.1
"Seymour School District","=""1240011""","All Grades","All Tests - District",52.9
"Seymour School District","=""1240011""","All Grades","Curl Up",95.8
"Seymour School District","=""1240011""","All Grades","Mile Run",67.1
"Seymour School District","=""1240011""","All Grades","Push Up",68.3
"Seymour School District","=""1240011""","All Grades","Sit and Reach",83.9
"Sharon School District","=""1250011""","All Grades","All Tests - District",40.7
"Sharon School District","=""1250011""","All Grades","Curl Up",90.7
"Sharon School District","=""1250011""","All Grades","Mile Run",50.0
"Sharon School District","=""1250011""","All Grades","Push Up",57.4
"Sharon School District","=""1250011""","All Grades","Sit and Reach",77.8
"Shelton School District","=""1260011""","All Grades","All Tests - District",59.7
"Shelton School District","=""1260011""","All Grades","Curl Up",89.9
"Shelton School District","=""1260011""","All Grades","Mile Run",79.1
"Shelton School District","=""1260011""","All Grades","Push Up",78.0
"Shelton School District","=""1260011""","All Grades","Sit and Reach",83.9
"Sherman School District","=""1270011""","All Grades","All Tests - District",48.9
"Sherman School District","=""1270011""","All Grades","Curl Up",66.4
"Sherman School District","=""1270011""","All Grades","Mile Run",85.4
"Sherman School District","=""1270011""","All Grades","Push Up",70.8
"Sherman School District","=""1270011""","All Grades","Sit and Reach",84.7
"Side By Side Charter School District","=""2700013""","All Grades","All Tests - District",51.5
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",92.4
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",56.1
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",83.3
"Side By Side Charter School District","=""2700013""","All Grades","Sit and Reach",90.9
"Simsbury School District","=""1280011""","All Grades","All Tests - District",67.8
"Simsbury School District","=""1280011""","All Grades","Curl Up",87.8
"Simsbury School District","=""1280011""","All Grades","Mile Run",82.9
"Simsbury School District","=""1280011""","All Grades","Push Up",84.8
"Simsbury School District","=""1280011""","All Grades","Sit and Reach",90.1
"Somers School District","=""1290011""","All Grades","All Tests - District",59.7
"Somers School District","=""1290011""","All Grades","Curl Up",81.8
"Somers School District","=""1290011""","All Grades","Mile Run",78.0
"Somers School District","=""1290011""","All Grades","Push Up",79.0
"Somers School District","=""1290011""","All Grades","Sit and Reach",86.6
"South Windsor School District","=""1320011""","All Grades","All Tests - District",47.1
"South Windsor School District","=""1320011""","All Grades","Curl Up",87.7
"South Windsor School District","=""1320011""","All Grades","Mile Run",75.5
"South Windsor School District","=""1320011""","All Grades","Push Up",74.3
"South Windsor School District","=""1320011""","All Grades","Sit and Reach",75.5
"Southington School District","=""1310011""","All Grades","All Tests - District",53.5
"Southington School District","=""1310011""","All Grades","Curl Up",84.2
"Southington School District","=""1310011""","All Grades","Mile Run",74.0
"Southington School District","=""1310011""","All Grades","Push Up",81.1
"Southington School District","=""1310011""","All Grades","Sit and Reach",85.9
"Sprague School District","=""1330011""","All Grades","All Tests - District",49.5
"Sprague School District","=""1330011""","All Grades","Curl Up",56.0
"Sprague School District","=""1330011""","All Grades","Mile Run",98.9
"Sprague School District","=""1330011""","All Grades","Push Up",81.3
"Sprague School District","=""1330011""","All Grades","Sit and Reach",98.9
"Stafford School District","=""1340011""","All Grades","All Tests - District",41.0
"Stafford School District","=""1340011""","All Grades","Curl Up",80.7
"Stafford School District","=""1340011""","All Grades","Mile Run",64.0
"Stafford School District","=""1340011""","All Grades","Push Up",56.5
"Stafford School District","=""1340011""","All Grades","Sit and Reach",81.7
"Stamford Academy District","=""2820013""","All Grades","All Tests - District","*"
"Stamford Academy District","=""2820013""","All Grades","Curl Up",76.9
"Stamford Academy District","=""2820013""","All Grades","Mile Run","*"
"Stamford Academy District","=""2820013""","All Grades","Push Up",26.9
"Stamford Academy District","=""2820013""","All Grades","Sit and Reach",69.2
"Stamford School District","=""1350011""","All Grades","All Tests - District",36.0
"Stamford School District","=""1350011""","All Grades","Curl Up",84.7
"Stamford School District","=""1350011""","All Grades","Mile Run",49.8
"Stamford School District","=""1350011""","All Grades","Push Up",71.8
"Stamford School District","=""1350011""","All Grades","Sit and Reach",83.3
"Sterling School District","=""1360011""","All Grades","All Tests - District",79.6
"Sterling School District","=""1360011""","All Grades","Curl Up",96.1
"Sterling School District","=""1360011""","All Grades","Mile Run",94.1
"Sterling School District","=""1360011""","All Grades","Push Up",80.3
"Sterling School District","=""1360011""","All Grades","Sit and Reach",99.3
"Stonington School District","=""1370011""","All Grades","All Tests - District",67.6
"Stonington School District","=""1370011""","All Grades","Curl Up",94.5
"Stonington School District","=""1370011""","All Grades","Mile Run",88.0
"Stonington School District","=""1370011""","All Grades","Push Up",77.9
"Stonington School District","=""1370011""","All Grades","Sit and Reach",90.4
"Stratford School District","=""1380011""","All Grades","All Tests - District",53.8
"Stratford School District","=""1380011""","All Grades","Curl Up",90.2
"Stratford School District","=""1380011""","All Grades","Mile Run",63.4
"Stratford School District","=""1380011""","All Grades","Push Up",81.3
"Stratford School District","=""1380011""","All Grades","Sit and Reach",85.2
"Suffield School District","=""1390011""","All Grades","All Tests - District",57.1
"Suffield School District","=""1390011""","All Grades","Curl Up",81.9
"Suffield School District","=""1390011""","All Grades","Mile Run",80.7
"Suffield School District","=""1390011""","All Grades","Push Up",76.1
"Suffield School District","=""1390011""","All Grades","Sit and Reach",85.4
"The Bridge Academy District","=""2690013""","All Grades","All Tests - District",68.7
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",91.6
"The Bridge Academy District","=""2690013""","All Grades","Mile Run",89.2
"The Bridge Academy District","=""2690013""","All Grades","Push Up",84.3
"The Bridge Academy District","=""2690013""","All Grades","Sit and Reach",81.9
"The Gilbert School District","=""9020022""","All Grades","All Tests - District",41.6
"The Gilbert School District","=""9020022""","All Grades","Curl Up",74.0
"The Gilbert School District","=""9020022""","All Grades","Mile Run",60.1
"The Gilbert School District","=""9020022""","All Grades","Push Up",65.9
"The Gilbert School District","=""9020022""","All Grades","Sit and Reach",71.1
"Thomaston School District","=""1400011""","All Grades","All Tests - District",51.9
"Thomaston School District","=""1400011""","All Grades","Curl Up",81.5
"Thomaston School District","=""1400011""","All Grades","Mile Run",82.8
"Thomaston School District","=""1400011""","All Grades","Push Up",59.7
"Thomaston School District","=""1400011""","All Grades","Sit and Reach",93.8
"Thompson School District","=""1410011""","All Grades","All Tests - District",33.6
"Thompson School District","=""1410011""","All Grades","Curl Up",75.4
"Thompson School District","=""1410011""","All Grades","Mile Run",52.0
"Thompson School District","=""1410011""","All Grades","Push Up",55.6
"Thompson School District","=""1410011""","All Grades","Sit and Reach",77.5
"Tolland School District","=""1420011""","All Grades","All Tests - District",56.0
"Tolland School District","=""1420011""","All Grades","Curl Up",96.0
"Tolland School District","=""1420011""","All Grades","Mile Run",76.8
"Tolland School District","=""1420011""","All Grades","Push Up",74.0
"Tolland School District","=""1420011""","All Grades","Sit and Reach",81.3
"Torrington School District","=""1430011""","All Grades","All Tests - District",46.2
"Torrington School District","=""1430011""","All Grades","Curl Up",84.8
"Torrington School District","=""1430011""","All Grades","Mile Run",60.4
"Torrington School District","=""1430011""","All Grades","Push Up",71.8
"Torrington School District","=""1430011""","All Grades","Sit and Reach",81.8
"Trailblazers Academy District","=""2780013""","All Grades","All Tests - District",73.0
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",76.6
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",76.6
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",82.9
"Trailblazers Academy District","=""2780013""","All Grades","Sit and Reach",75.7
"Trumbull School District","=""1440011""","All Grades","All Tests - District",60.7
"Trumbull School District","=""1440011""","All Grades","Curl Up",90.7
"Trumbull School District","=""1440011""","All Grades","Mile Run",82.0
"Trumbull School District","=""1440011""","All Grades","Push Up",79.8
"Trumbull School District","=""1440011""","All Grades","Sit and Reach",82.9
"Union School District","=""1450011""","All Grades","All Tests - District",92.9
"Union School District","=""1450011""","All Grades","Curl Up",92.9
"Union School District","=""1450011""","All Grades","Mile Run",100.0
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Union School District","=""1450011""","All Grades","Sit and Reach",100.0
"Vernon School District","=""1460011""","All Grades","All Tests - District",57.5
"Vernon School District","=""1460011""","All Grades","Curl Up",79.6
"Vernon School District","=""1460011""","All Grades","Mile Run",76.1
"Vernon School District","=""1460011""","All Grades","Push Up",79.8
"Vernon School District","=""1460011""","All Grades","Sit and Reach",89.6
"Voluntown School District","=""1470011""","All Grades","All Tests - District",43.0
"Voluntown School District","=""1470011""","All Grades","Curl Up",94.2
"Voluntown School District","=""1470011""","All Grades","Mile Run",47.7
"Voluntown School District","=""1470011""","All Grades","Push Up",82.6
"Voluntown School District","=""1470011""","All Grades","Sit and Reach",96.5
"Wallingford School District","=""1480011""","All Grades","All Tests - District",42.0
"Wallingford School District","=""1480011""","All Grades","Curl Up",83.2
"Wallingford School District","=""1480011""","All Grades","Mile Run",61.7
"Wallingford School District","=""1480011""","All Grades","Push Up",72.4
"Wallingford School District","=""1480011""","All Grades","Sit and Reach",80.7
"Waterbury School District","=""1510011""","All Grades","All Tests - District",41.8
"Waterbury School District","=""1510011""","All Grades","Curl Up",83.4
"Waterbury School District","=""1510011""","All Grades","Mile Run",67.9
"Waterbury School District","=""1510011""","All Grades","Push Up",64.8
"Waterbury School District","=""1510011""","All Grades","Sit and Reach",84.3
"Waterford School District","=""1520011""","All Grades","All Tests - District",47.6
"Waterford School District","=""1520011""","All Grades","Curl Up",74.9
"Waterford School District","=""1520011""","All Grades","Mile Run",72.2
"Waterford School District","=""1520011""","All Grades","Push Up",68.6
"Waterford School District","=""1520011""","All Grades","Sit and Reach",78.3
"Watertown School District","=""1530011""","All Grades","All Tests - District",50.8
"Watertown School District","=""1530011""","All Grades","Curl Up",80.3
"Watertown School District","=""1530011""","All Grades","Mile Run",68.1
"Watertown School District","=""1530011""","All Grades","Push Up",74.7
"Watertown School District","=""1530011""","All Grades","Sit and Reach",91.2
"West Hartford School District","=""1550011""","All Grades","All Tests - District",60.2
"West Hartford School District","=""1550011""","All Grades","Curl Up",89.5
"West Hartford School District","=""1550011""","All Grades","Mile Run",78.6
