"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Middletown School District","=""0830011""","All Grades","Sit and Reach",83.0
"Milford School District","=""0840011""","All Grades","All Tests - District",49.8
"Milford School District","=""0840011""","All Grades","Curl Up",93.0
"Milford School District","=""0840011""","All Grades","Mile Run",67.3
"Milford School District","=""0840011""","All Grades","Push Up",78.5
"Milford School District","=""0840011""","All Grades","Sit and Reach",76.7
"Monroe School District","=""0850011""","All Grades","All Tests - District",57.6
"Monroe School District","=""0850011""","All Grades","Curl Up",86.7
"Monroe School District","=""0850011""","All Grades","Mile Run",74.4
"Monroe School District","=""0850011""","All Grades","Push Up",82.7
"Monroe School District","=""0850011""","All Grades","Sit and Reach",85.2
"Montville School District","=""0860011""","All Grades","All Tests - District",37.5
"Montville School District","=""0860011""","All Grades","Curl Up",75.0
"Montville School District","=""0860011""","All Grades","Mile Run",69.8
"Montville School District","=""0860011""","All Grades","Push Up",57.6
"Montville School District","=""0860011""","All Grades","Sit and Reach",75.7
"Naugatuck School District","=""0880011""","All Grades","All Tests - District",46.6
"Naugatuck School District","=""0880011""","All Grades","Curl Up",83.9
"Naugatuck School District","=""0880011""","All Grades","Mile Run",68.0
"Naugatuck School District","=""0880011""","All Grades","Push Up",65.5
"Naugatuck School District","=""0880011""","All Grades","Sit and Reach",80.0
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","All Tests - District",17.1
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Curl Up",80.3
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Mile Run",50.4
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Push Up",64.1
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Sit and Reach",38.5
"New Britain School District","=""0890011""","All Grades","All Tests - District",34.5
"New Britain School District","=""0890011""","All Grades","Curl Up",70.2
"New Britain School District","=""0890011""","All Grades","Mile Run",49.9
"New Britain School District","=""0890011""","All Grades","Push Up",57.0
"New Britain School District","=""0890011""","All Grades","Sit and Reach",75.6
"New Canaan School District","=""0900011""","All Grades","All Tests - District",78.8
"New Canaan School District","=""0900011""","All Grades","Curl Up",95.9
"New Canaan School District","=""0900011""","All Grades","Mile Run",91.2
"New Canaan School District","=""0900011""","All Grades","Push Up",91.8
"New Canaan School District","=""0900011""","All Grades","Sit and Reach",90.9
"New Fairfield School District","=""0910011""","All Grades","All Tests - District",65.5
"New Fairfield School District","=""0910011""","All Grades","Curl Up",95.4
"New Fairfield School District","=""0910011""","All Grades","Mile Run",75.6
"New Fairfield School District","=""0910011""","All Grades","Push Up",88.9
"New Fairfield School District","=""0910011""","All Grades","Sit and Reach",86.9
"New Hartford School District","=""0920011""","All Grades","All Tests - District",66.7
"New Hartford School District","=""0920011""","All Grades","Curl Up",97.6
"New Hartford School District","=""0920011""","All Grades","Mile Run",97.6
"New Hartford School District","=""0920011""","All Grades","Push Up",81.5
"New Hartford School District","=""0920011""","All Grades","Sit and Reach",76.8
"New Haven School District","=""0930011""","All Grades","All Tests - District",41.2
"New Haven School District","=""0930011""","All Grades","Curl Up",77.2
"New Haven School District","=""0930011""","All Grades","Mile Run",66.0
"New Haven School District","=""0930011""","All Grades","Push Up",64.7
"New Haven School District","=""0930011""","All Grades","Sit and Reach",76.5
"New London School District","=""0950011""","All Grades","All Tests - District",26.8
"New London School District","=""0950011""","All Grades","Curl Up",73.4
"New London School District","=""0950011""","All Grades","Mile Run",59.1
"New London School District","=""0950011""","All Grades","Push Up",56.4
"New London School District","=""0950011""","All Grades","Sit and Reach",62.6
"New Milford School District","=""0960011""","All Grades","All Tests - District",35.2
"New Milford School District","=""0960011""","All Grades","Curl Up",75.1
"New Milford School District","=""0960011""","All Grades","Mile Run",63.7
"New Milford School District","=""0960011""","All Grades","Push Up",56.3
"New Milford School District","=""0960011""","All Grades","Sit and Reach",72.3
"Newington School District","=""0940011""","All Grades","All Tests - District",51.5
"Newington School District","=""0940011""","All Grades","Curl Up",91.5
"Newington School District","=""0940011""","All Grades","Mile Run",77.3
"Newington School District","=""0940011""","All Grades","Push Up",68.1
"Newington School District","=""0940011""","All Grades","Sit and Reach",83.0
"Newtown School District","=""0970011""","All Grades","All Tests - District",73.8
"Newtown School District","=""0970011""","All Grades","Curl Up",95.3
"Newtown School District","=""0970011""","All Grades","Mile Run",86.1
"Newtown School District","=""0970011""","All Grades","Push Up",86.6
"Newtown School District","=""0970011""","All Grades","Sit and Reach",89.8
"Norfolk School District","=""0980011""","All Grades","All Tests - District",57.9
"Norfolk School District","=""0980011""","All Grades","Curl Up",97.4
"Norfolk School District","=""0980011""","All Grades","Mile Run",60.5
"Norfolk School District","=""0980011""","All Grades","Push Up",81.6
"Norfolk School District","=""0980011""","All Grades","Sit and Reach",84.2
"North Branford School District","=""0990011""","All Grades","All Tests - District",66.0
"North Branford School District","=""0990011""","All Grades","Curl Up",92.8
"North Branford School District","=""0990011""","All Grades","Mile Run",73.5
"North Branford School District","=""0990011""","All Grades","Push Up",88.2
"North Branford School District","=""0990011""","All Grades","Sit and Reach",88.9
"North Canaan School District","=""1000011""","All Grades","All Tests - District",40.4
"North Canaan School District","=""1000011""","All Grades","Curl Up",88.1
"North Canaan School District","=""1000011""","All Grades","Mile Run",57.8
"North Canaan School District","=""1000011""","All Grades","Push Up",50.5
"North Canaan School District","=""1000011""","All Grades","Sit and Reach",92.7
"North Haven School District","=""1010011""","All Grades","All Tests - District",57.4
"North Haven School District","=""1010011""","All Grades","Curl Up",85.0
"North Haven School District","=""1010011""","All Grades","Mile Run",83.2
"North Haven School District","=""1010011""","All Grades","Push Up",75.2
"North Haven School District","=""1010011""","All Grades","Sit and Reach",90.0
"North Stonington School District","=""1020011""","All Grades","All Tests - District",47.3
"North Stonington School District","=""1020011""","All Grades","Curl Up",95.9
"North Stonington School District","=""1020011""","All Grades","Mile Run",63.2
"North Stonington School District","=""1020011""","All Grades","Push Up",76.4
"North Stonington School District","=""1020011""","All Grades","Sit and Reach",85.9
"Norwalk School District","=""1030011""","All Grades","All Tests - District",49.5
"Norwalk School District","=""1030011""","All Grades","Curl Up",82.7
"Norwalk School District","=""1030011""","All Grades","Mile Run",68.5
"Norwalk School District","=""1030011""","All Grades","Push Up",73.1
"Norwalk School District","=""1030011""","All Grades","Sit and Reach",80.6
"Norwich Free Academy District","=""9010022""","All Grades","All Tests - District",42.8
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",84.5
"Norwich Free Academy District","=""9010022""","All Grades","Mile Run",50.9
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",70.1
"Norwich Free Academy District","=""9010022""","All Grades","Sit and Reach",84.1
"Norwich School District","=""1040011""","All Grades","All Tests - District",35.0
"Norwich School District","=""1040011""","All Grades","Curl Up",76.7
"Norwich School District","=""1040011""","All Grades","Mile Run",57.4
"Norwich School District","=""1040011""","All Grades","Push Up",62.0
"Norwich School District","=""1040011""","All Grades","Sit and Reach",73.1
"Odyssey Community School District","=""2630013""","All Grades","All Tests - District",37.9
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",86.3
"Odyssey Community School District","=""2630013""","All Grades","Mile Run",50.5
"Odyssey Community School District","=""2630013""","All Grades","Push Up",68.4
"Odyssey Community School District","=""2630013""","All Grades","Sit and Reach",85.3
"Old Saybrook School District","=""1060011""","All Grades","All Tests - District",59.6
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",90.2
"Old Saybrook School District","=""1060011""","All Grades","Mile Run",80.6
"Old Saybrook School District","=""1060011""","All Grades","Push Up",75.1
"Old Saybrook School District","=""1060011""","All Grades","Sit and Reach",81.1
"Orange School District","=""1070011""","All Grades","All Tests - District",58.1
"Orange School District","=""1070011""","All Grades","Curl Up",84.4
"Orange School District","=""1070011""","All Grades","Mile Run",78.5
"Orange School District","=""1070011""","All Grades","Push Up",70.9
"Orange School District","=""1070011""","All Grades","Sit and Reach",82.7
"Oxford School District","=""1080011""","All Grades","All Tests - District",47.7
"Oxford School District","=""1080011""","All Grades","Curl Up",92.4
"Oxford School District","=""1080011""","All Grades","Mile Run",78.4
"Oxford School District","=""1080011""","All Grades","Push Up",77.8
"Oxford School District","=""1080011""","All Grades","Sit and Reach",74.8
"Park City Prep Charter School District","=""2830013""","All Grades","All Tests - District",7.4
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",59.9
"Park City Prep Charter School District","=""2830013""","All Grades","Mile Run",16.7
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",54.3
"Park City Prep Charter School District","=""2830013""","All Grades","Sit and Reach",86.4
"Plainfield School District","=""1090011""","All Grades","All Tests - District",47.0
"Plainfield School District","=""1090011""","All Grades","Curl Up",89.9
"Plainfield School District","=""1090011""","All Grades","Mile Run",61.9
"Plainfield School District","=""1090011""","All Grades","Push Up",72.4
"Plainfield School District","=""1090011""","All Grades","Sit and Reach",80.9
"Plainville School District","=""1100011""","All Grades","All Tests - District",56.0
"Plainville School District","=""1100011""","All Grades","Curl Up",91.3
"Plainville School District","=""1100011""","All Grades","Mile Run",71.4
"Plainville School District","=""1100011""","All Grades","Push Up",77.4
"Plainville School District","=""1100011""","All Grades","Sit and Reach",83.4
"Plymouth School District","=""1110011""","All Grades","All Tests - District",63.0
"Plymouth School District","=""1110011""","All Grades","Curl Up",88.2
"Plymouth School District","=""1110011""","All Grades","Mile Run",78.2
"Plymouth School District","=""1110011""","All Grades","Push Up",72.5
"Plymouth School District","=""1110011""","All Grades","Sit and Reach",88.7
"Pomfret School District","=""1120011""","All Grades","All Tests - District",49.5
"Pomfret School District","=""1120011""","All Grades","Curl Up",76.9
"Pomfret School District","=""1120011""","All Grades","Mile Run",76.9
"Pomfret School District","=""1120011""","All Grades","Push Up",65.9
"Pomfret School District","=""1120011""","All Grades","Sit and Reach",81.3
"Portland School District","=""1130011""","All Grades","All Tests - District",39.9
"Portland School District","=""1130011""","All Grades","Curl Up",76.0
"Portland School District","=""1130011""","All Grades","Mile Run",72.3
"Portland School District","=""1130011""","All Grades","Push Up",68.6
"Portland School District","=""1130011""","All Grades","Sit and Reach",71.3
"Preston School District","=""1140011""","All Grades","All Tests - District",61.3
"Preston School District","=""1140011""","All Grades","Curl Up",89.5
"Preston School District","=""1140011""","All Grades","Mile Run",67.7
"Preston School District","=""1140011""","All Grades","Push Up",71.0
"Preston School District","=""1140011""","All Grades","Sit and Reach",80.6
"Putnam School District","=""1160011""","All Grades","All Tests - District",39.6
"Putnam School District","=""1160011""","All Grades","Curl Up",74.9
"Putnam School District","=""1160011""","All Grades","Mile Run",50.1
"Putnam School District","=""1160011""","All Grades","Push Up",66.1
"Putnam School District","=""1160011""","All Grades","Sit and Reach",76.1
"Redding School District","=""1170011""","All Grades","All Tests - District",76.0
"Redding School District","=""1170011""","All Grades","Curl Up",93.1
"Redding School District","=""1170011""","All Grades","Mile Run",86.0
"Redding School District","=""1170011""","All Grades","Push Up",88.0
"Redding School District","=""1170011""","All Grades","Sit and Reach",91.1
"Regional School District 01","=""2010012""","All Grades","All Tests - District",43.8
"Regional School District 01","=""2010012""","All Grades","Curl Up",46.9
"Regional School District 01","=""2010012""","All Grades","Mile Run",96.9
"Regional School District 01","=""2010012""","All Grades","Push Up",64.1
"Regional School District 01","=""2010012""","All Grades","Sit and Reach",84.4
"Regional School District 04","=""2040012""","All Grades","All Tests - District",56.6
"Regional School District 04","=""2040012""","All Grades","Curl Up",76.7
"Regional School District 04","=""2040012""","All Grades","Mile Run",87.3
"Regional School District 04","=""2040012""","All Grades","Push Up",72.3
"Regional School District 04","=""2040012""","All Grades","Sit and Reach",91.2
"Regional School District 05","=""2050012""","All Grades","All Tests - District",72.8
"Regional School District 05","=""2050012""","All Grades","Curl Up",96.4
"Regional School District 05","=""2050012""","All Grades","Mile Run",81.6
"Regional School District 05","=""2050012""","All Grades","Push Up",92.8
"Regional School District 05","=""2050012""","All Grades","Sit and Reach",92.2
"Regional School District 06","=""2060012""","All Grades","All Tests - District",41.5
"Regional School District 06","=""2060012""","All Grades","Curl Up",86.4
"Regional School District 06","=""2060012""","All Grades","Mile Run",67.0
"Regional School District 06","=""2060012""","All Grades","Push Up",80.6
"Regional School District 06","=""2060012""","All Grades","Sit and Reach",66.3
"Regional School District 07","=""2070012""","All Grades","All Tests - District",42.8
"Regional School District 07","=""2070012""","All Grades","Curl Up",82.2
"Regional School District 07","=""2070012""","All Grades","Mile Run",66.8
"Regional School District 07","=""2070012""","All Grades","Push Up",60.0
"Regional School District 07","=""2070012""","All Grades","Sit and Reach",85.2
"Regional School District 08","=""2080012""","All Grades","All Tests - District",63.1
"Regional School District 08","=""2080012""","All Grades","Curl Up",92.8
"Regional School District 08","=""2080012""","All Grades","Mile Run",80.7
"Regional School District 08","=""2080012""","All Grades","Push Up",81.9
"Regional School District 08","=""2080012""","All Grades","Sit and Reach",86.1
"Regional School District 10","=""2100012""","All Grades","All Tests - District",60.2
"Regional School District 10","=""2100012""","All Grades","Curl Up",90.7
"Regional School District 10","=""2100012""","All Grades","Mile Run",73.7
"Regional School District 10","=""2100012""","All Grades","Push Up",83.8
"Regional School District 10","=""2100012""","All Grades","Sit and Reach",85.2
"Regional School District 11","=""2110012""","All Grades","All Tests - District",63.2
"Regional School District 11","=""2110012""","All Grades","Curl Up",93.1
"Regional School District 11","=""2110012""","All Grades","Mile Run",71.3
"Regional School District 11","=""2110012""","All Grades","Push Up",73.6
"Regional School District 11","=""2110012""","All Grades","Sit and Reach",92.0
"Regional School District 12","=""2120012""","All Grades","All Tests - District",69.1
"Regional School District 12","=""2120012""","All Grades","Curl Up",91.7
"Regional School District 12","=""2120012""","All Grades","Mile Run",81.3
"Regional School District 12","=""2120012""","All Grades","Push Up",85.3
"Regional School District 12","=""2120012""","All Grades","Sit and Reach",91.0
"Regional School District 13","=""2130012""","All Grades","All Tests - District",60.0
"Regional School District 13","=""2130012""","All Grades","Curl Up",91.0
"Regional School District 13","=""2130012""","All Grades","Mile Run",83.4
"Regional School District 13","=""2130012""","All Grades","Push Up",82.0
"Regional School District 13","=""2130012""","All Grades","Sit and Reach",79.7
"Regional School District 14","=""2140012""","All Grades","All Tests - District",56.8
"Regional School District 14","=""2140012""","All Grades","Curl Up",93.3
"Regional School District 14","=""2140012""","All Grades","Mile Run",78.5
"Regional School District 14","=""2140012""","All Grades","Push Up",76.1
"Regional School District 14","=""2140012""","All Grades","Sit and Reach",78.7
"Regional School District 15","=""2150012""","All Grades","All Tests - District",55.4
"Regional School District 15","=""2150012""","All Grades","Curl Up",84.4
"Regional School District 15","=""2150012""","All Grades","Mile Run",75.2
"Regional School District 15","=""2150012""","All Grades","Push Up",79.5
"Regional School District 15","=""2150012""","All Grades","Sit and Reach",82.4
"Regional School District 16","=""2160012""","All Grades","All Tests - District",57.7
"Regional School District 16","=""2160012""","All Grades","Curl Up",89.8
"Regional School District 16","=""2160012""","All Grades","Mile Run",73.2
"Regional School District 16","=""2160012""","All Grades","Push Up",76.2
"Regional School District 16","=""2160012""","All Grades","Sit and Reach",84.2
"Regional School District 17","=""2170012""","All Grades","All Tests - District",64.7
"Regional School District 17","=""2170012""","All Grades","Curl Up",83.9
"Regional School District 17","=""2170012""","All Grades","Mile Run",80.1
"Regional School District 17","=""2170012""","All Grades","Push Up",80.3
"Regional School District 17","=""2170012""","All Grades","Sit and Reach",89.0
"Regional School District 18","=""2180012""","All Grades","All Tests - District",51.9
"Regional School District 18","=""2180012""","All Grades","Curl Up",91.3
"Regional School District 18","=""2180012""","All Grades","Mile Run",77.5
"Regional School District 18","=""2180012""","All Grades","Push Up",75.6
"Regional School District 18","=""2180012""","All Grades","Sit and Reach",73.7
"Regional School District 19","=""2190012""","All Grades","All Tests - District",55.4
"Regional School District 19","=""2190012""","All Grades","Curl Up",74.1
"Regional School District 19","=""2190012""","All Grades","Mile Run",60.9
"Regional School District 19","=""2190012""","All Grades","Push Up",73.8
"Regional School District 19","=""2190012""","All Grades","Sit and Reach",67.0
"Ridgefield School District","=""1180011""","All Grades","All Tests - District",62.0
"Ridgefield School District","=""1180011""","All Grades","Curl Up",90.5
"Ridgefield School District","=""1180011""","All Grades","Mile Run",79.4
"Ridgefield School District","=""1180011""","All Grades","Push Up",83.0
"Ridgefield School District","=""1180011""","All Grades","Sit and Reach",83.2
"Rocky Hill School District","=""1190011""","All Grades","All Tests - District",68.4
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",89.3
"Rocky Hill School District","=""1190011""","All Grades","Mile Run",81.9
"Rocky Hill School District","=""1190011""","All Grades","Push Up",81.1
"Rocky Hill School District","=""1190011""","All Grades","Sit and Reach",92.4
"Salem School District","=""1210011""","All Grades","All Tests - District",56.5
"Salem School District","=""1210011""","All Grades","Curl Up",96.4
"Salem School District","=""1210011""","All Grades","Mile Run",76.1
"Salem School District","=""1210011""","All Grades","Push Up",65.2
"Salem School District","=""1210011""","All Grades","Sit and Reach",87.7
"Salisbury School District","=""1220011""","All Grades","All Tests - District",62.2
"Salisbury School District","=""1220011""","All Grades","Curl Up",73.5
"Salisbury School District","=""1220011""","All Grades","Mile Run",82.7
"Salisbury School District","=""1220011""","All Grades","Push Up",80.6
"Salisbury School District","=""1220011""","All Grades","Sit and Reach",91.8
"Scotland School District","=""1230011""","All Grades","All Tests - District",55.3
"Scotland School District","=""1230011""","All Grades","Curl Up",94.7
"Scotland School District","=""1230011""","All Grades","Mile Run",89.5
"Scotland School District","=""1230011""","All Grades","Push Up",57.9
"Scotland School District","=""1230011""","All Grades","Sit and Reach",92.1
"Seymour School District","=""1240011""","All Grades","All Tests - District",54.8
"Seymour School District","=""1240011""","All Grades","Curl Up",86.6
"Seymour School District","=""1240011""","All Grades","Mile Run",75.6
"Seymour School District","=""1240011""","All Grades","Push Up",64.6
"Seymour School District","=""1240011""","All Grades","Sit and Reach",78.6
"Sharon School District","=""1250011""","All Grades","All Tests - District",62.0
"Sharon School District","=""1250011""","All Grades","Curl Up",87.3
"Sharon School District","=""1250011""","All Grades","Mile Run",76.1
"Sharon School District","=""1250011""","All Grades","Push Up",71.8
"Sharon School District","=""1250011""","All Grades","Sit and Reach",87.3
"Shelton School District","=""1260011""","All Grades","All Tests - District",57.5
"Shelton School District","=""1260011""","All Grades","Curl Up",91.9
"Shelton School District","=""1260011""","All Grades","Mile Run",79.3
"Shelton School District","=""1260011""","All Grades","Push Up",79.3
"Shelton School District","=""1260011""","All Grades","Sit and Reach",84.2
"Sherman School District","=""1270011""","All Grades","All Tests - District",52.7
"Sherman School District","=""1270011""","All Grades","Curl Up",76.7
"Sherman School District","=""1270011""","All Grades","Mile Run",83.7
"Sherman School District","=""1270011""","All Grades","Push Up",79.1
"Sherman School District","=""1270011""","All Grades","Sit and Reach",82.9
"Side By Side Charter School District","=""2700013""","All Grades","All Tests - District",71.0
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",91.9
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",75.8
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",91.9
"Side By Side Charter School District","=""2700013""","All Grades","Sit and Reach",95.2
"Simsbury School District","=""1280011""","All Grades","All Tests - District",63.8
"Simsbury School District","=""1280011""","All Grades","Curl Up",87.3
"Simsbury School District","=""1280011""","All Grades","Mile Run",84.5
"Simsbury School District","=""1280011""","All Grades","Push Up",82.8
"Simsbury School District","=""1280011""","All Grades","Sit and Reach",87.1
"Somers School District","=""1290011""","All Grades","All Tests - District",59.6
"Somers School District","=""1290011""","All Grades","Curl Up",83.0
"Somers School District","=""1290011""","All Grades","Mile Run",75.2
"Somers School District","=""1290011""","All Grades","Push Up",78.3
"Somers School District","=""1290011""","All Grades","Sit and Reach",86.2
"South Windsor School District","=""1320011""","All Grades","All Tests - District",57.1
"South Windsor School District","=""1320011""","All Grades","Curl Up",91.5
"South Windsor School District","=""1320011""","All Grades","Mile Run",79.5
"South Windsor School District","=""1320011""","All Grades","Push Up",82.4
"South Windsor School District","=""1320011""","All Grades","Sit and Reach",81.7
"Southington School District","=""1310011""","All Grades","All Tests - District",56.5
"Southington School District","=""1310011""","All Grades","Curl Up",86.2
"Southington School District","=""1310011""","All Grades","Mile Run",74.9
"Southington School District","=""1310011""","All Grades","Push Up",79.3
"Southington School District","=""1310011""","All Grades","Sit and Reach",84.7
"Sprague School District","=""1330011""","All Grades","All Tests - District",55.9
"Sprague School District","=""1330011""","All Grades","Curl Up",70.3
"Sprague School District","=""1330011""","All Grades","Mile Run",91.0
"Sprague School District","=""1330011""","All Grades","Push Up",65.8
"Sprague School District","=""1330011""","All Grades","Sit and Reach",87.4
"Stafford School District","=""1340011""","All Grades","All Tests - District",44.6
"Stafford School District","=""1340011""","All Grades","Curl Up",76.8
"Stafford School District","=""1340011""","All Grades","Mile Run",71.6
"Stafford School District","=""1340011""","All Grades","Push Up",58.4
"Stafford School District","=""1340011""","All Grades","Sit and Reach",82.5
"Stamford Academy District","=""2820013""","All Grades","All Tests - District","*"
"Stamford Academy District","=""2820013""","All Grades","Curl Up",88.5
"Stamford Academy District","=""2820013""","All Grades","Mile Run","*"
"Stamford Academy District","=""2820013""","All Grades","Push Up",50.0
"Stamford Academy District","=""2820013""","All Grades","Sit and Reach",80.8
"Stamford School District","=""1350011""","All Grades","All Tests - District",40.8
"Stamford School District","=""1350011""","All Grades","Curl Up",84.7
"Stamford School District","=""1350011""","All Grades","Mile Run",56.6
"Stamford School District","=""1350011""","All Grades","Push Up",74.9
"Stamford School District","=""1350011""","All Grades","Sit and Reach",85.3
"Sterling School District","=""1360011""","All Grades","All Tests - District",74.2
"Sterling School District","=""1360011""","All Grades","Curl Up",93.1
"Sterling School District","=""1360011""","All Grades","Mile Run",88.1
"Sterling School District","=""1360011""","All Grades","Push Up",79.9
"Sterling School District","=""1360011""","All Grades","Sit and Reach",100.0
"Stonington School District","=""1370011""","All Grades","All Tests - District",66.3
"Stonington School District","=""1370011""","All Grades","Curl Up",90.8
"Stonington School District","=""1370011""","All Grades","Mile Run",87.9
"Stonington School District","=""1370011""","All Grades","Push Up",78.7
"Stonington School District","=""1370011""","All Grades","Sit and Reach",91.5
"Stratford School District","=""1380011""","All Grades","All Tests - District",55.1
"Stratford School District","=""1380011""","All Grades","Curl Up",91.7
"Stratford School District","=""1380011""","All Grades","Mile Run",65.4
"Stratford School District","=""1380011""","All Grades","Push Up",81.7
"Stratford School District","=""1380011""","All Grades","Sit and Reach",88.8
"Suffield School District","=""1390011""","All Grades","All Tests - District",44.3
"Suffield School District","=""1390011""","All Grades","Curl Up",74.1
"Suffield School District","=""1390011""","All Grades","Mile Run",79.6
"Suffield School District","=""1390011""","All Grades","Push Up",68.5
"Suffield School District","=""1390011""","All Grades","Sit and Reach",81.7
"The Bridge Academy District","=""2690013""","All Grades","All Tests - District",19.1
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",46.8
"The Bridge Academy District","=""2690013""","All Grades","Mile Run",43.6
"The Bridge Academy District","=""2690013""","All Grades","Push Up",63.8
"The Bridge Academy District","=""2690013""","All Grades","Sit and Reach",72.3
"The Gilbert School District","=""9020022""","All Grades","All Tests - District",28.8
"The Gilbert School District","=""9020022""","All Grades","Curl Up",76.3
"The Gilbert School District","=""9020022""","All Grades","Mile Run",51.9
"The Gilbert School District","=""9020022""","All Grades","Push Up",58.8
"The Gilbert School District","=""9020022""","All Grades","Sit and Reach",75.6
"Thomaston School District","=""1400011""","All Grades","All Tests - District",49.1
"Thomaston School District","=""1400011""","All Grades","Curl Up",90.1
"Thomaston School District","=""1400011""","All Grades","Mile Run",85.7
"Thomaston School District","=""1400011""","All Grades","Push Up",65.2
"Thomaston School District","=""1400011""","All Grades","Sit and Reach",78.9
"Thompson School District","=""1410011""","All Grades","All Tests - District",31.8
"Thompson School District","=""1410011""","All Grades","Curl Up",79.8
"Thompson School District","=""1410011""","All Grades","Mile Run",56.1
"Thompson School District","=""1410011""","All Grades","Push Up",56.4
"Thompson School District","=""1410011""","All Grades","Sit and Reach",82.6
"Tolland School District","=""1420011""","All Grades","All Tests - District",62.6
"Tolland School District","=""1420011""","All Grades","Curl Up",95.5
"Tolland School District","=""1420011""","All Grades","Mile Run",82.6
"Tolland School District","=""1420011""","All Grades","Push Up",80.0
"Tolland School District","=""1420011""","All Grades","Sit and Reach",84.4
"Torrington School District","=""1430011""","All Grades","All Tests - District",34.3
"Torrington School District","=""1430011""","All Grades","Curl Up",56.1
"Torrington School District","=""1430011""","All Grades","Mile Run",71.7
"Torrington School District","=""1430011""","All Grades","Push Up",62.6
"Torrington School District","=""1430011""","All Grades","Sit and Reach",83.7
"Trailblazers Academy District","=""2780013""","All Grades","All Tests - District",73.7
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",79.7
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",82.2
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",73.7
"Trailblazers Academy District","=""2780013""","All Grades","Sit and Reach",79.7
"Trumbull School District","=""1440011""","All Grades","All Tests - District",65.2
"Trumbull School District","=""1440011""","All Grades","Curl Up",91.1
"Trumbull School District","=""1440011""","All Grades","Mile Run",82.4
"Trumbull School District","=""1440011""","All Grades","Push Up",85.0
"Trumbull School District","=""1440011""","All Grades","Sit and Reach",86.5
"Union School District","=""1450011""","All Grades","All Tests - District",100.0
"Union School District","=""1450011""","All Grades","Curl Up",100.0
"Union School District","=""1450011""","All Grades","Mile Run",100.0
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Union School District","=""1450011""","All Grades","Sit and Reach",100.0
"Vernon School District","=""1460011""","All Grades","All Tests - District",54.5
"Vernon School District","=""1460011""","All Grades","Curl Up",82.0
"Vernon School District","=""1460011""","All Grades","Mile Run",70.6
"Vernon School District","=""1460011""","All Grades","Push Up",80.7
"Vernon School District","=""1460011""","All Grades","Sit and Reach",90.6
"Voluntown School District","=""1470011""","All Grades","All Tests - District",75.0
"Voluntown School District","=""1470011""","All Grades","Curl Up",93.8
"Voluntown School District","=""1470011""","All Grades","Mile Run",96.3
"Voluntown School District","=""1470011""","All Grades","Push Up",78.8
"Voluntown School District","=""1470011""","All Grades","Sit and Reach",97.5
"Wallingford School District","=""1480011""","All Grades","All Tests - District",41.0
"Wallingford School District","=""1480011""","All Grades","Curl Up",86.9
"Wallingford School District","=""1480011""","All Grades","Mile Run",62.5
"Wallingford School District","=""1480011""","All Grades","Push Up",70.1
"Wallingford School District","=""1480011""","All Grades","Sit and Reach",72.9
"Waterbury School District","=""1510011""","All Grades","All Tests - District",43.2
"Waterbury School District","=""1510011""","All Grades","Curl Up",83.3
"Waterbury School District","=""1510011""","All Grades","Mile Run",66.3
"Waterbury School District","=""1510011""","All Grades","Push Up",67.5
"Waterbury School District","=""1510011""","All Grades","Sit and Reach",84.2
"Waterford School District","=""1520011""","All Grades","All Tests - District",51.0
"Waterford School District","=""1520011""","All Grades","Curl Up",80.5
"Waterford School District","=""1520011""","All Grades","Mile Run",77.4
"Waterford School District","=""1520011""","All Grades","Push Up",73.2
"Waterford School District","=""1520011""","All Grades","Sit and Reach",76.0
"Watertown School District","=""1530011""","All Grades","All Tests - District",53.5
"Watertown School District","=""1530011""","All Grades","Curl Up",80.9
"Watertown School District","=""1530011""","All Grades","Mile Run",71.2
"Watertown School District","=""1530011""","All Grades","Push Up",72.1
"Watertown School District","=""1530011""","All Grades","Sit and Reach",89.3
"West Hartford School District","=""1550011""","All Grades","All Tests - District",57.4
"West Hartford School District","=""1550011""","All Grades","Curl Up",89.2
"West Hartford School District","=""1550011""","All Grades","Mile Run",78.3
