"Physical Fitness Tests: Students Reaching Health Standard, 2015-16"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Common Ground High School District","=""2680013""","Grade 10","All Tests - District","*"
"Common Ground High School District","=""2680013""","Grade 10","Curl Up",67.3
"Common Ground High School District","=""2680013""","Grade 10","Mile Run","*"
"Common Ground High School District","=""2680013""","Grade 10","Push Up",38.8
"Common Ground High School District","=""2680013""","Grade 10","Sit and Reach",49.0
"Connecticut Technical High School System","=""9000016""","Grade 4","All Tests - District","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 4","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 4","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 4","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 4","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 6","All Tests - District","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 6","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 6","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 6","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 6","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 8","All Tests - District","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 8","Curl Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 8","Mile Run","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 8","Push Up","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 8","Sit and Reach","N/A"
"Connecticut Technical High School System","=""9000016""","Grade 10","All Tests - District",37.8
"Connecticut Technical High School System","=""9000016""","Grade 10","Curl Up",88.7
"Connecticut Technical High School System","=""9000016""","Grade 10","Mile Run",48.7
"Connecticut Technical High School System","=""9000016""","Grade 10","Push Up",68.7
"Connecticut Technical High School System","=""9000016""","Grade 10","Sit and Reach",83.6
"Cooperative Educational Services","=""2430014""","Grade 4","All Tests - District",40.0
"Cooperative Educational Services","=""2430014""","Grade 4","Curl Up",86.7
"Cooperative Educational Services","=""2430014""","Grade 4","Mile Run",45.3
"Cooperative Educational Services","=""2430014""","Grade 4","Push Up",76.0
"Cooperative Educational Services","=""2430014""","Grade 4","Sit and Reach",82.7
"Cooperative Educational Services","=""2430014""","Grade 6","All Tests - District",32.8
"Cooperative Educational Services","=""2430014""","Grade 6","Curl Up",64.1
"Cooperative Educational Services","=""2430014""","Grade 6","Mile Run",53.1
"Cooperative Educational Services","=""2430014""","Grade 6","Push Up",45.3
"Cooperative Educational Services","=""2430014""","Grade 6","Sit and Reach",73.4
"Cooperative Educational Services","=""2430014""","Grade 8","All Tests - District",25.5
"Cooperative Educational Services","=""2430014""","Grade 8","Curl Up",54.5
"Cooperative Educational Services","=""2430014""","Grade 8","Mile Run",41.8
"Cooperative Educational Services","=""2430014""","Grade 8","Push Up",45.5
"Cooperative Educational Services","=""2430014""","Grade 8","Sit and Reach",89.1
"Cooperative Educational Services","=""2430014""","Grade 10","All Tests - District",0.0
"Cooperative Educational Services","=""2430014""","Grade 10","Curl Up","*"
"Cooperative Educational Services","=""2430014""","Grade 10","Mile Run","*"
"Cooperative Educational Services","=""2430014""","Grade 10","Push Up","*"
"Cooperative Educational Services","=""2430014""","Grade 10","Sit and Reach","*"
"Cornwall School District","=""0310011""","Grade 4","All Tests - District","*"
"Cornwall School District","=""0310011""","Grade 4","Curl Up","*"
"Cornwall School District","=""0310011""","Grade 4","Mile Run","*"
"Cornwall School District","=""0310011""","Grade 4","Push Up","*"
"Cornwall School District","=""0310011""","Grade 4","Sit and Reach","*"
"Cornwall School District","=""0310011""","Grade 6","All Tests - District","*"
"Cornwall School District","=""0310011""","Grade 6","Curl Up","*"
"Cornwall School District","=""0310011""","Grade 6","Mile Run","*"
"Cornwall School District","=""0310011""","Grade 6","Push Up","*"
"Cornwall School District","=""0310011""","Grade 6","Sit and Reach","*"
"Cornwall School District","=""0310011""","Grade 8","All Tests - District","*"
"Cornwall School District","=""0310011""","Grade 8","Curl Up","*"
"Cornwall School District","=""0310011""","Grade 8","Mile Run","*"
"Cornwall School District","=""0310011""","Grade 8","Push Up","*"
"Cornwall School District","=""0310011""","Grade 8","Sit and Reach","*"
"Cornwall School District","=""0310011""","Grade 10","All Tests - District","N/A"
"Cornwall School District","=""0310011""","Grade 10","Curl Up","N/A"
"Cornwall School District","=""0310011""","Grade 10","Mile Run","N/A"
"Cornwall School District","=""0310011""","Grade 10","Push Up","N/A"
"Cornwall School District","=""0310011""","Grade 10","Sit and Reach","N/A"
"Coventry School District","=""0320011""","Grade 4","All Tests - District",41.0
"Coventry School District","=""0320011""","Grade 4","Curl Up",75.4
"Coventry School District","=""0320011""","Grade 4","Mile Run",95.1
"Coventry School District","=""0320011""","Grade 4","Push Up",59.8
"Coventry School District","=""0320011""","Grade 4","Sit and Reach",86.1
"Coventry School District","=""0320011""","Grade 6","All Tests - District",45.5
"Coventry School District","=""0320011""","Grade 6","Curl Up",70.5
"Coventry School District","=""0320011""","Grade 6","Mile Run",83.0
"Coventry School District","=""0320011""","Grade 6","Push Up",82.1
"Coventry School District","=""0320011""","Grade 6","Sit and Reach",71.4
"Coventry School District","=""0320011""","Grade 8","All Tests - District",58.7
"Coventry School District","=""0320011""","Grade 8","Curl Up",78.6
"Coventry School District","=""0320011""","Grade 8","Mile Run",81.0
"Coventry School District","=""0320011""","Grade 8","Push Up",86.5
"Coventry School District","=""0320011""","Grade 8","Sit and Reach",84.1
"Coventry School District","=""0320011""","Grade 10","All Tests - District",52.0
"Coventry School District","=""0320011""","Grade 10","Curl Up",92.0
"Coventry School District","=""0320011""","Grade 10","Mile Run",58.0
"Coventry School District","=""0320011""","Grade 10","Push Up",82.0
"Coventry School District","=""0320011""","Grade 10","Sit and Reach",82.0
"Cromwell School District","=""0330011""","Grade 4","All Tests - District",51.0
"Cromwell School District","=""0330011""","Grade 4","Curl Up",90.9
"Cromwell School District","=""0330011""","Grade 4","Mile Run",70.6
"Cromwell School District","=""0330011""","Grade 4","Push Up",81.1
"Cromwell School District","=""0330011""","Grade 4","Sit and Reach",80.4
"Cromwell School District","=""0330011""","Grade 6","All Tests - District",65.8
"Cromwell School District","=""0330011""","Grade 6","Curl Up",76.0
"Cromwell School District","=""0330011""","Grade 6","Mile Run",78.1
"Cromwell School District","=""0330011""","Grade 6","Push Up",89.0
"Cromwell School District","=""0330011""","Grade 6","Sit and Reach",91.1
"Cromwell School District","=""0330011""","Grade 8","All Tests - District",71.2
"Cromwell School District","=""0330011""","Grade 8","Curl Up",87.1
"Cromwell School District","=""0330011""","Grade 8","Mile Run",85.6
"Cromwell School District","=""0330011""","Grade 8","Push Up",88.5
"Cromwell School District","=""0330011""","Grade 8","Sit and Reach",95.7
"Cromwell School District","=""0330011""","Grade 10","All Tests - District",46.6
"Cromwell School District","=""0330011""","Grade 10","Curl Up",78.9
"Cromwell School District","=""0330011""","Grade 10","Mile Run",63.2
"Cromwell School District","=""0330011""","Grade 10","Push Up",66.2
"Cromwell School District","=""0330011""","Grade 10","Sit and Reach",69.9
"Danbury School District","=""0340011""","Grade 4","All Tests - District",29.9
"Danbury School District","=""0340011""","Grade 4","Curl Up",68.0
"Danbury School District","=""0340011""","Grade 4","Mile Run",75.2
"Danbury School District","=""0340011""","Grade 4","Push Up",51.5
"Danbury School District","=""0340011""","Grade 4","Sit and Reach",87.1
"Danbury School District","=""0340011""","Grade 6","All Tests - District",25.0
"Danbury School District","=""0340011""","Grade 6","Curl Up",61.5
"Danbury School District","=""0340011""","Grade 6","Mile Run",67.5
"Danbury School District","=""0340011""","Grade 6","Push Up",59.6
"Danbury School District","=""0340011""","Grade 6","Sit and Reach",61.5
"Danbury School District","=""0340011""","Grade 8","All Tests - District",24.4
"Danbury School District","=""0340011""","Grade 8","Curl Up",56.2
"Danbury School District","=""0340011""","Grade 8","Mile Run",53.9
"Danbury School District","=""0340011""","Grade 8","Push Up",53.3
"Danbury School District","=""0340011""","Grade 8","Sit and Reach",67.9
"Danbury School District","=""0340011""","Grade 10","All Tests - District",62.0
"Danbury School District","=""0340011""","Grade 10","Curl Up",96.9
"Danbury School District","=""0340011""","Grade 10","Mile Run",68.2
"Danbury School District","=""0340011""","Grade 10","Push Up",84.1
"Danbury School District","=""0340011""","Grade 10","Sit and Reach",93.3
"Darien School District","=""0350011""","Grade 4","All Tests - District",78.2
"Darien School District","=""0350011""","Grade 4","Curl Up",95.1
"Darien School District","=""0350011""","Grade 4","Mile Run",94.6
"Darien School District","=""0350011""","Grade 4","Push Up",95.1
"Darien School District","=""0350011""","Grade 4","Sit and Reach",87.9
"Darien School District","=""0350011""","Grade 6","All Tests - District",78.4
"Darien School District","=""0350011""","Grade 6","Curl Up",96.3
"Darien School District","=""0350011""","Grade 6","Mile Run",93.3
"Darien School District","=""0350011""","Grade 6","Push Up",91.3
"Darien School District","=""0350011""","Grade 6","Sit and Reach",86.1
"Darien School District","=""0350011""","Grade 8","All Tests - District",75.6
"Darien School District","=""0350011""","Grade 8","Curl Up",96.5
"Darien School District","=""0350011""","Grade 8","Mile Run",91.3
"Darien School District","=""0350011""","Grade 8","Push Up",88.1
"Darien School District","=""0350011""","Grade 8","Sit and Reach",88.7
"Darien School District","=""0350011""","Grade 10","All Tests - District",77.0
"Darien School District","=""0350011""","Grade 10","Curl Up",95.4
"Darien School District","=""0350011""","Grade 10","Mile Run",86.2
"Darien School District","=""0350011""","Grade 10","Push Up",92.8
"Darien School District","=""0350011""","Grade 10","Sit and Reach",83.0
"Deep River School District","=""0360011""","Grade 4","All Tests - District",76.0
"Deep River School District","=""0360011""","Grade 4","Curl Up",96.0
"Deep River School District","=""0360011""","Grade 4","Mile Run",94.0
"Deep River School District","=""0360011""","Grade 4","Push Up",78.0
"Deep River School District","=""0360011""","Grade 4","Sit and Reach",94.0
"Deep River School District","=""0360011""","Grade 6","All Tests - District",83.9
"Deep River School District","=""0360011""","Grade 6","Curl Up",89.3
"Deep River School District","=""0360011""","Grade 6","Mile Run",92.9
"Deep River School District","=""0360011""","Grade 6","Push Up",94.6
"Deep River School District","=""0360011""","Grade 6","Sit and Reach",89.3
"Deep River School District","=""0360011""","Grade 8","All Tests - District","N/A"
"Deep River School District","=""0360011""","Grade 8","Curl Up","N/A"
"Deep River School District","=""0360011""","Grade 8","Mile Run","N/A"
"Deep River School District","=""0360011""","Grade 8","Push Up","N/A"
"Deep River School District","=""0360011""","Grade 8","Sit and Reach","N/A"
"Deep River School District","=""0360011""","Grade 10","All Tests - District","N/A"
"Deep River School District","=""0360011""","Grade 10","Curl Up","N/A"
"Deep River School District","=""0360011""","Grade 10","Mile Run","N/A"
"Deep River School District","=""0360011""","Grade 10","Push Up","N/A"
"Deep River School District","=""0360011""","Grade 10","Sit and Reach","N/A"
"Derby School District","=""0370011""","Grade 4","All Tests - District",30.2
"Derby School District","=""0370011""","Grade 4","Curl Up",57.9
"Derby School District","=""0370011""","Grade 4","Mile Run",71.4
"Derby School District","=""0370011""","Grade 4","Push Up",51.6
"Derby School District","=""0370011""","Grade 4","Sit and Reach",77.8
"Derby School District","=""0370011""","Grade 6","All Tests - District",53.1
"Derby School District","=""0370011""","Grade 6","Curl Up",82.3
"Derby School District","=""0370011""","Grade 6","Mile Run",81.4
"Derby School District","=""0370011""","Grade 6","Push Up",85.0
"Derby School District","=""0370011""","Grade 6","Sit and Reach",70.8
"Derby School District","=""0370011""","Grade 8","All Tests - District",48.5
"Derby School District","=""0370011""","Grade 8","Curl Up",87.6
"Derby School District","=""0370011""","Grade 8","Mile Run",71.1
"Derby School District","=""0370011""","Grade 8","Push Up",76.3
"Derby School District","=""0370011""","Grade 8","Sit and Reach",67.0
"Derby School District","=""0370011""","Grade 10","All Tests - District",38.7
"Derby School District","=""0370011""","Grade 10","Curl Up",74.2
"Derby School District","=""0370011""","Grade 10","Mile Run",56.5
"Derby School District","=""0370011""","Grade 10","Push Up",69.4
"Derby School District","=""0370011""","Grade 10","Sit and Reach",74.2
"East Granby School District","=""0400011""","Grade 4","All Tests - District",45.3
"East Granby School District","=""0400011""","Grade 4","Curl Up",90.6
"East Granby School District","=""0400011""","Grade 4","Mile Run",58.5
"East Granby School District","=""0400011""","Grade 4","Push Up",79.2
"East Granby School District","=""0400011""","Grade 4","Sit and Reach",83.0
"East Granby School District","=""0400011""","Grade 6","All Tests - District",62.1
"East Granby School District","=""0400011""","Grade 6","Curl Up",84.5
"East Granby School District","=""0400011""","Grade 6","Mile Run",79.3
"East Granby School District","=""0400011""","Grade 6","Push Up",82.8
"East Granby School District","=""0400011""","Grade 6","Sit and Reach",82.8
"East Granby School District","=""0400011""","Grade 8","All Tests - District",37.9
"East Granby School District","=""0400011""","Grade 8","Curl Up",86.2
"East Granby School District","=""0400011""","Grade 8","Mile Run",55.2
"East Granby School District","=""0400011""","Grade 8","Push Up",74.1
"East Granby School District","=""0400011""","Grade 8","Sit and Reach",79.3
"East Granby School District","=""0400011""","Grade 10","All Tests - District",55.8
"East Granby School District","=""0400011""","Grade 10","Curl Up",90.4
"East Granby School District","=""0400011""","Grade 10","Mile Run",73.1
"East Granby School District","=""0400011""","Grade 10","Push Up",80.8
"East Granby School District","=""0400011""","Grade 10","Sit and Reach",78.8
"East Haddam School District","=""0410011""","Grade 4","All Tests - District",40.3
"East Haddam School District","=""0410011""","Grade 4","Curl Up",76.4
"East Haddam School District","=""0410011""","Grade 4","Mile Run",83.3
"East Haddam School District","=""0410011""","Grade 4","Push Up",51.4
"East Haddam School District","=""0410011""","Grade 4","Sit and Reach",84.7
"East Haddam School District","=""0410011""","Grade 6","All Tests - District",55.7
"East Haddam School District","=""0410011""","Grade 6","Curl Up",89.9
"East Haddam School District","=""0410011""","Grade 6","Mile Run",87.3
"East Haddam School District","=""0410011""","Grade 6","Push Up",67.1
"East Haddam School District","=""0410011""","Grade 6","Sit and Reach",84.8
"East Haddam School District","=""0410011""","Grade 8","All Tests - District",55.2
"East Haddam School District","=""0410011""","Grade 8","Curl Up",91.7
"East Haddam School District","=""0410011""","Grade 8","Mile Run",80.2
"East Haddam School District","=""0410011""","Grade 8","Push Up",63.5
"East Haddam School District","=""0410011""","Grade 8","Sit and Reach",81.3
"East Haddam School District","=""0410011""","Grade 10","All Tests - District",87.5
"East Haddam School District","=""0410011""","Grade 10","Curl Up",95.8
"East Haddam School District","=""0410011""","Grade 10","Mile Run",95.8
"East Haddam School District","=""0410011""","Grade 10","Push Up",87.5
"East Haddam School District","=""0410011""","Grade 10","Sit and Reach",100.0
"East Hampton School District","=""0420011""","Grade 4","All Tests - District",34.6
"East Hampton School District","=""0420011""","Grade 4","Curl Up",58.5
"East Hampton School District","=""0420011""","Grade 4","Mile Run",66.7
"East Hampton School District","=""0420011""","Grade 4","Push Up",55.3
"East Hampton School District","=""0420011""","Grade 4","Sit and Reach",96.2
"East Hampton School District","=""0420011""","Grade 6","All Tests - District",77.6
"East Hampton School District","=""0420011""","Grade 6","Curl Up",93.4
"East Hampton School District","=""0420011""","Grade 6","Mile Run",80.3
"East Hampton School District","=""0420011""","Grade 6","Push Up",83.6
"East Hampton School District","=""0420011""","Grade 6","Sit and Reach",93.4
"East Hampton School District","=""0420011""","Grade 8","All Tests - District",81.2
"East Hampton School District","=""0420011""","Grade 8","Curl Up",88.4
"East Hampton School District","=""0420011""","Grade 8","Mile Run",81.9
"East Hampton School District","=""0420011""","Grade 8","Push Up",85.5
"East Hampton School District","=""0420011""","Grade 8","Sit and Reach",94.2
"East Hampton School District","=""0420011""","Grade 10","All Tests - District",45.1
"East Hampton School District","=""0420011""","Grade 10","Curl Up",83.3
"East Hampton School District","=""0420011""","Grade 10","Mile Run",67.6
"East Hampton School District","=""0420011""","Grade 10","Push Up",72.5
"East Hampton School District","=""0420011""","Grade 10","Sit and Reach",74.5
"East Hartford School District","=""0430011""","Grade 4","All Tests - District",53.0
"East Hartford School District","=""0430011""","Grade 4","Curl Up",80.5
"East Hartford School District","=""0430011""","Grade 4","Mile Run",80.9
"East Hartford School District","=""0430011""","Grade 4","Push Up",74.0
"East Hartford School District","=""0430011""","Grade 4","Sit and Reach",86.6
"East Hartford School District","=""0430011""","Grade 6","All Tests - District",42.7
"East Hartford School District","=""0430011""","Grade 6","Curl Up",70.6
"East Hartford School District","=""0430011""","Grade 6","Mile Run",75.2
"East Hartford School District","=""0430011""","Grade 6","Push Up",69.5
"East Hartford School District","=""0430011""","Grade 6","Sit and Reach",74.9
"East Hartford School District","=""0430011""","Grade 8","All Tests - District",31.3
"East Hartford School District","=""0430011""","Grade 8","Curl Up",72.1
"East Hartford School District","=""0430011""","Grade 8","Mile Run",75.3
"East Hartford School District","=""0430011""","Grade 8","Push Up",54.4
"East Hartford School District","=""0430011""","Grade 8","Sit and Reach",58.1
"East Hartford School District","=""0430011""","Grade 10","All Tests - District",42.1
"East Hartford School District","=""0430011""","Grade 10","Curl Up",67.6
"East Hartford School District","=""0430011""","Grade 10","Mile Run",68.3
"East Hartford School District","=""0430011""","Grade 10","Push Up",72.5
"East Hartford School District","=""0430011""","Grade 10","Sit and Reach",80.9
"East Haven School District","=""0440011""","Grade 4","All Tests - District",51.2
"East Haven School District","=""0440011""","Grade 4","Curl Up",89.4
"East Haven School District","=""0440011""","Grade 4","Mile Run",78.8
"East Haven School District","=""0440011""","Grade 4","Push Up",73.3
"East Haven School District","=""0440011""","Grade 4","Sit and Reach",92.6
"East Haven School District","=""0440011""","Grade 6","All Tests - District",54.2
"East Haven School District","=""0440011""","Grade 6","Curl Up",89.2
"East Haven School District","=""0440011""","Grade 6","Mile Run",84.0
"East Haven School District","=""0440011""","Grade 6","Push Up",59.0
"East Haven School District","=""0440011""","Grade 6","Sit and Reach",92.9
"East Haven School District","=""0440011""","Grade 8","All Tests - District",35.8
"East Haven School District","=""0440011""","Grade 8","Curl Up",91.7
"East Haven School District","=""0440011""","Grade 8","Mile Run",49.1
"East Haven School District","=""0440011""","Grade 8","Push Up",71.1
"East Haven School District","=""0440011""","Grade 8","Sit and Reach",82.1
"East Haven School District","=""0440011""","Grade 10","All Tests - District",84.8
"East Haven School District","=""0440011""","Grade 10","Curl Up",91.5
"East Haven School District","=""0440011""","Grade 10","Mile Run",90.9
"East Haven School District","=""0440011""","Grade 10","Push Up",90.9
"East Haven School District","=""0440011""","Grade 10","Sit and Reach",95.2
"East Lyme School District","=""0450011""","Grade 4","All Tests - District",59.0
"East Lyme School District","=""0450011""","Grade 4","Curl Up",90.1
"East Lyme School District","=""0450011""","Grade 4","Mile Run",81.1
"East Lyme School District","=""0450011""","Grade 4","Push Up",83.0
"East Lyme School District","=""0450011""","Grade 4","Sit and Reach",84.0
"East Lyme School District","=""0450011""","Grade 6","All Tests - District",47.0
"East Lyme School District","=""0450011""","Grade 6","Curl Up",74.3
"East Lyme School District","=""0450011""","Grade 6","Mile Run",72.7
"East Lyme School District","=""0450011""","Grade 6","Push Up",80.3
"East Lyme School District","=""0450011""","Grade 6","Sit and Reach",78.1
"East Lyme School District","=""0450011""","Grade 8","All Tests - District",64.1
"East Lyme School District","=""0450011""","Grade 8","Curl Up",89.6
"East Lyme School District","=""0450011""","Grade 8","Mile Run",73.4
"East Lyme School District","=""0450011""","Grade 8","Push Up",88.5
"East Lyme School District","=""0450011""","Grade 8","Sit and Reach",86.5
"East Lyme School District","=""0450011""","Grade 10","All Tests - District",80.1
"East Lyme School District","=""0450011""","Grade 10","Curl Up",95.5
"East Lyme School District","=""0450011""","Grade 10","Mile Run",85.0
"East Lyme School District","=""0450011""","Grade 10","Push Up",96.7
"East Lyme School District","=""0450011""","Grade 10","Sit and Reach",95.1
"East Windsor School District","=""0470011""","Grade 4","All Tests - District",28.6
"East Windsor School District","=""0470011""","Grade 4","Curl Up",88.6
"East Windsor School District","=""0470011""","Grade 4","Mile Run",64.3
"East Windsor School District","=""0470011""","Grade 4","Push Up",38.6
"East Windsor School District","=""0470011""","Grade 4","Sit and Reach",74.3
"East Windsor School District","=""0470011""","Grade 6","All Tests - District",42.3
"East Windsor School District","=""0470011""","Grade 6","Curl Up",69.2
"East Windsor School District","=""0470011""","Grade 6","Mile Run",67.9
"East Windsor School District","=""0470011""","Grade 6","Push Up",67.9
"East Windsor School District","=""0470011""","Grade 6","Sit and Reach",78.2
"East Windsor School District","=""0470011""","Grade 8","All Tests - District",49.3
"East Windsor School District","=""0470011""","Grade 8","Curl Up",68.5
"East Windsor School District","=""0470011""","Grade 8","Mile Run",79.5
"East Windsor School District","=""0470011""","Grade 8","Push Up",63.0
"East Windsor School District","=""0470011""","Grade 8","Sit and Reach",82.2
"East Windsor School District","=""0470011""","Grade 10","All Tests - District",61.0
"East Windsor School District","=""0470011""","Grade 10","Curl Up",72.0
"East Windsor School District","=""0470011""","Grade 10","Mile Run",63.4
"East Windsor School District","=""0470011""","Grade 10","Push Up",72.0
"East Windsor School District","=""0470011""","Grade 10","Sit and Reach",73.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","All Tests - District","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Curl Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Mile Run","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Push Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 4","Sit and Reach","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","All Tests - District",0.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Curl Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Mile Run",0.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Push Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 6","Sit and Reach","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","All Tests - District",0.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Curl Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Mile Run",0.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Push Up","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 8","Sit and Reach",0.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","All Tests - District",25.6
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Curl Up",92.3
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Mile Run",30.8
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Push Up",76.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","Grade 10","Sit and Reach",74.4
"Eastford School District","=""0390011""","Grade 4","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 4","Curl Up","*"
"Eastford School District","=""0390011""","Grade 4","Mile Run","*"
"Eastford School District","=""0390011""","Grade 4","Push Up","*"
"Eastford School District","=""0390011""","Grade 4","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 6","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 6","Curl Up","*"
"Eastford School District","=""0390011""","Grade 6","Mile Run","*"
"Eastford School District","=""0390011""","Grade 6","Push Up","*"
"Eastford School District","=""0390011""","Grade 6","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 8","All Tests - District","*"
"Eastford School District","=""0390011""","Grade 8","Curl Up","*"
"Eastford School District","=""0390011""","Grade 8","Mile Run","*"
"Eastford School District","=""0390011""","Grade 8","Push Up","*"
"Eastford School District","=""0390011""","Grade 8","Sit and Reach","*"
"Eastford School District","=""0390011""","Grade 10","All Tests - District","N/A"
"Eastford School District","=""0390011""","Grade 10","Curl Up","N/A"
"Eastford School District","=""0390011""","Grade 10","Mile Run","N/A"
"Eastford School District","=""0390011""","Grade 10","Push Up","N/A"
"Eastford School District","=""0390011""","Grade 10","Sit and Reach","N/A"
"Easton School District","=""0460011""","Grade 4","All Tests - District",64.4
"Easton School District","=""0460011""","Grade 4","Curl Up",94.1
"Easton School District","=""0460011""","Grade 4","Mile Run",82.2
"Easton School District","=""0460011""","Grade 4","Push Up",82.2
"Easton School District","=""0460011""","Grade 4","Sit and Reach",89.1
"Easton School District","=""0460011""","Grade 6","All Tests - District",39.2
"Easton School District","=""0460011""","Grade 6","Curl Up",85.6
"Easton School District","=""0460011""","Grade 6","Mile Run",72.2
"Easton School District","=""0460011""","Grade 6","Push Up",60.8
"Easton School District","=""0460011""","Grade 6","Sit and Reach",60.8
"Easton School District","=""0460011""","Grade 8","All Tests - District",46.2
"Easton School District","=""0460011""","Grade 8","Curl Up",88.5
"Easton School District","=""0460011""","Grade 8","Mile Run",80.8
"Easton School District","=""0460011""","Grade 8","Push Up",69.2
"Easton School District","=""0460011""","Grade 8","Sit and Reach",68.3
"Easton School District","=""0460011""","Grade 10","All Tests - District","N/A"
"Easton School District","=""0460011""","Grade 10","Curl Up","N/A"
"Easton School District","=""0460011""","Grade 10","Mile Run","N/A"
"Easton School District","=""0460011""","Grade 10","Push Up","N/A"
"Easton School District","=""0460011""","Grade 10","Sit and Reach","N/A"
"Ellington School District","=""0480011""","Grade 4","All Tests - District",49.3
"Ellington School District","=""0480011""","Grade 4","Curl Up",82.6
"Ellington School District","=""0480011""","Grade 4","Mile Run",84.1
"Ellington School District","=""0480011""","Grade 4","Push Up",60.7
"Ellington School District","=""0480011""","Grade 4","Sit and Reach",82.1
"Ellington School District","=""0480011""","Grade 6","All Tests - District",60.5
"Ellington School District","=""0480011""","Grade 6","Curl Up",87.0
"Ellington School District","=""0480011""","Grade 6","Mile Run",84.2
"Ellington School District","=""0480011""","Grade 6","Push Up",71.6
"Ellington School District","=""0480011""","Grade 6","Sit and Reach",86.0
"Ellington School District","=""0480011""","Grade 8","All Tests - District",57.4
"Ellington School District","=""0480011""","Grade 8","Curl Up",81.7
"Ellington School District","=""0480011""","Grade 8","Mile Run",72.6
"Ellington School District","=""0480011""","Grade 8","Push Up",74.1
"Ellington School District","=""0480011""","Grade 8","Sit and Reach",91.4
"Ellington School District","=""0480011""","Grade 10","All Tests - District",37.7
"Ellington School District","=""0480011""","Grade 10","Curl Up",83.3
"Ellington School District","=""0480011""","Grade 10","Mile Run",71.0
"Ellington School District","=""0480011""","Grade 10","Push Up",65.4
"Ellington School District","=""0480011""","Grade 10","Sit and Reach",73.5
"Elm City College Preparatory School District","=""2890013""","Grade 4","All Tests - District",62.5
"Elm City College Preparatory School District","=""2890013""","Grade 4","Curl Up",97.5
"Elm City College Preparatory School District","=""2890013""","Grade 4","Mile Run",75.0
"Elm City College Preparatory School District","=""2890013""","Grade 4","Push Up",80.0
"Elm City College Preparatory School District","=""2890013""","Grade 4","Sit and Reach",100.0
"Elm City College Preparatory School District","=""2890013""","Grade 6","All Tests - District",40.8
"Elm City College Preparatory School District","=""2890013""","Grade 6","Curl Up",59.2
"Elm City College Preparatory School District","=""2890013""","Grade 6","Mile Run",56.6
"Elm City College Preparatory School District","=""2890013""","Grade 6","Push Up",48.7
"Elm City College Preparatory School District","=""2890013""","Grade 6","Sit and Reach",61.8
"Elm City College Preparatory School District","=""2890013""","Grade 8","All Tests - District",31.1
"Elm City College Preparatory School District","=""2890013""","Grade 8","Curl Up",60.7
"Elm City College Preparatory School District","=""2890013""","Grade 8","Mile Run",60.7
"Elm City College Preparatory School District","=""2890013""","Grade 8","Push Up",44.3
