"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Eastford School District","Eastford Elementary School","=""0390111""","Female","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Male","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Female","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Male","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Female",3.8
"Easton School District","Samuel Staples Elementary School","=""0460111""","Male",4.9
"Education Connection","Education Connection Special Education","=""2429014""","Female","*"
"Education Connection","Education Connection Special Education","=""2429014""","Male","*"
"Ellington School District","Center School","=""0480111""","Female","*"
"Ellington School District","Center School","=""0480111""","Male",4.0
"Ellington School District","Crystal Lake School","=""0480211""","Female","*"
"Ellington School District","Crystal Lake School","=""0480211""","Male",0.0
"Ellington School District","Ellington High School","=""0486111""","Female",5.3
"Ellington School District","Ellington High School","=""0486111""","Male",3.8
"Ellington School District","Ellington Middle School","=""0485111""","Female",9.5
"Ellington School District","Ellington Middle School","=""0485111""","Male",6.6
"Ellington School District","Windermere Intermediate School","=""0480711""","Female","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Male","*"
"Ellington School District","Windermere School","=""0480611""","Female",3.8
"Ellington School District","Windermere School","=""0480611""","Male",4.4
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Female","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Male","*"
"Enfield School District","Edgar H. Parkman School","=""0491311""","Female",5.0
"Enfield School District","Edgar H. Parkman School","=""0491311""","Male",4.4
"Enfield School District","Eli Whitney School","=""0491611""","Female",8.8
"Enfield School District","Eli Whitney School","=""0491611""","Male",8.6
"Enfield School District","Enfield High School","=""0496111""","Female",18.1
"Enfield School District","Enfield High School","=""0496111""","Male",14.4
"Enfield School District","Enfield Street School","=""0490211""","Female",8.6
"Enfield School District","Enfield Street School","=""0490211""","Male",12.7
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Female","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Male","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Female",14.5
"Enfield School District","Enrico Fermi High School","=""0496211""","Male",10.8
"Enfield School District","Hazardville Memorial School","=""0490411""","Female",7.3
"Enfield School District","Hazardville Memorial School","=""0490411""","Male",14.3
"Enfield School District","Henry Barnard School","=""0491811""","Female",11.9
"Enfield School District","Henry Barnard School","=""0491811""","Male",8.6
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Female",15.5
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Male",12.8
"Enfield School District","Nathan Hale School","=""0491111""","Female",5.4
"Enfield School District","Nathan Hale School","=""0491111""","Male",7.6
"Enfield School District","Prudence Crandall School","=""0491511""","Female",6.8
"Enfield School District","Prudence Crandall School","=""0491511""","Male",8.2
"Essex School District","Essex Elementary School","=""0500111""","Female",3.1
"Essex School District","Essex Elementary School","=""0500111""","Male",2.6
"Explorations District","Explorations","=""2726113""","Female","*"
"Explorations District","Explorations","=""2726113""","Male","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Female","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Male","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Female","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Male","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Female",7.5
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Male",7.3
"Fairfield School District","Fairfield Warde High School","=""0516211""","Female",7.0
"Fairfield School District","Fairfield Warde High School","=""0516211""","Male",7.9
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Female",6.1
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Male",4.8
"Fairfield School District","Holland Hill School","=""0510411""","Female","*"
"Fairfield School District","Holland Hill School","=""0510411""","Male","*"
"Fairfield School District","Jennings School","=""0511711""","Female","*"
"Fairfield School District","Jennings School","=""0511711""","Male","*"
"Fairfield School District","McKinley School","=""0510611""","Female",9.0
"Fairfield School District","McKinley School","=""0510611""","Male",6.5
"Fairfield School District","Mill Hill School","=""0510711""","Female","*"
"Fairfield School District","Mill Hill School","=""0510711""","Male","*"
"Fairfield School District","North Stratfield School","=""0511611""","Female","*"
"Fairfield School District","North Stratfield School","=""0511611""","Male","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Female",2.8
"Fairfield School District","Osborn Hill School","=""0511811""","Male",4.1
"Fairfield School District","Riverfield School","=""0511211""","Female","*"
"Fairfield School District","Riverfield School","=""0511211""","Male","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Female",7.5
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Male",8.3
"Fairfield School District","Sherman School","=""0511311""","Female","*"
"Fairfield School District","Sherman School","=""0511311""","Male","*"
"Fairfield School District","Stratfield School","=""0511411""","Female","*"
"Fairfield School District","Stratfield School","=""0511411""","Male","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Female",9.0
"Fairfield School District","Tomlinson Middle School","=""0515111""","Male",6.8
"Farmington School District","East Farms School","=""0520411""","Female",3.9
"Farmington School District","East Farms School","=""0520411""","Male",3.3
"Farmington School District","Farmington High School","=""0526111""","Female",7.9
"Farmington School District","Farmington High School","=""0526111""","Male",8.1
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Female",5.9
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Male",5.7
"Farmington School District","Noah Wallace School","=""0520211""","Female","*"
"Farmington School District","Noah Wallace School","=""0520211""","Male","*"
"Farmington School District","Union School","=""0520111""","Female",3.6
"Farmington School District","Union School","=""0520111""","Male",5.2
"Farmington School District","West District School","=""0520311""","Female","*"
"Farmington School District","West District School","=""0520311""","Male","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Female",4.4
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Male",4.2
"Franklin School District","Franklin Elementary School","=""0530111""","Female","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Male","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Female",2.2
"Glastonbury School District","Buttonball Lane School","=""0540211""","Male",2.6
"Glastonbury School District","Eastbury School","=""0540311""","Female","*"
"Glastonbury School District","Eastbury School","=""0540311""","Male","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Female",2.3
"Glastonbury School District","Gideon Welles School","=""0540811""","Male",3.1
"Glastonbury School District","Glastonbury High School","=""0546111""","Female",5.4
"Glastonbury School District","Glastonbury High School","=""0546111""","Male",3.2
"Glastonbury School District","Hebron Avenue School","=""0540411""","Female","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Male","*"
"Glastonbury School District","Hopewell School","=""0540611""","Female","*"
"Glastonbury School District","Hopewell School","=""0540611""","Male","*"
"Glastonbury School District","Naubuc School","=""0540711""","Female",4.5
"Glastonbury School District","Naubuc School","=""0540711""","Male",6.1
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Female",2.8
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Male",2.7
"Glastonbury School District","Smith Middle School","=""0545211""","Female",3.9
"Glastonbury School District","Smith Middle School","=""0545211""","Male",3.6
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Female",6.3
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Male",5.0
"Granby School District","Granby Memorial High School","=""0566111""","Female",5.0
"Granby School District","Granby Memorial High School","=""0566111""","Male",3.3
"Granby School District","Granby Memorial Middle School","=""0565111""","Female",9.4
"Granby School District","Granby Memorial Middle School","=""0565111""","Male",5.2
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Female","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Male","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Female","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Male","*"
"Greenwich School District","Central Middle School","=""0575111""","Female",6.9
"Greenwich School District","Central Middle School","=""0575111""","Male",8.7
"Greenwich School District","Cos Cob School","=""0570211""","Female",4.6
"Greenwich School District","Cos Cob School","=""0570211""","Male",4.8
"Greenwich School District","Eastern Middle School","=""0575211""","Female",5.3
"Greenwich School District","Eastern Middle School","=""0575211""","Male",5.9
"Greenwich School District","Glenville School","=""0570411""","Female",6.2
"Greenwich School District","Glenville School","=""0570411""","Male",7.7
"Greenwich School District","Greenwich High School","=""0576111""","Female",7.3
"Greenwich School District","Greenwich High School","=""0576111""","Male",5.6
"Greenwich School District","Hamilton Avenue School","=""0570511""","Female",5.9
"Greenwich School District","Hamilton Avenue School","=""0570511""","Male",9.0
"Greenwich School District","International School At Dundee","=""0571311""","Female","*"
"Greenwich School District","International School At Dundee","=""0571311""","Male","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Female","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Male","*"
"Greenwich School District","New Lebanon School","=""0570611""","Female","*"
"Greenwich School District","New Lebanon School","=""0570611""","Male","*"
"Greenwich School District","North Mianus School","=""0570711""","Female",2.6
"Greenwich School District","North Mianus School","=""0570711""","Male",3.6
"Greenwich School District","North Street School","=""0570811""","Female","*"
"Greenwich School District","North Street School","=""0570811""","Male","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Female",3.8
"Greenwich School District","Old Greenwich School","=""0570911""","Male",5.6
"Greenwich School District","Parkway School","=""0571111""","Female",10.8
"Greenwich School District","Parkway School","=""0571111""","Male",9.5
"Greenwich School District","Riverside School","=""0571011""","Female","*"
"Greenwich School District","Riverside School","=""0571011""","Male","*"
"Greenwich School District","Western Middle School","=""0575311""","Female",8.1
"Greenwich School District","Western Middle School","=""0575311""","Male",7.1
"Griswold School District","Griswold Elementary School","=""0580311""","Female",6.5
"Griswold School District","Griswold Elementary School","=""0580311""","Male",6.7
"Griswold School District","Griswold High School","=""0586211""","Female",17.6
"Griswold School District","Griswold High School","=""0586211""","Male",16.2
"Griswold School District","Griswold Middle School","=""0585111""","Female",9.4
"Griswold School District","Griswold Middle School","=""0585111""","Male",11.4
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Female",7.2
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Male",10.9
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Female",19.1
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Male",28.4
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Female",19.1
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Male",28.4
"Groton School District","Charles Barnum School","=""0591811""","Female",5.9
"Groton School District","Charles Barnum School","=""0591811""","Male",11.8
"Groton School District","Fitch Middle School","=""0595111""","Female",10.2
"Groton School District","Fitch Middle School","=""0595111""","Male",10.5
"Groton School District","Mary Morrisson School","=""0591711""","Female",8.3
"Groton School District","Mary Morrisson School","=""0591711""","Male",8.8
"Groton School District","Northeast Academy Elementary School","=""0591911""","Female","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Male","*"
"Groton School District","Pleasant Valley School","=""0591211""","Female",11.9
"Groton School District","Pleasant Valley School","=""0591211""","Male",10.6
"Groton School District","Robert E. Fitch High School","=""0596111""","Female",24.2
"Groton School District","Robert E. Fitch High School","=""0596111""","Male",25.0
"Groton School District","S. B. Butler School","=""0590111""","Female",5.3
"Groton School District","S. B. Butler School","=""0590111""","Male",8.0
"Groton School District","West Side Middle School","=""0595211""","Female",10.7
"Groton School District","West Side Middle School","=""0595211""","Male",13.7
"Guilford School District","A. Baldwin Middle School","=""0600711""","Female",4.7
"Guilford School District","A. Baldwin Middle School","=""0600711""","Male",4.2
"Guilford School District","A. W. Cox School","=""0600611""","Female","*"
"Guilford School District","A. W. Cox School","=""0600611""","Male","*"
"Guilford School District","Calvin Leete School","=""0600411""","Female","*"
"Guilford School District","Calvin Leete School","=""0600411""","Male","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Female",6.5
"Guilford School District","E. C. Adams Middle School","=""0605111""","Male",9.1
"Guilford School District","Guilford High School","=""0606111""","Female",8.0
"Guilford School District","Guilford High School","=""0606111""","Male",11.4
"Guilford School District","Guilford Lakes School","=""0600211""","Female","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Male","*"
"Guilford School District","Melissa Jones School","=""0600311""","Female","*"
"Guilford School District","Melissa Jones School","=""0600311""","Male","*"
"Hamden School District","Bear Path School","=""0621211""","Female",3.8
"Hamden School District","Bear Path School","=""0621211""","Male",4.7
"Hamden School District","Church Street School","=""0620211""","Female",14.2
"Hamden School District","Church Street School","=""0620211""","Male",14.1
"Hamden School District","Dunbar Hill School","=""0620311""","Female",9.5
"Hamden School District","Dunbar Hill School","=""0620311""","Male",7.9
"Hamden School District","Hamden High School","=""0626111""","Female",19.2
"Hamden School District","Hamden High School","=""0626111""","Male",19.2
"Hamden School District","Hamden Middle School","=""0625211""","Female",12.1
"Hamden School District","Hamden Middle School","=""0625211""","Male",17.0
"Hamden School District","Helen Street School","=""0620411""","Female",6.4
"Hamden School District","Helen Street School","=""0620411""","Male",10.3
"Hamden School District","Ridge Hill School","=""0621111""","Female",11.4
"Hamden School District","Ridge Hill School","=""0621111""","Male",16.3
"Hamden School District","Shepherd Glen School","=""0620111""","Female",15.0
"Hamden School District","Shepherd Glen School","=""0620111""","Male",7.2
"Hamden School District","Spring Glen School","=""0621011""","Female",5.7
"Hamden School District","Spring Glen School","=""0621011""","Male",7.4
"Hamden School District","West Woods School","=""0621411""","Female",4.6
"Hamden School District","West Woods School","=""0621411""","Male",6.0
"Hampton School District","Hampton Elementary School","=""0630111""","Female","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Male","*"
"Hartford School District","Asian Studies Academy","=""0640711""","Female",24.9
"Hartford School District","Asian Studies Academy","=""0640711""","Male",29.9
"Hartford School District","Batchelder School","=""0640411""","Female",14.2
"Hartford School District","Batchelder School","=""0640411""","Male",19.0
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Female","*"
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Male","*"
"Hartford School District","Breakthrough Magnet School","=""0643311""","Female",3.9
"Hartford School District","Breakthrough Magnet School","=""0643311""","Male",4.8
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Female",46.9
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Male",48.1
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Female",52.4
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Male",44.0
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Female",46.5
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Male",51.9
"Hartford School District","Burr School","=""0642311""","Female",22.8
"Hartford School District","Burr School","=""0642311""","Male",28.5
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Female","*"
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Male","*"
"Hartford School District","Clark School","=""0642411""","Female",38.0
"Hartford School District","Clark School","=""0642411""","Male",42.0
"Hartford School District","Classical Magnet School","=""0646411""","Female",3.7
"Hartford School District","Classical Magnet School","=""0646411""","Male",2.5
"Hartford School District","Culinary Arts Academy","=""0646011""","Female",55.0
"Hartford School District","Culinary Arts Academy","=""0646011""","Male",57.0
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Female",18.9
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Male",17.8
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""","Female",16.2
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""","Male",21.2
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Female",37.2
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Male",46.0
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female",10.5
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Male",12.8
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Female",26.8
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Male",30.3
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Female",22.2
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Male",28.9
"Hartford School District","Global Communications Academy","=""0643611""","Female",15.5
"Hartford School District","Global Communications Academy","=""0643611""","Male",13.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",67.9
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",62.8
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Female",54.2
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Male",68.1
"Hartford School District","HPHS Freshmen Academy","=""0647311""","Female",61.6
"Hartford School District","HPHS Freshmen Academy","=""0647311""","Male",62.8
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Female",46.7
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Male",44.6
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Female",4.0
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Male",6.5
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Female","*"
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Male","*"
"Hartford School District","High School Inc.","=""0647611""","Female",53.5
"Hartford School District","High School Inc.","=""0647611""","Male",57.1
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Female",61.5
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Male",58.2
"Hartford School District","Kennelly School","=""0641011""","Female",13.6
"Hartford School District","Kennelly School","=""0641011""","Male",22.0
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Female",17.4
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Male",25.2
"Hartford School District","M. L. King School","=""0641611""","Female",27.5
"Hartford School District","M. L. King School","=""0641611""","Male",39.4
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Female",44.6
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Male",44.3
"Hartford School District","Milner Elementary School","=""0641911""","Female",40.7
"Hartford School District","Milner Elementary School","=""0641911""","Male",34.2
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Female","*"
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Male","*"
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Female",6.3
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Male",9.8
"Hartford School District","OPPortunity High School","=""0647811""","Female",79.3
"Hartford School District","OPPortunity High School","=""0647811""","Male",70.7
"Hartford School District","Parkville Community School","=""0641511""","Female",24.5
"Hartford School District","Parkville Community School","=""0641511""","Male",22.6
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Female",25.0
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Male",23.0
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",7.0
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",3.2
"Hartford School District","Renzulli Academy","=""0644011""","Female",23.4
"Hartford School District","Renzulli Academy","=""0644011""","Male",23.3
"Hartford School District","SAND School","=""0640111""","Female",42.3
"Hartford School District","SAND School","=""0640111""","Male",35.3
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Female","*"
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Male","*"
"Hartford School District","Sanchez School","=""0643011""","Female",30.8
"Hartford School District","Sanchez School","=""0643011""","Male",35.9
"Hartford School District","Sarah J Rawson Middle Grades Academy","=""0645611""","Female",11.3
"Hartford School District","Sarah J Rawson Middle Grades Academy","=""0645611""","Male",15.7
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Female",22.4
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Male",28.5
"Hartford School District","Simpson-Waverly School","=""0642611""","Female","*"
"Hartford School District","Simpson-Waverly School","=""0642611""","Male","*"
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Female",14.3
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Male",11.5
"Hartford School District","University High of Science and Engineering","=""0646711""","Female",15.6
"Hartford School District","University High of Science and Engineering","=""0646711""","Male",13.8
"Hartford School District","West Middle School","=""0642111""","Female",17.0
"Hartford School District","West Middle School","=""0642111""","Male",19.5
"Hartland School District","Hartland School","=""0650111""","Female","*"
"Hartland School District","Hartland School","=""0650111""","Male","*"
"Hebron School District","Gilead Hill School","=""0670211""","Female",4.7
"Hebron School District","Gilead Hill School","=""0670211""","Male",5.4
"Hebron School District","Hebron Elementary School","=""0670111""","Female",2.6
"Hebron School District","Hebron Elementary School","=""0670111""","Male",3.3
"Highville Charter School District","Highville Charter School","=""2860113""","Female",3.9
"Highville Charter School District","Highville Charter School","=""2860113""","Male",5.0
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Female",6.0
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Male",7.6
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Female","*"
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Male","*"
"Jumoke Academy District","Jumoke Academy","=""2610113""","Female","*"
"Jumoke Academy District","Jumoke Academy","=""2610113""","Male","*"
"Kent School District","Kent Center School","=""0680111""","Female",4.9
"Kent School District","Kent Center School","=""0680111""","Male",8.5
"Killingly School District","Killingly Central School","=""0690111""","Female",8.5
"Killingly School District","Killingly Central School","=""0690111""","Male",6.4
"Killingly School District","Killingly High School","=""0696111""","Female",27.7
"Killingly School District","Killingly High School","=""0696111""","Male",21.2
"Killingly School District","Killingly Intermediate School","=""0695211""","Female",10.7
"Killingly School District","Killingly Intermediate School","=""0695211""","Male",15.0
"Killingly School District","Killingly Memorial School","=""0690311""","Female",6.0
"Killingly School District","Killingly Memorial School","=""0690311""","Male",4.9
"Learn","Connecticut River Academy","=""2456014""","Female",22.7
"Learn","Connecticut River Academy","=""2456014""","Male",23.1
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Female",54.3
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Male",54.3
"Learn","Learn Special Education","=""2459014""","Female","*"
"Learn","Learn Special Education","=""2459014""","Male","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",0.0
"Learn","Regional Multicultural Magnet School","=""2450114""","Female",6.0
"Learn","Regional Multicultural Magnet School","=""2450114""","Male",3.5
"Learn","The Friendship School","=""2450214""","Female",18.8
"Learn","The Friendship School","=""2450214""","Male",23.7
"Lebanon School District","Lebanon Elementary School","=""0710111""","Female",4.6
"Lebanon School District","Lebanon Elementary School","=""0710111""","Male",4.1
"Lebanon School District","Lebanon Middle School","=""0715111""","Female",4.6
"Lebanon School District","Lebanon Middle School","=""0715111""","Male",5.8
"Lebanon School District","Lyman Memorial High School","=""0716211""","Female",19.4
"Lebanon School District","Lyman Memorial High School","=""0716211""","Male",18.1
"Ledyard School District","Gales Ferry School","=""0720211""","Female",0.0
"Ledyard School District","Gales Ferry School","=""0720211""","Male",0.0
"Ledyard School District","Gallup Hill School","=""0720411""","Female","*"
"Ledyard School District","Gallup Hill School","=""0720411""","Male","*"
"Ledyard School District","Juliet W. Long School","=""0720311""","Female",0.0
"Ledyard School District","Juliet W. Long School","=""0720311""","Male","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Female",4.2
"Ledyard School District","Ledyard Center School","=""0720111""","Male",4.7
"Ledyard School District","Ledyard High School","=""0726111""","Female",16.3
"Ledyard School District","Ledyard High School","=""0726111""","Male",14.5
"Ledyard School District","Ledyard Middle School","=""0725111""","Female",7.4
"Ledyard School District","Ledyard Middle School","=""0725111""","Male",11.5
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Female","*"
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Male","*"
"Lisbon School District","Lisbon Central School","=""0730111""","Female",7.3
"Lisbon School District","Lisbon Central School","=""0730111""","Male",2.7
"Litchfield School District","Center School","=""0740211""","Female",4.6
"Litchfield School District","Center School","=""0740211""","Male","*"
"Litchfield School District","Litchfield High School","=""0746111""","Female",9.5
"Litchfield School District","Litchfield High School","=""0746111""","Male",7.8
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Female","*"
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Male","*"
"Madison School District","Daniel Hand High School","=""0766111""","Female",6.8
"Madison School District","Daniel Hand High School","=""0766111""","Male",4.2
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Female","*"
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Male","*"
"Madison School District","Island Avenue Elementary School","=""0760211""","Female",0.0
"Madison School District","Island Avenue Elementary School","=""0760211""","Male","*"
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Female",2.9
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Male",2.7
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Female","*"
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Male","*"
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Female",4.4
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Male",4.8
"Manchester School District","Nathan Hale School","=""0770911""","Female",19.8
"Manchester School District","Nathan Hale School","=""0770911""","Male",21.8
"Manchester School District","Bowers School","=""0770111""","Female",5.4
"Manchester School District","Bowers School","=""0770111""","Male",10.4
"Manchester School District","Buckley School","=""0770311""","Female",6.9
"Manchester School District","Buckley School","=""0770311""","Male",6.3
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Female",12.1
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Male",9.5
"Manchester School District","Illing Middle School","=""0775311""","Female",12.1
"Manchester School District","Illing Middle School","=""0775311""","Male",11.9
"Manchester School District","Keeney School","=""0770611""","Female",5.7
"Manchester School District","Keeney School","=""0770611""","Male",6.7
"Manchester School District","Manchester High School","=""0776111""","Female",47.6
"Manchester School District","Manchester High School","=""0776111""","Male",47.2
"Manchester School District","Manchester Regional Academy","=""0779011""","Female",65.4
"Manchester School District","Manchester Regional Academy","=""0779011""","Male",51.4
"Manchester School District","Manchester Transition Center","=""0779111""","Female","*"
"Manchester School District","Manchester Transition Center","=""0779111""","Male","*"
"Manchester School District","Martin School","=""0771611""","Female","*"
"Manchester School District","Martin School","=""0771611""","Male","*"
"Manchester School District","Robertson School","=""0771011""","Female",13.1
"Manchester School District","Robertson School","=""0771011""","Male",10.1
"Manchester School District","Verplanck School","=""0771211""","Female",12.2
"Manchester School District","Verplanck School","=""0771211""","Male",9.5
"Manchester School District","Waddell School","=""0771311""","Female",6.9
"Manchester School District","Waddell School","=""0771311""","Male",8.9
"Manchester School District","Washington School","=""0771411""","Female","*"
"Manchester School District","Washington School","=""0771411""","Male",13.0
"Mansfield School District","Annie E. Vinton School","=""0780411""","Female","*"
"Mansfield School District","Annie E. Vinton School","=""0780411""","Male","*"
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Female",0.0
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Male","*"
"Mansfield School District","Mansfield Middle School School","=""0785111""","Female",6.8
"Mansfield School District","Mansfield Middle School School","=""0785111""","Male",4.9
"Mansfield School District","Southeast Elementary School","=""0780511""","Female",6.1
"Mansfield School District","Southeast Elementary School","=""0780511""","Male",4.7
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Female",2.8
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Male",5.4
"Meriden School District","Nathan Hale School","=""0800711""","Female",11.0
"Meriden School District","Nathan Hale School","=""0800711""","Male",10.9
