"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Female",9.3
"East Hartford School District","Dr. Thomas S. O'Connell School","=""0431011""","Male",8.5
"East Hartford School District","East Hartford High School","=""0436211""","Female",13.6
"East Hartford School District","East Hartford High School","=""0436211""","Male",16.6
"East Hartford School District","East Hartford Middle School","=""0435111""","Female",13.1
"East Hartford School District","East Hartford Middle School","=""0435111""","Male",10.7
"East Hartford School District","Governor William Pitkin School","=""0432011""","Female",8.1
"East Hartford School District","Governor William Pitkin School","=""0432011""","Male",9.8
"East Hartford School District","Hockanum School","=""0430511""","Female",5.9
"East Hartford School District","Hockanum School","=""0430511""","Male",5.7
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Female",14.5
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Male",13.2
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Female",17.6
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Male",15.4
"East Hartford School District","Silver Lane School","=""0431211""","Female",24.0
"East Hartford School District","Silver Lane School","=""0431211""","Male",17.9
"East Hartford School District","Stevens Alternate High school","=""0436411""","Female",94.4
"East Hartford School District","Stevens Alternate High school","=""0436411""","Male",85.7
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Female","*"
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Male","*"
"East Hartford School District","Woodland School","=""0439011""","Female",72.5
"East Hartford School District","Woodland School","=""0439011""","Male",56.9
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Female",13.4
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Male",18.0
"East Haven School District","D. C. Moore School","=""0441411""","Female","*"
"East Haven School District","D. C. Moore School","=""0441411""","Male","*"
"East Haven School District","Deer Run School","=""0440111""","Female",5.2
"East Haven School District","Deer Run School","=""0440111""","Male",10.8
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Female","*"
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Male","*"
"East Haven School District","East Haven High School","=""0446111""","Female",24.7
"East Haven School District","East Haven High School","=""0446111""","Male",16.9
"East Haven School District","Grove J. Tuttle School","=""0441011""","Female","*"
"East Haven School District","Grove J. Tuttle School","=""0441011""","Male","*"
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Female",0.0
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Male",0.0
"East Haven School District","Momauguin School","=""0440711""","Female",7.7
"East Haven School District","Momauguin School","=""0440711""","Male",10.7
"East Haven School District","Overbrook Elementary School","=""0441811""","Female","*"
"East Haven School District","Overbrook Elementary School","=""0441811""","Male","*"
"East Lyme School District","Coastal Connections","=""0450611""","Female","*"
"East Lyme School District","Coastal Connections","=""0450611""","Male","*"
"East Lyme School District","East Lyme High School","=""0456111""","Female",3.7
"East Lyme School District","East Lyme High School","=""0456111""","Male",6.0
"East Lyme School District","East Lyme Middle School","=""0455111""","Female",6.6
"East Lyme School District","East Lyme Middle School","=""0455111""","Male",7.2
"East Lyme School District","Flanders School","=""0450111""","Female",5.0
"East Lyme School District","Flanders School","=""0450111""","Male",4.2
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Female",6.3
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Male",5.2
"East Lyme School District","Medically Fragile Program (WAVES)","=""0450711""","Female","*"
"East Lyme School District","Medically Fragile Program (WAVES)","=""0450711""","Male","*"
"East Lyme School District","Niantic Center School","=""0450211""","Female","*"
"East Lyme School District","Niantic Center School","=""0450211""","Male","*"
"East Lyme School District","Post High School Transition Program","=""0450511""","Female","*"
"East Lyme School District","Post High School Transition Program","=""0450511""","Male","*"
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Female",8.7
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Male",7.5
"East Windsor School District","East Windsor High School","=""0476111""","Female",15.7
"East Windsor School District","East Windsor High School","=""0476111""","Male",11.6
"East Windsor School District","East Windsor Middle School","=""0475411""","Female",13.2
"East Windsor School District","East Windsor Middle School","=""0475411""","Male",7.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Male","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Female",41.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Male",26.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Female",52.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Male",55.3
"Eastford School District","Eastford Elementary School","=""0390111""","Female","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Male","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Female","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Male","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Female",2.0
"Easton School District","Samuel Staples Elementary School","=""0460111""","Male",2.3
"Education Connection","Education Connection Special Education","=""2429014""","Female","*"
"Education Connection","Education Connection Special Education","=""2429014""","Male","*"
"Ellington School District","Center School","=""0480111""","Female",4.1
"Ellington School District","Center School","=""0480111""","Male",3.7
"Ellington School District","Crystal Lake School","=""0480211""","Female","*"
"Ellington School District","Crystal Lake School","=""0480211""","Male","*"
"Ellington School District","Ellington High School","=""0486111""","Female",3.1
"Ellington School District","Ellington High School","=""0486111""","Male",3.4
"Ellington School District","Ellington Middle School","=""0485111""","Female",8.5
"Ellington School District","Ellington Middle School","=""0485111""","Male",9.5
"Ellington School District","Windermere Intermediate School","=""0480711""","Female",3.8
"Ellington School District","Windermere Intermediate School","=""0480711""","Male",2.7
"Ellington School District","Windermere School","=""0480611""","Female",6.2
"Ellington School District","Windermere School","=""0480611""","Male",4.9
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Female",4.8
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Male",4.2
"Elm City Montessori School District","Elm City Montessori School","=""2910113""","Female","*"
"Elm City Montessori School District","Elm City Montessori School","=""2910113""","Male","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Female","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Male","*"
"Enfield School District","Edgar H. Parkman School","=""0491311""","Female",5.3
"Enfield School District","Edgar H. Parkman School","=""0491311""","Male",10.6
"Enfield School District","Eli Whitney School","=""0491611""","Female",4.2
"Enfield School District","Eli Whitney School","=""0491611""","Male",4.1
"Enfield School District","Enfield High School","=""0496111""","Female",20.5
"Enfield School District","Enfield High School","=""0496111""","Male",14.2
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Female","*"
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Male","*"
"Enfield School District","Enfield Street School","=""0490211""","Female",5.7
"Enfield School District","Enfield Street School","=""0490211""","Male",14.7
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Female","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Male","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Female",13.8
"Enfield School District","Enrico Fermi High School","=""0496211""","Male",12.8
"Enfield School District","Hazardville Memorial School","=""0490411""","Female",5.9
"Enfield School District","Hazardville Memorial School","=""0490411""","Male",9.2
"Enfield School District","Henry Barnard School","=""0491811""","Female",8.4
"Enfield School District","Henry Barnard School","=""0491811""","Male",9.2
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Female",14.3
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Male",17.2
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Female","*"
"Enfield School District","Nathan Hale School","=""0491111""","Female",8.8
"Enfield School District","Nathan Hale School","=""0491111""","Male",7.3
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Female","*"
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Male","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Female",6.6
"Enfield School District","Prudence Crandall School","=""0491511""","Male",3.6
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Male","*"
"Essex School District","Essex Elementary School","=""0500111""","Female","*"
"Essex School District","Essex Elementary School","=""0500111""","Male","*"
"Explorations District","Explorations","=""2726113""","Female",28.8
"Explorations District","Explorations","=""2726113""","Male",27.6
"Fairfield School District","Burr Elementary School","=""0510211""","Female","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Male","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Female","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Male","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Female",5.4
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Male",3.8
"Fairfield School District","Fairfield Warde High School","=""0516211""","Female",4.6
"Fairfield School District","Fairfield Warde High School","=""0516211""","Male",3.9
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Female",3.2
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Male",2.1
"Fairfield School District","Holland Hill School","=""0510411""","Female","*"
"Fairfield School District","Holland Hill School","=""0510411""","Male","*"
"Fairfield School District","Jennings School","=""0511711""","Female","*"
"Fairfield School District","Jennings School","=""0511711""","Male","*"
"Fairfield School District","McKinley School","=""0510611""","Female",5.1
"Fairfield School District","McKinley School","=""0510611""","Male",2.8
"Fairfield School District","Mill Hill School","=""0510711""","Female","*"
"Fairfield School District","Mill Hill School","=""0510711""","Male","*"
"Fairfield School District","North Stratfield School","=""0511611""","Female","*"
"Fairfield School District","North Stratfield School","=""0511611""","Male","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Female","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Male","*"
"Fairfield School District","Riverfield School","=""0511211""","Female","*"
"Fairfield School District","Riverfield School","=""0511211""","Male","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Female",6.3
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Male",4.9
"Fairfield School District","Sherman School","=""0511311""","Female","*"
"Fairfield School District","Sherman School","=""0511311""","Male","*"
"Fairfield School District","Stratfield School","=""0511411""","Female","*"
"Fairfield School District","Stratfield School","=""0511411""","Male","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Female",3.9
"Fairfield School District","Tomlinson Middle School","=""0515111""","Male",4.2
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Female","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Male","*"
"Farmington School District","East Farms School","=""0520411""","Female","*"
"Farmington School District","East Farms School","=""0520411""","Male","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Female","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Male","*"
"Farmington School District","Farmington High School","=""0526111""","Female",10.6
"Farmington School District","Farmington High School","=""0526111""","Male",10.9
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Female","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Male","*"
"Farmington School District","Noah Wallace School","=""0520211""","Female",3.6
"Farmington School District","Noah Wallace School","=""0520211""","Male",4.1
"Farmington School District","Union School","=""0520111""","Female","*"
"Farmington School District","Union School","=""0520111""","Male","*"
"Farmington School District","West District School","=""0520311""","Female","*"
"Farmington School District","West District School","=""0520311""","Male","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Female",2.8
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Male",3.4
"Franklin School District","Franklin Elementary School","=""0530111""","Female","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Male","*"
"Glastonbury School District","Alternate Program","=""0541311""","Female","*"
"Glastonbury School District","Alternate Program","=""0541311""","Male","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Female",3.0
"Glastonbury School District","Buttonball Lane School","=""0540211""","Male",4.4
"Glastonbury School District","Eastbury School","=""0540311""","Female","*"
"Glastonbury School District","Eastbury School","=""0540311""","Male","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Female","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Male","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Female",3.5
"Glastonbury School District","Glastonbury High School","=""0546111""","Male",4.7
"Glastonbury School District","Hebron Avenue School","=""0540411""","Female","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Male","*"
"Glastonbury School District","Hopewell School","=""0540611""","Female","*"
"Glastonbury School District","Hopewell School","=""0540611""","Male","*"
"Glastonbury School District","LINKS Transition","=""0541411""","Female","*"
"Glastonbury School District","LINKS Transition","=""0541411""","Male","*"
"Glastonbury School District","Links Academy","=""0540111""","Female","*"
"Glastonbury School District","Links Academy","=""0540111""","Male","*"
"Glastonbury School District","Naubuc School","=""0540711""","Female","*"
"Glastonbury School District","Naubuc School","=""0540711""","Male","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Female","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Male","*"
"Glastonbury School District","PRIDE-Hebron Avenue","=""0541111""","Female","*"
"Glastonbury School District","PRIDE-Hebron Avenue","=""0541111""","Male","*"
"Glastonbury School District","PRIDE-Nayaug","=""0541211""","Female","*"
"Glastonbury School District","PRIDE-Nayaug","=""0541211""","Male","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Female",2.2
"Glastonbury School District","Smith Middle School","=""0545211""","Male",1.9
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Female",7.3
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Male",5.1
"Granby School District","Granby Memorial High School","=""0566111""","Female",6.6
"Granby School District","Granby Memorial High School","=""0566111""","Male",3.4
"Granby School District","Granby Memorial Middle School","=""0565111""","Female","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Male","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Female","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Male","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Female","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Male","*"
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Female",14.5
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Male",28.8
"Greenwich School District","Alternative High School Programs","=""0571411""","Female",72.7
"Greenwich School District","Alternative High School Programs","=""0571411""","Male",63.3
"Greenwich School District","Central Middle School","=""0575111""","Female",3.3
"Greenwich School District","Central Middle School","=""0575111""","Male",2.9
"Greenwich School District","Community Connections","=""0571211""","Female","*"
"Greenwich School District","Community Connections","=""0571211""","Male","*"
"Greenwich School District","Cos Cob School","=""0570211""","Female","*"
"Greenwich School District","Cos Cob School","=""0570211""","Male","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Female",2.3
"Greenwich School District","Eastern Middle School","=""0575211""","Male",2.2
"Greenwich School District","Glenville School","=""0570411""","Female","*"
"Greenwich School District","Glenville School","=""0570411""","Male","*"
"Greenwich School District","Greenwich High School","=""0576111""","Female",3.3
"Greenwich School District","Greenwich High School","=""0576111""","Male",3.4
"Greenwich School District","Hamilton Avenue School","=""0570511""","Female",4.1
"Greenwich School District","Hamilton Avenue School","=""0570511""","Male",4.7
"Greenwich School District","International School At Dundee","=""0571311""","Female","*"
"Greenwich School District","International School At Dundee","=""0571311""","Male",0.0
"Greenwich School District","Julian Curtiss School","=""0570311""","Female","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Male","*"
"Greenwich School District","New Lebanon School","=""0570611""","Female","*"
"Greenwich School District","New Lebanon School","=""0570611""","Male","*"
"Greenwich School District","North Mianus School","=""0570711""","Female","*"
"Greenwich School District","North Mianus School","=""0570711""","Male","*"
"Greenwich School District","North Street School","=""0570811""","Female",0.0
"Greenwich School District","North Street School","=""0570811""","Male","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Female","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Male",0.0
"Greenwich School District","Parkway School","=""0571111""","Female","*"
"Greenwich School District","Parkway School","=""0571111""","Male","*"
"Greenwich School District","Riverside School","=""0571011""","Female","*"
"Greenwich School District","Riverside School","=""0571011""","Male","*"
"Greenwich School District","Western Middle School","=""0575311""","Female",5.3
"Greenwich School District","Western Middle School","=""0575311""","Male",4.7
"Griswold School District","Griswold Alternative School","=""0580111""","Female","*"
"Griswold School District","Griswold Alternative School","=""0580111""","Male","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Female",5.0
"Griswold School District","Griswold Elementary School","=""0580311""","Male",5.8
"Griswold School District","Griswold High School","=""0586211""","Female",13.6
"Griswold School District","Griswold High School","=""0586211""","Male",13.1
"Griswold School District","Griswold Middle School","=""0585111""","Female",9.9
"Griswold School District","Griswold Middle School","=""0585111""","Male",11.8
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Female",5.1
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Male",10.0
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Female",9.6
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Male",12.5
"Groton School District","Charles Barnum School","=""0591811""","Female",4.4
"Groton School District","Charles Barnum School","=""0591811""","Male",12.5
"Groton School District","Claude Chester School","=""0590311""","Female",11.6
"Groton School District","Claude Chester School","=""0590311""","Male",11.7
"Groton School District","Mary Morrisson School","=""0591711""","Female",8.8
"Groton School District","Mary Morrisson School","=""0591711""","Male",12.4
"Groton School District","New Beginnings Alternative Program","=""0590211""","Female","*"
"Groton School District","New Beginnings Alternative Program","=""0590211""","Male","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Female",3.2
"Groton School District","Northeast Academy Elementary School","=""0591911""","Male",2.9
"Groton School District","Pleasant Valley School","=""0591211""","Female",10.9
"Groton School District","Pleasant Valley School","=""0591211""","Male",7.9
"Groton School District","Robert E. Fitch High School","=""0596111""","Female",18.9
"Groton School District","Robert E. Fitch High School","=""0596111""","Male",19.4
"Groton School District","S. B. Butler School","=""0590111""","Female","*"
"Groton School District","S. B. Butler School","=""0590111""","Male","*"
"Groton School District","Virtual Learning Academy","=""0590611""","Female","*"
"Groton School District","Virtual Learning Academy","=""0590611""","Male","*"
"Groton School District","West Side Middle School","=""0595211""","Female",8.7
"Groton School District","West Side Middle School","=""0595211""","Male",14.4
"Guilford School District","A. Baldwin Middle School","=""0600711""","Female",5.5
"Guilford School District","A. Baldwin Middle School","=""0600711""","Male",4.3
"Guilford School District","A. W. Cox School","=""0600611""","Female","*"
"Guilford School District","A. W. Cox School","=""0600611""","Male","*"
"Guilford School District","Calvin Leete School","=""0600411""","Female","*"
"Guilford School District","Calvin Leete School","=""0600411""","Male","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Female",5.9
"Guilford School District","E. C. Adams Middle School","=""0605111""","Male",4.4
"Guilford School District","Guilford High School","=""0606111""","Female",6.8
"Guilford School District","Guilford High School","=""0606111""","Male",6.0
"Guilford School District","Guilford Lakes School","=""0600211""","Female","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Male","*"
"Guilford School District","Melissa Jones School","=""0600311""","Female","*"
"Guilford School District","Melissa Jones School","=""0600311""","Male","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Female","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Male","*"
"Hamden School District","Bear Path School","=""0621211""","Female",3.0
"Hamden School District","Bear Path School","=""0621211""","Male",4.6
"Hamden School District","Church Street School","=""0620211""","Female",9.2
"Hamden School District","Church Street School","=""0620211""","Male",16.0
"Hamden School District","Dunbar Hill School","=""0620311""","Female",9.1
"Hamden School District","Dunbar Hill School","=""0620311""","Male",6.7
"Hamden School District","Hamden Collaborative Learning Center","=""0620511""","Female",81.8
"Hamden School District","Hamden Collaborative Learning Center","=""0620511""","Male",79.6
"Hamden School District","Hamden High School","=""0626111""","Female",27.4
"Hamden School District","Hamden High School","=""0626111""","Male",19.4
"Hamden School District","Hamden Middle School","=""0625211""","Female",13.8
"Hamden School District","Hamden Middle School","=""0625211""","Male",11.8
"Hamden School District","Helen Street School","=""0620411""","Female",13.7
"Hamden School District","Helen Street School","=""0620411""","Male",12.4
"Hamden School District","Ridge Hill School","=""0621111""","Female",11.9
"Hamden School District","Ridge Hill School","=""0621111""","Male",14.9
"Hamden School District","Shepherd Glen School","=""0620111""","Female",11.3
"Hamden School District","Shepherd Glen School","=""0620111""","Male",11.3
"Hamden School District","Spring Glen School","=""0621011""","Female",4.6
"Hamden School District","Spring Glen School","=""0621011""","Male",6.3
"Hamden School District","West Woods School","=""0621411""","Female",3.7
"Hamden School District","West Woods School","=""0621411""","Male",4.2
"Hampton School District","Hampton Elementary School","=""0630111""","Female","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Male","*"
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Female",40.9
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Male",39.8
"Hartford School District","Autism Program - Clark School","=""0644511""","Female","*"
"Hartford School District","Autism Program - Clark School","=""0644511""","Male","*"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Female","*"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Male","*"
"Hartford School District","Autism Program - Fred D. Wish Museum School","=""0644211""","Female","*"
"Hartford School District","Autism Program - Fred D. Wish Museum School","=""0644211""","Male","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Female","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Male","*"
"Hartford School District","Batchelder School","=""0640411""","Female",18.4
"Hartford School District","Batchelder School","=""0640411""","Male",18.2
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Female",12.2
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Male",18.8
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Female",9.3
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Male",10.1
"Hartford School District","Breakthrough Magnet School","=""0643311""","Female",9.0
"Hartford School District","Breakthrough Magnet School","=""0643311""","Male",6.1
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Female",51.7
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Male",52.3
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Female",57.8
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Male",48.6
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Female",33.3
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Male",35.6
"Hartford School District","Burr School","=""0642311""","Female",24.3
"Hartford School District","Burr School","=""0642311""","Male",26.0
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Female","*"
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Male","*"
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Female",5.8
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Male",3.2
"Hartford School District","Clark School","=""0642411""","Female",39.0
"Hartford School District","Clark School","=""0642411""","Male",38.0
"Hartford School District","Classical Magnet School","=""0646411""","Female",7.7
"Hartford School District","Classical Magnet School","=""0646411""","Male",7.8
"Hartford School District","Culinary Arts Academy","=""0646011""","Female",54.8
"Hartford School District","Culinary Arts Academy","=""0646011""","Male",57.4
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Female",19.6
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Male",24.1
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Female","*"
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Male","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Female","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Male","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Female","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Male","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Female","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Male","*"
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female",4.3
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Male",6.8
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Female",26.3
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Male",26.2
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Female",28.9
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Male",24.8
"Hartford School District","Global Communications Academy","=""0643611""","Female",8.5
"Hartford School District","Global Communications Academy","=""0643611""","Male",8.4
"Hartford School District","Great Path Academy at MCC","=""0647911""","Female",12.5
"Hartford School District","Great Path Academy at MCC","=""0647911""","Male",8.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",64.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",64.4
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Female",64.9
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Male",64.3
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Female",65.6
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Male",62.1
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Female",8.9
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Male",6.4
"Hartford School District","High School Inc.","=""0647611""","Female",50.4
"Hartford School District","High School Inc.","=""0647611""","Male",50.0
"Hartford School District","High Step Transition","=""0648411""","Female","*"
"Hartford School District","High Step Transition","=""0648411""","Male","*"
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Female",36.5
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Male",43.8
"Hartford School District","Kennelly School","=""0641011""","Female",23.4
"Hartford School District","Kennelly School","=""0641011""","Male",27.8
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Female",30.4
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Male",30.7
"Hartford School District","M. L. King School","=""0641611""","Female",16.4
"Hartford School District","M. L. King School","=""0641611""","Male",33.7
"Hartford School District","MDP - Batchelder School","=""0644811""","Female","*"
"Hartford School District","MDP - Batchelder School","=""0644811""","Male","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Female","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Male","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Female","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Male","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Female","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Male","*"
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Female",18.2
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Male",27.8
"Hartford School District","Milner Elementary School","=""0641911""","Female",39.7
"Hartford School District","Milner Elementary School","=""0641911""","Male",37.7
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Female",9.9
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Male",11.7
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Female","*"
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Male","*"
"Hartford School District","New Visions Program","=""0642711""","Female","*"
"Hartford School District","New Visions Program","=""0642711""","Male","*"
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Female",9.4
