"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Male",56.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Female",100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Male",100.0
"Eastford School District","Eastford Elementary School","=""0390111""","Female","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Male","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Female",3.7
"Easton School District","Helen Keller Middle School","=""0465111""","Male",2.7
"Easton School District","Samuel Staples Elementary School","=""0460111""","Female",3.5
"Easton School District","Samuel Staples Elementary School","=""0460111""","Male",3.2
"Education Connection","Education Connection Special Education","=""2429014""","Female","*"
"Education Connection","Education Connection Special Education","=""2429014""","Male","*"
"Ellington School District","Center School","=""0480111""","Female",3.1
"Ellington School District","Center School","=""0480111""","Male","*"
"Ellington School District","Crystal Lake School","=""0480211""","Female","*"
"Ellington School District","Crystal Lake School","=""0480211""","Male","*"
"Ellington School District","Ellington High School","=""0486111""","Female",7.6
"Ellington School District","Ellington High School","=""0486111""","Male",5.8
"Ellington School District","Ellington Middle School","=""0485111""","Female",6.4
"Ellington School District","Ellington Middle School","=""0485111""","Male",7.0
"Ellington School District","Windermere Intermediate School","=""0480711""","Female",4.5
"Ellington School District","Windermere Intermediate School","=""0480711""","Male",3.1
"Ellington School District","Windermere School","=""0480611""","Female",8.1
"Ellington School District","Windermere School","=""0480611""","Male",7.7
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Female",4.2
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Male",2.6
"Enfield School District","Edgar H. Parkman School","=""0491311""","Female",3.8
"Enfield School District","Edgar H. Parkman School","=""0491311""","Male",4.9
"Enfield School District","Eli Whitney School","=""0491611""","Female",7.2
"Enfield School District","Eli Whitney School","=""0491611""","Male",6.3
"Enfield School District","Enfield High School","=""0496111""","Female",19.0
"Enfield School District","Enfield High School","=""0496111""","Male",13.1
"Enfield School District","Enfield Street School","=""0490211""","Female",7.6
"Enfield School District","Enfield Street School","=""0490211""","Male",17.0
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Female","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Male","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Female",13.8
"Enfield School District","Enrico Fermi High School","=""0496211""","Male",13.1
"Enfield School District","Hazardville Memorial School","=""0490411""","Female",9.3
"Enfield School District","Hazardville Memorial School","=""0490411""","Male",10.6
"Enfield School District","Henry Barnard School","=""0491811""","Female",8.7
"Enfield School District","Henry Barnard School","=""0491811""","Male",7.4
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Female",14.1
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Male",14.1
"Enfield School District","Nathan Hale School","=""0491111""","Female",6.3
"Enfield School District","Nathan Hale School","=""0491111""","Male",8.0
"Enfield School District","Prudence Crandall School","=""0491511""","Female",5.3
"Enfield School District","Prudence Crandall School","=""0491511""","Male",6.9
"Essex School District","Essex Elementary School","=""0500111""","Female","*"
"Essex School District","Essex Elementary School","=""0500111""","Male","*"
"Explorations District","Explorations","=""2726113""","Female",47.4
"Explorations District","Explorations","=""2726113""","Male",31.6
"Fairfield School District","Burr Elementary School","=""0510211""","Female",0.0
"Fairfield School District","Burr Elementary School","=""0510211""","Male","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Female",0.0
"Fairfield School District","Dwight Elementary School","=""0510111""","Male","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Female",6.9
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Male",6.0
"Fairfield School District","Fairfield Warde High School","=""0516211""","Female",6.8
"Fairfield School District","Fairfield Warde High School","=""0516211""","Male",5.3
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Female",5.5
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Male",5.1
"Fairfield School District","Holland Hill School","=""0510411""","Female","*"
"Fairfield School District","Holland Hill School","=""0510411""","Male","*"
"Fairfield School District","Jennings School","=""0511711""","Female",0.0
"Fairfield School District","Jennings School","=""0511711""","Male",0.0
"Fairfield School District","McKinley School","=""0510611""","Female","*"
"Fairfield School District","McKinley School","=""0510611""","Male","*"
"Fairfield School District","Mill Hill School","=""0510711""","Female",0.0
"Fairfield School District","Mill Hill School","=""0510711""","Male","*"
"Fairfield School District","North Stratfield School","=""0511611""","Female","*"
"Fairfield School District","North Stratfield School","=""0511611""","Male","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Female","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Male","*"
"Fairfield School District","Riverfield School","=""0511211""","Female",0.0
"Fairfield School District","Riverfield School","=""0511211""","Male","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Female",4.4
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Male",5.3
"Fairfield School District","Sherman School","=""0511311""","Female",0.0
"Fairfield School District","Sherman School","=""0511311""","Male","*"
"Fairfield School District","Stratfield School","=""0511411""","Female","*"
"Fairfield School District","Stratfield School","=""0511411""","Male","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Female",7.2
"Fairfield School District","Tomlinson Middle School","=""0515111""","Male",4.2
"Farmington School District","East Farms School","=""0520411""","Female","*"
"Farmington School District","East Farms School","=""0520411""","Male","*"
"Farmington School District","Farmington High School","=""0526111""","Female",10.1
"Farmington School District","Farmington High School","=""0526111""","Male",9.4
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Female",5.8
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Male",6.4
"Farmington School District","Noah Wallace School","=""0520211""","Female",5.9
"Farmington School District","Noah Wallace School","=""0520211""","Male",5.3
"Farmington School District","Union School","=""0520111""","Female",3.8
"Farmington School District","Union School","=""0520111""","Male",6.5
"Farmington School District","West District School","=""0520311""","Female",3.8
"Farmington School District","West District School","=""0520311""","Male",4.3
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Female",4.0
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Male",7.0
"Franklin School District","Franklin Elementary School","=""0530111""","Female","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Male","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Female","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Male","*"
"Glastonbury School District","Eastbury School","=""0540311""","Female","*"
"Glastonbury School District","Eastbury School","=""0540311""","Male","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Female","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Male","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Female",4.9
"Glastonbury School District","Glastonbury High School","=""0546111""","Male",3.8
"Glastonbury School District","Hebron Avenue School","=""0540411""","Female","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Male","*"
"Glastonbury School District","Hopewell School","=""0540611""","Female","*"
"Glastonbury School District","Hopewell School","=""0540611""","Male","*"
"Glastonbury School District","Naubuc School","=""0540711""","Female",2.5
"Glastonbury School District","Naubuc School","=""0540711""","Male",5.9
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Female",3.7
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Male",3.6
"Glastonbury School District","Smith Middle School","=""0545211""","Female",2.6
"Glastonbury School District","Smith Middle School","=""0545211""","Male",2.5
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Female",7.1
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Male",4.9
"Granby School District","Granby Memorial High School","=""0566111""","Female",4.0
"Granby School District","Granby Memorial High School","=""0566111""","Male",3.1
"Granby School District","Granby Memorial Middle School","=""0565111""","Female",7.5
"Granby School District","Granby Memorial Middle School","=""0565111""","Male",8.3
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Female","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Male","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Female","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Male","*"
"Greenwich School District","Central Middle School","=""0575111""","Female",8.8
"Greenwich School District","Central Middle School","=""0575111""","Male",10.8
"Greenwich School District","Cos Cob School","=""0570211""","Female",4.7
"Greenwich School District","Cos Cob School","=""0570211""","Male",6.1
"Greenwich School District","Eastern Middle School","=""0575211""","Female",7.5
"Greenwich School District","Eastern Middle School","=""0575211""","Male",5.1
"Greenwich School District","Glenville School","=""0570411""","Female",6.8
"Greenwich School District","Glenville School","=""0570411""","Male",4.9
"Greenwich School District","Greenwich High School","=""0576111""","Female",10.5
"Greenwich School District","Greenwich High School","=""0576111""","Male",10.5
"Greenwich School District","Hamilton Avenue School","=""0570511""","Female",6.1
"Greenwich School District","Hamilton Avenue School","=""0570511""","Male",11.4
"Greenwich School District","International School At Dundee","=""0571311""","Female",6.5
"Greenwich School District","International School At Dundee","=""0571311""","Male",6.6
"Greenwich School District","Julian Curtiss School","=""0570311""","Female",9.5
"Greenwich School District","Julian Curtiss School","=""0570311""","Male",4.1
"Greenwich School District","New Lebanon School","=""0570611""","Female",6.3
"Greenwich School District","New Lebanon School","=""0570611""","Male",9.3
"Greenwich School District","North Mianus School","=""0570711""","Female",6.7
"Greenwich School District","North Mianus School","=""0570711""","Male",5.8
"Greenwich School District","North Street School","=""0570811""","Female",5.4
"Greenwich School District","North Street School","=""0570811""","Male",6.3
"Greenwich School District","Old Greenwich School","=""0570911""","Female",6.6
"Greenwich School District","Old Greenwich School","=""0570911""","Male",4.0
"Greenwich School District","Parkway School","=""0571111""","Female",11.8
"Greenwich School District","Parkway School","=""0571111""","Male",10.3
"Greenwich School District","Riverside School","=""0571011""","Female",4.7
"Greenwich School District","Riverside School","=""0571011""","Male",4.7
"Greenwich School District","Western Middle School","=""0575311""","Female",9.5
"Greenwich School District","Western Middle School","=""0575311""","Male",5.8
"Griswold School District","Griswold Elementary School","=""0580311""","Female",7.6
"Griswold School District","Griswold Elementary School","=""0580311""","Male",6.9
"Griswold School District","Griswold High School","=""0586211""","Female",14.4
"Griswold School District","Griswold High School","=""0586211""","Male",16.7
"Griswold School District","Griswold Middle School","=""0585111""","Female",8.3
"Griswold School District","Griswold Middle School","=""0585111""","Male",9.8
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Female",6.4
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Male",9.1
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Female",18.9
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Male",20.3
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Female",18.9
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Male",20.3
"Groton School District","Charles Barnum School","=""0591811""","Female",6.5
"Groton School District","Charles Barnum School","=""0591811""","Male",11.9
"Groton School District","Mary Morrisson School","=""0591711""","Female",9.0
"Groton School District","Mary Morrisson School","=""0591711""","Male",7.5
"Groton School District","Northeast Academy Elementary School","=""0591911""","Female",4.1
"Groton School District","Northeast Academy Elementary School","=""0591911""","Male",4.8
"Groton School District","Pleasant Valley School","=""0591211""","Female",7.7
"Groton School District","Pleasant Valley School","=""0591211""","Male",11.2
"Groton School District","Robert E. Fitch High School","=""0596111""","Female",24.5
"Groton School District","Robert E. Fitch High School","=""0596111""","Male",21.8
"Groton School District","S. B. Butler School","=""0590111""","Female",7.2
"Groton School District","S. B. Butler School","=""0590111""","Male",4.3
"Groton School District","West Side Middle School","=""0595211""","Female",10.9
"Groton School District","West Side Middle School","=""0595211""","Male",12.6
"Guilford School District","A. Baldwin Middle School","=""0600711""","Female",3.8
"Guilford School District","A. Baldwin Middle School","=""0600711""","Male",6.9
"Guilford School District","A. W. Cox School","=""0600611""","Female","*"
"Guilford School District","A. W. Cox School","=""0600611""","Male","*"
"Guilford School District","Calvin Leete School","=""0600411""","Female","*"
"Guilford School District","Calvin Leete School","=""0600411""","Male","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Female",7.9
"Guilford School District","E. C. Adams Middle School","=""0605111""","Male",9.3
"Guilford School District","Guilford High School","=""0606111""","Female",10.9
"Guilford School District","Guilford High School","=""0606111""","Male",11.2
"Guilford School District","Guilford Lakes School","=""0600211""","Female","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Male","*"
"Guilford School District","Melissa Jones School","=""0600311""","Female",3.6
"Guilford School District","Melissa Jones School","=""0600311""","Male",4.4
"Hamden School District","Alice Peck Learning Center","=""0628011""","Female","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Male","*"
"Hamden School District","Bear Path School","=""0621211""","Female",3.4
"Hamden School District","Bear Path School","=""0621211""","Male",4.8
"Hamden School District","Church Street School","=""0620211""","Female",11.2
"Hamden School District","Church Street School","=""0620211""","Male",14.8
"Hamden School District","Dunbar Hill School","=""0620311""","Female",11.1
"Hamden School District","Dunbar Hill School","=""0620311""","Male",12.7
"Hamden School District","Hamden High School","=""0626111""","Female",23.0
"Hamden School District","Hamden High School","=""0626111""","Male",24.2
"Hamden School District","Hamden Middle School","=""0625211""","Female",15.4
"Hamden School District","Hamden Middle School","=""0625211""","Male",16.8
"Hamden School District","Helen Street School","=""0620411""","Female","*"
"Hamden School District","Helen Street School","=""0620411""","Male","*"
"Hamden School District","Ridge Hill School","=""0621111""","Female",12.9
"Hamden School District","Ridge Hill School","=""0621111""","Male",15.1
"Hamden School District","Shepherd Glen School","=""0620111""","Female",13.4
"Hamden School District","Shepherd Glen School","=""0620111""","Male",13.1
"Hamden School District","Spring Glen School","=""0621011""","Female",3.8
"Hamden School District","Spring Glen School","=""0621011""","Male",9.5
"Hamden School District","West Woods School","=""0621411""","Female",7.1
"Hamden School District","West Woods School","=""0621411""","Male",7.5
"Hampton School District","Hampton Elementary School","=""0630111""","Female","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Male","*"
"Hartford School District","Asian Studies Academy","=""0640711""","Female",26.5
"Hartford School District","Asian Studies Academy","=""0640711""","Male",31.6
"Hartford School District","Batchelder School","=""0640411""","Female",21.1
"Hartford School District","Batchelder School","=""0640411""","Male",26.2
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Female",15.6
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Male",15.4
"Hartford School District","Breakthrough Magnet School","=""0643311""","Female",4.5
"Hartford School District","Breakthrough Magnet School","=""0643311""","Male",5.0
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Female",40.3
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Male",46.9
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Female",53.7
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Male",48.3
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Female",41.5
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Male",48.3
"Hartford School District","Burr School","=""0642311""","Female",21.3
"Hartford School District","Burr School","=""0642311""","Male",16.3
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Female",4.3
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Male",2.6
"Hartford School District","Clark School","=""0642411""","Female",45.5
"Hartford School District","Clark School","=""0642411""","Male",46.7
"Hartford School District","Classical Magnet School","=""0646411""","Female","*"
"Hartford School District","Classical Magnet School","=""0646411""","Male","*"
"Hartford School District","Culinary Arts Academy","=""0646011""","Female",68.6
"Hartford School District","Culinary Arts Academy","=""0646011""","Male",69.1
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Female",16.8
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Male",15.3
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""","Female",0.0
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""","Male","*"
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Female",35.0
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Male",41.0
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female",9.5
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Male",9.6
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Female",20.2
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Male",22.3
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Female",27.4
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Male",27.7
"Hartford School District","Global Communications Academy","=""0643611""","Female",17.1
"Hartford School District","Global Communications Academy","=""0643611""","Male",23.8
"Hartford School District","Great Path Academy High School at MCC","=""0647911""","Female",16.0
"Hartford School District","Great Path Academy High School at MCC","=""0647911""","Male",17.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",60.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",62.3
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Female",60.0
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Male",68.7
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Female",50.4
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Male",53.0
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Female",4.4
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Male",4.4
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Female","*"
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Male","*"
"Hartford School District","High School Inc.","=""0647611""","Female",48.0
"Hartford School District","High School Inc.","=""0647611""","Male",45.7
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Female",65.9
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Male",63.4
"Hartford School District","Kennelly School","=""0641011""","Female",18.6
"Hartford School District","Kennelly School","=""0641011""","Male",24.1
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Female",27.0
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Male",20.1
"Hartford School District","M. L. King School","=""0641611""","Female",21.5
"Hartford School District","M. L. King School","=""0641611""","Male",21.6
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Female",39.3
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Male",48.2
"Hartford School District","Milner Elementary School","=""0641911""","Female",35.8
"Hartford School District","Milner Elementary School","=""0641911""","Male",33.1
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Female",9.2
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""","Male",10.4
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Female",5.6
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Male",9.4
"Hartford School District","OPPortunity High School","=""0647811""","Female",60.5
"Hartford School District","OPPortunity High School","=""0647811""","Male",60.0
"Hartford School District","Parkville Community School","=""0641511""","Female",18.4
"Hartford School District","Parkville Community School","=""0641511""","Male",19.5
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Female",20.5
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Male",13.0
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Female",10.0
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Male",8.4
"Hartford School District","Renzulli Academy","=""0644011""","Female",13.9
"Hartford School District","Renzulli Academy","=""0644011""","Male",18.4
"Hartford School District","SAND School","=""0640111""","Female",40.5
"Hartford School District","SAND School","=""0640111""","Male",38.9
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Female","*"
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Male","*"
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Female",22.2
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Male",25.9
"Hartford School District","Sanchez School","=""0643011""","Female",24.5
"Hartford School District","Sanchez School","=""0643011""","Male",30.0
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Female",14.1
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Male",14.5
"Hartford School District","Simpson-Waverly School","=""0642611""","Female",30.6
"Hartford School District","Simpson-Waverly School","=""0642611""","Male",27.7
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Female",18.2
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Male",13.6
"Hartford School District","University High of Science and Engineering","=""0646711""","Female",12.5
"Hartford School District","University High of Science and Engineering","=""0646711""","Male",9.8
"Hartford School District","West Middle School","=""0642111""","Female",20.3
"Hartford School District","West Middle School","=""0642111""","Male",19.3
"Hartland School District","Hartland School","=""0650111""","Female","*"
"Hartland School District","Hartland School","=""0650111""","Male","*"
"Hebron School District","Gilead Hill School","=""0670211""","Female","*"
"Hebron School District","Gilead Hill School","=""0670211""","Male","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Female",3.3
"Hebron School District","Hebron Elementary School","=""0670111""","Male",3.3
"Highville Charter School District","Highville Charter School","=""2860113""","Female",5.9
"Highville Charter School District","Highville Charter School","=""2860113""","Male",5.6
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Female",6.4
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Male",8.7
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Female",11.4
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Male",7.5
"Jumoke Academy District","Jumoke Academy","=""2610113""","Female",5.7
"Jumoke Academy District","Jumoke Academy","=""2610113""","Male",6.5
"Kent School District","Kent Center School","=""0680111""","Female","*"
"Kent School District","Kent Center School","=""0680111""","Male","*"
"Killingly School District","Killingly Central School","=""0690111""","Female",16.5
"Killingly School District","Killingly Central School","=""0690111""","Male",12.5
"Killingly School District","Killingly High School","=""0696111""","Female",21.5
"Killingly School District","Killingly High School","=""0696111""","Male",23.8
"Killingly School District","Killingly Intermediate School","=""0695211""","Female",11.9
"Killingly School District","Killingly Intermediate School","=""0695211""","Male",11.9
"Killingly School District","Killingly Memorial School","=""0690311""","Female",12.5
"Killingly School District","Killingly Memorial School","=""0690311""","Male",10.6
"Learn","Connecticut River Academy","=""2456014""","Female",42.1
"Learn","Connecticut River Academy","=""2456014""","Male",29.9
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Female","*"
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Male","*"
"Learn","Learn Special Education","=""2459014""","Female","*"
"Learn","Learn Special Education","=""2459014""","Male","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",13.9
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",10.9
"Learn","Regional Multicultural Magnet School","=""2450114""","Female",43.9
"Learn","Regional Multicultural Magnet School","=""2450114""","Male",37.1
"Learn","The Friendship School","=""2450214""","Female",26.5
"Learn","The Friendship School","=""2450214""","Male",21.6
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Female","*"
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Male","*"
"Lebanon School District","Lebanon Elementary School","=""0710111""","Female",8.4
"Lebanon School District","Lebanon Elementary School","=""0710111""","Male",4.5
"Lebanon School District","Lebanon Middle School","=""0715111""","Female",4.1
"Lebanon School District","Lebanon Middle School","=""0715111""","Male",5.7
"Lebanon School District","Lyman Memorial High School","=""0716211""","Female",28.0
"Lebanon School District","Lyman Memorial High School","=""0716211""","Male",22.8
"Ledyard School District","Gales Ferry School","=""0720211""","Female",15.2
"Ledyard School District","Gales Ferry School","=""0720211""","Male",13.8
"Ledyard School District","Gallup Hill School","=""0720411""","Female",9.0
"Ledyard School District","Gallup Hill School","=""0720411""","Male",7.0
"Ledyard School District","Juliet W. Long School","=""0720311""","Female",5.6
"Ledyard School District","Juliet W. Long School","=""0720311""","Male",13.5
"Ledyard School District","Ledyard Center School","=""0720111""","Female",5.8
"Ledyard School District","Ledyard Center School","=""0720111""","Male",8.8
"Ledyard School District","Ledyard High School","=""0726111""","Female",9.0
"Ledyard School District","Ledyard High School","=""0726111""","Male",5.5
"Ledyard School District","Ledyard Middle School","=""0725111""","Female",5.9
"Ledyard School District","Ledyard Middle School","=""0725111""","Male",6.1
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Female","*"
"Lisbon School District","Community Connection - The Big Picture High School","=""0736011""","Male","*"
"Lisbon School District","Lisbon Central School","=""0730111""","Female",5.9
"Lisbon School District","Lisbon Central School","=""0730111""","Male",6.5
"Litchfield School District","Center School","=""0740211""","Female",8.2
"Litchfield School District","Center School","=""0740211""","Male",5.8
"Litchfield School District","Litchfield High School","=""0746111""","Female",10.1
"Litchfield School District","Litchfield High School","=""0746111""","Male",8.2
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Female",4.6
"Litchfield School District","Litchfield Intermediate School","=""0740311""","Male",4.9
"Madison School District","Daniel Hand High School","=""0766111""","Female",2.5
"Madison School District","Daniel Hand High School","=""0766111""","Male",1.6
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Female",4.6
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""","Male",4.8
"Madison School District","Island Avenue Elementary School","=""0760211""","Female","*"
"Madison School District","Island Avenue Elementary School","=""0760211""","Male","*"
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Female","*"
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""","Male","*"
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Female","*"
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""","Male","*"
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Female",6.2
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""","Male",5.3
"Manchester School District","Bowers School","=""0770111""","Female",11.3
"Manchester School District","Bowers School","=""0770111""","Male",6.8
"Manchester School District","Buckley School","=""0770311""","Female",6.7
"Manchester School District","Buckley School","=""0770311""","Male",4.8
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Female",8.0
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""","Male",9.3
"Manchester School District","Highland Park School","=""0770411""","Female",8.3
"Manchester School District","Highland Park School","=""0770411""","Male",7.0
"Manchester School District","Illing Middle School","=""0775311""","Female",12.1
"Manchester School District","Illing Middle School","=""0775311""","Male",14.3
"Manchester School District","Keeney School","=""0770611""","Female",7.0
"Manchester School District","Keeney School","=""0770611""","Male",9.2
"Manchester School District","Manchester High School","=""0776111""","Female",19.6
"Manchester School District","Manchester High School","=""0776111""","Male",19.7
"Manchester School District","Manchester Regional Academy","=""0779011""","Female",73.1
"Manchester School District","Manchester Regional Academy","=""0779011""","Male",48.5
"Manchester School District","Manchester Transition Center","=""0779111""","Female","*"
"Manchester School District","Manchester Transition Center","=""0779111""","Male","*"
"Manchester School District","Martin School","=""0771611""","Female",7.4
"Manchester School District","Martin School","=""0771611""","Male",9.9
"Manchester School District","Robertson School","=""0771011""","Female",7.7
"Manchester School District","Robertson School","=""0771011""","Male",9.0
"Manchester School District","Verplanck School","=""0771211""","Female",11.0
"Manchester School District","Verplanck School","=""0771211""","Male",12.0
"Manchester School District","Waddell School","=""0771311""","Female",5.6
"Manchester School District","Waddell School","=""0771311""","Male",7.1
"Manchester School District","Washington School","=""0771411""","Female",14.5
"Manchester School District","Washington School","=""0771411""","Male",18.8
"Mansfield School District","Annie E. Vinton School","=""0780411""","Female",7.0
"Mansfield School District","Annie E. Vinton School","=""0780411""","Male",6.7
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Female","*"
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","Male","*"
"Mansfield School District","Mansfield Middle School School","=""0785111""","Female",7.5
