"Chronic Absenteeism, 2014-15"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Category","% Chronically Absent"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Not Eligible For Lunch",4.3
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","School",5.0
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Special Education",14.6
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Two or More Races","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","White",4.6
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Eligible For Reduced Lunch","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Kindergarten",9.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Asian","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Black or African American","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELL","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Eligible For Free Lunch",13.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Female",3.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Grade   1","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Grade   2","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Grade   3","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Hispanic/Latino of any race",8.4
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Male",7.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Non-ELL",5.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Non-Special Education",5.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Not Eligible For Lunch",3.4
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","School",5.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Special Education","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Two or More Races","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","White",4.7
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Eligible For Reduced Lunch","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Asian",0.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Black or African American","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","ELL","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Free Lunch",7.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Female",4.2
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Grade   9","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Grade 10",3.3
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Grade 11",4.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Hispanic/Latino of any race","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Male",3.7
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-ELL",4.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-Special Education",3.1
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Not Eligible For Lunch",3.4
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","School",3.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Special Education",10.4
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Two or More Races",0.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","White",4.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible For Reduced Lunch","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Grade 12",6.2
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Asian","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Black or African American","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELL","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Eligible For Free Lunch",15.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Female",5.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Grade   6",4.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Grade   7",6.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Grade   8",8.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Hispanic/Latino of any race",7.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Male",6.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Native Hawaiian or Other Pacific Islander","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Non-ELL",6.3
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Non-Special Education",5.4
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Not Eligible For Lunch",4.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","School",6.3
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Special Education",12.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Two or More Races","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","White",5.3
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Eligible For Reduced Lunch","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Kindergarten","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Asian","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Black or African American","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELL",0.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Eligible For Free Lunch","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Female","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Grade   1","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Grade   2","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Grade   3",6.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Hispanic/Latino of any race",0.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Male",4.7
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Native Hawaiian or Other Pacific Islander","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Non-ELL",3.4
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Non-Special Education",3.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Not Eligible For Lunch",3.1
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","School",3.2
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Special Education","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Two or More Races","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","White",3.6
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Eligible For Reduced Lunch","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Asian","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Black or African American","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","ELL","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Eligible For Free Lunch",9.5
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Female",3.2
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Grade   4","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Grade   5",3.8
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Hispanic/Latino of any race","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Male","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Native Hawaiian or Other Pacific Islander","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Non-ELL",2.1
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Non-Special Education",2.8
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Not Eligible For Lunch","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","School",2.6
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Special Education",0.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Two or More Races","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","White",2.5
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","American Indian or Alaska Native","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Asian","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Black or African American",9.8
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","ELL","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Free Lunch",17.6
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",8.6
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Grade   9",15.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Grade 10",7.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Grade 11",7.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Hispanic/Latino of any race",15.8
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",11.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Native Hawaiian or Other Pacific Islander","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-ELL",10.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-Special Education",7.9
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Not Eligible For Lunch",5.4
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","School",10.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Special Education",22.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","White","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Grade 12",11.2
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Asian","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Black or African American",3.9
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","ELL","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible For Free Lunch",6.9
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Female",8.2
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Grade   5",7.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Grade   6","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Hispanic/Latino of any race","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Male","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Non-ELL",5.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Non-Special Education",5.3
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Not Eligible For Lunch","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","School",5.7
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Special Education","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","White","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Asian","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Black or African American",6.4
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","ELL","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible For Free Lunch",10.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Female",8.8
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Grade   7",6.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Grade   8",7.3
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Hispanic/Latino of any race","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Male",5.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Non-ELL",7.2
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Non-Special Education",6.1
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Not Eligible For Lunch","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","School",7.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Special Education","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","White","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Asian","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Black or African American",8.8
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","ELL","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Free Lunch",14.5
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Female",10.1
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade   6","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade   7",17.6
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade   8","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade   9","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade 10","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade 11","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Hispanic/Latino of any race","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Male",11.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Non-ELL",10.2
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Non-Special Education",11.1
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Not Eligible For Lunch",8.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","School",10.6
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Special Education","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","White",12.5
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Grade 12",0.0
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Kindergarten",7.7
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","American Indian or Alaska Native","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Asian","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Black or African American",4.6
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","ELL","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible For Free Lunch",9.6
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Female",4.3
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Grade   1",9.4
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Grade   2",4.7
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Hispanic/Latino of any race",28.6
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Male",9.9
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Non-ELL",6.6
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Non-Special Education",6.2
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Not Eligible For Lunch",4.2
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","School",7.0
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Special Education","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","White","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Black or African American","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","ELL","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible For Free Lunch","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Female","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Grade   9","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Grade 10","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Grade 11","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Male","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Non-ELL",66.7
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Non-Special Education","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Not Eligible For Lunch","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","School",68.2
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Special Education","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","White","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Grade 12","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Asian","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Black or African American",4.6
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","ELL","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Eligible For Free Lunch","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Female","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Grade   3",5.0
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Grade   4",4.7
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Hispanic/Latino of any race","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Male",6.8
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Native Hawaiian or Other Pacific Islander","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Non-ELL",4.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Non-Special Education",4.2
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Not Eligible For Lunch","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","School",4.8
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Special Education","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","White","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Eligible For Reduced Lunch","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Kindergarten",15.7
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","American Indian or Alaska Native","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Asian","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Black or African American","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","ELL","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible For Free Lunch","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Female","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Hispanic/Latino of any race","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Male","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Non-ELL",16.0
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Non-Special Education","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Not Eligible For Lunch","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","School",15.7
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Special Education","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Two or More Races","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","White","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible For Reduced Lunch","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Kindergarten","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Asian","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Black or African American","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","ELL","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible For Free Lunch",26.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Female",5.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   1",10.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   2",10.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   3","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   4","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   5","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   6","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   7",11.8
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Grade   8","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Hispanic/Latino of any race",26.7
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Male",5.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Non-ELL",6.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Non-Special Education",4.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Not Eligible For Lunch",2.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","School",5.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Special Education",13.8
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Two or More Races","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","White",3.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible For Reduced Lunch","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Asian","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Black or African American","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Free Lunch",26.1
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",6.4
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Grade   9",8.1
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Grade 10","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Grade 11","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Hispanic/Latino of any race","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",4.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-ELL",5.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-Special Education",4.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Not Eligible For Lunch","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","School",5.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Special Education","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Two or More Races","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","White",3.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible For Reduced Lunch","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Grade 12","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Kindergarten",43.4
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Black or African American",29.6
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Eligible For Free Lunch",31.9
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Female",38.9
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Grade   1","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Hispanic/Latino of any race","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Male",25.0
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Non-ELL",30.4
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Non-Special Education",30.3
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Not Eligible For Lunch","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","School",30.4
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Special Education","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Two or More Races","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","White","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Eligible For Reduced Lunch","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Kindergarten","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Asian","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Black or African American","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","ELL","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Eligible For Free Lunch","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Female","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Grade   1","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Grade   2","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Grade   3",0.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Grade   4",0.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Grade   5",0.0
