"Chronic Absenteeism, 2011-12"
", All Schools, English Learner Status"

"District","District Code","School","School Code","Category","% Chronically Absent"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Non-Special Education",7.0
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","School",6.9
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Special Education","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","Not Eligible For Lunch","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","White",5.0
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Kindergarten",15.5
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","American Indian or Alaska Native","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Asian","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Black or African American","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","ELL",18.2
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Eligible For Free Lunch",13.2
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Female",7.2
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Grade   1",8.7
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Grade   2",6.7
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Hispanic/Latino of any race","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Male",13.5
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Non-ELL",9.3
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Non-Special Education",10.6
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","School",10.4
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Special Education","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Two or More Races","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","Not Eligible For Lunch",9.5
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","White",10.8
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Asian","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Black or African American","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELL","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Eligible For Free Lunch",7.9
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Female",8.8
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Grade   2","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Grade   3",6.7
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Grade   4",7.1
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Grade   5","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Hispanic/Latino of any race","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Male","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Non-ELL",6.3
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Non-Special Education",5.1
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","School",6.1
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Special Education","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Two or More Races","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Not Eligible For Lunch",4.4
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","White",5.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Asian","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Black or African American",40.7
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELL",26.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Free Lunch",41.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Female",28.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Grade   8","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Hispanic/Latino of any race",33.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Male",28.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-ELL",28.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",27.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","School",28.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",37.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Two or More Races","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Eligible For Reduced Lunch",31.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Grade   9",25.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Grade 10",21.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Grade 11",31.7
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Grade 12",36.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Not Eligible For Lunch",21.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","White",27.2
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Asian","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Black or African American","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELL",0.0
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Eligible For Free Lunch","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Female","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Grade   3","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Grade   4","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Grade   5","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Hispanic/Latino of any race","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Male","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Non-ELL","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Non-Special Education","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","School","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Special Education","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Two or More Races","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Not Eligible For Lunch","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","White","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Asian","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Black or African American","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELL","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Eligible For Free Lunch",22.0
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Female",23.1
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Grade   6",12.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Grade   7",18.5
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Grade   8",20.3
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Hispanic/Latino of any race",11.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Male",11.8
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Native Hawaiian or Other Pacific Islander","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Non-ELL",17.7
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Non-Special Education",15.1
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","School",17.2
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Special Education",31.6
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Two or More Races","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Eligible For Reduced Lunch",12.6
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Not Eligible For Lunch",14.6
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","White",18.7
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Asian","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Black or African American","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELL","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Eligible For Free Lunch",19.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Female",18.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Grade   2","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Grade   3",17.3
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Grade   4",14.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Grade   5",11.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Hispanic/Latino of any race",11.8
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Male",17.4
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Non-ELL",19.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Non-Special Education",15.7
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","School",17.9
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Special Education",27.3
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Two or More Races","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Not Eligible For Lunch",19.7
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","White",22.1
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Kindergarten",9.8
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Asian","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Black or African American","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","ELL","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Eligible For Free Lunch",15.6
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Female",11.2
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Grade   1",11.1
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Grade   2",16.1
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Hispanic/Latino of any race","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Male",13.2
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Non-ELL",12.2
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Non-Special Education",10.5
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","School",12.1
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Special Education","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Two or More Races","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Not Eligible For Lunch",9.2
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","White",13.0
"East Haven School District","=""0440011""","Pathways","=""0449011""","Black or African American","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Eligible For Free Lunch",90.5
"East Haven School District","=""0440011""","Pathways","=""0449011""","Female","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade   6","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade   7","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade   8","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Hispanic/Latino of any race","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Male",94.7
"East Haven School District","=""0440011""","Pathways","=""0449011""","Non-ELL",95.7
"East Haven School District","=""0440011""","Pathways","=""0449011""","Non-Special Education","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","School",95.7
"East Haven School District","=""0440011""","Pathways","=""0449011""","Special Education",95.1
"East Haven School District","=""0440011""","Pathways","=""0449011""","Eligible For Reduced Lunch","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade   9","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade 10","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade 11","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Grade 12","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Not Eligible For Lunch",100.0
"East Haven School District","=""0440011""","Pathways","=""0449011""","White",94.1
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","American Indian or Alaska Native","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Asian","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Black or African American",0.0
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELL","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Free Lunch",16.9
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Female",7.8
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Hispanic/Latino of any race","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Male",8.9
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-ELL",8.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",7.1
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","School",8.3
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",16.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Two or More Races","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible For Reduced Lunch","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Grade   9",5.1
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Grade 10",8.6
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Grade 11",7.3
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Grade 12",12.1
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Not Eligible For Lunch",7.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","White",9.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Asian","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Black or African American","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELL","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible For Free Lunch",15.9
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Female",5.7
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Grade   5",4.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Grade   6",5.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Grade   7",3.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Grade   8",6.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Hispanic/Latino of any race","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Male",4.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Native Hawaiian or Other Pacific Islander","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Non-ELL",5.0
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Non-Special Education",3.4
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","School",5.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Special Education",16.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Two or More Races","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible For Reduced Lunch","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Not Eligible For Lunch",3.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","White",5.0
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Kindergarten","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Asian","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Black or African American","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELL","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible For Free Lunch","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Female","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Grade   1","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Grade   2","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Grade   3","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Grade   4","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Hispanic/Latino of any race","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Male",4.7
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Non-ELL",3.5
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Non-Special Education",3.1
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","School",3.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Special Education","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Two or More Races","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible For Reduced Lunch","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Not Eligible For Lunch",2.5
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","White",3.5
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Kindergarten",13.6
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Asian","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Black or African American","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELL","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible For Free Lunch","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Female",3.5
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Grade   1","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Grade   2","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Grade   3","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Grade   4","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Hispanic/Latino of any race","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Male",6.5
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Non-ELL",5.1
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Non-Special Education",4.4
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","School",5.0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Special Education","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Two or More Races","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible For Reduced Lunch","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Not Eligible For Lunch",4.2
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","White",4.8
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Kindergarten","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Asian","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Black or African American","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELL","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible For Free Lunch",0.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Female","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Grade   1","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Grade   2",0.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Grade   3","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Grade   4","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Hispanic/Latino of any race","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Male","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Non-ELL","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Non-Special Education","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","School","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Special Education","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Two or More Races","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible For Reduced Lunch","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Not Eligible For Lunch","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","White","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Kindergarten",14.6
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","American Indian or Alaska Native","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Asian",21.9
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Black or African American",12.2
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELL","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Eligible For Free Lunch",19.4
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Female",11.4
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Grade   1",14.9
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Grade   2",8.3
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Grade   3",8.9
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Grade   4",6.5
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Grade   6","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Hispanic/Latino of any race",14.3
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Male",10.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Non-ELL",10.3
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Non-Special Education",10.1
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","School",10.7
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Special Education",15.1
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Two or More Races","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Eligible For Reduced Lunch","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Not Eligible For Lunch",7.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","White",7.8
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Asian","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Black or African American",16.9
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELL","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Free Lunch",26.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Female",15.1
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Hispanic/Latino of any race",25.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Male",13.6
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Native Hawaiian or Other Pacific Islander","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-ELL",14.4
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",12.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","School",14.4
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",29.4
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Two or More Races","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Eligible For Reduced Lunch","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Grade   9",11.8
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Grade 10",16.7
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Grade 11",14.1
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Grade 12",14.8
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Not Eligible For Lunch",9.3
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","White",13.6
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","American Indian or Alaska Native","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Asian","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Black or African American","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELL","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Eligible For Free Lunch",15.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Female",7.1
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Grade   5",9.1
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Grade   6",6.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Grade   7",6.5
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Grade   8",16.3
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Hispanic/Latino of any race","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Male",12.2
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Non-ELL",10.0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Non-Special Education",9.1
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","School",9.8
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Special Education",13.3
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Two or More Races","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Eligible For Reduced Lunch","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Grade 12","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Not Eligible For Lunch",6.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","White",10.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","American Indian or Alaska Native","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Black or African American","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELL","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Female",27.1
