"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Ellington School District","Ellington High School","=""0486111""","Not Eligible For Lunch",5.5
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Free Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Reduced Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Not Eligible For Lunch",4.9
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Free Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Not Eligible For Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Eligible For Free Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Not Eligible For Lunch",6.7
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Free Lunch",4.9
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Reduced Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Not Eligible For Lunch","*"
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Free Lunch",9.4
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Reduced Lunch",0.0
"Enfield School District","Edgar H. Parkman School","=""0491311""","Not Eligible For Lunch",2.5
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Free Lunch",13.0
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Reduced Lunch","*"
"Enfield School District","Eli Whitney School","=""0491611""","Not Eligible For Lunch",3.4
"Enfield School District","Enfield High School","=""0496111""","Eligible For Free Lunch",29.3
"Enfield School District","Enfield High School","=""0496111""","Eligible For Reduced Lunch",16.7
"Enfield School District","Enfield High School","=""0496111""","Not Eligible For Lunch",10.4
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Reduced Lunch","*"
"Enfield School District","Enfield Street School","=""0490211""","Not Eligible For Lunch",5.0
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Not Eligible For Lunch","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",27.8
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",15.7
"Enfield School District","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",10.4
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Free Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Reduced Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Not Eligible For Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Free Lunch",12.5
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Reduced Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Not Eligible For Lunch","*"
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Free Lunch",26.2
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Reduced Lunch","*"
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Not Eligible For Lunch",10.0
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Free Lunch","*"
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Reduced Lunch","*"
"Enfield School District","Nathan Hale School","=""0491111""","Not Eligible For Lunch",5.6
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Free Lunch",12.8
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Reduced Lunch","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Not Eligible For Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Free Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Reduced Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Not Eligible For Lunch","*"
"Explorations District","Explorations","=""2726113""","Eligible For Free Lunch",57.1
"Explorations District","Explorations","=""2726113""","Not Eligible For Lunch",32.7
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Free Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Not Eligible For Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Free Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Reduced Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Not Eligible For Lunch","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch",20.3
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch",23.5
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",5.3
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch",12.3
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch",13.0
"Fairfield School District","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",5.0
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Not Eligible For Lunch",4.7
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Free Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Not Eligible For Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Eligible For Free Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Eligible For Reduced Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Not Eligible For Lunch",0.0
"Fairfield School District","McKinley School","=""0510611""","Eligible For Free Lunch","*"
"Fairfield School District","McKinley School","=""0510611""","Eligible For Reduced Lunch",0.0
"Fairfield School District","McKinley School","=""0510611""","Not Eligible For Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Free Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Reduced Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Not Eligible For Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Free Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Reduced Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Not Eligible For Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Eligible For Free Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Eligible For Reduced Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Not Eligible For Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Free Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Not Eligible For Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Free Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Not Eligible For Lunch",4.0
"Fairfield School District","Sherman School","=""0511311""","Eligible For Free Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Not Eligible For Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Free Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Not Eligible For Lunch","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Free Lunch",10.0
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Reduced Lunch",0.0
"Fairfield School District","Tomlinson Middle School","=""0515111""","Not Eligible For Lunch",5.4
"Farmington School District","East Farms School","=""0520411""","Eligible For Free Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Eligible For Reduced Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Not Eligible For Lunch","*"
"Farmington School District","Farmington High School","=""0526111""","Eligible For Free Lunch",22.8
"Farmington School District","Farmington High School","=""0526111""","Eligible For Reduced Lunch",28.6
"Farmington School District","Farmington High School","=""0526111""","Not Eligible For Lunch",8.1
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Free Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Reduced Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Not Eligible For Lunch",4.2
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Free Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Reduced Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Not Eligible For Lunch",3.4
"Farmington School District","Union School","=""0520111""","Eligible For Free Lunch","*"
"Farmington School District","Union School","=""0520111""","Eligible For Reduced Lunch","*"
"Farmington School District","Union School","=""0520111""","Not Eligible For Lunch",3.8
"Farmington School District","West District School","=""0520311""","Eligible For Free Lunch","*"
"Farmington School District","West District School","=""0520311""","Eligible For Reduced Lunch","*"
"Farmington School District","West District School","=""0520311""","Not Eligible For Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Free Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Reduced Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Not Eligible For Lunch",3.7
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Free Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Reduced Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Not Eligible For Lunch",7.6
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Free Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Not Eligible For Lunch",1.7
"Glastonbury School District","Eastbury School","=""0540311""","Eligible For Free Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Not Eligible For Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Free Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Not Eligible For Lunch",1.7
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Free Lunch","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Not Eligible For Lunch",3.9
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Free Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Not Eligible For Lunch",2.4
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Free Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Not Eligible For Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Free Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Not Eligible For Lunch",3.8
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Free Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Not Eligible For Lunch",3.2
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Free Lunch","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Reduced Lunch",0.0
"Glastonbury School District","Smith Middle School","=""0545211""","Not Eligible For Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Free Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Reduced Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Not Eligible For Lunch",5.0
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",2.4
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Not Eligible For Lunch",6.2
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Free Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Reduced Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Not Eligible For Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Free Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Reduced Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Not Eligible For Lunch",3.0
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Free Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Not Eligible For Lunch",7.3
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Free Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Not Eligible For Lunch",4.5
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Free Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Not Eligible For Lunch",5.6
"Greenwich School District","Glenville School","=""0570411""","Eligible For Free Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Eligible For Reduced Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Not Eligible For Lunch","*"
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Free Lunch",18.6
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Reduced Lunch",9.5
"Greenwich School District","Greenwich High School","=""0576111""","Not Eligible For Lunch",9.6
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Free Lunch",12.6
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Reduced Lunch","*"
"Greenwich School District","Hamilton Avenue School","=""0570511""","Not Eligible For Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Free Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Reduced Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Not Eligible For Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Free Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Reduced Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Not Eligible For Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Free Lunch",10.8
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Reduced Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Not Eligible For Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Free Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Reduced Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Not Eligible For Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Eligible For Free Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Eligible For Reduced Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Not Eligible For Lunch",6.0
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Free Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Reduced Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Not Eligible For Lunch",5.3
"Greenwich School District","Parkway School","=""0571111""","Eligible For Free Lunch","*"
"Greenwich School District","Parkway School","=""0571111""","Not Eligible For Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Eligible For Free Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Not Eligible For Lunch","*"
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Free Lunch",15.7
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Reduced Lunch",13.0
"Greenwich School District","Western Middle School","=""0575311""","Not Eligible For Lunch",3.4
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Free Lunch",15.7
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Not Eligible For Lunch","*"
"Griswold School District","Griswold High School","=""0586211""","Eligible For Free Lunch","*"
"Griswold School District","Griswold High School","=""0586211""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold High School","=""0586211""","Not Eligible For Lunch",10.5
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Free Lunch",20.1
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Middle School","=""0585111""","Not Eligible For Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Free Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Reduced Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Not Eligible For Lunch",5.5
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Eligible For Free Lunch",21.7
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Eligible For Reduced Lunch","*"
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Not Eligible For Lunch",15.2
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Free Lunch",21.7
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Reduced Lunch","*"
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Not Eligible For Lunch",15.2
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Free Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Reduced Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Not Eligible For Lunch",8.3
"Groton School District","Mary Morrisson School","=""0591711""","Eligible For Free Lunch","*"
"Groton School District","Mary Morrisson School","=""0591711""","Eligible For Reduced Lunch",14.7
"Groton School District","Mary Morrisson School","=""0591711""","Not Eligible For Lunch","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Eligible For Free Lunch",11.1
"Groton School District","Northeast Academy Elementary School","=""0591911""","Eligible For Reduced Lunch","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Not Eligible For Lunch","*"
"Groton School District","Pleasant Valley School","=""0591211""","Eligible For Free Lunch",11.8
"Groton School District","Pleasant Valley School","=""0591211""","Eligible For Reduced Lunch","*"
"Groton School District","Pleasant Valley School","=""0591211""","Not Eligible For Lunch",6.3
"Groton School District","Robert E. Fitch High School","=""0596111""","Eligible For Free Lunch",34.3
"Groton School District","Robert E. Fitch High School","=""0596111""","Eligible For Reduced Lunch",20.8
"Groton School District","Robert E. Fitch High School","=""0596111""","Not Eligible For Lunch",19.0
"Groton School District","S. B. Butler School","=""0590111""","Eligible For Free Lunch","*"
"Groton School District","S. B. Butler School","=""0590111""","Eligible For Reduced Lunch","*"
"Groton School District","S. B. Butler School","=""0590111""","Not Eligible For Lunch","*"
"Groton School District","West Side Middle School","=""0595211""","Eligible For Free Lunch",17.8
"Groton School District","West Side Middle School","=""0595211""","Eligible For Reduced Lunch",8.6
"Groton School District","West Side Middle School","=""0595211""","Not Eligible For Lunch",7.3
"Guilford School District","A. Baldwin Middle School","=""0600711""","Eligible For Free Lunch","*"
"Guilford School District","A. Baldwin Middle School","=""0600711""","Eligible For Reduced Lunch","*"
"Guilford School District","A. Baldwin Middle School","=""0600711""","Not Eligible For Lunch",4.4
"Guilford School District","A. W. Cox School","=""0600611""","Eligible For Free Lunch","*"
"Guilford School District","A. W. Cox School","=""0600611""","Eligible For Reduced Lunch","*"
"Guilford School District","A. W. Cox School","=""0600611""","Not Eligible For Lunch","*"
"Guilford School District","Calvin Leete School","=""0600411""","Eligible For Free Lunch","*"
"Guilford School District","Calvin Leete School","=""0600411""","Eligible For Reduced Lunch","*"
"Guilford School District","Calvin Leete School","=""0600411""","Not Eligible For Lunch","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Eligible For Free Lunch","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Eligible For Reduced Lunch","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Not Eligible For Lunch",7.3
"Guilford School District","Guilford High School","=""0606111""","Eligible For Free Lunch",30.6
"Guilford School District","Guilford High School","=""0606111""","Eligible For Reduced Lunch",18.8
"Guilford School District","Guilford High School","=""0606111""","Not Eligible For Lunch",9.8
"Guilford School District","Guilford Lakes School","=""0600211""","Eligible For Free Lunch","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Eligible For Reduced Lunch","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Not Eligible For Lunch","*"
"Guilford School District","Melissa Jones School","=""0600311""","Eligible For Free Lunch","*"
"Guilford School District","Melissa Jones School","=""0600311""","Eligible For Reduced Lunch","*"
"Guilford School District","Melissa Jones School","=""0600311""","Not Eligible For Lunch",3.8
"Hamden School District","Alice Peck Learning Center","=""0628011""","Eligible For Free Lunch","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Not Eligible For Lunch","*"
"Hamden School District","Bear Path School","=""0621211""","Eligible For Free Lunch","*"
"Hamden School District","Bear Path School","=""0621211""","Eligible For Reduced Lunch","*"
"Hamden School District","Bear Path School","=""0621211""","Not Eligible For Lunch",4.3
"Hamden School District","Church Street School","=""0620211""","Eligible For Free Lunch","*"
"Hamden School District","Church Street School","=""0620211""","Eligible For Reduced Lunch",0.0
"Hamden School District","Church Street School","=""0620211""","Not Eligible For Lunch","*"
"Hamden School District","Dunbar Hill School","=""0620311""","Eligible For Free Lunch",19.8
"Hamden School District","Dunbar Hill School","=""0620311""","Eligible For Reduced Lunch","*"
"Hamden School District","Dunbar Hill School","=""0620311""","Not Eligible For Lunch","*"
"Hamden School District","Hamden High School","=""0626111""","Eligible For Free Lunch",38.8
"Hamden School District","Hamden High School","=""0626111""","Eligible For Reduced Lunch",25.9
"Hamden School District","Hamden High School","=""0626111""","Not Eligible For Lunch",17.5
"Hamden School District","Hamden Middle School","=""0625211""","Eligible For Free Lunch",24.3
"Hamden School District","Hamden Middle School","=""0625211""","Eligible For Reduced Lunch",17.7
"Hamden School District","Hamden Middle School","=""0625211""","Not Eligible For Lunch",11.6
"Hamden School District","Helen Street School","=""0620411""","Eligible For Free Lunch",10.1
"Hamden School District","Helen Street School","=""0620411""","Eligible For Reduced Lunch","*"
"Hamden School District","Helen Street School","=""0620411""","Not Eligible For Lunch","*"
"Hamden School District","Ridge Hill School","=""0621111""","Eligible For Free Lunch",20.1
"Hamden School District","Ridge Hill School","=""0621111""","Eligible For Reduced Lunch",0.0
"Hamden School District","Ridge Hill School","=""0621111""","Not Eligible For Lunch",9.8
"Hamden School District","Shepherd Glen School","=""0620111""","Eligible For Free Lunch",19.2
"Hamden School District","Shepherd Glen School","=""0620111""","Eligible For Reduced Lunch","*"
"Hamden School District","Shepherd Glen School","=""0620111""","Not Eligible For Lunch","*"
"Hamden School District","Spring Glen School","=""0621011""","Eligible For Free Lunch","*"
"Hamden School District","Spring Glen School","=""0621011""","Eligible For Reduced Lunch","*"
"Hamden School District","Spring Glen School","=""0621011""","Not Eligible For Lunch",4.4
"Hamden School District","West Woods School","=""0621411""","Eligible For Free Lunch","*"
"Hamden School District","West Woods School","=""0621411""","Eligible For Reduced Lunch","*"
"Hamden School District","West Woods School","=""0621411""","Not Eligible For Lunch",6.6
"Hampton School District","Hampton Elementary School","=""0630111""","Eligible For Free Lunch","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Eligible For Reduced Lunch","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Not Eligible For Lunch","*"
"Hartford School District","Asian Studies Academy","=""0640711""","Eligible For Free Lunch",29.2
"Hartford School District","Batchelder School","=""0640411""","Eligible For Free Lunch","*"
"Hartford School District","Batchelder School","=""0640411""","Not Eligible For Lunch","*"
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Eligible For Free Lunch",17.3
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Eligible For Reduced Lunch","*"
"Hartford School District","Breakthrough II Elementary School","=""0643511""","Not Eligible For Lunch","*"
"Hartford School District","Breakthrough Magnet School","=""0643311""","Eligible For Free Lunch","*"
"Hartford School District","Breakthrough Magnet School","=""0643311""","Eligible For Reduced Lunch",0.0
"Hartford School District","Breakthrough Magnet School","=""0643311""","Not Eligible For Lunch","*"
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Eligible For Free Lunch","*"
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Not Eligible For Lunch","*"
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Eligible For Free Lunch","*"
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Not Eligible For Lunch","*"
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Eligible For Free Lunch",44.9
"Hartford School District","Burr School","=""0642311""","Eligible For Free Lunch",18.6
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Eligible For Free Lunch",6.9
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Eligible For Reduced Lunch","*"
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Not Eligible For Lunch","*"
"Hartford School District","Clark School","=""0642411""","Eligible For Free Lunch",46.1
"Hartford School District","Classical Magnet School","=""0646411""","Eligible For Free Lunch",2.8
"Hartford School District","Classical Magnet School","=""0646411""","Eligible For Reduced Lunch",0.0
"Hartford School District","Classical Magnet School","=""0646411""","Not Eligible For Lunch",3.7
"Hartford School District","Culinary Arts Academy","=""0646011""","Eligible For Free Lunch",68.7
"Hartford School District","Culinary Arts Academy","=""0646011""","Eligible For Reduced Lunch","*"
"Hartford School District","Culinary Arts Academy","=""0646011""","Not Eligible For Lunch","*"
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Eligible For Free Lunch","*"
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Not Eligible For Lunch","*"
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""","Eligible For Free Lunch","*"
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Eligible For Free Lunch",39.0
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Eligible For Reduced Lunch","*"
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Not Eligible For Lunch","*"
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Eligible For Free Lunch","*"
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Not Eligible For Lunch","*"
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Eligible For Free Lunch","*"
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Not Eligible For Lunch","*"
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Eligible For Free Lunch","*"
