"Chronic Absenteeism, 2015-16"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Enfield School District","Eli Whitney School","=""0491611""","Female",7.8
"Enfield School District","Eli Whitney School","=""0491611""","Male",5.0
"Enfield School District","Enfield High School","=""0496111""","Female",19.0
"Enfield School District","Enfield High School","=""0496111""","Male",15.4
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Female","*"
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Male","*"
"Enfield School District","Enfield Street School","=""0490211""","Female",4.3
"Enfield School District","Enfield Street School","=""0490211""","Male",8.6
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Female","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Male","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Female",15.7
"Enfield School District","Enrico Fermi High School","=""0496211""","Male",12.8
"Enfield School District","Hazardville Memorial School","=""0490411""","Female",10.0
"Enfield School District","Hazardville Memorial School","=""0490411""","Male",10.4
"Enfield School District","Henry Barnard School","=""0491811""","Female",8.4
"Enfield School District","Henry Barnard School","=""0491811""","Male",14.9
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Female",14.1
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Male",15.3
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Female","*"
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Male","*"
"Enfield School District","Nathan Hale School","=""0491111""","Female",10.0
"Enfield School District","Nathan Hale School","=""0491111""","Male",4.9
"Enfield School District","Prudence Crandall School","=""0491511""","Female",6.7
"Enfield School District","Prudence Crandall School","=""0491511""","Male",6.2
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Male","*"
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Male","*"
"Essex School District","Essex Elementary School","=""0500111""","Female","*"
"Essex School District","Essex Elementary School","=""0500111""","Male","*"
"Explorations District","Explorations","=""2726113""","Female",30.9
"Explorations District","Explorations","=""2726113""","Male",30.0
"Fairfield School District","Burr Elementary School","=""0510211""","Female","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Male","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Female","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Male","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Female",6.6
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Male",4.2
"Fairfield School District","Fairfield School/Community Partnership","=""0510511""","Female","*"
"Fairfield School District","Fairfield School/Community Partnership","=""0510511""","Male","*"
"Fairfield School District","Fairfield Warde High School","=""0516211""","Female",4.8
"Fairfield School District","Fairfield Warde High School","=""0516211""","Male",4.7
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Female",2.6
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Male",2.4
"Fairfield School District","Holland Hill School","=""0510411""","Female",2.8
"Fairfield School District","Holland Hill School","=""0510411""","Male",4.7
"Fairfield School District","Jennings School","=""0511711""","Female","*"
"Fairfield School District","Jennings School","=""0511711""","Male","*"
"Fairfield School District","McKinley School","=""0510611""","Female","*"
"Fairfield School District","McKinley School","=""0510611""","Male","*"
"Fairfield School District","Mill Hill School","=""0510711""","Female","*"
"Fairfield School District","Mill Hill School","=""0510711""","Male","*"
"Fairfield School District","North Stratfield School","=""0511611""","Female",3.0
"Fairfield School District","North Stratfield School","=""0511611""","Male",2.8
"Fairfield School District","Osborn Hill School","=""0511811""","Female",2.6
"Fairfield School District","Osborn Hill School","=""0511811""","Male",4.7
"Fairfield School District","Riverfield School","=""0511211""","Female","*"
"Fairfield School District","Riverfield School","=""0511211""","Male","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Female",2.2
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Male",2.0
"Fairfield School District","Sherman School","=""0511311""","Female",3.2
"Fairfield School District","Sherman School","=""0511311""","Male",3.0
"Fairfield School District","Stratfield School","=""0511411""","Female","*"
"Fairfield School District","Stratfield School","=""0511411""","Male","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Female",4.7
"Fairfield School District","Tomlinson Middle School","=""0515111""","Male",5.8
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Female","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Male","*"
"Farmington School District","East Farms School","=""0520411""","Female",3.1
"Farmington School District","East Farms School","=""0520411""","Male",3.6
"Farmington School District","Farmington Alternative High School","=""0520611""","Female","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Male","*"
"Farmington School District","Farmington High School","=""0526111""","Female",5.1
"Farmington School District","Farmington High School","=""0526111""","Male",5.9
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Female",3.1
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Male",6.0
"Farmington School District","Noah Wallace School","=""0520211""","Female","*"
"Farmington School District","Noah Wallace School","=""0520211""","Male","*"
"Farmington School District","Union School","=""0520111""","Female",3.8
"Farmington School District","Union School","=""0520111""","Male",4.5
"Farmington School District","West District School","=""0520311""","Female","*"
"Farmington School District","West District School","=""0520311""","Male","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Female",1.8
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Male",4.5
"Franklin School District","Franklin Elementary School","=""0530111""","Female","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Male","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Female","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Male","*"
"Glastonbury School District","Eastbury School","=""0540311""","Female",0.0
"Glastonbury School District","Eastbury School","=""0540311""","Male","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Female","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Male","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Female",3.7
"Glastonbury School District","Glastonbury High School","=""0546111""","Male",3.4
"Glastonbury School District","Hebron Avenue School","=""0540411""","Female",0.0
"Glastonbury School District","Hebron Avenue School","=""0540411""","Male","*"
"Glastonbury School District","Hopewell School","=""0540611""","Female","*"
"Glastonbury School District","Hopewell School","=""0540611""","Male","*"
"Glastonbury School District","Links Academy","=""0540111""","Female","*"
"Glastonbury School District","Links Academy","=""0540111""","Male","*"
"Glastonbury School District","Links Transition","=""0541411""","Female","*"
"Glastonbury School District","Links Transition","=""0541411""","Male","*"
"Glastonbury School District","Naubuc School","=""0540711""","Female","*"
"Glastonbury School District","Naubuc School","=""0540711""","Male","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Female","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Male","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Female",1.1
"Glastonbury School District","Smith Middle School","=""0545211""","Male",2.6
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Female",5.6
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Male",5.6
"Granby School District","Granby Memorial High School","=""0566111""","Female",6.4
"Granby School District","Granby Memorial High School","=""0566111""","Male",4.7
"Granby School District","Granby Memorial Middle School","=""0565111""","Female",4.8
"Granby School District","Granby Memorial Middle School","=""0565111""","Male",6.8
"Granby School District","Kelly Lane Primary School","=""0560411""","Female","*"
"Granby School District","Kelly Lane Primary School","=""0560411""","Male","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Female","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Male","*"
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Female",13.5
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Male",16.7
"Greenwich School District","Central Middle School","=""0575111""","Female","*"
"Greenwich School District","Central Middle School","=""0575111""","Male","*"
"Greenwich School District","Community Connections","=""0571211""","Female","*"
"Greenwich School District","Community Connections","=""0571211""","Male","*"
"Greenwich School District","Cos Cob School","=""0570211""","Female","*"
"Greenwich School District","Cos Cob School","=""0570211""","Male","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Female","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Male","*"
"Greenwich School District","Glenville School","=""0570411""","Female","*"
"Greenwich School District","Glenville School","=""0570411""","Male","*"
"Greenwich School District","Greenwich Alternative High School","=""0571411""","Female","*"
"Greenwich School District","Greenwich Alternative High School","=""0571411""","Male","*"
"Greenwich School District","Greenwich High School","=""0576111""","Female",6.4
"Greenwich School District","Greenwich High School","=""0576111""","Male",6.0
"Greenwich School District","Hamilton Avenue School","=""0570511""","Female",6.1
"Greenwich School District","Hamilton Avenue School","=""0570511""","Male",6.7
"Greenwich School District","International School At Dundee","=""0571311""","Female","*"
"Greenwich School District","International School At Dundee","=""0571311""","Male","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Female","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Male","*"
"Greenwich School District","New Lebanon School","=""0570611""","Female","*"
"Greenwich School District","New Lebanon School","=""0570611""","Male","*"
"Greenwich School District","North Mianus School","=""0570711""","Female","*"
"Greenwich School District","North Mianus School","=""0570711""","Male","*"
"Greenwich School District","North Street School","=""0570811""","Female","*"
"Greenwich School District","North Street School","=""0570811""","Male","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Female","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Male","*"
"Greenwich School District","Parkway School","=""0571111""","Female","*"
"Greenwich School District","Parkway School","=""0571111""","Male","*"
"Greenwich School District","Riverside School","=""0571011""","Female","*"
"Greenwich School District","Riverside School","=""0571011""","Male","*"
"Greenwich School District","Western Middle School","=""0575311""","Female",2.3
"Greenwich School District","Western Middle School","=""0575311""","Male",4.2
"Griswold School District","Griswold Alternative School","=""0580111""","Female","*"
"Griswold School District","Griswold Alternative School","=""0580111""","Male","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Female",3.5
"Griswold School District","Griswold Elementary School","=""0580311""","Male",5.1
"Griswold School District","Griswold High School","=""0586211""","Female",13.5
"Griswold School District","Griswold High School","=""0586211""","Male",12.5
"Griswold School District","Griswold Middle School","=""0585111""","Female",7.9
"Griswold School District","Griswold Middle School","=""0585111""","Male",9.8
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Female",7.6
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Male",7.9
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Female",9.7
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Male",9.8
"Groton School District","Charles Barnum School","=""0591811""","Female","*"
"Groton School District","Charles Barnum School","=""0591811""","Male","*"
"Groton School District","Claude Chester School","=""0590311""","Female",8.4
"Groton School District","Claude Chester School","=""0590311""","Male",9.4
"Groton School District","Mary Morrisson School","=""0591711""","Female",10.6
"Groton School District","Mary Morrisson School","=""0591711""","Male",10.1
"Groton School District","New Beginnings Alternative Program","=""0590211""","Female","*"
"Groton School District","New Beginnings Alternative Program","=""0590211""","Male","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Female","*"
"Groton School District","Northeast Academy Elementary School","=""0591911""","Male","*"
"Groton School District","Pleasant Valley School","=""0591211""","Female",10.3
"Groton School District","Pleasant Valley School","=""0591211""","Male",7.5
"Groton School District","Robert E. Fitch High School","=""0596111""","Female",18.2
"Groton School District","Robert E. Fitch High School","=""0596111""","Male",19.0
"Groton School District","S. B. Butler School","=""0590111""","Female","*"
"Groton School District","S. B. Butler School","=""0590111""","Male","*"
"Groton School District","Virtual Learning Academy","=""0590611""","Female","*"
"Groton School District","Virtual Learning Academy","=""0590611""","Male","*"
"Groton School District","West Side Middle School","=""0595211""","Female",11.0
"Groton School District","West Side Middle School","=""0595211""","Male",16.2
"Guilford School District","A. Baldwin Middle School","=""0600711""","Female",5.1
"Guilford School District","A. Baldwin Middle School","=""0600711""","Male",6.5
"Guilford School District","A. W. Cox School","=""0600611""","Female","*"
"Guilford School District","A. W. Cox School","=""0600611""","Male","*"
"Guilford School District","Calvin Leete School","=""0600411""","Female","*"
"Guilford School District","Calvin Leete School","=""0600411""","Male","*"
"Guilford School District","E. C. Adams Middle School","=""0605111""","Female",4.3
"Guilford School District","E. C. Adams Middle School","=""0605111""","Male",8.1
"Guilford School District","Guilford High School","=""0606111""","Female",4.9
"Guilford School District","Guilford High School","=""0606111""","Male",3.1
"Guilford School District","Guilford Lakes School","=""0600211""","Female","*"
"Guilford School District","Guilford Lakes School","=""0600211""","Male","*"
"Guilford School District","Melissa Jones School","=""0600311""","Female","*"
"Guilford School District","Melissa Jones School","=""0600311""","Male","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Female","*"
"Hamden School District","Alice Peck Learning Center","=""0628011""","Male","*"
"Hamden School District","Bear Path School","=""0621211""","Female",6.0
"Hamden School District","Bear Path School","=""0621211""","Male",4.9
"Hamden School District","Church Street School","=""0620211""","Female",9.5
"Hamden School District","Church Street School","=""0620211""","Male",11.5
"Hamden School District","Dunbar Hill School","=""0620311""","Female",9.5
"Hamden School District","Dunbar Hill School","=""0620311""","Male",5.2
"Hamden School District","Hamden Collaborative Learning Center","=""0620511""","Female","*"
"Hamden School District","Hamden Collaborative Learning Center","=""0620511""","Male","*"
"Hamden School District","Hamden High School","=""0626111""","Female",37.1
"Hamden School District","Hamden High School","=""0626111""","Male",31.9
"Hamden School District","Hamden Middle School","=""0625211""","Female",15.6
"Hamden School District","Hamden Middle School","=""0625211""","Male",16.7
"Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","Female","*"
"Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","Male","*"
"Hamden School District","Helen Street School","=""0620411""","Female",11.8
"Hamden School District","Helen Street School","=""0620411""","Male",8.6
"Hamden School District","Ridge Hill School","=""0621111""","Female",10.6
"Hamden School District","Ridge Hill School","=""0621111""","Male",14.6
"Hamden School District","Shepherd Glen School","=""0620111""","Female",11.7
"Hamden School District","Shepherd Glen School","=""0620111""","Male",9.9
"Hamden School District","Spring Glen School","=""0621011""","Female",7.3
"Hamden School District","Spring Glen School","=""0621011""","Male",7.2
"Hamden School District","West Woods School","=""0621411""","Female","*"
"Hamden School District","West Woods School","=""0621411""","Male","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Female","*"
"Hampton School District","Hampton Elementary School","=""0630111""","Male","*"
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Female",34.8
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","Male",34.9
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Female","*"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","Male","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Female","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","Male","*"
"Hartford School District","Autism Program - Simpson-Waverly","=""0649311""","Female","*"
"Hartford School District","Autism Program - Simpson-Waverly","=""0649311""","Male","*"
"Hartford School District","Autism Program-Burr School","=""0648611""","Female","*"
"Hartford School District","Autism Program-Burr School","=""0648611""","Male","*"
"Hartford School District","Batchelder School","=""0640411""","Female",21.3
"Hartford School District","Batchelder School","=""0640411""","Male",22.9
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Female",15.2
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","Male",18.1
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Female",11.1
"Hartford School District","Breakthrough II Magnet School","=""0643511""","Male",7.1
"Hartford School District","Breakthrough Magnet School","=""0643311""","Female",6.9
"Hartford School District","Breakthrough Magnet School","=""0643311""","Male",6.6
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Female",45.1
"Hartford School District","Bulkeley High School Lower School","=""0646111""","Male",44.4
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Female",48.7
"Hartford School District","Bulkeley High School Upper School","=""0647111""","Male",50.0
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Female",32.4
"Hartford School District","Burns Latino Studies Academy","=""0640611""","Male",35.6
"Hartford School District","Burr School","=""0642311""","Female",19.7
"Hartford School District","Burr School","=""0642311""","Male",25.7
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Female","*"
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","Male","*"
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Female",3.4
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","Male",6.3
"Hartford School District","Clark School","=""0642411""","Female",32.8
"Hartford School District","Clark School","=""0642411""","Male",25.4
"Hartford School District","Classical Magnet School","=""0646411""","Female",7.4
"Hartford School District","Classical Magnet School","=""0646411""","Male",8.6
"Hartford School District","Culinary Arts Academy","=""0646011""","Female",67.2
"Hartford School District","Culinary Arts Academy","=""0646011""","Male",62.0
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Female",18.2
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Male",21.0
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Female","*"
"Hartford School District","EDP - Bulkeley High School","=""0648311""","Male","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Female","*"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Male","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Female","*"
"Hartford School District","EDP - M.D. Fox","=""0645911""","Male","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Female","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","Male","*"
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Female",6.6
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Male",7.2
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Female",18.9
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""","Male",21.3
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Female",21.7
"Hartford School District","Fred D. Wish Museum School","=""0642211""","Male",30.1
"Hartford School District","Global Communications Academy","=""0643611""","Female",11.5
"Hartford School District","Global Communications Academy","=""0643611""","Male",12.7
"Hartford School District","Great Path Academy at MCC","=""0647911""","Female",11.5
"Hartford School District","Great Path Academy at MCC","=""0647911""","Male",7.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Female",37.5
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""","Male",43.2
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Female",55.6
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""","Male",61.2
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Female",52.2
"Hartford School District","HPHS Law and Government Academy","=""0647411""","Male",42.0
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Female",10.6
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""","Male",6.9
"Hartford School District","High School, Inc.","=""0647611""","Female",58.5
"Hartford School District","High School, Inc.","=""0647611""","Male",48.3
"Hartford School District","High Step Transition","=""0648411""","Female","*"
"Hartford School District","High Step Transition","=""0648411""","Male","*"
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Female",20.6
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""","Male",22.1
"Hartford School District","Kennelly School","=""0641011""","Female",24.4
"Hartford School District","Kennelly School","=""0641011""","Male",22.9
"Hartford School District","Kinsella Magnet School of Performing Arts","=""0641111""","Female",4.1
"Hartford School District","Kinsella Magnet School of Performing Arts","=""0641111""","Male",4.1
"Hartford School District","LC - Breakthrough II","=""0649511""","Female","*"
"Hartford School District","LC - Breakthrough II","=""0649511""","Male","*"
"Hartford School District","LC - Burns","=""0649611""","Female","*"
"Hartford School District","LC - Burns","=""0649611""","Male","*"
"Hartford School District","LC - Moylan","=""0649811""","Female","*"
"Hartford School District","LC - Moylan","=""0649811""","Male","*"
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Female",18.1
"Hartford School District","M. D. Fox Elementary School","=""0640811""","Male",21.5
"Hartford School District","M. L. King School","=""0641611""","Female",17.8
"Hartford School District","M. L. King School","=""0641611""","Male",30.8
"Hartford School District","MDP - Batchelder School","=""0644811""","Female","*"
"Hartford School District","MDP - Batchelder School","=""0644811""","Male","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Female","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","Male","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Female","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","Male","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Female","*"
"Hartford School District","MDP - Moylan School","=""0648511""","Male","*"
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Female",17.1
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""","Male",25.6
"Hartford School District","Milner Elementary School","=""0641911""","Female",25.1
"Hartford School District","Milner Elementary School","=""0641911""","Male",27.8
"Hartford School District","Montessori Magnet at Fisher School","=""0643711""","Female",8.8
"Hartford School District","Montessori Magnet at Fisher School","=""0643711""","Male",5.4
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Female","*"
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","Male","*"
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Female",3.3
"Hartford School District","Noah Webster Micro Society School","=""0642011""","Male",3.8
"Hartford School District","Parkville Community School","=""0641511""","Female",22.2
"Hartford School District","Parkville Community School","=""0641511""","Male",26.1
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Female",30.0
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""","Male",17.6
"Hartford School District","Renzulli Academy","=""0644011""","Female","*"
"Hartford School District","Renzulli Academy","=""0644011""","Male","*"
"Hartford School District","SAND School","=""0640111""","Female",24.6
"Hartford School District","SAND School","=""0640111""","Male",27.9
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Female",6.8
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""","Male",5.7
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Female","*"
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","Male","*"
"Hartford School District","Sanchez School","=""0643011""","Female",16.6
"Hartford School District","Sanchez School","=""0643011""","Male",17.2
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Female",16.8
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""","Male",19.9
"Hartford School District","Simpson-Waverly School","=""0642611""","Female",26.9
"Hartford School District","Simpson-Waverly School","=""0642611""","Male",32.6
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Female",17.6
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""","Male",13.5
"Hartford School District","University High School of Science and Engineering","=""0646711""","Female",10.4
"Hartford School District","University High School of Science and Engineering","=""0646711""","Male",10.8
"Hartford School District","West Middle School","=""0642111""","Female",16.6
"Hartford School District","West Middle School","=""0642111""","Male",28.9
"Hartford School District","EDP - Betances Early Reading Lab","=""0645811""","Male","*"
"Hartland School District","Hartland School","=""0650111""","Female","*"
"Hartland School District","Hartland School","=""0650111""","Male","*"
"Hebron School District","Gilead Hill School","=""0670211""","Female","*"
"Hebron School District","Gilead Hill School","=""0670211""","Male","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Female","*"
"Hebron School District","Hebron Elementary School","=""0670111""","Male","*"
"Highville Charter School District","Highville Charter School","=""2860113""","Female",7.3
"Highville Charter School District","Highville Charter School","=""2860113""","Male",6.7
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Female","*"
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""","Male","*"
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Female",6.2
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""","Male",8.3
"Jumoke Academy District","Jumoke Academy","=""2610113""","Female",5.9
"Jumoke Academy District","Jumoke Academy","=""2610113""","Male",6.8
"Kent School District","Kent Center School","=""0680111""","Female","*"
"Kent School District","Kent Center School","=""0680111""","Male","*"
"Killingly School District","Killingly Alternative Learning Program","=""0690611""","Female","*"
"Killingly School District","Killingly Alternative Learning Program","=""0690611""","Male","*"
"Killingly School District","Killingly Central School","=""0690111""","Female",11.1
"Killingly School District","Killingly Central School","=""0690111""","Male",9.3
"Killingly School District","Killingly High School","=""0696111""","Female",18.3
"Killingly School District","Killingly High School","=""0696111""","Male",18.2
"Killingly School District","Killingly Intermediate School","=""0695211""","Female",8.3
"Killingly School District","Killingly Intermediate School","=""0695211""","Male",11.8
"Killingly School District","Killingly Memorial School","=""0690311""","Female","*"
"Killingly School District","Killingly Memorial School","=""0690311""","Male","*"
"Learn","Connecticut River Academy","=""2456014""","Female",13.2
"Learn","Connecticut River Academy","=""2456014""","Male",7.5
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Female",11.0
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""","Male",9.2
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Female",17.9
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Male",15.7
"Learn","Learn ABA Program at Center School","=""2451214""","Female","*"
"Learn","Learn ABA Program at Center School","=""2451214""","Male","*"
"Learn","Learn Haynes Elementary Intensive Program","=""2451114""","Female","*"
"Learn","Learn Haynes Elementary Intensive Program","=""2451114""","Male","*"
"Learn","Learn High School ABA at MS","=""2450614""","Female","*"
"Learn","Learn High School ABA at MS","=""2450614""","Male","*"
"Learn","Learn Kelly Middle School Intensive Program","=""2450914""","Female","*"
"Learn","Learn Kelly Middle School Intensive Program","=""2450914""","Male","*"
"Learn","Learn Ledyard RICHES Program","=""2450714""","Female","*"
"Learn","Learn Ledyard RICHES Program","=""2450714""","Male","*"
"Learn","Learn SAILS Program at Salem","=""2451014""","Female","*"
"Learn","Learn SAILS Program at Salem","=""2451014""","Male","*"
"Learn","Learn STS 18-21 Year Old Program","=""2450414""","Female","*"
"Learn","Learn STS 18-21 Year Old Program","=""2450414""","Male","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Female",12.7
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Male",9.8
"Learn","Regional Multicultural Magnet School","=""2450114""","Female",6.4
"Learn","Regional Multicultural Magnet School","=""2450114""","Male",3.8
"Learn","The Friendship School","=""2450214""","Female",16.1
"Learn","The Friendship School","=""2450214""","Male",11.8
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Female","*"
"Learn","Three Rivers Middle College Magnet School","=""2456214""","Male","*"
"Learn","Learn Pathways Program","=""2450514""","Male","*"
"Learn","Learn SAILS Middle School Program","=""2450814""","Male","*"
"Lebanon School District","Lebanon Elementary School","=""0710111""","Female","*"
"Lebanon School District","Lebanon Elementary School","=""0710111""","Male","*"
"Lebanon School District","Lebanon Middle School","=""0715111""","Female","*"
"Lebanon School District","Lebanon Middle School","=""0715111""","Male","*"
"Lebanon School District","Lyman Memorial High School","=""0716211""","Female",9.9
"Lebanon School District","Lyman Memorial High School","=""0716211""","Male",12.4
"Ledyard School District","Gales Ferry School","=""0720211""","Female","*"
"Ledyard School District","Gales Ferry School","=""0720211""","Male","*"
"Ledyard School District","Gallup Hill School","=""0720411""","Female",10.3
"Ledyard School District","Gallup Hill School","=""0720411""","Male",6.2
"Ledyard School District","Juliet W. Long School","=""0720311""","Female","*"
"Ledyard School District","Juliet W. Long School","=""0720311""","Male","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Female","*"
"Ledyard School District","Ledyard Center School","=""0720111""","Male","*"
