"Chronic Absenteeism, Trend"
"State of Connecticut, All Schools, All Students"

"",,,"% Chronically Absent",,,,
"East Hartford School District","Dr. John A. Langford School","=""0432211""",2.0,13.2,17.4,15.9,12.6
"East Hartford School District","Dr. Franklin H. Mayberry School","=""0430611""",11.4,13.0,14.7,15.0,9.9
"East Hartford School District","Robert J. O'Brien School","=""0431811""",5.0,13.4,14.0,16.5,7.7
"East Hartford School District","East Hartford Middle School","=""0435111""",6.8,32.2,15.4,11.9,9.5
"East Hartford School District","East Hartford High School","=""0436211""",20.0,16.0,4.6,15.1,13.7
"East Hartford School District","Hartford Detention Center","=""3480315""","N/A","N/A","N/A","N/A","*"
"East Haven School District","Pathways","=""0449011""",95.7,54.2,47.1,"N/A","N/A"
"East Haven School District","Momauguin School","=""0440711""",17.9,12.5,11.4,9.2,17.1
"East Haven School District","D. C. Moore School","=""0441411""",6.9,4.9,8.1,4.9,6.1
"East Haven School District","Grove J. Tuttle School","=""0441011""","*",4.7,"*",4.9,6.0
"East Haven School District","Overbrook Elementary School","=""0441811""",12.1,11.5,8.9,9.7,13.5
"East Haven School District","Dominick H. Ferrara School","=""0441311""",6.1,10.0,9.4,6.9,6.9
"East Haven School District","Deer Run School","=""0440111""",10.4,7.1,9.0,7.9,7.2
"East Haven School District","Carbone School/East Haven Academy","=""0441711""",8.1,9.4,16.8,15.6,2.7
"East Haven School District","Joseph Melillo Middle School","=""0445111""",17.2,16.7,0.0,0.0,0.0
"East Haven School District","East Haven High School","=""0446111""",28.2,26.1,22.5,20.7,19.4
"East Lyme School District","Niantic Center School","=""0450211""","*","*","*","*",4.1
"East Lyme School District","Lillie B. Haynes School","=""0450411""",5.0,5.7,5.3,5.8,3.1
"East Lyme School District","Flanders School","=""0450111""",3.6,4.2,2.8,4.6,4.3
"East Lyme School District","East Lyme Middle School","=""0455111""",5.1,5.9,7.1,6.9,4.6
"East Lyme School District","East Lyme High School","=""0456111""",8.3,4.5,4.7,4.9,4.3
"East Lyme School District","Medically Fragile Program (WAVES)","=""0450711""","N/A","N/A","N/A","*","*"
"East Lyme School District","Post High School Transition Program","=""0450511""","N/A","N/A","N/A","*","*"
"East Lyme School District","Coastal Connections","=""0450611""","N/A","N/A","N/A","*",53.8
"East Windsor School District","East Windsor High School","=""0476111""",14.4,9.7,9.7,13.5,16.0
"East Windsor School District","East Windsor Middle School","=""0475411""",9.8,12.0,9.7,10.0,11.0
"East Windsor School District","Broad Brook Elementary School","=""0470111""",10.7,8.9,12.1,8.1,9.0
"East Windsor School District","East Windsor Transition Program","=""0470411""","N/A","N/A","N/A","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""",31.3,54.7,0.0,29.9,"N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""",5.9,100.0,42.3,53.4,57.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",24.6,63.4,"*",13.1,10.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Adolescent Principal Referred Expulsion Program","=""2539214""","N/A","*","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EastConn Special Education","=""2539014""","N/A","N/A","N/A","N/A",27.9
"Eastford School District","Eastford Elementary School","=""0390111""",5.7,5.9,5.2,5.8,"*"
"Easton School District","Helen Keller Middle School","=""0465111""",3.6,3.1,2.3,2.8,2.3
"Easton School District","Samuel Staples Elementary School","=""0460111""",4.4,3.3,2.4,2.2,1.4
"Education Connection","Education Connection Special Education","=""2429014""",50.0,58.1,58.3,65.4,"N/A"
"Education Connection","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""","N/A","N/A","N/A","N/A","*"
"Ellington School District","Center School","=""0480111""",3.4,2.9,2.9,3.9,"*"
"Ellington School District","Crystal Lake School","=""0480211""","*","*","*","*","*"
"Ellington School District","Windermere Intermediate School","=""0480711""",3.1,3.8,3.4,3.2,4.0
"Ellington School District","Ellington Middle School","=""0485111""",8.1,6.7,5.4,9.0,5.2
"Ellington School District","Windermere School","=""0480611""",4.1,7.9,3.9,5.5,5.2
"Ellington School District","Ellington High School","=""0486111""",4.5,6.8,4.0,3.2,5.1
"Ellington School District","Windermere School Program for Alternative Learning K-4","=""0480311""","N/A","N/A","N/A","N/A","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""",1.6,3.5,4.6,4.5,5.7
"Elm City Montessori School District","Elm City Montessori School","=""2910113""","N/A","N/A","N/A","*",20.5
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","*","*","*","*","*"
"Enfield School District","Nathan Hale School","=""0491111""",6.5,7.1,9.3,8.1,7.2
"Enfield School District","Enfield Street School","=""0490211""",10.5,12.0,13.2,10.3,6.4
"Enfield School District","Hazardville Memorial School","=""0490411""",11.1,10.0,9.9,7.6,10.2
"Enfield School District","Henry Barnard School","=""0491811""",10.2,8.0,9.8,8.9,12.0
"Enfield School District","Edgar H. Parkman School","=""0491311""",4.7,4.4,6.8,7.9,5.2
"Enfield School District","Eli Whitney School","=""0491611""",8.7,6.7,8.4,4.2,6.5
"Enfield School District","Prudence Crandall School","=""0491511""",7.5,6.1,6.8,5.1,6.4
"Enfield School District","Enfield High School","=""0496111""",16.2,15.9,13.6,17.4,17.2
"Enfield School District","Enrico Fermi High School","=""0496211""",12.6,13.4,11.1,13.3,14.2
"Enfield School District","John F. Kennedy Middle School","=""0495211""",14.1,14.1,17.0,15.8,14.7
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","N/A","N/A","N/A","*","*"
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","N/A","N/A","N/A","*","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","N/A","N/A","N/A","*","*"
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","N/A","N/A","N/A","*","*"
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","N/A","N/A","N/A","*","*"
"Enfield School District","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""","N/A","N/A","N/A","N/A","*"
"Essex School District","Essex Elementary School","=""0500111""",2.9,2.1,2.4,2.7,3.0
"Explorations District","Explorations","=""2726113""",20.3,39.5,29.1,28.4,30.6
"Fairfield School District","Dwight Elementary School","=""0510111""",2.4,"*",2.6,"*",3.9
"Fairfield School District","Holland Hill School","=""0510411""",2.8,2.0,4.2,2.9,3.7
"Fairfield School District","Jennings School","=""0511711""",2.8,0.0,3.4,4.0,"*"
"Fairfield School District","Burr Elementary School","=""0510211""",2.2,"*",2.6,2.3,4.3
"Fairfield School District","Riverfield School","=""0511211""",2.2,"*",2.5,2.0,2.9
"Fairfield School District","Mill Hill School","=""0510711""",1.3,"*","*",1.7,1.6
"Fairfield School District","Sherman School","=""0511311""",2.2,"*",2.0,1.9,3.1
"Fairfield School District","McKinley School","=""0510611""",7.7,"*",4.9,4.0,2.1
"Fairfield School District","North Stratfield School","=""0511611""",1.2,1.3,1.5,2.1,2.9
"Fairfield School District","Stratfield School","=""0511411""",1.8,"*",2.4,2.4,2.0
"Fairfield School District","Osborn Hill School","=""0511811""",3.5,"*",3.2,2.4,3.7
"Fairfield School District","Tomlinson Middle School","=""0515111""",7.8,5.7,5.3,4.1,5.2
"Fairfield School District","Fairfield Woods Middle School","=""0515211""",5.5,5.3,4.9,2.6,2.5
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""",7.9,4.9,5.4,5.6,2.1
"Fairfield School District","Fairfield Warde High School","=""0516211""",7.4,6.0,3.2,4.2,4.8
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""",7.4,6.5,3.8,4.7,5.5
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","N/A","N/A","N/A",76.3,55.2
"Fairfield School District","Fairfield School/Community Partnership","=""0510511""","N/A","N/A","N/A","N/A","*"
"Farmington School District","Union School","=""0520111""",4.4,5.1,4.7,3.0,4.1
"Farmington School District","Noah Wallace School","=""0520211""",2.8,5.6,6.1,3.9,2.2
"Farmington School District","West District School","=""0520311""",3.7,4.1,4.9,3.7,2.6
"Farmington School District","East Farms School","=""0520411""",3.6,4.4,3.1,2.7,3.3
"Farmington School District","West Woods Upper Elementary School","=""0520511""",4.3,5.6,5.1,3.1,3.2
"Farmington School District","Irving A. Robbins Middle School","=""0525111""",5.8,6.1,3.7,2.3,4.5
"Farmington School District","Farmington High School","=""0526111""",8.0,9.7,9.9,10.8,5.5
"Farmington School District","Farmington Alternative High School","=""0520611""","N/A","N/A","N/A","*","*"
"Franklin School District","Franklin Elementary School","=""0530111""","*",8.5,"*",4.4,"*"
"Glastonbury School District","Eastbury School","=""0540311""",2.1,"*","*","*","*"
"Glastonbury School District","Naubuc School","=""0540711""",5.2,4.1,3.4,2.6,2.9
"Glastonbury School District","Hebron Avenue School","=""0540411""",1.5,2.4,"*","*","*"
"Glastonbury School District","Hopewell School","=""0540611""",2.1,2.6,2.5,"*",1.8
"Glastonbury School District","Gideon Welles School","=""0540811""",2.7,2.5,"*",1.9,1.9
"Glastonbury School District","Buttonball Lane School","=""0540211""",2.4,2.0,2.6,3.7,2.6
"Glastonbury School District","Nayaug Elementary School","=""0540911""",2.8,3.7,1.3,1.8,1.6
"Glastonbury School District","Smith Middle School","=""0545211""",3.7,2.6,2.0,2.0,1.8
"Glastonbury School District","Glastonbury High School","=""0546111""",4.3,4.4,4.2,4.1,3.6
"Glastonbury School District","LINKS Academy","=""0540111""","N/A","N/A",30.0,"N/A","N/A"
"Glastonbury School District","Alternate Program","=""0541311""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","PRIDE-Hebron Avenue","=""0541111""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","PRIDE-Nayaug","=""0541211""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","LINKS Transition","=""0541411""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","Links Academy","=""0540111""","N/A","N/A","N/A",51.9,40.6
"Glastonbury School District","Links Transition","=""0541411""","N/A","N/A","N/A","N/A","*"
"Granby School District","Wells Road Intermediate School","=""0560311""",3.7,4.2,4.9,3.2,4.2
"Granby School District","Kelly Lane Intermediate School","=""0560411""",2.4,2.5,4.8,4.5,"N/A"
"Granby School District","Granby Memorial Middle School","=""0565111""",7.1,7.9,3.9,3.4,5.8
"Granby School District","Frank M. Kearns Primary School","=""0560111""",5.6,6.0,3.3,6.2,5.6
"Granby School District","Granby Memorial High School","=""0566111""",4.1,3.6,6.1,4.9,5.5
"Granby School District","Kelly Lane Primary School","=""0560411""","N/A","N/A","N/A","N/A",3.3
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","N/A","N/A","N/A",21.1,15.1
"Greenwich School District","New Lebanon School","=""0570611""",4.4,8.0,5.6,"*",2.2
"Greenwich School District","Parkway School","=""0571111""",10.1,10.9,4.1,3.3,"*"
"Greenwich School District","Julian Curtiss School","=""0570311""",4.1,6.8,5.8,3.0,3.4
"Greenwich School District","International School At Dundee","=""0571311""",3.0,6.5,2.7,"*",2.2
"Greenwich School District","Hamilton Avenue School","=""0570511""",7.4,8.7,5.7,4.4,6.4
"Greenwich School District","Cos Cob School","=""0570211""",4.7,5.4,4.5,1.4,2.2
"Greenwich School District","Glenville School","=""0570411""",6.9,5.9,5.0,1.9,2.5
"Greenwich School District","Old Greenwich School","=""0570911""",4.7,5.3,4.0,"*",1.7
"Greenwich School District","North Street School","=""0570811""",3.0,5.9,4.1,"*","*"
"Greenwich School District","North Mianus School","=""0570711""",3.1,6.3,3.5,1.2,"*"
"Greenwich School District","Western Middle School","=""0575311""",7.6,7.6,8.9,5.0,3.3
"Greenwich School District","Riverside School","=""0571011""",2.1,4.7,3.8,1.8,"*"
"Greenwich School District","Central Middle School","=""0575111""",7.8,9.8,5.5,3.1,2.0
"Greenwich School District","Eastern Middle School","=""0575211""",5.6,6.3,3.5,2.2,1.8
"Greenwich School District","Greenwich High School","=""0576111""",6.4,10.5,4.5,3.4,6.2
"Greenwich School District","Community Connections","=""0571211""","N/A","N/A","N/A","*","*"
"Greenwich School District","Alternative High School Programs","=""0571411""","N/A","N/A","N/A",68.3,"N/A"
"Greenwich School District","Greenwich Alternative High School","=""0571411""","N/A","N/A","N/A","N/A",82.9
"Griswold School District","Griswold Middle School","=""0585111""",10.5,9.0,8.9,10.8,8.8
"Griswold School District","Griswold High School","=""0586211""",16.9,15.5,15.4,13.4,13.0
"Griswold School District","Griswold Elementary School","=""0580311""",6.6,7.2,7.3,5.4,4.4
"Griswold School District","Griswold Alternative School","=""0580111""","N/A","N/A","N/A","*","*"
"Groton School District","West Side Middle School","=""0595211""",12.4,11.8,9.7,11.5,13.5
"Groton School District","Mary Morrisson School","=""0591711""",8.6,8.2,9.1,10.8,10.4
"Groton School District","Charles Barnum School","=""0591811""",8.6,9.0,7.6,8.3,5.8
"Groton School District","S. B. Butler School","=""0590111""",6.7,5.8,5.1,2.1,"*"
"Groton School District","Pleasant Valley School","=""0591211""",11.2,9.5,9.8,9.4,8.9
"Groton School District","Carl C. Cutler Middle School","=""0595311""",9.0,7.8,5.9,7.5,7.8
"Groton School District","Northeast Academy Elementary School","=""0591911""",3.4,4.5,4.9,3.1,2.9
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""",23.9,19.7,"N/A","N/A","N/A"
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""",23.9,19.7,11.9,11.2,9.8
"Groton School District","Fitch Middle School","=""0595111""",10.3,"N/A","N/A","N/A","N/A"
"Groton School District","Robert E. Fitch High School","=""0596111""",24.6,23.2,21.8,19.2,18.6
"Groton School District","Claude Chester School","=""0590311""","N/A","N/A",11.5,11.6,8.9
"Groton School District","Virtual Learning Academy","=""0590611""","N/A","N/A","N/A","*","*"
"Groton School District","New Beginnings Alternative Program","=""0590211""","N/A","N/A","N/A","*",65.2
"Guilford School District","A. W. Cox School","=""0600611""",3.1,"*",2.6,3.1,5.6
"Guilford School District","Calvin Leete School","=""0600411""",3.6,3.4,2.4,"*",2.7
"Guilford School District","Guilford Lakes School","=""0600211""",2.7,4.5,6.3,3.4,2.4
"Guilford School District","Melissa Jones School","=""0600311""",3.3,4.0,3.8,3.2,3.2
"Guilford School District","E. C. Adams Middle School","=""0605111""",8.0,8.6,6.5,5.2,6.2
"Guilford School District","A. Baldwin Middle School","=""0600711""",4.5,5.3,5.8,4.9,5.8
"Guilford School District","Guilford High School","=""0606111""",9.7,11.0,7.8,6.4,4.0
"Hamden School District","Helen Street School","=""0620411""",8.7,8.0,11.5,13.0,10.0
"Hamden School District","Dunbar Hill School","=""0620311""",8.7,11.9,6.0,7.8,7.1
"Hamden School District","Ridge Hill School","=""0621111""",14.2,14.1,12.5,13.5,12.7
"Hamden School District","Shepherd Glen School","=""0620111""",10.9,13.2,14.8,11.3,10.7
"Hamden School District","Church Street School","=""0620211""",14.1,13.0,12.3,12.6,10.5
"Hamden School District","Spring Glen School","=""0621011""",6.6,6.7,6.1,5.5,7.2
"Hamden School District","West Woods School","=""0621411""",5.3,7.3,5.2,4.0,1.8
"Hamden School District","Bear Path School","=""0621211""",4.2,4.1,4.9,3.8,5.4
"Hamden School District","Hamden Middle School","=""0625211""",14.6,16.1,18.2,12.8,16.2
"Hamden School District","Hamden High School","=""0626111""",19.2,23.7,21.7,23.2,34.4
"Hamden School District","Alice Peck Learning Center","=""0628011""","N/A","*","*","*","*"
"Hamden School District","Hamden Collaborative Learning Center","=""0620511""","N/A","N/A","N/A",80.3,90.0
"Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","N/A","N/A","N/A","N/A","*"
"Hampton School District","Hampton Elementary School","=""0630111""",5.8,"*","*",6.8,7.9
"Hartford School District","Great Path Academy at MCC","=""0647911""","N/A","N/A","N/A",10.9,10.0
"Hartford School District","Hartford Transitional Learning Academy (Elementary)","=""0649011""",40.6,58.3,65.1,"N/A","N/A"
"Hartford School District","Renzulli Academy","=""0644011""",23.4,15.5,12.1,10.9,11.6
"Hartford School District","OPPortunity High School","=""0647811""",75.0,60.2,69.7,75.5,"N/A"
"Hartford School District","Breakthrough II Elementary School","=""0643511""",11.0,15.5,"*","N/A","N/A"
"Hartford School District","Montessori Magnet School at Annie Fisher","=""0643711""",10.1,9.8,6.5,10.7,"N/A"
"Hartford School District","Dr. Joseph Bellizzi Middle School","=""0645311""",19.0,"*","N/A","N/A","N/A"
"Hartford School District","Sarah J Rawson Middle Grades Academy","=""0645611""",13.8,"N/A","N/A","N/A","N/A"
"Hartford School District","Culinary Arts Academy","=""0646011""",56.0,68.9,58.2,56.2,64.5
"Hartford School District","HPHS Freshmen Academy","=""0647311""",62.2,"N/A","N/A","N/A","N/A"
"Hartford School District","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",42.1,38.3,36.1,"N/A","N/A"
"Hartford School District","Journalism and Media Academy Magnet School","=""0647711""",59.7,64.5,49.1,39.8,21.1
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",11.8,9.5,9.6,5.7,6.9
"Hartford School District","Breakthrough Magnet School","=""0643311""",4.4,4.7,4.6,7.7,6.8
"Hartford School District","Simpson-Waverly School","=""0642611""","*",29.1,43.2,35.6,29.6
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""",23.7,15.7,16.2,19.2,21.3
"Hartford School District","High School Inc.","=""0647611""",55.4,46.8,53.2,50.2,"N/A"
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""",3.9,5.5,2.8,7.9,6.1
"Hartford School District","Bulkeley High School Upper School","=""0647111""",47.9,50.7,52.2,52.9,49.4
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""",58.7,62.6,67.2,64.7,57.1
"Hartford School District","HPHS Law and Government Academy","=""0647411""",45.7,51.7,50.3,63.7,46.4
"Hartford School District","University High of Science and Engineering","=""0646711""",14.4,10.7,10.8,"N/A","N/A"
"Hartford School District","Fred D. Wish Museum School","=""0642211""",25.5,27.5,26.4,26.9,25.7
"Hartford School District","Clark School","=""0642411""",40.0,46.1,37.7,38.5,29.4
"Hartford School District","Milner Elementary School","=""0641911""",37.4,34.6,40.9,38.7,26.4
"Hartford School District","Global Communications Academy","=""0643611""",14.4,20.3,17.6,8.4,12.1
"Hartford School District","M. L. King School","=""0641611""",33.7,21.6,25.9,26.3,24.6
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""",64.4,61.6,61.1,64.5,42.0
"Hartford School District","Asian Studies Academy","=""0640711""",27.5,29.2,28.2,"N/A","N/A"
"Hartford School District","Sanchez School","=""0643011""",33.5,27.4,27.1,22.5,16.9
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""",44.4,44.1,38.2,23.2,21.4
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""",25.9,14.3,20.4,22.6,18.4
"Hartford School District","Parkville Community School","=""0641511""",23.6,18.9,26.2,20.0,24.2
"Hartford School District","SAND School","=""0640111""",38.9,39.6,47.5,40.0,26.4
"Hartford School District","Capital Preparatory Magnet School","=""0646911""","*",3.5,11.9,4.5,4.9
"Hartford School District","Noah Webster Micro Society School","=""0642011""",8.2,7.7,6.4,9.7,3.5
"Hartford School District","M. D. Fox Elementary School","=""0640811""",21.6,23.5,35.4,30.6,19.8
"Hartford School District","Batchelder School","=""0640411""",16.8,23.8,27.5,18.3,22.2
"Hartford School District","Bulkeley High School Lower School","=""0646111""",47.6,44.2,41.3,52.1,44.7
"Hartford School District","Burns Latino Studies Academy","=""0640611""",49.3,44.9,32.1,34.6,34.1
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""",12.9,15.9,19.7,15.4,15.3
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",5.5,9.4,14.1,13.4,"N/A"
"Hartford School District","West Middle School","=""0642111""",18.3,19.8,26.1,20.5,22.9
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""",28.6,21.3,1.6,26.2,20.1
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",18.3,16.1,22.5,21.9,19.6
"Hartford School District","Classical Magnet School","=""0646411""",3.2,3.1,4.6,7.7,7.9
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""",5.1,4.4,7.3,7.8,8.9
"Hartford School District","Burr School","=""0642311""",25.8,18.6,27.4,25.2,23.0
"Hartford School District","Kennelly School","=""0641011""",17.7,21.3,22.2,25.6,23.6
"Hartford School District","STEM Magnet School at Dwight","=""0643811""","N/A",24.7,14.1,6.7,4.4
"Hartford School District","Great Path Academy High School at MCC","=""0647911""","N/A",16.5,12.3,"N/A","N/A"
"Hartford School District","Montessori Magnet at Moylan School","=""0640511""","N/A","N/A",9.3,12.8,"*"
"Hartford School District","EDP - Bulkeley High School","=""0648311""","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","N/A","N/A","N/A","*","*"
"Hartford School District","EDP - McDonough Expeditionary Learning School","=""0648111""","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Moylan School","=""0648511""","N/A","N/A","N/A","*","*"
"Hartford School District","High Step Transition","=""0648411""","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Batchelder School","=""0644811""","N/A","N/A","N/A","*","*"
"Hartford School District","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","N/A","N/A","N/A","*",33.3
"Hartford School District","Autism Program - Clark School","=""0644511""","N/A","N/A","N/A","*","N/A"
"Hartford School District","EDP - Betances Early Reading Lab","=""0645811""","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - Bulkeley High School","=""0645011""","N/A","N/A","N/A","*","*"
"Hartford School District","MDP - HPHS Law and Government Academy","=""0644911""","N/A","N/A","N/A",42.9,19.4
"Hartford School District","Autism Program - Fred D. Wish Museum School","=""0644211""","N/A","N/A","N/A",39.1,"N/A"
"Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","N/A","N/A","N/A",95.8,92.9
"Hartford School District","EDP - M.D. Fox","=""0645911""","N/A","N/A","N/A",41.9,"*"
"Hartford School District","Capital Community College Magnet Academy","=""0643911""","N/A","N/A","N/A",31.0,34.0
"Hartford School District","New Visions Program","=""0642711""","N/A","N/A","N/A",87.1,"N/A"
"Hartford School District","Betances Early Reading Lab Magnet School","=""0642811""","N/A","N/A","N/A",15.7,16.7
"Hartford School District","Breakthrough II Magnet School","=""0643511""","N/A","N/A","N/A",9.7,9.1
"Hartford School District","University High School of Science and Engineering","=""0646711""","N/A","N/A","N/A",9.2,10.7
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""","N/A","N/A","N/A",40.3,34.9
"Hartford School District","LC - Breakthrough II","=""0649511""","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Moylan","=""0649811""","N/A","N/A","N/A","N/A","*"
"Hartford School District","LC - Burns","=""0649611""","N/A","N/A","N/A","N/A","*"
"Hartford School District","Autism Program-Burr School","=""0648611""","N/A","N/A","N/A","N/A","*"
"Hartford School District","Autism Program - Simpson-Waverly","=""0649311""","N/A","N/A","N/A","N/A","*"
"Hartford School District","High School, Inc.","=""0647611""","N/A","N/A","N/A","N/A",53.2
"Hartford School District","Montessori Magnet at Fisher School","=""0643711""","N/A","N/A","N/A","N/A",7.1
"Hartford School District","Kinsella Magnet School of Performing Arts","=""0641111""","N/A","N/A","N/A","N/A",4.1
"Hartland School District","Hartland School","=""0650111""",2.9,5.6,5.1,3.2,"*"
"Hebron School District","Gilead Hill School","=""0670211""",5.1,3.8,2.4,"*","*"
"Hebron School District","Hebron Elementary School","=""0670111""",2.9,3.3,1.9,2.3,"*"
"Highville Charter School District","Highville Charter School","=""2860113""",4.4,5.7,2.9,6.6,7.0
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""",6.8,7.6,6.1,5.4,4.4
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""",8.8,9.7,11.2,12.3,7.3
"Jumoke Academy District","Jumoke Academy","=""2610113""",2.5,6.1,6.2,7.9,6.3
"Kent School District","Kent Center School","=""0680111""",6.8,4.2,2.7,2.5,2.6
"Kent School District","LEAPSS","=""0680211""","N/A","N/A","N/A","*","N/A"
"Killingly School District","Killingly Memorial School","=""0690311""",5.4,11.6,8.2,4.5,2.0
"Killingly School District","Killingly Central School","=""0690111""",7.4,14.4,7.6,6.1,10.1
"Killingly School District","Killingly High School","=""0696111""",24.6,22.6,19.1,16.7,18.3
"Killingly School District","Killingly Intermediate School","=""0695211""",12.9,11.9,10.4,8.5,10.1
"Killingly School District","Killingly Alternative Learning Program","=""0690611""","N/A","N/A","N/A","*","*"
"Learn","Learn Special Education","=""2459014""",20.7,19.4,22.2,"N/A","N/A"
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""",54.3,11.0,8.3,9.8,10.1
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*",12.3,7.8,8.4,11.4
"Learn","The Friendship School","=""2450214""",21.4,24.2,8.0,19.3,14.0
"Learn","Connecticut River Academy","=""2456014""",22.9,36.9,28.8,36.6,10.7
"Learn","Regional Multicultural Magnet School","=""2450114""",4.7,40.6,7.3,4.8,5.1
"Learn","Three Rivers Middle College Magnet School","=""2456214""","N/A",48.5,54.2,"*",10.4
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","N/A","N/A",40.7,19.5,16.8
"Learn","LEARN ABA Program at Center School","=""2451214""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN STS 18-21 Year Old Program","=""2450414""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN Ledyard RICHES Program","=""2450714""","N/A","N/A","N/A","*","N/A"
"Learn","Learn Pathways Program","=""2450514""","N/A","N/A","N/A","*","*"
"Learn","LEARN High School ABA at MS","=""2450614""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN Kelly Middle School Intensive Program","=""2450914""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN SAILS Middle School Program","=""2450814""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN SAILS Program at Salem","=""2451014""","N/A","N/A","N/A","*","N/A"
"Learn","LEARN Haynes Elementary Intensive Program","=""2451114""","N/A","N/A","N/A","*","N/A"
"Learn","Learn STS 18-21 Year Old Program","=""2450414""","N/A","N/A","N/A","N/A","*"
"Learn","Learn Ledyard RICHES Program","=""2450714""","N/A","N/A","N/A","N/A","*"
"Learn","Learn High School ABA at MS","=""2450614""","N/A","N/A","N/A","N/A","*"
"Learn","Learn Kelly Middle School Intensive Program","=""2450914""","N/A","N/A","N/A","N/A","*"
"Learn","Learn ABA Program at Center School","=""2451214""","N/A","N/A","N/A","N/A","*"
"Learn","Learn SAILS Middle School Program","=""2450814""","N/A","N/A","N/A","N/A","*"
"Learn","Learn SAILS Program at Salem","=""2451014""","N/A","N/A","N/A","N/A","*"
"Learn","Learn Haynes Elementary Intensive Program","=""2451114""","N/A","N/A","N/A","N/A","*"
"Lebanon School District","Lebanon Middle School","=""0715111""",5.2,5.0,0.0,"*",4.6
"Lebanon School District","Lebanon Elementary School","=""0710111""",4.4,6.4,0.0,0.0,2.1
"Lebanon School District","Lyman Memorial High School","=""0716211""",18.8,25.9,19.5,19.8,11.1
"Ledyard School District","Gales Ferry School","=""0720211""",0.0,14.4,"*",0.0,"*"
"Ledyard School District","Juliet W. Long School","=""0720311""","*",9.5,"*",0.0,2.7
"Ledyard School District","Gallup Hill School","=""0720411""","*",8.0,6.1,0.0,8.2
"Ledyard School District","Ledyard Middle School","=""0725111""",9.4,6.0,6.9,8.8,4.1
