"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, All Students"

"Organization","School","School Code","% Chronically Absent"
"Hartford School District","Breakthrough II Magnet School","=""0643511""",9.7
"Hartford School District","STEM Magnet School at Dwight","=""0643811""",6.7
"Hartford School District","High School Inc.","=""0647611""",50.2
"Hartford School District","Great Path Academy at MCC","=""0647911""",10.9
"Hartford School District","McDonough Expeditionary Learning School","=""0641211""",23.2
"Hartford School District","Culinary Arts Academy","=""0646011""",56.2
"Hartford School District","Clark School","=""0642411""",38.5
"Hartford School District","Fred D. Wish Museum School","=""0642211""",26.9
"Hartford School District","Simpson-Waverly School","=""0642611""",35.6
"Hartford School District","Breakthrough Magnet School","=""0643311""",7.7
"Hartford School District","M. L. King School","=""0641611""",26.3
"Hartford School District","Milner Elementary School","=""0641911""",38.7
"Hartford School District","Bulkeley High School Upper School","=""0647111""",52.9
"Hartford School District","STEM Magnet School at Annie Fisher","=""0642511""",7.9
"Hartford School District","HPHS Academy of Engineering and Green Technology","=""0647211""",64.5
"Hartford School District","Pathways Academy of Technology and Design","=""0646611""",19.2
"Hartford School District","West Middle School","=""0642111""",20.5
"Hartford School District","HPHS Academy of Nursing and Health Science","=""0647511""",64.7
"Hartford School District","University High School of Science and Engineering","=""0646711""",9.2
"Hartford School District","SAND School","=""0640111""",40.0
"Hartford School District","HPHS Law and Government Academy","=""0647411""",63.7
"Hartford School District","Sanchez School","=""0643011""",22.5
"Hartford School District","Bulkeley High School Lower School","=""0646111""",52.1
"Hartford School District","Batchelder School","=""0640411""",18.3
"Hartford School District","Sarah J. Rawson Elementary School","=""0641711""",22.6
"Hartford School District","Parkville Community School","=""0641511""",20.0
"Hartford School District","Burns Latino Studies Academy","=""0640611""",34.6
"Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",5.7
"Hartford School District","Noah Webster Micro Society School","=""0642011""",9.7
"Hartford School District","Expeditionary Learning Academy at Moylan School","=""0643211""",26.2
"Hartford School District","M. D. Fox Elementary School","=""0640811""",30.6
"Hartford School District","Global Communications Academy","=""0643611""",8.4
"Hartford School District","Kennelly School","=""0641011""",25.6
"Hartford School District","Capital Preparatory Magnet School","=""0646911""",4.5
"Hartford School District","Asian Studies Academy at Bellizzi School","=""0640711""",40.3
"Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",21.9
"Hartford School District","Burr School","=""0642311""",25.2
"Hartford School District","Classical Magnet School","=""0646411""",7.7
"Hartford School District","Sports and Medical Sciences Academy","=""0646511""",15.4
"Hartford School District","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",13.4
"Hartford School District","Hartford Magnet Trinity College Academy","=""0645411""",7.8
"Hartland School District","Hartland School","=""0650111""",3.2
"Hebron School District","Gilead Hill School","=""0670211""","*"
"Hebron School District","Hebron Elementary School","=""0670111""",2.3
"Highville Charter School District","Highville Charter School","=""2860113""",6.6
"Integrated Day Charter School District","Integrated Day Charter School","=""2640113""",5.4
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","=""2655113""",12.3
"Jumoke Academy District","Jumoke Academy","=""2610113""",7.9
"Kent School District","LEAPSS","=""0680211""","*"
"Kent School District","Kent Center School","=""0680111""",2.5
"Killingly School District","Killingly Alternative Learning Program","=""0690611""","*"
"Killingly School District","Killingly Central School","=""0690111""",6.1
"Killingly School District","Killingly Memorial School","=""0690311""",4.5
"Killingly School District","Killingly Intermediate School","=""0695211""",8.5
"Killingly School District","Killingly High School","=""0696111""",16.7
"Learn","LEARN ABA Program at Center School","=""2451214""","*"
"Learn","LEARN STS 18-21 Year Old Program","=""2450414""","*"
"Learn","LEARN Ledyard RICHES Program","=""2450714""","*"
"Learn","Learn Pathways Program","=""2450514""","*"
"Learn","LEARN High School ABA at MS","=""2450614""","*"
"Learn","LEARN Kelly Middle School Intensive Program","=""2450914""","*"
"Learn","LEARN SAILS Middle School Program","=""2450814""","*"
"Learn","LEARN SAILS Program at Salem","=""2451014""","*"
"Learn","LEARN Haynes Elementary Intensive Program","=""2451114""","*"
"Learn","Three Rivers Middle College Magnet School","=""2456214""","*"
"Learn","The Friendship School","=""2450214""",19.3
"Learn","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",19.5
"Learn","Dual Language & Arts Magnet Middle School","=""2455014""",9.8
"Learn","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",8.4
"Learn","Connecticut River Academy","=""2456014""",36.6
"Learn","Regional Multicultural Magnet School","=""2450114""",4.8
"Lebanon School District","Lebanon Elementary School","=""0710111""",0.0
"Lebanon School District","Lebanon Middle School","=""0715111""","*"
"Lebanon School District","Lyman Memorial High School","=""0716211""",19.8
"Ledyard School District","Gales Ferry School","=""0720211""",0.0
"Ledyard School District","Juliet W. Long School","=""0720311""",0.0
"Ledyard School District","Gallup Hill School","=""0720411""",0.0
"Ledyard School District","Ledyard Middle School","=""0725111""",8.8
"Ledyard School District","Ledyard Center School","=""0720111""",0.0
"Ledyard School District","Ledyard High School","=""0726111""",6.6
"Lisbon School District","Lisbon Central School","=""0730111""",6.3
"Litchfield School District","Center School","=""0740211""",2.4
"Litchfield School District","Litchfield Intermediate School","=""0740311""",4.7
"Litchfield School District","Litchfield High School","=""0746111""",8.4
"Madison School District","Kathleen H. Ryerson Elementary School","=""0760311""",4.1
"Madison School District","Island Avenue Elementary School","=""0760211""",0.0
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""",2.9
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""",3.3
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""",5.8
"Madison School District","Daniel Hand High School","=""0766111""",1.9
"Manchester School District","Manchester Transition Center","=""0779111""","*"
"Manchester School District","New Horizons","=""0770711""",70.6
"Manchester School District","Bentley Alternative Education Program","=""0770211""",60.7
"Manchester School District","Manchester Regional Academy","=""0779011""",45.9
"Manchester School District","Martin School","=""0771611""",8.3
"Manchester School District","Highland Park School","=""0770411""",11.9
"Manchester School District","Buckley School","=""0770311""",7.3
"Manchester School District","Keeney School","=""0770611""",7.6
"Manchester School District","Washington School","=""0771411""",14.6
"Manchester School District","Waddell School","=""0771311""",6.0
"Manchester School District","Robertson School","=""0771011""",9.9
"Manchester School District","Bowers School","=""0770111""",11.4
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""",8.5
"Manchester School District","Verplanck School","=""0771211""",13.7
"Manchester School District","Illing Middle School","=""0775311""",10.6
"Manchester School District","Manchester High School","=""0776111""",17.6
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""","*"
"Mansfield School District","Southeast Elementary School","=""0780511""",4.4
"Mansfield School District","Annie E. Vinton School","=""0780411""",5.9
"Mansfield School District","Mansfield Middle School School","=""0785111""",5.0
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""",5.0
"Meriden School District","Nathan Hale School","=""0800711""",10.4
"Meriden School District","Community Classroom Collaborative-Meriden School District","=""0800211""","*"
"Meriden School District","Steps-Meriden School District","=""0801211""",57.1
"Meriden School District","STEP-Meriden School District","=""0800911""","*"
"Meriden School District","STARS-Meriden School District","=""0800611""",27.3
"Meriden School District","Venture Academy-Meriden School District","=""0801311""",96.1
"Meriden School District","Benjamin Franklin School","=""0800111""",10.0
"Meriden School District","Roger Sherman School","=""0800811""",14.4
"Meriden School District","Thomas Hooker School","=""0801011""",7.1
"Meriden School District","John Barry School","=""0800511""",20.9
"Meriden School District","Casimir Pulaski School","=""0801111""",12.4
"Meriden School District","Israel Putnam School","=""0800411""",11.8
"Meriden School District","Hanover School","=""0800311""",8.3
"Meriden School District","Washington Middle School","=""0805411""",20.9
"Meriden School District","Lincoln Middle School","=""0805211""",16.4
"Meriden School District","Orville H. Platt High School","=""0806211""",22.7
"Meriden School District","Francis T. Maloney High School","=""0806111""",20.6
"Middletown School District","ICM - Lawrence","=""0830711""","*"
"Middletown School District","ICM - Wesley","=""0830811""","*"
"Middletown School District","ICM - Farm Hill","=""0830611""","*"
"Middletown School District","ICM - Macdonough","=""0831011""","*"
"Middletown School District","ICM- Woodrow Wilson Middle School","=""0830411""","*"
"Middletown School District","OASIS","=""0830311""","*"
"Middletown School District","MHS - Alternative Education Program 1","=""0831811""","*"
"Middletown School District","MHS - Alternative Education Program 2","=""0831911""","*"
"Middletown School District","Virtual Learning Academy - MHS","=""0831711""","*"
"Middletown School District","Evening Program - MHS","=""0831611""","*"
"Middletown School District","Transition to Life Center","=""0839111""",45.8
"Middletown School District","MacDonough School","=""0830911""",6.6
"Middletown School District","Moody School","=""0831211""",3.0
"Middletown School District","Snow School","=""0831111""",5.0
"Middletown School District","Lawrence School","=""0831311""",6.8
"Middletown School District","Wesley School","=""0831411""",3.9
"Middletown School District","Spencer School","=""0830111""",4.7
"Middletown School District","Bielefield School","=""0830211""",6.0
"Middletown School District","Keigwin Middle School","=""0831511""","*"
"Middletown School District","Farm Hill School","=""0830511""",5.2
"Middletown School District","Woodrow Wilson Middle School","=""0835411""",13.3
"Middletown School District","Middletown High School","=""0836211""",14.0
"Milford School District","The Academy","=""0840311""",93.8
"Milford School District","Orange Avenue School","=""0840811""",4.4
"Milford School District","Calf Pen Meadow School","=""0840111""","*"
"Milford School District","Live Oaks School","=""0841611""",4.6
"Milford School District","Orchard Hills School","=""0841811""",4.6
"Milford School District","Mathewson School","=""0841711""",7.3
"Milford School District","Pumpkin Delight School","=""0841011""",5.4
"Milford School District","J. F. Kennedy School","=""0841911""",7.8
"Milford School District","Meadowside School","=""0840711""",4.1
"Milford School District","West Shore Middle School","=""0845311""",5.8
"Milford School District","East Shore Middle School","=""0845111""",6.2
"Milford School District","Harborside Middle School","=""0845211""",5.1
"Milford School District","Jonathan Law High School","=""0846211""",13.8
"Milford School District","Joseph A. Foran High School","=""0846311""",13.5
"Monroe School District","REAL","=""0850411""","*"
"Monroe School District","Masuk Alternative Program","=""0850211""","*"
"Monroe School District","Monroe Elementary School","=""0850111""","*"
"Monroe School District","Stepney Elementary School","=""0850311""",2.8
"Monroe School District","Fawn Hollow Elementary School","=""0850511""",2.3
"Monroe School District","Jockey Hollow School","=""0855211""",3.6
"Monroe School District","Masuk High School","=""0856111""",2.6
"Montville School District","Palmer Academy","=""0869011""",52.0
"Montville School District","Oakdale School","=""0860511""",2.9
"Montville School District","Dr. Charles E. Murphy School","=""0860711""",2.9
"Montville School District","Mohegan School","=""0860111""",3.1
"Montville School District","Leonard J. Tyl Middle School","=""0865111""",6.5
"Montville School District","Montville High School","=""0866111""",9.7
"Naugatuck School District","Salem School","=""0880611""",12.7
"Naugatuck School District","Andrew Avenue School","=""0880811""",2.4
"Naugatuck School District","Western School","=""0880711""",6.6
"Naugatuck School District","Hillside Intermediate School","=""0880411""",11.4
"Naugatuck School District","Hop Brook Elementary School","=""0880511""",7.0
"Naugatuck School District","Cross Street Intermediate School","=""0880211""",8.4
"Naugatuck School District","Maple Hill School","=""0880311""",4.8
"Naugatuck School District","City Hill Middle School","=""0885111""",12.5
"Naugatuck School District","Naugatuck High School","=""0886111""",16.3
"New Beginnings Inc., Family Academy District","New Beginnings Inc Family Academy","=""2800113""",17.1
"New Britain School District","CLIMB","=""0899411""",34.6
"New Britain School District","New Britain Transition Center","=""0899011""",0.0
"New Britain School District","Alternative Center School","=""0899111""","*"
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*"
"New Britain School District","Northend School","=""0890911""",17.1
"New Britain School District","Gaffney School","=""0890511""",13.0
"New Britain School District","Jefferson School","=""0890711""",5.9
"New Britain School District","Vance School","=""0891511""",10.8
"New Britain School District","Chamberlain  Elementary School","=""0890311""",14.3
"New Britain School District","Holmes School","=""0890611""",10.8
"New Britain School District","Smith School","=""0891311""",11.1
"New Britain School District","Lincoln School","=""0890811""",15.3
"New Britain School District","Frank J. DiLoreto School","=""0891111""",6.9
"New Britain School District","Smalley Academy","=""0891211""",16.3
"New Britain School District","Slade Middle School","=""0895211""",22.0
"New Britain School District","Pulaski Middle School","=""0895311""",24.8
"New Britain School District","New Britain High School","=""0896111""",39.3
"New Canaan School District","West School","=""0900311""",2.5
"New Canaan School District","South School","=""0900211""","*"
"New Canaan School District","East School","=""0900411""","*"
"New Canaan School District","New Canaan High School","=""0906111""",4.4
"New Canaan School District","Saxe Middle School","=""0905111""",2.9
"New Fairfield School District","Alternative Learning Center","=""0910311""","*"
"New Fairfield School District","Day Alternative Learning Program","=""0910411""","*"
"New Fairfield School District","Consolidated School","=""0910111""",2.7
"New Fairfield School District","Meeting House Hill School","=""0910211""",2.5
"New Fairfield School District","New Fairfield Middle School","=""0915211""",4.5
"New Fairfield School District","New Fairfield High School","=""0916111""",1.7
"New Hartford School District","Bridges II at Ann Antolini School","=""0920411""","*"
"New Hartford School District","New Hartford Elementary School","=""0920211""","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""","*"
"New Hartford School District","Ann Antolini School","=""0920311""",3.0
"New Haven School District","Edgewood School","=""0931211""",7.1
"New Haven School District","Nathan Hale School","=""0931411""",15.1
"New Haven School District","Polly T. McCabe Center","=""0939211""","*"
"New Haven School District","Blake Street Leadership Academy (STEP)","=""0932411""",87.0
"New Haven School District","Domus Academy","=""0935611""",77.1
"New Haven School District","New Light High School","=""0932611""",91.9
"New Haven School District","New Horizons High School","=""0932211""",94.4
"New Haven School District","Riverside Education Academy","=""0939111""",58.6
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""",44.0
"New Haven School District","West Rock Authors Academy","=""0934911""",31.3
"New Haven School District","New Haven Academy","=""0937011""",15.5
"New Haven School District","High School In The Community","=""0936611""",42.3
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""",23.0
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""",28.3
"New Haven School District","Sound School","=""0936711""",19.3
"New Haven School District","Lincoln-Bassett School","=""0932011""",30.0
"New Haven School District","Wexler/Grant Community School","=""0933211""",32.5
"New Haven School District","Metropolitan Business Academy","=""0936011""",26.0
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""",8.2
"New Haven School District","Columbus Family Academy","=""0934111""",17.0
"New Haven School District","Beecher School","=""0930311""",24.3
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",28.5
"New Haven School District","Worthington Hooker School","=""0933811""",11.4
"New Haven School District","John C. Daniels","=""0931311""",13.8
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""",12.9
"New Haven School District","Truman School","=""0932911""",20.5
"New Haven School District","Hill Central Music Academy","=""0930711""",24.9
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""",24.9
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""",13.7
"New Haven School District","East Rock Community Magnet School","=""0934611""",24.1
"New Haven School District","Bishop Woods School","=""0934311""",24.1
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""",18.1
"New Haven School District","King/Robinson Magnet School","=""0933011""",18.6
"New Haven School District","Augusta Lewis Troup School","=""0931511""",29.1
"New Haven School District","Barnard Environmental Magnet School","=""0930211""",14.0
"New Haven School District","John S. Martinez School","=""0930811""",25.0
"New Haven School District","Clemente Leadership Academy","=""0934211""",37.2
"New Haven School District","Engineering - Science University Magnet School","=""0931711""",12.3
"New Haven School District","Cooperative High School","=""0936411""",24.1
"New Haven School District","Clinton Avenue School","=""0930611""",23.2
"New Haven School District","Ross/Woodward School","=""0931011""",17.0
"New Haven School District","Conte/West Hills Magnet School","=""0933111""",17.6
"New Haven School District","Hill Regional Career High School","=""0936311""",25.3
"New Haven School District","Fair Haven School","=""0931611""",26.0
"New Haven School District","James Hillhouse High School","=""0936211""",44.6
"New Haven School District","Wilbur Cross High School","=""0936111""",50.5
"New London School District","Jennings School","=""0950311""",19.6
"New London School District","Early Childhood Center at Harbor","=""0950611""",25.8
"New London School District","Nathan Hale Arts Magnet School","=""0950911""",16.0
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""",20.6
"New London School District","Bennie Dover Jackson Middle School","=""0955111""",15.9
"New London School District","New London High School","=""0956111""",17.6
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","*"
"New Milford School District","John Pettibone School","=""0960711""",2.4
"New Milford School District","Northville Elementary School","=""0960811""",4.3
"New Milford School District","Hill And Plain School","=""0960511""",7.1
"New Milford School District","Schaghticoke Middle School","=""0965211""",6.0
"New Milford School District","Sarah Noble Intermediate School","=""0960911""",3.3
"New Milford School District","New Milford High School","=""0966111""",10.2
"Newington School District","Elizabeth Green School","=""0940211""",3.3
"Newington School District","Ruth Chaffee School","=""0940711""",3.2
"Newington School District","John Paterson School","=""0940811""",5.6
"Newington School District","Anna Reynolds School","=""0940611""",2.7
"Newington School District","Martin Kellogg Middle School","=""0945111""",2.6
"Newington School District","John Wallace Middle School","=""0945311""",1.9
"Newington School District","Newington High School","=""0946111""",13.2
"Newtown School District","STARR","=""0979011""","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""",1.9
"Newtown School District","Hawley Elementary School","=""0970111""","*"
"Newtown School District","Sandy Hook Elementary School","=""0970211""",3.8
"Newtown School District","Middle Gate Elementary School","=""0970311""",3.6
"Newtown School District","Reed Intermediate School","=""0970511""",2.0
"Newtown School District","Newtown Middle School","=""0975111""",6.5
"Newtown School District","Newtown High School","=""0976111""",3.8
"Norfolk School District","Botelle Elementary School","=""0980111""","*"
"North Branford School District","School to Work Program","=""0999011""","*"
"North Branford School District","Jerome Harrison School","=""0990411""",2.3
"North Branford School District","Totoket Valley Elementary School","=""0990611""",3.0
"North Branford School District","North Branford Intermediate School","=""0995111""",4.8
"North Branford School District","North Branford High School","=""0996111""",4.6
"North Canaan School District","North Canaan Elementary School","=""1000111""",6.0
"North Haven School District","North Haven Transition Partnership","=""1010111""","*"
"North Haven School District","Montowese Elementary School","=""1010211""",2.6
"North Haven School District","Clintonville Elementary School","=""1010811""",5.4
"North Haven School District","Green Acres Elementary School","=""1010711""",5.6
"North Haven School District","Ridge Road Elementary School","=""1010311""",2.3
"North Haven School District","North Haven Middle School","=""1015211""",10.1
"North Haven School District","North Haven High School","=""1016111""",42.0
"North Stonington School District","Wheeler Middle School","=""1025111""","*"
"North Stonington School District","Wheeler High School","=""1026111""",5.1
"North Stonington School District","North Stonington Elementary School","=""1020111""",0.0
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""",43.7
"Norwalk School District","Wolfpit School","=""1032411""",5.4
"Norwalk School District","Columbus Magnet School","=""1030311""",2.8
"Norwalk School District","Tracey School","=""1031411""",9.0
"Norwalk School District","Fox Run Elementary School","=""1032011""",6.8
"Norwalk School District","Naramake Elementary School","=""1032111""",3.9
"Norwalk School District","Brookside Elementary School","=""1030211""",6.7
"Norwalk School District","Rowayton School","=""1031311""",6.9
"Norwalk School District","Roton Middle School","=""1035511""",6.6
"Norwalk School District","Cranbury Elementary School","=""1030411""",4.1
"Norwalk School District","Marvin Elementary School","=""1032211""",4.5
"Norwalk School District","Silvermine Elementary School","=""1032311""",10.4
"Norwalk School District","Kendall Elementary School","=""1030811""",7.5
"Norwalk School District","Jefferson Magnet School","=""1030711""",12.7
"Norwalk School District","Nathan Hale Middle School","=""1035211""",8.6
"Norwalk School District","West Rocks Middle School","=""1035411""",8.0
"Norwalk School District","Ponus Ridge Middle School","=""1035311""",12.3
"Norwalk School District","Norwalk High School","=""1036111""",8.9
"Norwalk School District","Brien McMahon High School","=""1036211""",8.6
"Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","=""9010122""","*"
"Norwich Free Academy District","Norwich Free Academy","=""9016122""",15.3
"Norwich School District","Virtual Learning Academy","=""1049211""","*"
"Norwich School District","Hickory Street School","=""1049011""","*"
"Norwich School District","Wequonnoc Magnet School","=""1041511""",14.0
"Norwich School District","Uncas Network School","=""1041911""",12.3
"Norwich School District","Thomas W. Mahan School","=""1041711""",8.2
"Norwich School District","Veterans' Memorial School","=""1041811""",10.7
"Norwich School District","John B. Stanton Network School","=""1041411""",9.4
"Norwich School District","Samuel Huntington School","=""1040811""",10.4
"Norwich School District","Moriarty Magnet School","=""1042011""",11.9
"Norwich School District","Teachers' Memorial Middle School","=""1045211""",12.8
"Norwich School District","Kelly Middle School","=""1045111""",14.6
"Odyssey Community School District","Odyssey Community School","=""2635113""",7.2
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""",1.9
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""",29.6
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""",2.3
"Orange School District","Mary L. Tracy School","=""1070211""",4.3
"Orange School District","Turkey Hill School","=""1070411""",3.1
"Orange School District","Peck Place School","=""1070511""",2.6
"Orange School District","Race Brook School","=""1070311""",2.7
"Oxford School District","Quaker Farms School","=""1080311""",2.4
"Oxford School District","Oxford Center School","=""1080111""",2.5
"Oxford School District","Great Oak School","=""1085111""",6.5
"Oxford School District","Oxford High School","=""1086011""",14.9
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""",8.1
"Path Academy District","Path Academy","=""2930113""",82.8
"Plainfield School District","Shepard Hill Elementary School","=""1090411""",9.0
"Plainfield School District","Plainfield Memorial School","=""1090311""",5.5
"Plainfield School District","Moosup Elementary School","=""1090111""",4.2
"Plainfield School District","Plainfield Central School","=""1095111""",6.4
"Plainfield School District","Plainfield High School","=""1096111""",17.0
"Plainville School District","Frank T. Wheeler School","=""1100411""",3.7
"Plainville School District","Louis Toffolon School","=""1100511""",3.7
"Plainville School District","Linden Street School","=""1100211""",9.0
"Plainville School District","Middle School of Plainville","=""1105211""",11.1
"Plainville School District","Plainville High School","=""1106111""",8.1
"Plymouth School District","Plymouth Alternative High School","=""1117111""","*"
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""",8.4
"Plymouth School District","Plymouth Center School","=""1110211""",9.2
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""",9.5
"Plymouth School District","Terryville High School","=""1116111""",17.8
"Pomfret School District","Pomfret Community School","=""1120111""",3.8
"Portland School District","Gildersleeve School","=""1130411""","*"
"Portland School District","Brownstone Intermediate School","=""1130511""",5.6
"Portland School District","Portland Middle School","=""1135111""",8.4
"Portland School District","Valley View School","=""1130211""",6.1
"Portland School District","Portland High School","=""1136111""",11.8
"Preston School District","Preston Plains School","=""1145111""",7.4
"Preston School District","Preston Veterans' Memorial School","=""1140411""",9.2
"Putnam School District","Helping Hands","=""1169011""","*"
"Putnam School District","PALS - Putnam Alternative Learning System","=""1160111""","*"
"Putnam School District","Putnam High School","=""1166111""",23.9
"Putnam School District","Putnam Middle School","=""1165111""",12.8
"Putnam School District","Putnam Elementary School","=""1160311""",8.9
"Redding School District","Redding Elementary School","=""1170111""",2.7
"Redding School District","John Read Middle School","=""1175111""",3.3
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""",15.3
"Regional School District 04","John Winthrop Middle School","=""2045112""",6.5
"Regional School District 04","Valley Regional High School","=""2046112""",8.5
"Regional School District 05","Amity Middle School: Bethany","=""2055112""",3.9
"Regional School District 05","Amity Middle School: Orange","=""2055212""",5.1
"Regional School District 05","Amity Regional High School","=""2056112""",13.9
"Regional School District 06","Warren Elementary School","=""2060312""",13.2
"Regional School District 06","James Morris School","=""2060212""",10.7
"Regional School District 06","Goshen Center School","=""2060112""","*"
"Regional School District 06","Wamogo Regional High School","=""2066112""",3.2
"Regional School District 07","FLEX","=""2079012""","*"
"Regional School District 07","AIM","=""2079112""","*"
"Regional School District 07","LINKS","=""2079212""","*"
"Regional School District 07","STEP","=""2079312""","*"
"Regional School District 07","Northwestern Regional Middle School","=""2075112""",2.7
"Regional School District 07","Northwestern Regional High School","=""2076112""",5.1
"Regional School District 08","RHAM Middle School","=""2085112""",14.7
"Regional School District 08","RHAM High School","=""2086112""",11.0
"Regional School District 09","Joel Barlow High School","=""2096112""",9.1
"Regional School District 10","Harwinton Consolidated School","=""2100312""",4.7
"Regional School District 10","Lake Garda Elementary School","=""2100212""",1.6
"Regional School District 10","Lewis S. Mills High School","=""2106112""",14.2
"Regional School District 10","Har-Bur Middle School","=""2105112""",2.2
"Regional School District 11","Parish Hill High School","=""2116112""",7.4
"Regional School District 12","The Burnham School","=""2120112""",0.0
"Regional School District 12","Booth Free School","=""2120212""","*"
"Regional School District 12","Washington Primary School","=""2120412""",5.6
"Regional School District 12","Shepaug Valley School","=""2120312""",11.1
"Regional School District 13","Middlesex Transition Academy","=""2130312""",31.8
"Regional School District 13","Francis E. Korn School","=""2130212""",0.0
"Regional School District 13","Frederick Brewster School","=""2130112""",3.0
"Regional School District 13","John Lyman School","=""2130512""","*"
"Regional School District 13","Middlefield Memorial School","=""2130412""",2.1
"Regional School District 13","Frank Ward Strong School","=""2135112""",4.1
"Regional School District 13","Coginchaug Regional High School","=""2136112""",6.6
"Regional School District 14","Nonnewaug Chiefs Alternative Program","=""2140312""","*"
"Regional School District 14","Bethlehem Elementary School","=""2140112""","*"
"Regional School District 14","Mitchell Elementary School","=""2140212""",6.0
"Regional School District 14","Woodbury Middle School","=""2145112""",0.0
"Regional School District 14","Nonnewaug High School","=""2146112""",1.2
"Regional School District 15","MIJ Program","=""2150112""","*"
"Regional School District 15","Middlebury Elementary School","=""2150612""",4.0
"Regional School District 15","Gainfield Elementary School","=""2150412""",4.0
"Regional School District 15","Pomperaug School","=""2150512""",1.8
"Regional School District 15","Memorial Middle School","=""2155212""",11.9
"Regional School District 15","Long Meadow Elementary School","=""2150712""",1.5
"Regional School District 15","Rochambeau Middle School","=""2155112""",6.4
"Regional School District 15","Pomperaug Regional High School","=""2156212""",1.7
"Regional School District 16","WRHS Alternative Education Program","=""2160412""","*"
"Regional School District 16","Community School","=""2160212""",4.1
"Regional School District 16","Algonquin School","=""2160312""",7.0
"Regional School District 16","Laurel Ledge School","=""2160112""",10.4
"Regional School District 16","Long River Middle School","=""2165112""",9.1
"Regional School District 16","Woodland Regional High School","=""2166012""",9.7
"Regional School District 17","Haddam Elementary School","=""2170112""","*"
"Regional School District 17","Burr District Elementary School","=""2170212""",4.6
"Regional School District 17","Killingworth Elementary School","=""2170312""","*"
"Regional School District 17","Haddam-Killingworth High School","=""2176112""",8.5
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""",4.1
"Regional School District 18","Center School","=""2180312""",10.0
"Regional School District 18","Lyme Consolidated School","=""2180112""",5.2
"Regional School District 18","Mile Creek School","=""2180212""",4.5
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""",6.0
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""",9.1
"Regional School District 19","PM Panthers","=""2190212""",63.6
"Regional School District 19","E.O. Smith High School at the Depot Campus","=""2190112""","*"
"Regional School District 19","E. O. Smith High School","=""2196112""",5.8
"Ridgefield School District","Ridgefield 18-21 Transition Program","=""1189011""","*"
"Ridgefield School District","Alternative High School","=""1188011""","*"
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""",4.3
"Ridgefield School District","Veterans Park Elementary School","=""1180211""",2.7
"Ridgefield School District","Farmingville Elementary School","=""1180411""",2.3
"Ridgefield School District","Ridgebury Elementary School","=""1180311""",2.6
"Ridgefield School District","Scotland Elementary School","=""1180511""",2.7
"Ridgefield School District","Branchville Elementary School","=""1180611""",2.0
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""",5.2
"Ridgefield School District","East Ridge Middle School","=""1185111""",3.0
"Ridgefield School District","Ridgefield High School","=""1186111""",9.7
"Rocky Hill School District","Pathways","=""1190311""","*"
"Rocky Hill School District","Alternative Learning Program","=""1190111""","*"
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""",5.4
"Rocky Hill School District","West Hill School","=""1190511""",8.6
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""",5.3
