"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Eligible For Free Lunch",0.0
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Not Eligible For Lunch",0.0
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Eligible For Reduced Lunch",0.0
"East Haven School District","Momauguin School","=""0440711""","Eligible For Free Lunch",8.8
"East Haven School District","Momauguin School","=""0440711""","Not Eligible For Lunch","*"
"East Haven School District","Momauguin School","=""0440711""","Eligible For Reduced Lunch","*"
"East Haven School District","Overbrook Elementary School","=""0441811""","Eligible For Free Lunch",11.7
"East Haven School District","Overbrook Elementary School","=""0441811""","Not Eligible For Lunch","*"
"East Haven School District","Overbrook Elementary School","=""0441811""","Eligible For Reduced Lunch","*"
"East Lyme School District","Coastal Connections","=""0450611""","Eligible For Free Lunch","*"
"East Lyme School District","Coastal Connections","=""0450611""","Not Eligible For Lunch","*"
"East Lyme School District","Coastal Connections","=""0450611""","Eligible For Reduced Lunch","*"
"East Lyme School District","East Lyme High School","=""0456111""","Eligible For Free Lunch","*"
"East Lyme School District","East Lyme High School","=""0456111""","Not Eligible For Lunch",3.5
"East Lyme School District","East Lyme High School","=""0456111""","Eligible For Reduced Lunch","*"
"East Lyme School District","East Lyme Middle School","=""0455111""","Eligible For Free Lunch",18.4
"East Lyme School District","East Lyme Middle School","=""0455111""","Not Eligible For Lunch",4.7
"East Lyme School District","East Lyme Middle School","=""0455111""","Eligible For Reduced Lunch",18.2
"East Lyme School District","Flanders School","=""0450111""","Eligible For Free Lunch","*"
"East Lyme School District","Flanders School","=""0450111""","Not Eligible For Lunch",3.4
"East Lyme School District","Flanders School","=""0450111""","Eligible For Reduced Lunch","*"
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Eligible For Free Lunch","*"
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Not Eligible For Lunch",5.9
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Eligible For Reduced Lunch","*"
"East Lyme School District","Medically Fragile Program (WAVES)","=""0450711""","Eligible For Free Lunch","*"
"East Lyme School District","Medically Fragile Program (WAVES)","=""0450711""","Not Eligible For Lunch","*"
"East Lyme School District","Niantic Center School","=""0450211""","Eligible For Free Lunch","*"
"East Lyme School District","Niantic Center School","=""0450211""","Not Eligible For Lunch","*"
"East Lyme School District","Niantic Center School","=""0450211""","Eligible For Reduced Lunch","*"
"East Lyme School District","Post High School Transition Program","=""0450511""","Not Eligible For Lunch","*"
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Eligible For Free Lunch",17.6
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Not Eligible For Lunch",3.1
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Eligible For Reduced Lunch",0.0
"East Windsor School District","East Windsor High School","=""0476111""","Eligible For Free Lunch",20.9
"East Windsor School District","East Windsor High School","=""0476111""","Not Eligible For Lunch","*"
"East Windsor School District","East Windsor High School","=""0476111""","Eligible For Reduced Lunch","*"
"East Windsor School District","East Windsor Middle School","=""0475411""","Eligible For Free Lunch","*"
"East Windsor School District","East Windsor Middle School","=""0475411""","Not Eligible For Lunch","*"
"East Windsor School District","East Windsor Middle School","=""0475411""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Not Eligible For Lunch",7.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Not Eligible For Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Not Eligible For Lunch",48.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Eligible For Reduced Lunch","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Eligible For Free Lunch","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Not Eligible For Lunch","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Eligible For Free Lunch","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Not Eligible For Lunch",2.9
"Easton School District","Helen Keller Middle School","=""0465111""","Eligible For Reduced Lunch","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Eligible For Free Lunch","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Not Eligible For Lunch","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Eligible For Reduced Lunch","*"
"Education Connection","Education Connection Special Education","=""2429014""","Eligible For Free Lunch","*"
"Education Connection","Education Connection Special Education","=""2429014""","Not Eligible For Lunch","*"
"Ellington School District","Center School","=""0480111""","Eligible For Free Lunch","*"
"Ellington School District","Center School","=""0480111""","Not Eligible For Lunch",3.0
"Ellington School District","Center School","=""0480111""","Eligible For Reduced Lunch","*"
"Ellington School District","Crystal Lake School","=""0480211""","Eligible For Free Lunch","*"
"Ellington School District","Crystal Lake School","=""0480211""","Not Eligible For Lunch",0.0
"Ellington School District","Crystal Lake School","=""0480211""","Eligible For Reduced Lunch","*"
"Ellington School District","Ellington High School","=""0486111""","Eligible For Free Lunch","*"
"Ellington School District","Ellington High School","=""0486111""","Not Eligible For Lunch",2.9
"Ellington School District","Ellington High School","=""0486111""","Eligible For Reduced Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Free Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Not Eligible For Lunch",6.5
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Free Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Not Eligible For Lunch",2.8
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Eligible For Free Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Not Eligible For Lunch",4.8
"Ellington School District","Windermere School","=""0480611""","Eligible For Reduced Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Free Lunch",5.6
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Not Eligible For Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Reduced Lunch","*"
"Elm City Montessori School District","Elm City Montessori School","=""2910113""","Eligible For Free Lunch","*"
"Elm City Montessori School District","Elm City Montessori School","=""2910113""","Not Eligible For Lunch","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Eligible For Free Lunch","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Not Eligible For Lunch","*"
"Enfield School District","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","Eligible For Reduced Lunch","*"
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Free Lunch",18.6
"Enfield School District","Edgar H. Parkman School","=""0491311""","Not Eligible For Lunch",3.4
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Reduced Lunch",0.0
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Free Lunch",9.0
"Enfield School District","Eli Whitney School","=""0491611""","Not Eligible For Lunch","*"
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Reduced Lunch","*"
"Enfield School District","Enfield High School","=""0496111""","Eligible For Free Lunch",27.1
"Enfield School District","Enfield High School","=""0496111""","Not Eligible For Lunch",12.7
"Enfield School District","Enfield High School","=""0496111""","Eligible For Reduced Lunch",19.3
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","Not Eligible For Lunch","*"
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Street School","=""0490211""","Not Eligible For Lunch","*"
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Reduced Lunch","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Not Eligible For Lunch","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",23.2
"Enfield School District","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",9.6
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",26.7
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Free Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Not Eligible For Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Reduced Lunch","*"
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Eligible For Free Lunch","*"
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Not Eligible For Lunch","*"
"Enfield School District","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","Eligible For Reduced Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Free Lunch",14.6
"Enfield School District","Henry Barnard School","=""0491811""","Not Eligible For Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Reduced Lunch","*"
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Free Lunch",27.6
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Not Eligible For Lunch",10.5
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Reduced Lunch","*"
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Eligible For Free Lunch","*"
"Enfield School District","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","Not Eligible For Lunch","*"
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Free Lunch",13.6
"Enfield School District","Nathan Hale School","=""0491111""","Not Eligible For Lunch",5.9
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Reduced Lunch","*"
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Eligible For Free Lunch","*"
"Enfield School District","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Not Eligible For Lunch","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Free Lunch",8.8
"Enfield School District","Prudence Crandall School","=""0491511""","Not Eligible For Lunch","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Reduced Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Free Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Not Eligible For Lunch",2.4
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Reduced Lunch","*"
"Explorations District","Explorations","=""2726113""","Eligible For Free Lunch","*"
"Explorations District","Explorations","=""2726113""","Not Eligible For Lunch",27.6
"Explorations District","Explorations","=""2726113""","Eligible For Reduced Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Free Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Not Eligible For Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Free Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Not Eligible For Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",4.1
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",3.4
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Not Eligible For Lunch",2.4
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Free Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Not Eligible For Lunch",1.8
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Eligible For Free Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Not Eligible For Lunch",3.3
"Fairfield School District","Jennings School","=""0511711""","Eligible For Reduced Lunch","*"
"Fairfield School District","McKinley School","=""0510611""","Eligible For Free Lunch",8.3
"Fairfield School District","McKinley School","=""0510611""","Not Eligible For Lunch",2.9
"Fairfield School District","McKinley School","=""0510611""","Eligible For Reduced Lunch",0.0
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Free Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Not Eligible For Lunch",1.8
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Reduced Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Free Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Not Eligible For Lunch",1.5
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Reduced Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Eligible For Free Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Not Eligible For Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Free Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Not Eligible For Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Free Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Not Eligible For Lunch",5.3
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Eligible For Free Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Not Eligible For Lunch",1.5
"Fairfield School District","Sherman School","=""0511311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Free Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Not Eligible For Lunch",2.5
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Free Lunch","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Not Eligible For Lunch",2.7
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Reduced Lunch","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Eligible For Free Lunch","*"
"Fairfield School District","Walter Fitzgerald Campus","=""0510311""","Not Eligible For Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Eligible For Free Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Not Eligible For Lunch",2.2
"Farmington School District","East Farms School","=""0520411""","Eligible For Reduced Lunch","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Eligible For Free Lunch","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Not Eligible For Lunch","*"
"Farmington School District","Farmington Alternative High School","=""0520611""","Eligible For Reduced Lunch","*"
"Farmington School District","Farmington High School","=""0526111""","Eligible For Free Lunch","*"
"Farmington School District","Farmington High School","=""0526111""","Not Eligible For Lunch",8.8
"Farmington School District","Farmington High School","=""0526111""","Eligible For Reduced Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Free Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Not Eligible For Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Reduced Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Free Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Not Eligible For Lunch",2.9
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Reduced Lunch","*"
"Farmington School District","Union School","=""0520111""","Eligible For Free Lunch","*"
"Farmington School District","Union School","=""0520111""","Not Eligible For Lunch","*"
"Farmington School District","Union School","=""0520111""","Eligible For Reduced Lunch","*"
"Farmington School District","West District School","=""0520311""","Eligible For Free Lunch","*"
"Farmington School District","West District School","=""0520311""","Not Eligible For Lunch","*"
"Farmington School District","West District School","=""0520311""","Eligible For Reduced Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Free Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Not Eligible For Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Reduced Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Free Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Not Eligible For Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Alternate Program","=""0541311""","Eligible For Free Lunch","*"
"Glastonbury School District","Alternate Program","=""0541311""","Not Eligible For Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Free Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Not Eligible For Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Eligible For Free Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Not Eligible For Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Free Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Not Eligible For Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Free Lunch",12.2
"Glastonbury School District","Glastonbury High School","=""0546111""","Not Eligible For Lunch",3.1
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch",14.6
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Free Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Not Eligible For Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Free Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Not Eligible For Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Links Academy","=""0540111""","Eligible For Free Lunch","*"
"Glastonbury School District","Links Academy","=""0540111""","Not Eligible For Lunch","*"
"Glastonbury School District","Links Academy","=""0540111""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Free Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Not Eligible For Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Reduced Lunch",0.0
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Free Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Not Eligible For Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Reduced Lunch","*"
"Glastonbury School District","PRIDE-Hebron Avenue","=""0541111""","Eligible For Free Lunch","*"
"Glastonbury School District","PRIDE-Hebron Avenue","=""0541111""","Not Eligible For Lunch","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Free Lunch","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Not Eligible For Lunch",1.5
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Reduced Lunch","*"
"Glastonbury School District","LINKS Transition","=""0541411""","Not Eligible For Lunch","*"
"Glastonbury School District","PRIDE-Nayaug","=""0541211""","Not Eligible For Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Free Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Not Eligible For Lunch",4.0
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",4.2
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Not Eligible For Lunch",2.1
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Reduced Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Free Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Not Eligible For Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Reduced Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Free Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Not Eligible For Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Reduced Lunch","*"
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Eligible For Free Lunch",24.7
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Not Eligible For Lunch","*"
"Great Oaks Charter School District","Great Oaks Charter School","=""2940113""","Eligible For Reduced Lunch","*"
"Greenwich School District","Alternative High School Programs","=""0571411""","Eligible For Free Lunch",74.2
"Greenwich School District","Alternative High School Programs","=""0571411""","Not Eligible For Lunch","*"
"Greenwich School District","Alternative High School Programs","=""0571411""","Eligible For Reduced Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Free Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Not Eligible For Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Community Connections","=""0571211""","Eligible For Free Lunch","*"
"Greenwich School District","Community Connections","=""0571211""","Not Eligible For Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Free Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Not Eligible For Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Free Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Not Eligible For Lunch",1.8
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Eligible For Free Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Not Eligible For Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Eligible For Reduced Lunch","*"
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Free Lunch","*"
"Greenwich School District","Greenwich High School","=""0576111""","Not Eligible For Lunch",3.2
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Free Lunch",8.4
"Greenwich School District","Hamilton Avenue School","=""0570511""","Not Eligible For Lunch","*"
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Reduced Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Free Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Not Eligible For Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Reduced Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Free Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Not Eligible For Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Reduced Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Free Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Not Eligible For Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Reduced Lunch",0.0
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Free Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Not Eligible For Lunch",1.3
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Reduced Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Eligible For Free Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Not Eligible For Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Free Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Not Eligible For Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Reduced Lunch","*"
"Greenwich School District","Parkway School","=""0571111""","Eligible For Free Lunch","*"
"Greenwich School District","Parkway School","=""0571111""","Not Eligible For Lunch",3.3
"Greenwich School District","Parkway School","=""0571111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Eligible For Free Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Not Eligible For Lunch","*"
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Free Lunch","*"
"Greenwich School District","Western Middle School","=""0575311""","Not Eligible For Lunch",4.0
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Alternative School","=""0580111""","Eligible For Free Lunch","*"
"Griswold School District","Griswold Alternative School","=""0580111""","Not Eligible For Lunch","*"
"Griswold School District","Griswold Alternative School","=""0580111""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Free Lunch",10.7
"Griswold School District","Griswold Elementary School","=""0580311""","Not Eligible For Lunch","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold High School","=""0586211""","Eligible For Free Lunch",28.1
"Griswold School District","Griswold High School","=""0586211""","Not Eligible For Lunch",7.9
"Griswold School District","Griswold High School","=""0586211""","Eligible For Reduced Lunch",15.8
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Free Lunch",23.1
"Griswold School District","Griswold Middle School","=""0585111""","Not Eligible For Lunch","*"
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Reduced Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Free Lunch",15.9
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Not Eligible For Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Reduced Lunch","*"
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Free Lunch",16.7
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Not Eligible For Lunch","*"
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Reduced Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Free Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Not Eligible For Lunch",6.3
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Reduced Lunch","*"
"Groton School District","Claude Chester School","=""0590311""","Eligible For Free Lunch",14.7
