"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Free/Reduced Price Meal Eligibility"

"Organization","School","School Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Eligible For Free Lunch",7.6
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Eligible For Reduced Lunch","*"
"East Hartford School District","Joseph O. Goodwin School","=""0430411""","Not Eligible For Lunch","*"
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Eligible For Free Lunch",5.8
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Eligible For Reduced Lunch","*"
"East Hartford School District","Robert J. O'Brien School","=""0431811""","Not Eligible For Lunch","*"
"East Hartford School District","Silver Lane School","=""0431211""","Eligible For Free Lunch",2.9
"East Hartford School District","Silver Lane School","=""0431211""","Eligible For Reduced Lunch","*"
"East Hartford School District","Silver Lane School","=""0431211""","Not Eligible For Lunch","*"
"East Hartford School District","Stevens Alternate High school","=""0436411""","Eligible For Free Lunch",12.5
"East Hartford School District","Stevens Alternate High school","=""0436411""","Eligible For Reduced Lunch","*"
"East Hartford School District","Stevens Alternate High school","=""0436411""","Not Eligible For Lunch","*"
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Eligible For Free Lunch","*"
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Eligible For Reduced Lunch",0.0
"East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Not Eligible For Lunch","*"
"East Hartford School District","Woodland School","=""0439011""","Eligible For Free Lunch",5.7
"East Hartford School District","Woodland School","=""0439011""","Eligible For Reduced Lunch","*"
"East Hartford School District","Woodland School","=""0439011""","Not Eligible For Lunch","*"
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Eligible For Free Lunch","*"
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Eligible For Reduced Lunch","*"
"East Haven School District","Carbone School/East Haven Academy","=""0441711""","Not Eligible For Lunch",6.2
"East Haven School District","D. C. Moore School","=""0441411""","Eligible For Free Lunch","*"
"East Haven School District","D. C. Moore School","=""0441411""","Eligible For Reduced Lunch","*"
"East Haven School District","D. C. Moore School","=""0441411""","Not Eligible For Lunch","*"
"East Haven School District","Deer Run School","=""0440111""","Eligible For Free Lunch","*"
"East Haven School District","Deer Run School","=""0440111""","Eligible For Reduced Lunch","*"
"East Haven School District","Deer Run School","=""0440111""","Not Eligible For Lunch",9.5
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Eligible For Free Lunch","*"
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Eligible For Reduced Lunch","*"
"East Haven School District","Dominick H. Ferrara School","=""0441311""","Not Eligible For Lunch",4.4
"East Haven School District","East Haven High School","=""0446111""","Eligible For Free Lunch",41.3
"East Haven School District","East Haven High School","=""0446111""","Eligible For Reduced Lunch",31.9
"East Haven School District","East Haven High School","=""0446111""","Not Eligible For Lunch",21.1
"East Haven School District","Grove J. Tuttle School","=""0441011""","Eligible For Free Lunch","*"
"East Haven School District","Grove J. Tuttle School","=""0441011""","Eligible For Reduced Lunch","*"
"East Haven School District","Grove J. Tuttle School","=""0441011""","Not Eligible For Lunch","*"
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Eligible For Free Lunch",22.0
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Eligible For Reduced Lunch",12.6
"East Haven School District","Joseph Melillo Middle School","=""0445111""","Not Eligible For Lunch",14.6
"East Haven School District","Momauguin School","=""0440711""","Eligible For Free Lunch",19.0
"East Haven School District","Momauguin School","=""0440711""","Eligible For Reduced Lunch","*"
"East Haven School District","Momauguin School","=""0440711""","Not Eligible For Lunch","*"
"East Haven School District","Overbrook Elementary School","=""0441811""","Eligible For Free Lunch",15.6
"East Haven School District","Overbrook Elementary School","=""0441811""","Eligible For Reduced Lunch","*"
"East Haven School District","Overbrook Elementary School","=""0441811""","Not Eligible For Lunch","*"
"East Haven School District","Pathways","=""0449011""","Eligible For Free Lunch","*"
"East Haven School District","Pathways","=""0449011""","Eligible For Reduced Lunch","*"
"East Haven School District","Pathways","=""0449011""","Not Eligible For Lunch",100.0
"East Lyme School District","East Lyme High School","=""0456111""","Eligible For Free Lunch","*"
"East Lyme School District","East Lyme High School","=""0456111""","Eligible For Reduced Lunch","*"
"East Lyme School District","East Lyme High School","=""0456111""","Not Eligible For Lunch",7.4
"East Lyme School District","East Lyme Middle School","=""0455111""","Eligible For Free Lunch","*"
"East Lyme School District","East Lyme Middle School","=""0455111""","Eligible For Reduced Lunch","*"
"East Lyme School District","East Lyme Middle School","=""0455111""","Not Eligible For Lunch",3.5
"East Lyme School District","Flanders School","=""0450111""","Eligible For Free Lunch","*"
"East Lyme School District","Flanders School","=""0450111""","Eligible For Reduced Lunch","*"
"East Lyme School District","Flanders School","=""0450111""","Not Eligible For Lunch",2.5
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Eligible For Free Lunch","*"
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Eligible For Reduced Lunch","*"
"East Lyme School District","Lillie B. Haynes School","=""0450411""","Not Eligible For Lunch",4.2
"East Lyme School District","Niantic Center School","=""0450211""","Eligible For Free Lunch","*"
"East Lyme School District","Niantic Center School","=""0450211""","Eligible For Reduced Lunch","*"
"East Lyme School District","Niantic Center School","=""0450211""","Not Eligible For Lunch","*"
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Eligible For Free Lunch",19.4
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Eligible For Reduced Lunch","*"
"East Windsor School District","Broad Brook Elementary School","=""0470111""","Not Eligible For Lunch","*"
"East Windsor School District","East Windsor High School","=""0476111""","Eligible For Free Lunch",26.0
"East Windsor School District","East Windsor High School","=""0476111""","Eligible For Reduced Lunch","*"
"East Windsor School District","East Windsor High School","=""0476111""","Not Eligible For Lunch","*"
"East Windsor School District","East Windsor Middle School","=""0475411""","Eligible For Free Lunch",15.7
"East Windsor School District","East Windsor Middle School","=""0475411""","Eligible For Reduced Lunch","*"
"East Windsor School District","East Windsor Middle School","=""0475411""","Not Eligible For Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Not Eligible For Lunch",23.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","EASTCONN Special Education","=""2539014""","Not Eligible For Lunch",28.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Eligible For Free Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Eligible For Reduced Lunch","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","=""2536114""","Not Eligible For Lunch","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Eligible For Free Lunch","*"
"Eastford School District","Eastford Elementary School","=""0390111""","Not Eligible For Lunch","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Eligible For Free Lunch","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Eligible For Reduced Lunch","*"
"Easton School District","Helen Keller Middle School","=""0465111""","Not Eligible For Lunch",3.7
"Easton School District","Samuel Staples Elementary School","=""0460111""","Eligible For Free Lunch","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Eligible For Reduced Lunch","*"
"Easton School District","Samuel Staples Elementary School","=""0460111""","Not Eligible For Lunch",4.2
"Education Connection","Education Connection Special Education","=""2429014""","Eligible For Free Lunch","*"
"Education Connection","Education Connection Special Education","=""2429014""","Eligible For Reduced Lunch","*"
"Education Connection","Education Connection Special Education","=""2429014""","Not Eligible For Lunch","*"
"Ellington School District","Center School","=""0480111""","Eligible For Free Lunch",18.2
"Ellington School District","Center School","=""0480111""","Eligible For Reduced Lunch","*"
"Ellington School District","Center School","=""0480111""","Not Eligible For Lunch",1.7
"Ellington School District","Crystal Lake School","=""0480211""","Eligible For Free Lunch","*"
"Ellington School District","Crystal Lake School","=""0480211""","Eligible For Reduced Lunch","*"
"Ellington School District","Crystal Lake School","=""0480211""","Not Eligible For Lunch","*"
"Ellington School District","Ellington High School","=""0486111""","Eligible For Free Lunch","*"
"Ellington School District","Ellington High School","=""0486111""","Eligible For Reduced Lunch","*"
"Ellington School District","Ellington High School","=""0486111""","Not Eligible For Lunch",3.0
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Free Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Eligible For Reduced Lunch","*"
"Ellington School District","Ellington Middle School","=""0485111""","Not Eligible For Lunch",6.3
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Free Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere Intermediate School","=""0480711""","Not Eligible For Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Eligible For Free Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Eligible For Reduced Lunch","*"
"Ellington School District","Windermere School","=""0480611""","Not Eligible For Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Free Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Eligible For Reduced Lunch","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","=""2890113""","Not Eligible For Lunch",0.0
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Free Lunch",9.8
"Enfield School District","Edgar H. Parkman School","=""0491311""","Eligible For Reduced Lunch",0.0
"Enfield School District","Edgar H. Parkman School","=""0491311""","Not Eligible For Lunch",3.1
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Free Lunch",13.9
"Enfield School District","Eli Whitney School","=""0491611""","Eligible For Reduced Lunch","*"
"Enfield School District","Eli Whitney School","=""0491611""","Not Eligible For Lunch",6.0
"Enfield School District","Enfield High School","=""0496111""","Eligible For Free Lunch",28.9
"Enfield School District","Enfield High School","=""0496111""","Eligible For Reduced Lunch",16.1
"Enfield School District","Enfield High School","=""0496111""","Not Eligible For Lunch",11.2
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Free Lunch",16.4
"Enfield School District","Enfield Street School","=""0490211""","Eligible For Reduced Lunch",0.0
"Enfield School District","Enfield Street School","=""0490211""","Not Eligible For Lunch",7.5
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Eligible For Free Lunch","*"
"Enfield School District","Enfield Transitional Learning Academy","=""0499011""","Not Eligible For Lunch","*"
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Free Lunch",29.8
"Enfield School District","Enrico Fermi High School","=""0496211""","Eligible For Reduced Lunch",8.3
"Enfield School District","Enrico Fermi High School","=""0496211""","Not Eligible For Lunch",9.3
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Free Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Eligible For Reduced Lunch","*"
"Enfield School District","Hazardville Memorial School","=""0490411""","Not Eligible For Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Free Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Eligible For Reduced Lunch","*"
"Enfield School District","Henry Barnard School","=""0491811""","Not Eligible For Lunch","*"
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Free Lunch",24.6
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Eligible For Reduced Lunch","*"
"Enfield School District","John F. Kennedy Middle School","=""0495211""","Not Eligible For Lunch",9.2
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Free Lunch","*"
"Enfield School District","Nathan Hale School","=""0491111""","Eligible For Reduced Lunch","*"
"Enfield School District","Nathan Hale School","=""0491111""","Not Eligible For Lunch",5.9
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Free Lunch","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Eligible For Reduced Lunch","*"
"Enfield School District","Prudence Crandall School","=""0491511""","Not Eligible For Lunch",6.3
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Free Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Eligible For Reduced Lunch","*"
"Essex School District","Essex Elementary School","=""0500111""","Not Eligible For Lunch","*"
"Explorations District","Explorations","=""2726113""","Eligible For Free Lunch","*"
"Explorations District","Explorations","=""2726113""","Not Eligible For Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Free Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Burr Elementary School","=""0510211""","Not Eligible For Lunch",2.2
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Free Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Eligible For Reduced Lunch","*"
"Fairfield School District","Dwight Elementary School","=""0510111""","Not Eligible For Lunch",2.4
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Free Lunch",22.5
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Eligible For Reduced Lunch",15.0
"Fairfield School District","Fairfield Ludlowe High School","=""0516011""","Not Eligible For Lunch",6.2
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Warde High School","=""0516211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Warde High School","=""0516211""","Not Eligible For Lunch",6.2
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Free Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Fairfield Woods Middle School","=""0515211""","Not Eligible For Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Free Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Holland Hill School","=""0510411""","Not Eligible For Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Eligible For Free Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Eligible For Reduced Lunch","*"
"Fairfield School District","Jennings School","=""0511711""","Not Eligible For Lunch",2.7
"Fairfield School District","McKinley School","=""0510611""","Eligible For Free Lunch","*"
"Fairfield School District","McKinley School","=""0510611""","Eligible For Reduced Lunch","*"
"Fairfield School District","McKinley School","=""0510611""","Not Eligible For Lunch",6.5
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Free Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Eligible For Reduced Lunch","*"
"Fairfield School District","Mill Hill School","=""0510711""","Not Eligible For Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Free Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Eligible For Reduced Lunch","*"
"Fairfield School District","North Stratfield School","=""0511611""","Not Eligible For Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Eligible For Free Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Eligible For Reduced Lunch","*"
"Fairfield School District","Osborn Hill School","=""0511811""","Not Eligible For Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Free Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Eligible For Reduced Lunch","*"
"Fairfield School District","Riverfield School","=""0511211""","Not Eligible For Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Free Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Roger Ludlowe Middle School","=""0515311""","Not Eligible For Lunch",6.0
"Fairfield School District","Sherman School","=""0511311""","Eligible For Free Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Eligible For Reduced Lunch","*"
"Fairfield School District","Sherman School","=""0511311""","Not Eligible For Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Free Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Eligible For Reduced Lunch","*"
"Fairfield School District","Stratfield School","=""0511411""","Not Eligible For Lunch",1.8
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Free Lunch","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Eligible For Reduced Lunch","*"
"Fairfield School District","Tomlinson Middle School","=""0515111""","Not Eligible For Lunch",7.2
"Farmington School District","East Farms School","=""0520411""","Eligible For Free Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Eligible For Reduced Lunch","*"
"Farmington School District","East Farms School","=""0520411""","Not Eligible For Lunch",2.5
"Farmington School District","Farmington High School","=""0526111""","Eligible For Free Lunch","*"
"Farmington School District","Farmington High School","=""0526111""","Eligible For Reduced Lunch","*"
"Farmington School District","Farmington High School","=""0526111""","Not Eligible For Lunch",7.0
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Free Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Eligible For Reduced Lunch","*"
"Farmington School District","Irving A. Robbins Middle School","=""0525111""","Not Eligible For Lunch",4.8
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Free Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Eligible For Reduced Lunch","*"
"Farmington School District","Noah Wallace School","=""0520211""","Not Eligible For Lunch","*"
"Farmington School District","Union School","=""0520111""","Eligible For Free Lunch","*"
"Farmington School District","Union School","=""0520111""","Eligible For Reduced Lunch","*"
"Farmington School District","Union School","=""0520111""","Not Eligible For Lunch",4.1
"Farmington School District","West District School","=""0520311""","Eligible For Free Lunch","*"
"Farmington School District","West District School","=""0520311""","Eligible For Reduced Lunch","*"
"Farmington School District","West District School","=""0520311""","Not Eligible For Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Free Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Eligible For Reduced Lunch","*"
"Farmington School District","West Woods Upper Elementary School","=""0520511""","Not Eligible For Lunch",2.9
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Free Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Eligible For Reduced Lunch","*"
"Franklin School District","Franklin Elementary School","=""0530111""","Not Eligible For Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Free Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Buttonball Lane School","=""0540211""","Not Eligible For Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Eligible For Free Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Eastbury School","=""0540311""","Not Eligible For Lunch",2.1
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Free Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Gideon Welles School","=""0540811""","Not Eligible For Lunch",2.1
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Free Lunch","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Glastonbury High School","=""0546111""","Not Eligible For Lunch",3.7
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Free Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Hebron Avenue School","=""0540411""","Not Eligible For Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Free Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Hopewell School","=""0540611""","Not Eligible For Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Free Lunch",16.1
"Glastonbury School District","Naubuc School","=""0540711""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Naubuc School","=""0540711""","Not Eligible For Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Free Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Nayaug Elementary School","=""0540911""","Not Eligible For Lunch",2.4
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Free Lunch","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Eligible For Reduced Lunch","*"
"Glastonbury School District","Smith Middle School","=""0545211""","Not Eligible For Lunch",3.2
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Free Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Eligible For Reduced Lunch","*"
"Granby School District","Frank M. Kearns Primary School","=""0560111""","Not Eligible For Lunch",4.6
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial High School","=""0566111""","Not Eligible For Lunch",3.5
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Free Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Eligible For Reduced Lunch","*"
"Granby School District","Granby Memorial Middle School","=""0565111""","Not Eligible For Lunch",6.2
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Free Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Eligible For Reduced Lunch","*"
"Granby School District","Kelly Lane Intermediate School","=""0560411""","Not Eligible For Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Free Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Eligible For Reduced Lunch","*"
"Granby School District","Wells Road Intermediate School","=""0560311""","Not Eligible For Lunch",2.2
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Free Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Central Middle School","=""0575111""","Not Eligible For Lunch",6.8
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Free Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Cos Cob School","=""0570211""","Not Eligible For Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Free Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Eligible For Reduced Lunch","*"
"Greenwich School District","Eastern Middle School","=""0575211""","Not Eligible For Lunch",4.7
"Greenwich School District","Glenville School","=""0570411""","Eligible For Free Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Eligible For Reduced Lunch","*"
"Greenwich School District","Glenville School","=""0570411""","Not Eligible For Lunch",5.6
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Free Lunch",16.1
"Greenwich School District","Greenwich High School","=""0576111""","Eligible For Reduced Lunch",8.1
"Greenwich School District","Greenwich High School","=""0576111""","Not Eligible For Lunch",5.3
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Free Lunch",12.3
"Greenwich School District","Hamilton Avenue School","=""0570511""","Eligible For Reduced Lunch","*"
"Greenwich School District","Hamilton Avenue School","=""0570511""","Not Eligible For Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Free Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Eligible For Reduced Lunch","*"
"Greenwich School District","International School At Dundee","=""0571311""","Not Eligible For Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Free Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Eligible For Reduced Lunch","*"
"Greenwich School District","Julian Curtiss School","=""0570311""","Not Eligible For Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Free Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Eligible For Reduced Lunch","*"
"Greenwich School District","New Lebanon School","=""0570611""","Not Eligible For Lunch",5.6
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Free Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Eligible For Reduced Lunch","*"
"Greenwich School District","North Mianus School","=""0570711""","Not Eligible For Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Eligible For Free Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Eligible For Reduced Lunch","*"
"Greenwich School District","North Street School","=""0570811""","Not Eligible For Lunch",2.8
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Free Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Eligible For Reduced Lunch","*"
"Greenwich School District","Old Greenwich School","=""0570911""","Not Eligible For Lunch",4.8
"Greenwich School District","Parkway School","=""0571111""","Eligible For Free Lunch","*"
"Greenwich School District","Parkway School","=""0571111""","Eligible For Reduced Lunch","*"
"Greenwich School District","Parkway School","=""0571111""","Not Eligible For Lunch",10.2
"Greenwich School District","Riverside School","=""0571011""","Eligible For Free Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Eligible For Reduced Lunch","*"
"Greenwich School District","Riverside School","=""0571011""","Not Eligible For Lunch","*"
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Free Lunch",14.4
"Greenwich School District","Western Middle School","=""0575311""","Eligible For Reduced Lunch","*"
"Greenwich School District","Western Middle School","=""0575311""","Not Eligible For Lunch","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Free Lunch",14.0
"Griswold School District","Griswold Elementary School","=""0580311""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Elementary School","=""0580311""","Not Eligible For Lunch","*"
"Griswold School District","Griswold High School","=""0586211""","Eligible For Free Lunch",31.0
"Griswold School District","Griswold High School","=""0586211""","Eligible For Reduced Lunch",34.1
"Griswold School District","Griswold High School","=""0586211""","Not Eligible For Lunch",11.4
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Free Lunch",21.7
"Griswold School District","Griswold Middle School","=""0585111""","Eligible For Reduced Lunch","*"
"Griswold School District","Griswold Middle School","=""0585111""","Not Eligible For Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Free Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Eligible For Reduced Lunch","*"
"Groton School District","Carl C. Cutler Middle School","=""0595311""","Not Eligible For Lunch",7.5
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Eligible For Free Lunch",27.1
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Eligible For Reduced Lunch",31.4
"Groton School District","Catherine Kolnaski Magnet School","=""0590311""","Not Eligible For Lunch",16.9
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Free Lunch",27.1
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Eligible For Reduced Lunch",31.4
"Groton School District","Catherine Kolnaski Magnet School","=""0592011""","Not Eligible For Lunch",16.9
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Free Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Eligible For Reduced Lunch","*"
"Groton School District","Charles Barnum School","=""0591811""","Not Eligible For Lunch",10.6
"Groton School District","Fitch Middle School","=""0595111""","Eligible For Free Lunch",19.7
"Groton School District","Fitch Middle School","=""0595111""","Eligible For Reduced Lunch","*"
"Groton School District","Fitch Middle School","=""0595111""","Not Eligible For Lunch","*"
