"Chronic Absenteeism, 2012-13"
"State of Connecticut, All Schools, All Students"

"Organization","School","School Code","% Chronically Absent"
"Madison School District","Island Avenue Elementary School","=""0760211""",4.4
"Madison School District","J. Milton Jeffrey Elementary School","=""0760111""",3.5
"Madison School District","Dr. Robert H. Brown Middle School","=""0760611""",4.7
"Madison School District","Walter C. Polson Upper Middle School","=""0765211""",5.7
"Madison School District","Daniel Hand High School","=""0766111""",2.1
"Manchester School District","Manchester Transition Center","=""0779111""","*"
"Manchester School District","Manchester Regional Academy","=""0779011""",55.4
"Manchester School District","Highland Park School","=""0770411""",7.6
"Manchester School District","Martin School","=""0771611""",8.6
"Manchester School District","Buckley School","=""0770311""",5.7
"Manchester School District","Verplanck School","=""0771211""",11.6
"Manchester School District","Waddell School","=""0771311""",6.4
"Manchester School District","Keeney School","=""0770611""",8.1
"Manchester School District","Robertson School","=""0771011""",8.4
"Manchester School District","Washington School","=""0771411""",16.6
"Manchester School District","Bowers School","=""0770111""",8.9
"Manchester School District","Elisabeth M. Bennet Academy","=""0771711""",8.6
"Manchester School District","Illing Middle School","=""0775311""",13.2
"Manchester School District","Manchester High School","=""0776111""",19.6
"Mansfield School District","Dorothy C. Goodwin School","=""0780211""",3.2
"Mansfield School District","Southeast Elementary School","=""0780511""",8.4
"Mansfield School District","Annie E. Vinton School","=""0780411""",6.8
"Mansfield School District","Mansfield Middle School School","=""0785111""",5.7
"Marlborough School District","Elmer Thienes-Mary Hall Elementary School","=""0790111""",3.6
"Meriden School District","Nathan Hale School","=""0800711""",12.5
"Meriden School District","Benjamin Franklin School","=""0800111""",10.4
"Meriden School District","Thomas Hooker School","=""0801011""",4.9
"Meriden School District","Roger Sherman School","=""0800811""",10.0
"Meriden School District","John Barry School","=""0800511""",17.3
"Meriden School District","Israel Putnam School","=""0800411""",10.7
"Meriden School District","Casimir Pulaski School","=""0801111""",11.1
"Meriden School District","Hanover School","=""0800311""",14.0
"Meriden School District","Lincoln Middle School","=""0805211""",17.8
"Meriden School District","Washington Middle School","=""0805411""",19.3
"Meriden School District","Orville H. Platt High School","=""0806211""",27.4
"Meriden School District","Francis T. Maloney High School","=""0806111""",17.5
"Middletown School District","Transition to Life Center","=""0839111""","*"
"Middletown School District","MacDonough School","=""0830911""",8.3
"Middletown School District","Snow School","=""0831111""",7.7
"Middletown School District","Moody School","=""0831211""",3.5
"Middletown School District","Bielefield School","=""0830211""",5.2
"Middletown School District","Lawrence School","=""0831311""",11.2
"Middletown School District","Keigwin Middle School","=""0831511""",13.0
"Middletown School District","Wesley School","=""0831411""",4.3
"Middletown School District","Farm Hill School","=""0830511""",12.3
"Middletown School District","Spencer School","=""0830111""",2.3
"Middletown School District","Woodrow Wilson Middle School","=""0835411""",10.6
"Middletown School District","Middletown High School","=""0836211""",18.3
"Milford School District","Orange Avenue School","=""0840811""",7.0
"Milford School District","Calf Pen Meadow School","=""0840111""",5.3
"Milford School District","Live Oaks School","=""0841611""",4.8
"Milford School District","Orchard Hills School","=""0841811""",4.3
"Milford School District","Pumpkin Delight School","=""0841011""",4.9
"Milford School District","J. F. Kennedy School","=""0841911""",12.3
"Milford School District","Mathewson School","=""0841711""",10.4
"Milford School District","Meadowside School","=""0840711""",4.7
"Milford School District","East Shore Middle School","=""0845111""",10.3
"Milford School District","West Shore Middle School","=""0845311""",12.8
"Milford School District","Harborside Middle School","=""0845211""",8.8
"Milford School District","Joseph A. Foran High School","=""0846311""",15.9
"Milford School District","Jonathan Law High School","=""0846211""",27.7
"Monroe School District","Monroe Elementary School","=""0850111""",2.4
"Monroe School District","Stepney Elementary School","=""0850311""",2.8
"Monroe School District","Fawn Hollow Elementary School","=""0850511""",2.3
"Monroe School District","Jockey Hollow School","=""0855211""",6.3
"Monroe School District","Masuk High School","=""0856111""",9.9
"Montville School District","Palmer Academy","=""0869011""",64.0
"Montville School District","Oakdale School","=""0860511""",4.9
"Montville School District","Mohegan School","=""0860111""",5.3
"Montville School District","Dr. Charles E. Murphy School","=""0860711""",3.3
"Montville School District","Leonard J. Tyl Middle School","=""0865111""",6.3
"Montville School District","Montville High School","=""0866111""",8.9
"Naugatuck School District","Cross Street Intermediate School","=""0880211""",9.5
"Naugatuck School District","Andrew Avenue School","=""0880811""",10.1
"Naugatuck School District","Salem School","=""0880611""",8.2
"Naugatuck School District","Western School","=""0880711""",7.7
"Naugatuck School District","Hop Brook Elementary School","=""0880511""",12.7
"Naugatuck School District","Hillside Intermediate School","=""0880411""",12.2
"Naugatuck School District","Maple Hill School","=""0880311""",1.7
"Naugatuck School District","City Hill Middle School","=""0885111""",15.7
"Naugatuck School District","Naugatuck High School","=""0886111""",22.9
"New Beginnings Inc., Family Academy District","New Beginnings Inc., Family Academy","=""2800113""",9.3
"New Britain School District","CLIMB","=""0899411""","*"
"New Britain School District","New Britain Transition Center","=""0899011""",41.5
"New Britain School District","Alternative Center School","=""0899111""",72.2
"New Britain School District","Northend School","=""0890911""",4.7
"New Britain School District","House of Arts Letters and Science (HALS)  Academy","=""0895411""",6.7
"New Britain School District","Gaffney School","=""0890511""",20.9
"New Britain School District","Holmes School","=""0890611""",11.7
"New Britain School District","Roosevelt Middle School","=""0895111""",72.9
"New Britain School District","Jefferson School","=""0890711""",9.3
"New Britain School District","Chamberlain  Elementary School","=""0890311""",26.4
"New Britain School District","Pulaski Middle School","=""0895311""",17.6
"New Britain School District","Smalley Academy","=""0891211""",23.9
"New Britain School District","Vance School","=""0891511""",10.0
"New Britain School District","Smith School","=""0891311""",13.1
"New Britain School District","Lincoln School","=""0890811""",13.4
"New Britain School District","Slade Middle School","=""0895211""",16.2
"New Britain School District","Frank J. DiLoreto School","=""0891111""",9.7
"New Britain School District","New Britain High School","=""0896111""",43.1
"New Canaan School District","West School","=""0900311""",5.9
"New Canaan School District","South School","=""0900211""",5.2
"New Canaan School District","East School","=""0900411""",4.3
"New Canaan School District","New Canaan High School","=""0906111""",2.7
"New Canaan School District","Saxe Middle School","=""0905111""",4.9
"New Fairfield School District","Consolidated School","=""0910111""",4.2
"New Fairfield School District","Meeting House Hill School","=""0910211""",3.2
"New Fairfield School District","New Fairfield Middle School","=""0915211""",7.2
"New Fairfield School District","New Fairfield High School","=""0916111""",7.6
"New Hartford School District","New Hartford Elementary School","=""0920211""","*"
"New Hartford School District","Bakerville Consolidated School","=""0920111""",5.4
"New Hartford School District","Ann Antolini School","=""0920311""",4.7
"New Haven School District","Edgewood School","=""0931211""",4.5
"New Haven School District","Nathan Hale School","=""0931411""",11.8
"New Haven School District","Polly T. McCabe Center","=""0939211""",83.3
"New Haven School District","Domus Academy","=""0935611""",50.0
"New Haven School District","Riverside Education Academy","=""0939111""",57.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine","=""0936811""",19.5
"New Haven School District","West Rock Authors Academy","=""0934911""",9.5
"New Haven School District","High School In The Community","=""0936611""",29.4
"New Haven School District","New Haven Academy","=""0937011""",24.5
"New Haven School District","Quinnipiac Real World Math STEM School","=""0933511""",10.2
"New Haven School District","Sound School","=""0936711""",16.9
"New Haven School District","Katherine Brennan/Clarence Rogers School","=""0932111""",11.9
"New Haven School District","Celentano BioTech, Health and Medical Magnet School","=""0934811""",10.2
"New Haven School District","Metropolitan Business Academy","=""0936011""",22.2
"New Haven School District","Engineering - Science University Magnet School","=""0931711""",6.0
"New Haven School District","Lincoln-Bassett School","=""0932011""",19.3
"New Haven School District","Beecher School","=""0930311""",12.8
"New Haven School District","Wexler/Grant Community School","=""0933211""",13.1
"New Haven School District","John C. Daniels","=""0931311""",8.5
"New Haven School District","Hill Central Music Academy","=""0930711""",12.1
"New Haven School District","Worthington Hooker School","=""0933811""",5.0
"New Haven School District","Christopher Columbus Academy","=""0934111""",8.0
"New Haven School District","East Rock Community Magnet School","=""0934611""",12.9
"New Haven School District","Truman School","=""0932911""",15.3
"New Haven School District","Davis 21st Century Magnet Elementary School","=""0930911""",5.7
"New Haven School District","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",13.6
"New Haven School District","Benjamin Jepson Magnet School","=""0931811""",7.6
"New Haven School District","Bishop Woods School","=""0934311""",9.7
"New Haven School District","Betsy Ross Arts Magnet School","=""0935511""",8.2
"New Haven School District","Mauro-Sheridan Magnet School","=""0931911""",7.5
"New Haven School District","Barnard Environmental Magnet School","=""0930211""",6.5
"New Haven School District","John S. Martinez School","=""0930811""",8.3
"New Haven School District","King/Robinson Magnet School","=""0933011""",12.5
"New Haven School District","Clemente Leadership Academy","=""0934211""",24.1
"New Haven School District","Augusta Lewis Troup School","=""0931511""",10.9
"New Haven School District","Ross/Woodward School","=""0931011""",6.5
"New Haven School District","Conte/West Hills Magnet School","=""0933111""",6.7
"New Haven School District","Clinton Avenue School","=""0930611""",15.2
"New Haven School District","Cooperative High School","=""0936411""",14.6
"New Haven School District","Hill Regional Career High School","=""0936311""",13.5
"New Haven School District","Fair Haven School","=""0931611""",14.0
"New Haven School District","James Hillhouse High School","=""0936211""",32.9
"New Haven School District","Wilbur Cross High School","=""0936111""",52.4
"New London School District","Jennings School","=""0950311""",17.0
"New London School District","New London Clinical Day Program","=""0959111""",54.5
"New London School District","Nathan Hale Arts Magnet School","=""0950911""",20.0
"New London School District","Winthrop STEM Elementary Magnet School","=""0950811""",21.8
"New London School District","Bennie Dover Jackson Middle School","=""0955111""",13.5
"New London School District","New London High School","=""0956111""",20.1
"New Milford School District","Litchfield Hills Transition Center","=""0969011""","*"
"New Milford School District","John Pettibone School","=""0960711""",4.1
"New Milford School District","Hill And Plain School","=""0960511""",6.6
"New Milford School District","Northville Elementary School","=""0960811""",4.6
"New Milford School District","Schaghticoke Middle School","=""0965211""",9.9
"New Milford School District","Sarah Noble Intermediate School","=""0960911""",6.7
"New Milford School District","New Milford High School","=""0966111""",14.9
"Newington School District","Elizabeth Green School","=""0940211""","*"
"Newington School District","Ruth Chaffee School","=""0940711""","*"
"Newington School District","John Paterson School","=""0940811""",1.4
"Newington School District","Anna Reynolds School","=""0940611""","*"
"Newington School District","Martin Kellogg Middle School","=""0945111""",3.3
"Newington School District","John Wallace Middle School","=""0945311""",2.8
"Newington School District","Newington High School","=""0946111""",6.5
"Newtown School District","STARR","=""0979011""","*"
"Newtown School District","Head O'Meadow Elementary School","=""0970411""",6.1
"Newtown School District","Hawley Elementary School","=""0970111""",1.9
"Newtown School District","Sandy Hook Elementary School","=""0970211""",4.8
"Newtown School District","Middle Gate Elementary School","=""0970311""",5.6
"Newtown School District","Reed Intermediate School","=""0970511""",4.9
"Newtown School District","Newtown Middle School","=""0975111""",8.4
"Newtown School District","Newtown High School","=""0976111""",3.1
"Norfolk School District","Bridges II","=""0989211""","*"
"Norfolk School District","Botelle Elementary School","=""0980111""",11.9
"North Branford School District","School to Work Program","=""0999011""","*"
"North Branford School District","Jerome Harrison School","=""0990411""",3.9
"North Branford School District","Totoket Valley Elementary School","=""0990611""",2.9
"North Branford School District","North Branford Intermediate School","=""0995111""",6.6
"North Branford School District","North Branford High School","=""0996111""",35.4
"North Canaan School District","North Canaan Elementary School","=""1000111""",14.8
"North Haven School District","Green Acres Elementary School","=""1010711""",5.2
"North Haven School District","Montowese Elementary School","=""1010211""",4.4
"North Haven School District","Clintonville Elementary School","=""1010811""",7.3
"North Haven School District","Ridge Road Elementary School","=""1010311""",5.5
"North Haven School District","North Haven Middle School","=""1015211""",7.3
"North Haven School District","North Haven High School","=""1016111""",16.7
"North Stonington School District","Wheeler Middle School","=""1025111""",13.4
"North Stonington School District","Wheeler High School","=""1026111""",20.1
"North Stonington School District","North Stonington Elementary School","=""1020111""",4.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","=""1036311""",82.1
"Norwalk School District","Wolfpit School","=""1032411""",5.3
"Norwalk School District","Columbus Magnet School","=""1030311""",4.1
"Norwalk School District","Tracey School","=""1031411""",8.7
"Norwalk School District","Fox Run Elementary School","=""1032011""",8.9
"Norwalk School District","Naramake Elementary School","=""1032111""",4.2
"Norwalk School District","Silvermine Elementary School","=""1032311""",9.5
"Norwalk School District","Roton Middle School","=""1035511""",12.9
"Norwalk School District","Brookside Elementary School","=""1030211""",4.5
"Norwalk School District","Cranbury Elementary School","=""1030411""",5.3
"Norwalk School District","Marvin Elementary School","=""1032211""",5.5
"Norwalk School District","Rowayton School","=""1031311""",6.8
"Norwalk School District","Kendall Elementary School","=""1030811""",8.2
"Norwalk School District","Jefferson Magnet School","=""1030711""",9.1
"Norwalk School District","Nathan Hale Middle School","=""1035211""",14.8
"Norwalk School District","Ponus Ridge Middle School","=""1035311""",19.2
"Norwalk School District","West Rocks Middle School","=""1035411""",9.2
"Norwalk School District","Norwalk High School","=""1036111""",17.1
"Norwalk School District","Brien McMahon High School","=""1036211""",14.5
"Norwich Free Academy District","Norwich Free Academy","=""9016122""",11.5
"Norwich School District","Virtual Learning Academy","=""1049211""","*"
"Norwich School District","Hickory Street School","=""1049011""","*"
"Norwich School District","Deborah-Tennant Zinewicz  School","=""1049111""",61.8
"Norwich School District","Wequonnoc Magnet School","=""1041511""",11.8
"Norwich School District","Thomas W. Mahan School","=""1041711""",7.6
"Norwich School District","Uncas Network School","=""1041911""",17.9
"Norwich School District","Veterans' Memorial School","=""1041811""",11.3
"Norwich School District","John B. Stanton Network School","=""1041411""",11.0
"Norwich School District","Samuel Huntington School","=""1040811""",9.1
"Norwich School District","Teachers' Memorial Middle School","=""1045211""",9.7
"Norwich School District","Moriarty Magnet School","=""1042011""",18.4
"Norwich School District","Kelly Middle School","=""1045111""",13.2
"Odyssey Community School District","Odyssey Community School","=""2635113""",9.4
"Old Saybrook School District","Kathleen E. Goodwin School","=""1060211""",5.0
"Old Saybrook School District","Old Saybrook Senior High School","=""1066111""",36.6
"Old Saybrook School District","Old Saybrook Middle School","=""1065211""",4.3
"Orange School District","Mary L. Tracy School","=""1070211""",9.0
"Orange School District","Turkey Hill School","=""1070411""",3.1
"Orange School District","Race Brook School","=""1070311""",5.4
"Orange School District","Peck Place School","=""1070511""",3.4
"Oxford School District","Quaker Farms School","=""1080311""",3.6
"Oxford School District","Oxford Center School","=""1080111""",4.5
"Oxford School District","Great Oak School","=""1085111""",7.7
"Oxford School District","Oxford High School","=""1086011""",14.4
"Park City Prep Charter School District","Park City Prep Charter School","=""2835113""",4.9
"Plainfield School District","Shepard Hill Elementary School","=""1090411""",10.5
"Plainfield School District","Moosup Elementary School","=""1090111""",11.8
"Plainfield School District","Plainfield Memorial School","=""1090311""",5.0
"Plainfield School District","Plainfield Central School","=""1095111""",10.6
"Plainfield School District","Plainfield High School","=""1096111""",17.9
"Plainville School District","Frank T. Wheeler School","=""1100411""",5.0
"Plainville School District","Louis Toffolon School","=""1100511""",3.7
"Plainville School District","Linden Street School","=""1100211""",5.4
"Plainville School District","Middle School of Plainville","=""1105211""",7.1
"Plainville School District","Plainville High School","=""1106111""",22.5
"Plymouth School District","Harry S. Fisher Elementary School","=""1110411""",13.3
"Plymouth School District","Plymouth Center School","=""1110211""",8.2
"Plymouth School District","Eli Terry Jr. Middle School","=""1115111""",7.3
"Plymouth School District","Terryville High School","=""1116111""",10.5
"Pomfret School District","Pomfret Community School","=""1120111""",3.6
"Portland School District","Gildersleeve School","=""1130411""",2.8
"Portland School District","Portland Middle School","=""1135111""",9.6
"Portland School District","Brownstone Intermediate School","=""1130511""",4.9
"Portland School District","Valley View School","=""1130211""",2.4
"Portland School District","Portland High School","=""1136111""",8.4
"Preston School District","Preston Plains School","=""1145111""",7.5
"Preston School District","Preston Veterans' Memorial School","=""1140411""",9.8
"Putnam School District","Helping Hands","=""1169011""","*"
"Putnam School District","Putnam High School","=""1166111""",22.5
"Putnam School District","Putnam Middle School","=""1165111""",15.0
"Putnam School District","Putnam Elementary School","=""1160311""",7.9
"Redding School District","Redding Elementary School","=""1170111""",3.3
"Redding School District","John Read Middle School","=""1175111""",7.4
"Regional School District 01","Housatonic Valley Regional High School","=""2016112""",4.8
"Regional School District 04","John Winthrop Middle School","=""2045112""",10.5
"Regional School District 04","Valley Regional High School","=""2046112""",9.7
"Regional School District 05","Amity Middle School: Bethany","=""2055112""",4.8
"Regional School District 05","Amity Middle School: Orange","=""2055212""",6.1
"Regional School District 05","Amity Regional High School","=""2056112""",13.5
"Regional School District 06","Warren Elementary School","=""2060312""",7.6
"Regional School District 06","James Morris School","=""2060212""",5.7
"Regional School District 06","Goshen Center School","=""2060112""",7.9
"Regional School District 06","Wamogo Regional High School","=""2066112""",4.6
"Regional School District 07","Intensive Learning Program","=""2079412""","*"
"Regional School District 07","FLEX","=""2079012""","*"
"Regional School District 07","LINKS","=""2079212""","*"
"Regional School District 07","AIM","=""2079112""","*"
"Regional School District 07","STEP","=""2079312""",66.7
"Regional School District 07","Northwestern Regional Middle School","=""2075112""",3.1
"Regional School District 07","Northwestern Regional High School","=""2076112""",6.2
"Regional School District 08","Region Alternative High School","=""2086212""","*"
"Regional School District 08","RHAM Middle School","=""2085112""",20.8
"Regional School District 08","RHAM High School","=""2086112""",14.7
"Regional School District 09","Joel Barlow High School","=""2096112""",13.5
"Regional School District 10","Harwinton Consolidated School","=""2100312""",5.8
"Regional School District 10","Lake Garda Elementary School","=""2100212""",3.6
"Regional School District 10","Lewis S. Mills High School","=""2106112""",7.0
"Regional School District 10","Har-Bur Middle School","=""2105112""",4.8
"Regional School District 11","Parish Hill High School","=""2116112""",9.9
"Regional School District 12","The Burnham School","=""2120112""",8.7
"Regional School District 12","Booth Free School","=""2120212""",8.3
"Regional School District 12","Washington Primary School","=""2120412""",9.2
"Regional School District 12","Shepaug Valley Middle School","=""2125112""",11.8
"Regional School District 12","Shepaug Valley High School","=""2126112""",11.8
"Regional School District 13","Francis E. Korn School","=""2130212""",3.4
"Regional School District 13","Frederick Brewster School","=""2130112""","*"
"Regional School District 13","John Lyman School","=""2130512""",3.9
"Regional School District 13","Frank Ward Strong School","=""2135112""",5.3
"Regional School District 13","Middlefield Memorial School","=""2130412""",5.3
"Regional School District 13","Coginchaug Regional High School","=""2136112""",5.4
"Regional School District 14","Bethlehem Elementary School","=""2140112""",6.6
"Regional School District 14","Mitchell Elementary School","=""2140212""",5.5
"Regional School District 14","Woodbury Middle School","=""2145112""",8.1
"Regional School District 14","Nonnewaug High School","=""2146112""",0.8
"Regional School District 15","Gainfield Elementary School","=""2150412""",6.3
"Regional School District 15","Middlebury Elementary School","=""2150612""",4.0
"Regional School District 15","Pomperaug School","=""2150512""",6.1
"Regional School District 15","Memorial Middle School","=""2155212""",5.1
"Regional School District 15","Long Meadow Elementary School","=""2150712""",4.1
"Regional School District 15","Rochambeau Middle School","=""2155112""",5.9
"Regional School District 15","Pomperaug Regional High School","=""2156212""",6.3
"Regional School District 16","Community School","=""2160212""",3.3
"Regional School District 16","Algonquin School","=""2160312""",4.8
"Regional School District 16","Laurel Ledge School","=""2160112""",3.0
"Regional School District 16","Long River Middle School","=""2165112""",6.8
"Regional School District 16","Woodland Regional High School","=""2166012""",11.1
"Regional School District 17","Haddam Elementary School","=""2170112""",2.4
"Regional School District 17","Burr District Elementary School","=""2170212""",2.3
"Regional School District 17","Killingworth Elementary School","=""2170312""",3.0
"Regional School District 17","Haddam-Killingworth High School","=""2176112""",3.7
"Regional School District 17","Haddam-Killingworth Middle School","=""2175112""",3.6
"Regional School District 18","Center School","=""2180312""",6.3
"Regional School District 18","Mile Creek School","=""2180212""",4.3
"Regional School District 18","Lyme Consolidated School","=""2180112""","*"
"Regional School District 18","Lyme-Old Lyme Middle School","=""2185112""",5.8
"Regional School District 18","Lyme-Old Lyme High School","=""2186112""",3.1
"Regional School District 19","E. O. Smith High School","=""2196112""",15.2
"Ridgefield School District","Ridgefield Transition Program","=""1189011""","*"
"Ridgefield School District","Veterans Park Elementary School","=""1180211""",3.6
"Ridgefield School District","Barlow Mountain Elementary School","=""1180811""",4.1
"Ridgefield School District","Farmingville Elementary School","=""1180411""",3.5
"Ridgefield School District","Scotland Elementary School","=""1180511""",2.8
"Ridgefield School District","Ridgebury Elementary School","=""1180311""",6.4
"Ridgefield School District","Branchville Elementary School","=""1180611""",5.2
"Ridgefield School District","Scotts Ridge Middle School","=""1185211""",8.7
"Ridgefield School District","East Ridge Middle School","=""1185111""",7.9
"Ridgefield School District","Ridgefield High School","=""1186111""",8.4
"Rocky Hill School District","Myrtle H. Stevens School","=""1190411""",6.2
"Rocky Hill School District","Albert D. Griswold Middle School","=""1195111""",6.6
"Rocky Hill School District","West Hill School","=""1190511""",8.7
"Rocky Hill School District","Rocky Hill High School","=""1196111""",11.1
"Salem School District","Salem Elementary School","=""1210111""",3.4
"Salisbury School District","Salisbury Central School","=""1220111""",7.0
"Scotland School District","Scotland Elementary School","=""1230111""",5.3
"Seymour School District","Bungay School","=""1240111""",5.5
"Seymour School District","Chatfield-LoPresti School","=""1240211""",9.5
"Seymour School District","Seymour Middle School","=""1245111""",10.3
"Seymour School District","Seymour High School","=""1246111""",20.5
"Sharon School District","Sharon Center School","=""1250111""",5.0
"Shelton School District","Mohegan School","=""1260911""","*"
"Shelton School District","Sunnyside School","=""1260611""",12.3
"Shelton School District","Booth Hill School","=""1261011""",3.4
"Shelton School District","Long Hill School","=""1260811""",10.1
"Shelton School District","Elizabeth Shelton School","=""1260511""",4.9
"Shelton School District","Perry Hill Elementary School","=""1261111""",8.6
"Shelton School District","Intermediate School","=""1265111""",11.1
"Shelton School District","Shelton High School","=""1266111""",24.8
"Sherman School District","Sherman School","=""1270111""",7.1
"Side By Side Charter School District","Side By Side Charter School","=""2700113""",8.3
"Simsbury School District","Tariffville School","=""1280311""",4.9
"Simsbury School District","Central School","=""1280111""",7.3
"Simsbury School District","Tootin' Hills School","=""1280411""",5.8
"Simsbury School District","Latimer Lane School","=""1280611""",7.3
"Simsbury School District","Squadron Line School","=""1280711""",3.3
"Simsbury School District","Henry James Memorial School","=""1285111""",5.8
"Simsbury School District","Simsbury High School","=""1286111""",7.7
"Somers School District","Mabelle B. Avery Middle School","=""1295111""",18.0
"Somers School District","Somers High School","=""1296111""",21.8
"Somers School District","Somers Elementary School","=""1290411""",3.7
"South Windsor School District","Pleasant Valley School","=""1320211""",6.5
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","*"
"South Windsor School District","Wapping Elementary School","=""1320411""",5.2
"South Windsor School District","Eli Terry School","=""1320711""",1.8
"South Windsor School District","Philip R. Smith School","=""1320111""",2.6
"South Windsor School District","Orchard Hill School","=""1320611""",5.6
"South Windsor School District","Timothy Edwards School","=""1325111""",6.3
"South Windsor School District","South Windsor High School","=""1326211""",5.4
"Southington School District","John F. Kennedy Middle School","=""1315311""",7.4
"Southington School District","South End Elementary School","=""1310711""",3.0
"Southington School District","Plantsville Elementary School","=""1310611""","*"
"Southington School District","Flanders Elementary School","=""1311311""",2.4
"Southington School District","Strong Elementary School","=""1310811""",1.7
"Southington School District","Hatton Elementary School","=""1310211""",4.2
"Southington School District","Urbin T. Kelley School","=""1311411""",2.7
"Southington School District","Thalberg Elementary School","=""1310911""",3.0
"Southington School District","Derynoski Elementary School","=""1311511""",5.8
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""",6.4
"Southington School District","Southington High School","=""1316211""",11.1
"Sprague School District","Sayles School","=""1330111""",7.5
"Stafford School District","Staffordville School","=""1340311""","*"
"Stafford School District","West Stafford School","=""1340411""",8.3
"Stafford School District","Stafford Middle School","=""1345211""",7.4
"Stafford School District","Stafford Elementary School","=""1340611""",5.1
"Stafford School District","Stafford High School","=""1346111""",9.2
"Stamford Academy District","Stamford Academy","=""2826013""",97.3
"Stamford School District","K. T. Murphy School","=""1350511""",12.7
"Stamford School District","Dolan School","=""1355311""",14.6
"Stamford School District","Davenport Ridge School","=""1352011""",10.6
"Stamford School District","Hart School","=""1352211""",11.4
"Stamford School District","Turn of River School","=""1355511""",15.6
"Stamford School District","Julia A. Stark School","=""1351211""",9.2
"Stamford School District","Cloonan School","=""1355611""",21.1
"Stamford School District","Scofield Middle School","=""1355711""",6.5
"Stamford School District","Rippowam Middle School","=""1355811""",21.0
"Stamford School District","Roxbury School","=""1350911""",15.2
"Stamford School District","Springdale School","=""1351111""",8.8
"Stamford School District","Stillmeadow School","=""1352111""",12.6
"Stamford School District","The Academy of Information Technology","=""1356411""",18.2
"Stamford School District","Toquam Magnet School","=""1351911""",13.5
"Stamford School District","Newfield School","=""1350611""",13.8
"Stamford School District","Northeast School","=""1351811""",9.2
"Stamford School District","Westover School","=""1351411""",9.2
"Stamford School District","Rogers International School","=""1350811""",8.5
"Stamford School District","Stamford High School","=""1356111""",14.0
"Stamford School District","Westhill High School","=""1356311""",24.9
"Sterling School District","Sterling Community School","=""1360311""",5.1
"Stonington School District","West Broad Street School","=""1370411""",7.5
"Stonington School District","West Vine Street School","=""1370611""",7.2
"Stonington School District","Pawcatuck Middle School","=""1375111""",5.9
"Stonington School District","Mystic Middle School","=""1375211""",7.5
"Stonington School District","Deans Mill School","=""1370511""",6.0
"Stonington School District","Stonington High School","=""1376111""",5.5
"Stratford School District","Eli Whitney School","=""1381311""",7.8
"Stratford School District","Secondary STEPS Program","=""1389111""","*"
"Stratford School District","Strive-Stratford","=""1389011""","*"
"Stratford School District","Honeyspot School","=""1381611""",8.6
"Stratford School District","Lordship School","=""1380811""",11.6
"Stratford School District","Franklin School","=""1380411""",13.7
"Stratford School District","Wilcoxson School","=""1381411""",6.6
"Stratford School District","Stratford Academy - Johnson House","=""1381511""",6.7
"Stratford School District","Nichols School","=""1380911""",7.5
"Stratford School District","David Wooster Middle School","=""1385211""",13.9
"Stratford School District","Chapel School","=""1380311""",8.5
"Stratford School District","Harry B. Flood Middle School","=""1385311""",14.6
"Stratford School District","Second Hill Lane School","=""1381011""",8.3
"Stratford School District","Stratford High School","=""1386111""",19.3
"Stratford School District","Bunnell High School","=""1386211""",16.2
"Suffield School District","A. Ward Spaulding School","=""1390411""",8.4
"Suffield School District","McAlister Intermediate School","=""1390311""",3.5
"Suffield School District","Suffield Middle School","=""1395111""",6.2
"Suffield School District","Suffield High School","=""1396111""",5.5
"The Bridge Academy District","The Bridge Academy","=""2696113""",5.3
"The Gilbert School District","The Gilbert School","=""9026122""",14.9
"Thomaston School District","Black Rock School","=""1400111""",10.6
"Thomaston School District","Thomaston Center School","=""1400211""",4.0
"Thomaston School District","Thomaston High School","=""1406211""",5.1
"Thompson School District","Tourtellotte Memorial High School","=""1416111""",10.7
"Thompson School District","Thompson Middle School","=""1415111""",4.7
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""",10.1
"Tolland School District","Birch Grove Primary School","=""1420111""",2.4
"Tolland School District","Tolland Intermediate School","=""1420211""",2.8
"Tolland School District","Tolland Middle School","=""1425111""",5.7
"Tolland School District","Tolland High School","=""1426111""",7.3
"Torrington School District","East School","=""1430111""",8.1
"Torrington School District","Southwest School","=""1430811""",11.0
"Torrington School District","Forbes School","=""1430211""",10.8
"Torrington School District","Vogel-Wetmore School","=""1431311""",8.9
"Torrington School District","Torringford School","=""1430911""",5.7
"Torrington School District","Torrington Middle School","=""1435111""",15.1
"Torrington School District","Torrington High School","=""1436111""",23.4
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","*"
"Trumbull School District","Booth Hill School","=""1440111""",4.0
"Trumbull School District","Tashua School","=""1440911""",1.6
"Trumbull School District","Jane Ryan School","=""1440411""",3.7
"Trumbull School District","Middlebrook School","=""1440311""",3.9
"Trumbull School District","Daniels Farm School","=""1440811""",3.2
"Trumbull School District","Frenchtown Elementary School","=""1441011""",5.2
"Trumbull School District","Hillcrest Middle School","=""1445211""",8.5
"Trumbull School District","Madison Middle School","=""1445111""",7.1
"Trumbull School District","Trumbull High School","=""1446111""",1.9
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","*"
