"Sanction Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hartford School District","=""""","Pathways Academy of Technology and Design","=""""",88,73,"*",0
"Hartford School District","=""""","R.J. Kinsella Magnet School of Performing Arts","=""""",31,21,0,0
"Hartford School District","=""""","SAND School","=""""",83,245,"*",0
"Hartford School District","=""""","STEM Magnet School at Annie Fisher","=""""",88,37,0,"*"
"Hartford School District","=""""","STEM Magnet School at Dwight","=""""",59,18,0,0
"Hartford School District","=""""","Sanchez School","=""""",13,54,0,0
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""",0,106,0,35
"Hartford School District","=""""","Simpson-Waverly School","=""""",33,95,0,0
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",307,135,"*",0
"Hartford School District","=""""","University High of Science and Engineering","=""""",25,15,"*","*"
"Hartford School District","=""""","West Middle School","=""""",6,71,"*",0
"Hartland School District","=""""","Hartland School","=""""",0,0,0,"*"
"Hebron School District","=""""","Gilead Hill School","=""""","*","*",0,0
"Hebron School District","=""""","Hebron Elementary School","=""""","*",0,0,0
"Highville Charter School District","=""""","Highville Charter School","=""""",18,12,0,0
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""",0,"*",0,0
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",74,36,0,7
"Jumoke Academy District","=""""","Jumoke Academy","=""""",100,73,0,0
"Killingly School District","=""""","Killingly Alternative Learning Program","=""""",13,0,0,0
"Killingly School District","=""""","Killingly Central School","=""""",9,10,0,"*"
"Killingly School District","=""""","Killingly High School","=""""",294,"*","*",0
"Killingly School District","=""""","Killingly Intermediate School","=""""",133,20,0,6
"Killingly School District","=""""","Killingly Memorial School","=""""","*","*",0,"*"
"Learn","=""""","Connecticut River Academy","=""""",21,65,0,0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""",16,6,0,"*"
"Learn","=""""","Goodwin College Early Childhood Interdistrict Magnet School","=""""",0,"*",0,0
"Learn","=""""","LEARN SAILS Middle School Program","=""""",7,0,0,0
"Learn","=""""","Marine Science Magnet High School of Southeastern Connecticut","=""""",6,15,0,0
"Learn","=""""","Regional Multicultural Magnet School","=""""",45,"*",0,"*"
"Learn","=""""","The Friendship School","=""""",0,"*",0,0
"Lebanon School District","=""""","Lebanon Middle School","=""""","*","*",0,0
"Lebanon School District","=""""","Lyman Memorial High School","=""""",24,14,"*",0
"Ledyard School District","=""""","Gales Ferry School","=""""","*","*",0,0
"Ledyard School District","=""""","Gallup Hill School","=""""",19,"*",0,0
"Ledyard School District","=""""","Juliet W. Long School","=""""",8,"*",0,0
"Ledyard School District","=""""","Ledyard Center School","=""""","*",12,0,0
"Ledyard School District","=""""","Ledyard High School","=""""",81,37,"*",0
"Ledyard School District","=""""","Ledyard Middle School","=""""",37,21,0,0
"Lisbon School District","=""""","Lisbon Central School","=""""",9,0,0,0
"Litchfield School District","=""""","Litchfield High School","=""""",63,19,"*","*"
"Litchfield School District","=""""","Litchfield Intermediate School","=""""",7,"*",0,0
"Madison School District","=""""","Daniel Hand High School","=""""",88,15,"*","*"
"Madison School District","=""""","Island Avenue Elementary School","=""""","*",0,0,0
"Madison School District","=""""","J. Milton Jeffrey Elementary School","=""""","*","*",0,0
"Madison School District","=""""","Walter C. Polson Upper Middle School","=""""","*",8,0,0
"Manchester School District","=""""","Bentley Alternative Education Program","=""""",22,27,0,0
"Manchester School District","=""""","Bowers School","=""""",0,"*",0,0
"Manchester School District","=""""","Buckley School","=""""",7,32,0,"*"
"Manchester School District","=""""","Elisabeth M. Bennet Academy","=""""",39,19,0,0
"Manchester School District","=""""","Highland Park School","=""""","*","*",0,"*"
"Manchester School District","=""""","Illing Middle School","=""""",178,45,6,0
"Manchester School District","=""""","Keeney School","=""""","*",7,0,0
"Manchester School District","=""""","Manchester High School","=""""",342,116,7,"*"
"Manchester School District","=""""","Manchester Regional Academy","=""""",143,40,0,"*"
"Manchester School District","=""""","Martin School","=""""",23,11,0,0
"Manchester School District","=""""","New Horizons","=""""",0,"*","*",0
"Manchester School District","=""""","Robertson School","=""""",22,"*",0,0
"Manchester School District","=""""","Verplanck School","=""""",6,"*",0,0
"Manchester School District","=""""","Waddell School","=""""",22,0,0,0
"Manchester School District","=""""","Washington School","=""""",35,28,0,0
"Mansfield School District","=""""","Annie E. Vinton School","=""""","*","*",0,0
"Mansfield School District","=""""","Mansfield Middle School School","=""""",35,"*","*",0
"Marlborough School District","=""""","Elmer Thienes-Mary Hall Elementary School","=""""","*",0,0,0
"Meriden School District","=""""","Nathan Hale School","=""""","*",13,0,0
"Meriden School District","=""""","Benjamin Franklin School","=""""","*",15,0,0
"Meriden School District","=""""","Casimir Pulaski School","=""""","*",12,0,"*"
"Meriden School District","=""""","Francis T. Maloney High School","=""""",308,241,0,"*"
"Meriden School District","=""""","Hanover School","=""""","*",23,0,"*"
"Meriden School District","=""""","Israel Putnam School","=""""",0,6,0,0
"Meriden School District","=""""","John Barry School","=""""","*",16,0,0
"Meriden School District","=""""","Lincoln Middle School","=""""",188,67,0,6
"Meriden School District","=""""","Orville H. Platt High School","=""""",261,257,"*",0
"Meriden School District","=""""","Roger Sherman School","=""""",8,"*",0,0
"Meriden School District","=""""","STEPS-Meriden School District","=""""","*",8,0,0
"Meriden School District","=""""","Thomas Hooker School","=""""","*",14,0,"*"
"Meriden School District","=""""","Venture Academy-Meriden School District","=""""","*",32,0,0
"Meriden School District","=""""","Washington Middle School","=""""",430,143,0,0
"Middletown School District","=""""","Bielefield School","=""""",0,16,0,10
"Middletown School District","=""""","Evening Program - MHS","=""""","*","*",0,0
"Middletown School District","=""""","Farm Hill School","=""""",16,8,0,0
"Middletown School District","=""""","ICM - Farm Hill","=""""","*","*",0,0
"Middletown School District","=""""","ICM - Macdonough","=""""",0,10,0,"*"
"Middletown School District","=""""","Keigwin Middle School","=""""",183,40,0,"*"
"Middletown School District","=""""","Lawrence School","=""""","*","*",0,0
"Middletown School District","=""""","MHS - Alternative Education Program 1","=""""",29,9,0,0
"Middletown School District","=""""","MHS - Alternative Education Program 2","=""""",8,13,0,0
"Middletown School District","=""""","MHS- Alternative Education Program 3","=""""",0,"*",0,0
"Middletown School District","=""""","MacDonough School","=""""",0,9,0,"*"
"Middletown School District","=""""","Middletown High School","=""""",151,81,"*",0
"Middletown School District","=""""","Moody School","=""""",0,"*",0,"*"
"Middletown School District","=""""","OASIS","=""""",12,16,0,0
"Middletown School District","=""""","Snow School","=""""",11,7,0,0
"Middletown School District","=""""","Spencer School","=""""","*","*",0,0
"Middletown School District","=""""","Virtual Learning Academy - MHS","=""""","*","*",0,0
"Middletown School District","=""""","Wesley School","=""""","*",0,0,0
"Middletown School District","=""""","Woodrow Wilson Middle School","=""""",71,47,0,0
"Milford School District","=""""","Calf Pen Meadow School","=""""",0,"*",0,"*"
"Milford School District","=""""","East Shore Middle School","=""""",24,11,"*",0
"Milford School District","=""""","Harborside Middle School","=""""",15,"*","*",0
"Milford School District","=""""","J. F. Kennedy School","=""""","*","*",0,0
"Milford School District","=""""","Jonathan Law High School","=""""",297,110,0,0
"Milford School District","=""""","Joseph A. Foran High School","=""""",134,12,"*",0
"Milford School District","=""""","Live Oaks School","=""""",0,"*",0,0
"Milford School District","=""""","Orchard Hills School","=""""","*","*",0,0
"Milford School District","=""""","Pumpkin Delight School","=""""",8,0,0,0
"Milford School District","=""""","The Academy","=""""",24,28,"*",0
"Milford School District","=""""","West Shore Middle School","=""""",24,29,0,0
"Monroe School District","=""""","Jockey Hollow School","=""""",9,"*",0,0
"Monroe School District","=""""","Masuk Alternative Program","=""""","*",6,0,0
"Monroe School District","=""""","Masuk High School","=""""",37,17,"*",0
"Monroe School District","=""""","REAL","=""""",0,"*","*",0
"Monroe School District","=""""","Stepney Elementary School","=""""","*",0,0,0
"Montville School District","=""""","Dr. Charles E. Murphy School","=""""",10,"*",0,0
"Montville School District","=""""","Leonard J. Tyl Middle School","=""""",29,10,0,"*"
"Montville School District","=""""","Mohegan School","=""""","*","*",0,0
"Montville School District","=""""","Montville High School","=""""",57,66,"*",0
"Montville School District","=""""","Oakdale School","=""""","*","*",0,0
"Montville School District","=""""","Palmer Academy","=""""","*","*",0,0
"Naugatuck School District","=""""","Andrew Avenue School","=""""",0,"*",0,0
"Naugatuck School District","=""""","City Hill Middle School","=""""",98,37,0,0
"Naugatuck School District","=""""","Cross Street Intermediate School","=""""",15,17,0,0
"Naugatuck School District","=""""","Hillside Intermediate School","=""""",13,15,0,0
"Naugatuck School District","=""""","Hop Brook Elementary School","=""""","*",7,0,0
"Naugatuck School District","=""""","Maple Hill School","=""""","*",15,0,0
"Naugatuck School District","=""""","Naugatuck High School","=""""",376,176,8,0
"Naugatuck School District","=""""","Salem School","=""""",6,22,0,"*"
"Naugatuck School District","=""""","Western School","=""""","*","*",0,0
"New Beginnings Inc., Family Academy District","=""""","New Beginnings Inc., Family Academy","=""""","*",106,0,"*"
"New Britain School District","=""""","Alternative Center School","=""""",0,28,"*",19
"New Britain School District","=""""","Chamberlain  Elementary School","=""""",35,42,0,0
"New Britain School District","=""""","Frank J. DiLoreto School","=""""",115,39,0,11
"New Britain School District","=""""","Gaffney School","=""""",62,23,0,9
"New Britain School District","=""""","Holmes School","=""""","*",9,0,9
"New Britain School District","=""""","House of Arts Letters and Science (HALS)  Academy","=""""","*",0,0,0
"New Britain School District","=""""","Lincoln School","=""""",19,29,0,7
"New Britain School District","=""""","New Britain High School","=""""",2105,654,29,"*"
"New Britain School District","=""""","Pulaski Middle School","=""""",215,231,9,7
"New Britain School District","=""""","Slade Middle School","=""""",266,324,0,"*"
"New Britain School District","=""""","Smalley Academy","=""""",61,87,0,9
"New Britain School District","=""""","Smith School","=""""",49,23,0,0
"New Britain School District","=""""","Vance School","=""""",36,16,0,23
"New Canaan School District","=""""","East School","=""""",0,"*",0,0
"New Canaan School District","=""""","New Canaan High School","=""""",11,"*","*",0
"New Canaan School District","=""""","Saxe Middle School","=""""","*",0,0,0
"New Canaan School District","=""""","South School","=""""","*",0,0,"*"
"New Canaan School District","=""""","West School","=""""",0,"*",0,0
"New Fairfield School District","=""""","Alternative Learning Center","=""""","*",0,0,0
"New Fairfield School District","=""""","Day Alternative Learning Program","=""""",16,"*",0,0
"New Fairfield School District","=""""","Meeting House Hill School","=""""",8,"*",0,0
"New Fairfield School District","=""""","New Fairfield High School","=""""",123,11,0,0
"New Fairfield School District","=""""","New Fairfield Middle School","=""""",17,"*",0,0
"New Hartford School District","=""""","Ann Antolini School","=""""",9,0,0,0
"New Haven School District","=""""","Edgewood School","=""""",68,99,"*",10
"New Haven School District","=""""","Nathan Hale School","=""""",6,35,"*",0
"New Haven School District","=""""","Augusta Lewis Troup School","=""""",0,59,"*",0
"New Haven School District","=""""","Barnard Environmental Magnet School","=""""",0,171,0,0
"New Haven School District","=""""","Beecher School","=""""",10,54,"*","*"
"New Haven School District","=""""","Benjamin Jepson Magnet School","=""""",8,32,0,0
"New Haven School District","=""""","Betsy Ross Arts Magnet School","=""""",14,54,0,"*"
"New Haven School District","=""""","Bishop Woods School","=""""",120,113,0,"*"
"New Haven School District","=""""","Celentano BioTech, Health and Medical Magnet School","=""""","*",40,"*","*"
"New Haven School District","=""""","Clemente Leadership Academy","=""""",0,183,"*",0
"New Haven School District","=""""","Clinton Avenue School","=""""","*",38,"*","*"
"New Haven School District","=""""","Columbus Family Academy","=""""","*",9,0,0
"New Haven School District","=""""","Conte/West Hills Magnet School","=""""","*",34,0,0
"New Haven School District","=""""","Cooperative High School","=""""","*",34,0,0
"New Haven School District","=""""","Davis 21st Century Magnet Elementary School","=""""",0,30,0,0
"New Haven School District","=""""","Domus Academy","=""""","*",109,0,0
"New Haven School District","=""""","East Rock Community Magnet School","=""""",17,97,"*",0
"New Haven School District","=""""","Engineering - Science University Magnet School","=""""",7,65,"*",0
"New Haven School District","=""""","Fair Haven School","=""""",0,84,0,0
"New Haven School District","=""""","High School In The Community","=""""",7,65,"*",0
"New Haven School District","=""""","Hill Central Music Academy","=""""",0,84,"*",0
"New Haven School District","=""""","Hill Regional Career High School","=""""",14,22,0,"*"
"New Haven School District","=""""","Hyde School of Health, Science and Sports Medicine","=""""",13,50,"*",0
"New Haven School District","=""""","James Hillhouse High School","=""""",51,79,"*","*"
"New Haven School District","=""""","John C. Daniels","=""""",0,43,0,0
"New Haven School District","=""""","John S. Martinez School","=""""",0,"*",0,0
"New Haven School District","=""""","Katherine Brennan/Clarence Rogers School","=""""",0,78,0,0
"New Haven School District","=""""","King/Robinson Magnet School","=""""",46,108,"*",9
"New Haven School District","=""""","Lincoln-Bassett School","=""""",18,67,0,0
"New Haven School District","=""""","Mauro-Sheridan Magnet School","=""""",27,85,"*",0
"New Haven School District","=""""","Metropolitan Business Academy","=""""",0,11,"*",0
"New Haven School District","=""""","New Haven Academy","=""""",0,9,"*",0
"New Haven School District","=""""","New Horizons High School","=""""",48,85,"*",0
"New Haven School District","=""""","New Light High School","=""""",0,6,0,0
"New Haven School District","=""""","Quinnipiac Real World Math STEM School","=""""",0,18,0,0
"New Haven School District","=""""","Riverside Education Academy","=""""",0,27,0,0
"New Haven School District","=""""","Ross/Woodward School","=""""",108,171,0,42
"New Haven School District","=""""","Sound School","=""""","*",26,0,0
"New Haven School District","=""""","Strong 21st Century Communications Magnet and SCSU Lab School","=""""",0,38,0,0
"New Haven School District","=""""","Truman School","=""""",0,12,"*",0
"New Haven School District","=""""","West Rock Authors Academy","=""""","*",53,"*",0
"New Haven School District","=""""","Wexler/Grant Community School","=""""",126,179,"*",6
"New Haven School District","=""""","Wilbur Cross High School","=""""",29,158,8,0
"New Haven School District","=""""","Worthington Hooker School","=""""",12,"*",0,0
"New London School District","=""""","Bennie Dover Jackson Middle School","=""""",460,136,"*",0
"New London School District","=""""","Jennings School","=""""",12,36,0,"*"
"New London School District","=""""","Nathan Hale Arts Magnet School","=""""",147,89,0,31
"New London School District","=""""","New London High School","=""""",585,67,9,0
"New London School District","=""""","Winthrop STEM Elementary Magnet School","=""""",156,130,0,22
"New Milford School District","=""""","New Milford High School","=""""",681,121,0,0
"New Milford School District","=""""","Sarah Noble Intermediate School","=""""",10,0,0,7
"New Milford School District","=""""","Schaghticoke Middle School","=""""",61,8,0,0
"Newington School District","=""""","Anna Reynolds School","=""""",14,"*",0,0
"Newington School District","=""""","Elizabeth Green School","=""""","*",0,0,0
"Newington School District","=""""","John Paterson School","=""""","*",0,0,0
"Newington School District","=""""","John Wallace Middle School","=""""",45,10,"*","*"
"Newington School District","=""""","Martin Kellogg Middle School","=""""",38,"*",0,0
"Newington School District","=""""","Newington High School","=""""",310,35,"*","*"
"Newtown School District","=""""","Hawley Elementary School","=""""","*",0,0,"*"
"Newtown School District","=""""","Newtown High School","=""""",106,48,"*",0
"Newtown School District","=""""","Newtown Middle School","=""""",35,"*",0,"*"
"Newtown School District","=""""","Reed Intermediate School","=""""",8,0,0,0
"Norfolk School District","=""""","Botelle Elementary School","=""""",8,"*",0,0
"North Branford School District","=""""","Jerome Harrison School","=""""",0,11,0,"*"
"North Branford School District","=""""","North Branford High School","=""""",185,65,0,"*"
"North Branford School District","=""""","North Branford Intermediate School","=""""",54,11,"*","*"
"North Branford School District","=""""","Totoket Valley Elementary School","=""""","*","*",0,0
"North Canaan School District","=""""","North Canaan Elementary School","=""""","*",0,0,0
"North Haven School District","=""""","North Haven High School","=""""",67,28,12,0
"North Haven School District","=""""","North Haven Middle School","=""""",38,34,0,"*"
"North Stonington School District","=""""","North Stonington Elementary School","=""""","*","*",0,0
"North Stonington School District","=""""","Wheeler High School","=""""",27,14,0,"*"
"North Stonington School District","=""""","Wheeler Middle School","=""""","*","*","*",0
"Norwalk School District","=""""","Brien McMahon High School","=""""",248,40,18,"*"
"Norwalk School District","=""""","Brookside Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Cranbury Elementary School","=""""","*","*",0,0
"Norwalk School District","=""""","Nathan Hale Middle School","=""""",39,7,0,"*"
"Norwalk School District","=""""","Norwalk High School","=""""",167,81,8,"*"
"Norwalk School District","=""""","Norwalk Pathways Academy at Briggs","=""""",0,20,"*",0
"Norwalk School District","=""""","Ponus Ridge Middle School","=""""",66,32,"*",0
"Norwalk School District","=""""","Roton Middle School","=""""",52,10,0,0
"Norwalk School District","=""""","Silvermine Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Tracey School","=""""","*","*",0,0
"Norwalk School District","=""""","West Rocks Middle School","=""""",202,16,0,0
"Norwalk School District","=""""","Wolfpit School","=""""",0,6,0,0
"Norwich Free Academy District","=""""","Alternative Pathways to Success","=""""",12,"*",0,0
"Norwich Free Academy District","=""""","LEAD (Life Skills, Education and Adult Development)","=""""",0,"*",0,0
"Norwich Free Academy District","=""""","Night School","=""""",7,"*",0,0
"Norwich Free Academy District","=""""","Norwich Free Academy","=""""",426,214,41,"*"
"Norwich School District","=""""","Hickory Street School","=""""",0,"*",0,"*"
"Norwich School District","=""""","John B. Stanton Network School","=""""","*","*",0,0
"Norwich School District","=""""","Kelly Middle School","=""""",62,34,"*",0
"Norwich School District","=""""","Moriarty Magnet School","=""""",16,33,0,0
"Norwich School District","=""""","Samuel Huntington School","=""""","*",7,"*",0
"Norwich School District","=""""","Teachers' Memorial Middle School","=""""",113,26,0,0
"Norwich School District","=""""","Thomas W. Mahan School","=""""","*","*",0,0
"Norwich School District","=""""","Uncas Network School","=""""",10,28,0,0
"Norwich School District","=""""","Veterans' Memorial School","=""""",28,8,0,0
"Norwich School District","=""""","Wequonnoc Magnet School","=""""",13,45,0,0
"Odyssey Community School District","=""""","Odyssey Community School","=""""",22,6,0,0
"Old Saybrook School District","=""""","Old Saybrook Middle School","=""""",12,0,0,0
"Old Saybrook School District","=""""","Old Saybrook Senior High School","=""""",47,22,"*",0
"Orange School District","=""""","Peck Place School","=""""","*",0,0,0
"Orange School District","=""""","Race Brook School","=""""","*",0,0,0
"Orange School District","=""""","Turkey Hill School","=""""",10,0,0,0
"Oxford School District","=""""","Great Oak School","=""""","*","*","*",0
"Oxford School District","=""""","Oxford High School","=""""",26,15,"*",0
"Park City Prep Charter School District","=""""","Park City Prep Charter School","=""""",47,60,0,0
"Path Academy District","=""""","Path Academy","=""""",0,94,0,0
"Plainfield School District","=""""","Moosup Elementary School","=""""","*","*",0,0
"Plainfield School District","=""""","Plainfield Central School","=""""",102,26,0,"*"
"Plainfield School District","=""""","Plainfield High School","=""""",285,135,"*","*"
"Plainfield School District","=""""","Plainfield Memorial School","=""""",14,"*",0,0
"Plainfield School District","=""""","Shepard Hill Elementary School","=""""","*",9,0,0
"Plainville School District","=""""","Linden Street School","=""""","*","*",0,0
"Plainville School District","=""""","Middle School of Plainville","=""""",36,"*",0,"*"
"Plainville School District","=""""","Plainville High School","=""""",133,22,"*",0
"Plymouth School District","=""""","Eli Terry Jr. Middle School","=""""",44,8,0,0
"Plymouth School District","=""""","Plymouth Center School","=""""","*",0,0,0
"Plymouth School District","=""""","Terryville High School","=""""",38,19,0,"*"
"Pomfret School District","=""""","Pomfret Community School","=""""",10,"*",0,0
"Portland School District","=""""","Brownstone Intermediate School","=""""",14,0,0,"*"
"Portland School District","=""""","Gildersleeve School","=""""",7,"*",0,0
"Portland School District","=""""","Portland High School","=""""",22,13,"*",0
"Portland School District","=""""","Portland Middle School","=""""","*",12,0,0
"Preston School District","=""""","Preston Plains School","=""""","*","*",0,"*"
"Preston School District","=""""","Preston Veterans' Memorial School","=""""","*","*",0,8
"Putnam School District","=""""","PALS - Putnam Alternative Learning System","=""""",0,"*",0,0
"Putnam School District","=""""","Putnam Elementary School","=""""",17,15,0,"*"
"Putnam School District","=""""","Putnam High School","=""""",25,19,0,0
"Putnam School District","=""""","Putnam Middle School","=""""",41,24,"*","*"
"Redding School District","=""""","John Read Middle School","=""""",15,0,0,"*"
"Regional School District 01","=""""","Housatonic Valley Regional High School","=""""",128,25,0,"*"
"Regional School District 04","=""""","John Winthrop Middle School","=""""",10,"*",0,0
"Regional School District 04","=""""","Valley Regional High School","=""""",22,7,"*",0
"Regional School District 05","=""""","Amity Middle School: Orange","=""""","*",0,0,0
"Regional School District 05","=""""","Amity Regional High School","=""""",47,51,0,0
"Regional School District 06","=""""","Goshen Center School","=""""",8,0,0,0
"Regional School District 06","=""""","James Morris School","=""""","*",0,0,0
"Regional School District 06","=""""","Wamogo Regional High School","=""""",45,7,"*","*"
"Regional School District 06","=""""","Warren Elementary School","=""""","*",0,0,0
"Regional School District 07","=""""","AIM","=""""","*","*",0,0
"Regional School District 07","=""""","FLEX","=""""",0,"*",0,0
"Regional School District 07","=""""","Northwestern Regional High School","=""""",66,56,"*","*"
"Regional School District 07","=""""","Northwestern Regional Middle School","=""""","*","*",0,0
"Regional School District 08","=""""","RHAM High School","=""""",106,36,0,0
"Regional School District 08","=""""","RHAM Middle School","=""""",25,"*",0,0
"Regional School District 09","=""""","Joel Barlow High School","=""""",0,20,0,0
"Regional School District 10","=""""","Har-Bur Middle School","=""""",32,6,0,0
"Regional School District 10","=""""","Lake Garda Elementary School","=""""",0,"*",0,0
"Regional School District 10","=""""","Lewis S. Mills High School","=""""",65,14,6,0
"Regional School District 11","=""""","Parish Hill High School","=""""",39,30,0,"*"
"Regional School District 12","=""""","Shepaug Valley School","=""""",31,14,0,0
"Regional School District 12","=""""","The Burnham School","=""""",0,"*",0,0
"Regional School District 12","=""""","Washington Primary School","=""""","*",0,0,0
"Regional School District 13","=""""","Coginchaug Regional High School","=""""",20,24,"*",0
"Regional School District 13","=""""","Frank Ward Strong School","=""""",24,0,0,0
"Regional School District 14","=""""","Mitchell Elementary School","=""""",9,0,0,0
"Regional School District 14","=""""","Nonnewaug High School","=""""",6,16,"*",0
"Regional School District 14","=""""","Woodbury Middle School","=""""","*","*",0,0
"Regional School District 15","=""""","MIJ Program","=""""",7,0,0,0
"Regional School District 15","=""""","Memorial Middle School","=""""",8,0,0,0
"Regional School District 15","=""""","Middlebury Elementary School","=""""","*",0,0,0
"Regional School District 15","=""""","Pomperaug Regional High School","=""""",139,62,"*",0
"Regional School District 15","=""""","Rochambeau Middle School","=""""","*","*",0,0
"Regional School District 16","=""""","Laurel Ledge School","=""""",0,"*",0,0
"Regional School District 16","=""""","Long River Middle School","=""""",69,"*","*",0
"Regional School District 16","=""""","WRHS Alternative Education Program","=""""",6,13,0,0
"Regional School District 16","=""""","Woodland Regional High School","=""""",70,22,7,0
"Regional School District 17","=""""","Burr District Elementary School","=""""",7,"*",0,0
"Regional School District 17","=""""","Haddam-Killingworth High School","=""""",47,14,"*",0
"Regional School District 17","=""""","Haddam-Killingworth Middle School","=""""",56,"*",0,0
"Regional School District 18","=""""","Lyme-Old Lyme High School","=""""",50,10,"*",8
"Regional School District 18","=""""","Lyme-Old Lyme Middle School","=""""",9,0,0,"*"
"Regional School District 18","=""""","Mile Creek School","=""""","*",0,0,0
"Regional School District 19","=""""","E. O. Smith High School","=""""",40,49,0,0
"Regional School District 19","=""""","E.O. Smith High School at the Depot Campus","=""""",0,"*","*",0
"Ridgefield School District","=""""","Alternative High School","=""""",0,"*",0,0
"Ridgefield School District","=""""","Barlow Mountain Elementary School","=""""","*",0,0,0
"Ridgefield School District","=""""","Branchville Elementary School","=""""","*","*",0,0
"Ridgefield School District","=""""","East Ridge Middle School","=""""",6,0,0,0
"Ridgefield School District","=""""","Ridgebury Elementary School","=""""",0,"*",0,0
"Ridgefield School District","=""""","Ridgefield High School","=""""",37,8,0,0
"Ridgefield School District","=""""","Scotland Elementary School","=""""","*",0,0,0
"Ridgefield School District","=""""","Scotts Ridge Middle School","=""""","*","*",0,0
"Rocky Hill School District","=""""","Albert D. Griswold Middle School","=""""",8,"*",0,0
"Rocky Hill School District","=""""","Alternative Learning Program","=""""","*","*",0,0
"Rocky Hill School District","=""""","Myrtle H. Stevens School","=""""",8,"*",0,0
"Rocky Hill School District","=""""","Pathways","=""""","*",0,0,0
"Rocky Hill School District","=""""","Rocky Hill High School","=""""",84,9,"*",0
"Rocky Hill School District","=""""","West Hill School","=""""",0,"*",0,0
"Salem School District","=""""","Salem Elementary School","=""""","*",11,0,"*"
"Salisbury School District","=""""","Salisbury Central School","=""""","*",0,0,0
"Scotland School District","=""""","Scotland Elementary School","=""""","*",7,0,"*"
"Seymour School District","=""""","Bungay School","=""""",21,7,0,"*"
"Seymour School District","=""""","Chatfield-LoPresti School","=""""",21,"*",0,0
"Seymour School District","=""""","Seymour High School","=""""",254,74,"*","*"
"Seymour School District","=""""","Seymour Middle School","=""""",91,21,0,0
"Sharon School District","=""""","Sharon Center School","=""""",8,"*",0,0
"Shelton School District","=""""","Booth Hill School","=""""","*",0,0,0
"Shelton School District","=""""","Intermediate School","=""""","*","*",0,0
"Shelton School District","=""""","Perry Hill Elementary School","=""""",26,0,0,0
"Shelton School District","=""""","Shelton High School","=""""",426,92,"*",0
"Shelton School District","=""""","Sunnyside School","=""""",29,"*",0,"*"
"Sherman School District","=""""","Sherman School","=""""",10,"*",0,0
"Side By Side Charter School District","=""""","Side By Side Charter School","=""""",6,"*",0,"*"
"Simsbury School District","=""""","Central School","=""""","*","*",0,0
"Simsbury School District","=""""","Henry James Memorial School","=""""",40,"*",0,0
"Simsbury School District","=""""","Latimer Lane School","=""""","*","*",0,0
"Simsbury School District","=""""","Simsbury High School","=""""",38,8,0,0
"Simsbury School District","=""""","Squadron Line School","=""""",14,0,0,0
"Simsbury School District","=""""","Tariffville School","=""""","*","*",0,0
"Simsbury School District","=""""","Tootin' Hills School","=""""","*",0,0,0
"Somers School District","=""""","Mabelle B. Avery Middle School","=""""",23,"*",0,0
"Somers School District","=""""","Somers High School","=""""",75,28,0,0
"South Windsor School District","=""""","Orchard Hill School","=""""","*","*",0,0
"South Windsor School District","=""""","Philip R. Smith School","=""""","*",0,0,0
"South Windsor School District","=""""","Pleasant Valley School","=""""","*",0,0,0
"South Windsor School District","=""""","South Windsor High School","=""""",79,69,"*",0
"South Windsor School District","=""""","Timothy Edwards School","=""""",51,"*","*","*"
"South Windsor School District","=""""","Wapping Elementary School","=""""","*","*",0,0
"Southington School District","=""""","John F. Kennedy Middle School","=""""",13,14,0,0
"Southington School District","=""""","Alta","=""""",13,12,"*","*"
"Southington School District","=""""","Derynoski Elementary School","=""""","*",10,0,0
"Southington School District","=""""","Flanders Elementary School","=""""",6,"*",0,0
"Southington School District","=""""","Hatton Elementary School","=""""",11,"*",0,0
"Southington School District","=""""","Joseph A. Depaolo Middle School","=""""",40,21,"*","*"
"Southington School District","=""""","Language Based Classroom","=""""","*","*",0,0
"Southington School District","=""""","South End Elementary School","=""""",6,0,0,0
"Southington School District","=""""","Southington High School","=""""",202,"*",8,0
"Southington School District","=""""","Strong Elementary School","=""""","*",0,0,0
"Southington School District","=""""","Thalberg Elementary School","=""""","*","*",0,0
"Southington School District","=""""","Therapeutic Educational Alternative Model (TEAM)","=""""","*","*",0,0
"Southington School District","=""""","Therapeutic Educational Setting (TEP)","=""""",13,"*",0,0
"Southington School District","=""""","Urbin T. Kelley School","=""""","*",0,0,0
"Sprague School District","=""""","Sayles School","=""""",56,"*","*","*"
"Stafford School District","=""""","Stafford Elementary School","=""""","*","*",0,"*"
"Stafford School District","=""""","Stafford High School","=""""",130,19,"*",0
"Stafford School District","=""""","Stafford Middle School","=""""",42,0,0,0
"Stamford Academy District","=""""","Stamford Academy","=""""",23,35,0,0
"Stamford School District","=""""","Alternate Routes To Success","=""""",0,0,"*",0
"Stamford School District","=""""","Cloonan School","=""""",10,14,0,0
"Stamford School District","=""""","Dolan School","=""""",12,52,"*",0
"Stamford School District","=""""","Hart School","=""""",0,"*",0,0
