"Sanction Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Hartford School District","=""""","STEM Magnet School at Dwight","=""""",121,17,0,"*"
"Hartford School District","=""""","Sanchez School","=""""",12,30,0,0
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""",0,121,"*",15
"Hartford School District","=""""","Simpson-Waverly School","=""""",33,125,"*",0
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",379,81,"*",8
"Hartford School District","=""""","University High of Science and Engineering","=""""",55,41,"*","*"
"Hartford School District","=""""","West Middle School","=""""",34,107,"*",0
"Hartland School District","=""""","Hartland School","=""""","*","*",0,0
"Hebron School District","=""""","Gilead Hill School","=""""","*",0,0,0
"Hebron School District","=""""","Hebron Elementary School","=""""",7,"*",0,0
"Highville Charter School District","=""""","Highville Charter School","=""""",156,103,0,7
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""",12,11,0,"*"
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",62,18,0,0
"Jumoke Academy District","=""""","Jumoke Academy","=""""",99,44,0,"*"
"Kent School District","=""""","Kent Center School","=""""","*",0,0,0
"Killingly School District","=""""","Killingly Alternative Learning Program","=""""",13,"*",0,0
"Killingly School District","=""""","Killingly Central School","=""""",8,8,0,6
"Killingly School District","=""""","Killingly High School","=""""",234,7,0,0
"Killingly School District","=""""","Killingly Intermediate School","=""""",90,54,0,"*"
"Killingly School District","=""""","Killingly Memorial School","=""""","*","*",0,"*"
"Learn","=""""","Connecticut River Academy","=""""",63,87,"*",0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""",30,19,0,0
"Learn","=""""","Marine Science Magnet High School of Southeastern Connecticut","=""""",17,16,"*","*"
"Learn","=""""","Regional Multicultural Magnet School","=""""",26,"*",0,0
"Learn","=""""","Three Rivers Middle College Magnet School","=""""","*","*",0,"*"
"Lebanon School District","=""""","Lebanon Middle School","=""""","*",0,0,0
"Lebanon School District","=""""","Lyman Memorial High School","=""""",28,13,"*",0
"Ledyard School District","=""""","Gallup Hill School","=""""",41,"*",0,0
"Ledyard School District","=""""","Juliet W. Long School","=""""","*","*",0,0
"Ledyard School District","=""""","Ledyard Center School","=""""","*",19,0,"*"
"Ledyard School District","=""""","Ledyard High School","=""""",82,11,0,0
"Ledyard School District","=""""","Ledyard Middle School","=""""",24,6,0,0
"Lisbon School District","=""""","Lisbon Central School","=""""",13,0,0,0
"Litchfield School District","=""""","Litchfield High School","=""""",29,9,"*",0
"Litchfield School District","=""""","Litchfield Intermediate School","=""""",19,"*",0,"*"
"Litchfield School District","=""""","Litchfield Middle School","=""""",15,"*",0,"*"
"Madison School District","=""""","Daniel Hand High School","=""""",39,"*","*",0
"Madison School District","=""""","Dr. Robert H. Brown Middle School","=""""",9,"*",0,0
"Madison School District","=""""","J. Milton Jeffrey Elementary School","=""""",6,0,0,0
"Madison School District","=""""","Walter C. Polson Upper Middle School","=""""",11,"*",0,"*"
"Manchester School District","=""""","Bentley Alternative Education Program","=""""",46,41,0,0
"Manchester School District","=""""","Elisabeth M. Bennet Academy","=""""",56,39,0,"*"
"Manchester School District","=""""","Highland Park School","=""""",10,"*",0,"*"
"Manchester School District","=""""","Illing Middle School","=""""",132,56,"*","*"
"Manchester School District","=""""","Keeney School","=""""","*",6,0,0
"Manchester School District","=""""","Manchester High School","=""""",422,171,"*",0
"Manchester School District","=""""","Manchester Regional Academy","=""""",140,34,0,0
"Manchester School District","=""""","Martin School","=""""",9,"*",0,0
"Manchester School District","=""""","New Horizons","=""""",0,0,"*",0
"Manchester School District","=""""","Robertson School","=""""",11,"*",0,0
"Manchester School District","=""""","Verplanck School","=""""","*","*","*",0
"Manchester School District","=""""","Waddell School","=""""",25,"*",0,0
"Manchester School District","=""""","Washington School","=""""",68,11,0,0
"Mansfield School District","=""""","Annie E. Vinton School","=""""","*","*",0,0
"Mansfield School District","=""""","Mansfield Middle School School","=""""",42,"*",0,"*"
"Marlborough School District","=""""","Elmer Thienes-Mary Hall Elementary School","=""""","*",0,0,"*"
"Meriden School District","=""""","Nathan Hale School","=""""",7,11,0,0
"Meriden School District","=""""","Benjamin Franklin School","=""""","*","*",0,0
"Meriden School District","=""""","Casimir Pulaski School","=""""",0,11,0,0
"Meriden School District","=""""","Francis T. Maloney High School","=""""",160,164,"*",0
"Meriden School District","=""""","Hanover School","=""""","*",6,0,0
"Meriden School District","=""""","Israel Putnam School","=""""",0,"*",0,0
"Meriden School District","=""""","John Barry School","=""""","*",6,0,0
"Meriden School District","=""""","Lincoln Middle School","=""""",137,49,0,"*"
"Meriden School District","=""""","Orville H. Platt High School","=""""",170,191,"*",0
"Meriden School District","=""""","Roger Sherman School","=""""",17,11,0,0
"Meriden School District","=""""","STEP-Meriden School District","=""""",0,"*",0,0
"Meriden School District","=""""","STEPS-Meriden School District","=""""","*",18,0,0
"Meriden School District","=""""","Thomas Hooker School","=""""",0,"*",0,0
"Meriden School District","=""""","Venture Academy-Meriden School District","=""""",0,61,0,0
"Meriden School District","=""""","Washington Middle School","=""""",153,82,0,0
"Middletown School District","=""""","Bielefield School","=""""","*",22,0,18
"Middletown School District","=""""","Evening Program - MHS","=""""",0,"*",0,0
"Middletown School District","=""""","Farm Hill School","=""""",27,17,0,"*"
"Middletown School District","=""""","Keigwin Middle School","=""""",95,29,0,0
"Middletown School District","=""""","MHS - Alternative Education Program 1","=""""",14,13,0,0
"Middletown School District","=""""","MHS - Alternative Education Program 2","=""""",0,"*",0,0
"Middletown School District","=""""","MHS- Alternative Education Program 3","=""""","*",9,0,0
"Middletown School District","=""""","MacDonough School","=""""",0,13,0,0
"Middletown School District","=""""","Middletown High School","=""""",223,93,0,0
"Middletown School District","=""""","Moody School","=""""","*","*",0,7
"Middletown School District","=""""","OASIS","=""""",19,31,0,0
"Middletown School District","=""""","Snow School","=""""",6,"*",0,"*"
"Middletown School District","=""""","Spencer School","=""""","*",0,0,0
"Middletown School District","=""""","Virtual Learning Academy - MHS","=""""","*","*",0,0
"Middletown School District","=""""","Wesley School","=""""",12,0,0,0
"Middletown School District","=""""","Woodrow Wilson Middle School","=""""",129,71,"*",15
"Milford School District","=""""","Calf Pen Meadow School","=""""",0,0,0,"*"
"Milford School District","=""""","East Shore Middle School","=""""",29,"*",0,0
"Milford School District","=""""","Harborside Middle School","=""""",37,12,0,0
"Milford School District","=""""","J. F. Kennedy School","=""""","*",0,0,0
"Milford School District","=""""","Jonathan Law High School","=""""",324,114,6,0
"Milford School District","=""""","Joseph A. Foran High School","=""""",199,21,0,0
"Milford School District","=""""","Live Oaks School","=""""","*",0,0,0
"Milford School District","=""""","Mathewson School","=""""","*","*",0,0
"Milford School District","=""""","Orchard Hills School","=""""","*","*",0,"*"
"Milford School District","=""""","Pumpkin Delight School","=""""",12,0,0,"*"
"Milford School District","=""""","The Academy","=""""",6,16,"*",0
"Milford School District","=""""","West Shore Middle School","=""""",45,21,"*",0
"Monroe School District","=""""","Fawn Hollow Elementary School","=""""",0,"*",0,0
"Monroe School District","=""""","Jockey Hollow School","=""""",29,"*",0,0
"Monroe School District","=""""","Masuk Alternative Program","=""""","*",13,0,0
"Monroe School District","=""""","Masuk High School","=""""",24,18,0,0
"Montville School District","=""""","Dr. Charles E. Murphy School","=""""","*",0,0,0
"Montville School District","=""""","Leonard J. Tyl Middle School","=""""",32,7,0,"*"
"Montville School District","=""""","Mohegan School","=""""","*",0,0,"*"
"Montville School District","=""""","Montville High School","=""""",70,56,"*",0
"Montville School District","=""""","Oakdale School","=""""",0,"*",0,0
"Montville School District","=""""","Palmer Academy","=""""",7,"*",0,0
"Naugatuck School District","=""""","Andrew Avenue School","=""""","*","*",0,0
"Naugatuck School District","=""""","City Hill Middle School","=""""",88,46,0,"*"
"Naugatuck School District","=""""","Cross Street Intermediate School","=""""",19,10,0,0
"Naugatuck School District","=""""","Genesis Academy","=""""",8,9,"*",0
"Naugatuck School District","=""""","Hillside Intermediate School","=""""",31,18,0,0
"Naugatuck School District","=""""","Hop Brook Elementary School","=""""","*",10,0,0
"Naugatuck School District","=""""","Maple Hill School","=""""",0,15,0,0
"Naugatuck School District","=""""","Naugatuck High School","=""""",277,141,"*",0
"Naugatuck School District","=""""","Salem School","=""""",0,7,0,7
"Naugatuck School District","=""""","Western School","=""""","*","*",0,0
"New Beginnings Inc., Family Academy District","=""""","New Beginnings Inc., Family Academy","=""""",0,103,0,16
"New Britain School District","=""""","Alternative Center School","=""""",0,69,"*",10
"New Britain School District","=""""","Behavior Support","=""""","*","*",0,0
"New Britain School District","=""""","Chamberlain  Elementary School","=""""",57,44,0,"*"
"New Britain School District","=""""","Frank J. DiLoreto School","=""""",26,8,0,"*"
"New Britain School District","=""""","Gaffney School","=""""",71,16,0,13
"New Britain School District","=""""","Holmes School","=""""","*","*",0,11
"New Britain School District","=""""","House of Arts Letters and Science (HALS)  Academy","=""""",0,"*",0,0
"New Britain School District","=""""","Jefferson School","=""""",13,"*",0,0
"New Britain School District","=""""","Lincoln School","=""""",26,11,0,"*"
"New Britain School District","=""""","New Britain High School","=""""",2009,623,32,6
"New Britain School District","=""""","New Britain Transition Center","=""""",0,31,0,0
"New Britain School District","=""""","Pulaski Middle School","=""""",127,246,"*","*"
"New Britain School District","=""""","STEPS","=""""",0,12,0,0
"New Britain School District","=""""","Satellite Careers Academy","=""""","*",0,0,0
"New Britain School District","=""""","Slade Middle School","=""""",8,144,0,0
"New Britain School District","=""""","Smalley Academy","=""""",84,100,0,"*"
"New Britain School District","=""""","Smith School","=""""",34,15,0,0
"New Britain School District","=""""","Steps","=""""","*",17,"*",0
"New Britain School District","=""""","Vance School","=""""",19,11,0,9
"New Canaan School District","=""""","New Canaan High School","=""""",23,"*",0,0
"New Canaan School District","=""""","Saxe Middle School","=""""","*","*",0,0
"New Canaan School District","=""""","West School","=""""",0,"*",0,0
"New Fairfield School District","=""""","New Fairfield High School","=""""",121,12,0,0
"New Fairfield School District","=""""","New Fairfield Middle School","=""""",8,0,0,0
"New Hartford School District","=""""","Ann Antolini School","=""""","*","*",0,"*"
"New Haven School District","=""""","Edgewood School","=""""",46,69,0,6
"New Haven School District","=""""","Nathan Hale School","=""""",7,35,0,0
"New Haven School District","=""""","Augusta Lewis Troup School","=""""",0,90,0,0
"New Haven School District","=""""","Barnard Environmental Magnet School","=""""",36,210,0,0
"New Haven School District","=""""","Beecher School","=""""","*",63,0,0
"New Haven School District","=""""","Benjamin Jepson Magnet School","=""""",10,9,0,"*"
"New Haven School District","=""""","Betsy Ross Arts Magnet School","=""""","*",44,0,0
"New Haven School District","=""""","Bishop Woods School","=""""",55,63,"*",17
"New Haven School District","=""""","Celentano BioTech, Health and Medical Magnet School","=""""","*",37,0,"*"
"New Haven School District","=""""","Clemente Leadership Academy","=""""",9,123,0,0
"New Haven School District","=""""","Columbus Family Academy","=""""",0,"*",0,0
"New Haven School District","=""""","Conte/West Hills Magnet School","=""""",0,34,0,0
"New Haven School District","=""""","Cooperative High School","=""""",11,67,"*",0
"New Haven School District","=""""","Davis 21st Century Magnet Elementary School","=""""","*",9,0,0
"New Haven School District","=""""","Domus Academy","=""""",0,127,0,0
"New Haven School District","=""""","East Rock Community Magnet School","=""""",11,74,0,0
"New Haven School District","=""""","Engineering - Science University Magnet School","=""""","*",79,"*",0
"New Haven School District","=""""","Fair Haven School","=""""",0,35,"*","*"
"New Haven School District","=""""","High School In The Community","=""""",6,49,"*",0
"New Haven School District","=""""","Hill Central Music Academy","=""""","*",95,0,0
"New Haven School District","=""""","Hill Regional Career High School","=""""",47,86,"*",0
"New Haven School District","=""""","Hyde School of Health, Science and Sports Medicine","=""""",30,80,0,"*"
"New Haven School District","=""""","James Hillhouse High School","=""""",20,114,"*",0
"New Haven School District","=""""","John C. Daniels","=""""","*",29,0,0
"New Haven School District","=""""","John S. Martinez School","=""""",0,"*",0,0
"New Haven School District","=""""","Katherine Brennan/Clarence Rogers School","=""""",0,87,0,0
"New Haven School District","=""""","King/Robinson Magnet School","=""""",34,102,0,9
"New Haven School District","=""""","Lincoln-Bassett School","=""""","*",42,0,0
"New Haven School District","=""""","Mauro-Sheridan Magnet School","=""""",71,94,0,0
"New Haven School District","=""""","Metropolitan Business Academy","=""""",0,44,"*",0
"New Haven School District","=""""","NHPS Self Contained Intellectually Disabled","=""""",0,"*",0,0
"New Haven School District","=""""","NHPS Self Contained Multi-Handicapped","=""""",0,"*",0,0
"New Haven School District","=""""","New Haven Academy","=""""",0,"*",0,0
"New Haven School District","=""""","New Horizons High School","=""""",14,66,"*",0
"New Haven School District","=""""","New Light High School","=""""",0,6,0,0
"New Haven School District","=""""","Riverside Education Academy","=""""",0,11,"*",0
"New Haven School District","=""""","Ross/Woodward School","=""""",55,220,0,35
"New Haven School District","=""""","Sound School","=""""",11,20,0,0
"New Haven School District","=""""","Strong 21st Century Communications Magnet and SCSU Lab School","=""""",0,20,0,0
"New Haven School District","=""""","Truman School","=""""",0,12,0,0
"New Haven School District","=""""","West Rock Authors Academy","=""""",0,15,0,"*"
"New Haven School District","=""""","Wexler/Grant Community School","=""""",118,87,0,0
"New Haven School District","=""""","Wilbur Cross High School","=""""",7,181,8,0
"New Haven School District","=""""","Worthington Hooker School","=""""","*",0,0,0
"New London School District","=""""","Bennie Dover Jackson Middle School","=""""",114,152,"*",0
"New London School District","=""""","Jennings School","=""""",46,33,0,6
"New London School District","=""""","Nathan Hale Arts Magnet School","=""""",42,14,0,6
"New London School District","=""""","New London High School","=""""",498,68,13,0
"New London School District","=""""","Winthrop STEM Elementary Magnet School","=""""",93,51,0,33
"New Milford School District","=""""","New Milford High School","=""""",374,51,"*",0
"New Milford School District","=""""","Sarah Noble Intermediate School","=""""",8,0,0,0
"New Milford School District","=""""","Schaghticoke Middle School","=""""",153,37,0,0
"Newington School District","=""""","Anna Reynolds School","=""""",9,"*",0,"*"
"Newington School District","=""""","Elizabeth Green School","=""""","*",0,0,0
"Newington School District","=""""","John Paterson School","=""""","*",0,0,0
"Newington School District","=""""","John Wallace Middle School","=""""",54,10,0,0
"Newington School District","=""""","Martin Kellogg Middle School","=""""",46,"*",0,0
"Newington School District","=""""","Newington High School","=""""",259,40,6,"*"
"Newtown School District","=""""","Hawley Elementary School","=""""","*",0,0,0
"Newtown School District","=""""","Head O'Meadow Elementary School","=""""",0,0,0,"*"
"Newtown School District","=""""","Newtown High School","=""""",82,69,0,0
"Newtown School District","=""""","Newtown Middle School","=""""",22,"*","*",0
"Newtown School District","=""""","Reed Intermediate School","=""""",18,"*",0,0
"Norfolk School District","=""""","Botelle Elementary School","=""""","*","*",0,"*"
"North Branford School District","=""""","Jerome Harrison School","=""""",0,"*",0,0
"North Branford School District","=""""","North Branford High School","=""""",128,36,0,0
"North Branford School District","=""""","North Branford Intermediate School","=""""",62,20,0,"*"
"North Haven School District","=""""","Clintonville Elementary School","=""""","*",0,0,0
"North Haven School District","=""""","North Haven High School","=""""",66,26,0,0
"North Haven School District","=""""","North Haven Middle School","=""""",29,37,0,0
"North Stonington School District","=""""","North Stonington Elementary School","=""""","*",0,0,0
"North Stonington School District","=""""","Wheeler High School","=""""",23,14,"*",0
"North Stonington School District","=""""","Wheeler Middle School","=""""",9,"*",0,0
"Norwalk School District","=""""","Brien McMahon High School","=""""",267,54,14,0
"Norwalk School District","=""""","Brookside Elementary School","=""""","*","*",0,0
"Norwalk School District","=""""","Columbus Magnet School","=""""",0,"*",0,0
"Norwalk School District","=""""","Cranbury Elementary School","=""""","*","*",0,6
"Norwalk School District","=""""","Fox Run Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Jefferson Magnet School","=""""",0,"*",0,0
"Norwalk School District","=""""","Kendall Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Marvin Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Naramake Elementary School","=""""",0,"*",0,0
"Norwalk School District","=""""","Nathan Hale Middle School","=""""",57,"*",0,"*"
"Norwalk School District","=""""","Norwalk High School","=""""",130,79,13,0
"Norwalk School District","=""""","Norwalk Pathways Academy at Briggs","=""""",0,43,"*",0
"Norwalk School District","=""""","Ponus Ridge Middle School","=""""",90,20,0,0
"Norwalk School District","=""""","Roton Middle School","=""""",51,19,0,0
"Norwalk School District","=""""","Rowayton School","=""""","*",9,0,0
"Norwalk School District","=""""","Silvermine Elementary School","=""""",0,"*",0,"*"
"Norwalk School District","=""""","Tracey School","=""""",0,"*",0,0
"Norwalk School District","=""""","West Rocks Middle School","=""""",204,11,"*",0
"Norwalk School District","=""""","Wolfpit School","=""""","*",0,0,0
"Norwich Free Academy District","=""""","Alternative Pathways to Success","=""""",8,23,0,0
"Norwich Free Academy District","=""""","LEAD (Life Skills, Education and Adult Development)","=""""",0,"*",0,0
"Norwich Free Academy District","=""""","Night School","=""""",0,17,0,0
"Norwich Free Academy District","=""""","Norwich Free Academy","=""""",324,199,22,"*"
"Norwich School District","=""""","IRS Program at Moriarty","=""""",0,"*",0,0
"Norwich School District","=""""","IRS Program at Uncas","=""""",0,"*",0,0
"Norwich School District","=""""","John B. Stanton Network School","=""""",0,"*","*",0
"Norwich School District","=""""","Kelly Middle School","=""""",164,74,"*",0
"Norwich School District","=""""","Moriarty Magnet School","=""""",19,15,0,"*"
"Norwich School District","=""""","Samuel Huntington School","=""""",0,"*",0,0
"Norwich School District","=""""","Teachers' Memorial Middle School","=""""",174,44,"*",0
"Norwich School District","=""""","Thomas W. Mahan School","=""""","*",6,0,0
"Norwich School District","=""""","Uncas Network School","=""""","*","*","*",0
"Norwich School District","=""""","Veterans' Memorial School","=""""",22,0,0,0
"Norwich School District","=""""","Wequonnoc Magnet School","=""""",0,15,0,0
"Odyssey Community School District","=""""","Odyssey Community School","=""""",18,"*",0,"*"
"Old Saybrook School District","=""""","Kathleen E. Goodwin School","=""""",0,0,0,"*"
"Old Saybrook School District","=""""","Old Saybrook Middle School","=""""","*","*",0,0
"Old Saybrook School District","=""""","Old Saybrook Senior High School","=""""",35,35,0,0
"Orange School District","=""""","Peck Place School","=""""",9,0,0,0
"Orange School District","=""""","Race Brook School","=""""","*",0,0,0
"Orange School District","=""""","Turkey Hill School","=""""","*",0,0,"*"
"Oxford School District","=""""","Alternative Education","=""""","*","*",0,0
"Oxford School District","=""""","Great Oak School","=""""",19,"*","*",0
"Oxford School District","=""""","Oxford High School","=""""",10,13,0,0
"Park City Prep Charter School District","=""""","Park City Prep Charter School","=""""",100,74,"*",0
"Path Academy District","=""""","Path Academy","=""""",0,25,6,0
"Plainfield School District","=""""","Moosup Elementary School","=""""",0,"*",0,0
"Plainfield School District","=""""","Plainfield Central School","=""""",86,31,0,0
"Plainfield School District","=""""","Plainfield High School","=""""",395,172,"*","*"
"Plainfield School District","=""""","Plainfield Memorial School","=""""",7,"*",0,0
"Plainfield School District","=""""","Shepard Hill Elementary School","=""""","*","*",0,0
"Plainville School District","=""""","Linden Street School","=""""",14,0,0,0
"Plainville School District","=""""","Middle School of Plainville","=""""",31,"*",0,0
"Plainville School District","=""""","Plainville High School","=""""",193,60,"*",0
"Plymouth School District","=""""","Eli Terry Jr. Middle School","=""""",82,"*",0,0
"Plymouth School District","=""""","Harry S. Fisher Elementary School","=""""",0,"*",0,0
"Plymouth School District","=""""","Plymouth Alternative High School","=""""","*",0,0,0
"Plymouth School District","=""""","Terryville High School","=""""",81,15,"*",0
"Pomfret School District","=""""","Pomfret Community School","=""""",18,8,0,0
"Portland School District","=""""","Brownstone Intermediate School","=""""",9,"*",0,0
"Portland School District","=""""","Gildersleeve School","=""""","*","*",0,0
"Portland School District","=""""","Portland High School","=""""",33,9,0,0
"Portland School District","=""""","Portland Middle School","=""""",8,8,0,0
"Preston School District","=""""","Preston Plains School","=""""","*","*","*","*"
"Preston School District","=""""","Preston Veterans' Memorial School","=""""",8,0,0,0
"Putnam School District","=""""","Putnam Elementary School","=""""",24,"*",0,9
"Putnam School District","=""""","Putnam High School","=""""",16,36,"*",0
"Putnam School District","=""""","Putnam Middle School","=""""",40,24,"*",0
"Redding School District","=""""","John Read Middle School","=""""",24,"*",0,0
"Redding School District","=""""","Redding Elementary School","=""""",0,0,0,9
"Regional School District 01","=""""","ALPSS","=""""","*",0,0,0
"Regional School District 01","=""""","Housatonic Valley Regional High School","=""""",93,22,0,"*"
"Regional School District 04","=""""","John Winthrop Middle School","=""""",17,"*",0,0
"Regional School District 04","=""""","Valley Regional High School","=""""",26,9,"*",0
"Regional School District 05","=""""","Amity Middle School: Bethany","=""""",17,"*","*",0
"Regional School District 05","=""""","Amity Middle School: Orange","=""""",14,6,0,0
"Regional School District 05","=""""","Amity Regional High School","=""""",70,37,0,0
"Regional School District 06","=""""","James Morris School","=""""","*",0,0,"*"
"Regional School District 06","=""""","Wamogo Regional High School","=""""",70,8,"*",0
"Regional School District 06","=""""","Warren Elementary School","=""""","*","*",0,0
"Regional School District 07","=""""","AIM","=""""",9,"*",0,0
"Regional School District 07","=""""","Northwestern Regional High School","=""""",33,42,0,0
"Regional School District 07","=""""","Northwestern Regional Middle School","=""""",6,"*",0,0
"Regional School District 08","=""""","RHAM High School","=""""",87,30,0,0
"Regional School District 08","=""""","RHAM Middle School","=""""",14,"*",0,0
"Regional School District 09","=""""","Joel Barlow High School","=""""",21,17,0,0
"Regional School District 10","=""""","Har-Bur Middle School","=""""",21,"*",0,0
"Regional School District 10","=""""","Lake Garda Elementary School","=""""","*",0,0,0
"Regional School District 10","=""""","Lewis S. Mills High School","=""""",55,9,0,0
"Regional School District 11","=""""","Parish Hill High School","=""""",29,16,0,"*"
"Regional School District 12","=""""","Booth Free School","=""""","*",0,0,0
"Regional School District 12","=""""","Shepaug Valley School","=""""",22,19,0,0
"Regional School District 12","=""""","Washington Primary School","=""""","*",0,0,0
"Regional School District 13","=""""","Coginchaug Regional High School","=""""",12,13,0,0
"Regional School District 13","=""""","Frank Ward Strong School","=""""",19,"*",0,0
"Regional School District 14","=""""","Mitchell Elementary School","=""""",8,"*",0,0
"Regional School District 14","=""""","Nonnewaug Chiefs Alternative Program","=""""","*",0,0,0
"Regional School District 14","=""""","Nonnewaug High School","=""""",31,19,8,0
"Regional School District 15","=""""","Gainfield Elementary School","=""""",10,0,0,0
"Regional School District 15","=""""","Long Meadow Elementary School","=""""","*",0,0,0
"Regional School District 15","=""""","MIJ Program","=""""","*","*",0,0
"Regional School District 15","=""""","Memorial Middle School","=""""",7,0,0,0
"Regional School District 15","=""""","Middlebury Elementary School","=""""","*",0,0,0
"Regional School District 15","=""""","Pomperaug Regional High School","=""""",154,54,"*",0
"Regional School District 15","=""""","Pomperaug School","=""""",0,"*",0,0
"Regional School District 15","=""""","Rochambeau Middle School","=""""",7,"*",0,0
"Regional School District 16","=""""","Laurel Ledge School","=""""","*","*",0,0
"Regional School District 16","=""""","Long River Middle School","=""""",53,"*",0,0
"Regional School District 16","=""""","Prospect Elementary School","=""""","*",6,0,0
"Regional School District 16","=""""","WRHS Alternative Education Program","=""""",0,7,0,0
"Regional School District 16","=""""","Woodland Regional High School","=""""",95,25,0,0
"Regional School District 17","=""""","Burr District Elementary School","=""""","*","*",0,0
"Regional School District 17","=""""","Haddam Elementary School","=""""","*",0,0,0
"Regional School District 17","=""""","Haddam-Killingworth High School","=""""",29,23,7,0
"Regional School District 17","=""""","Haddam-Killingworth Middle School","=""""",75,17,0,"*"
"Regional School District 18","=""""","Lyme Consolidated School","=""""",0,0,"*",0
"Regional School District 18","=""""","Lyme-Old Lyme High School","=""""",17,"*",0,"*"
"Regional School District 18","=""""","Lyme-Old Lyme Middle School","=""""",17,"*","*","*"
"Regional School District 18","=""""","Mile Creek School","=""""","*",0,0,0
"Regional School District 19","=""""","E. O. Smith High School","=""""",46,52,0,"*"
"Regional School District 19","=""""","E.O. Smith High School at the Depot Campus","=""""","*",7,0,0
"Regional School District 19","=""""","PM Panthers","=""""",0,"*",0,0
"Ridgefield School District","=""""","Barlow Mountain Elementary School","=""""","*",0,0,"*"
"Ridgefield School District","=""""","Branchville Elementary School","=""""","*",0,0,0
"Ridgefield School District","=""""","East Ridge Middle School","=""""",8,0,0,0
"Ridgefield School District","=""""","Ridgebury Elementary School","=""""",0,"*",0,0
"Ridgefield School District","=""""","Ridgefield High School","=""""",40,"*","*",0
"Ridgefield School District","=""""","Scotland Elementary School","=""""","*","*",0,0
"Ridgefield School District","=""""","Scotts Ridge Middle School","=""""","*","*",0,0
"Ridgefield School District","=""""","Veterans Park Elementary School","=""""","*",0,0,0
"Rocky Hill School District","=""""","Albert D. Griswold Middle School","=""""",14,0,0,0
"Rocky Hill School District","=""""","Alternative Learning Program","=""""","*",0,0,0
"Rocky Hill School District","=""""","Myrtle H. Stevens School","=""""","*",0,0,0
"Rocky Hill School District","=""""","Pathways","=""""","*",0,0,0
"Rocky Hill School District","=""""","Rocky Hill High School","=""""",59,"*",0,0
"Rocky Hill School District","=""""","West Hill School","=""""","*","*",0,"*"
"Salem School District","=""""","Salem Elementary School","=""""","*","*",0,"*"
"Salisbury School District","=""""","Salisbury Central School","=""""",12,0,0,0
"Scotland School District","=""""","Scotland Elementary School","=""""",10,"*",0,0
"Seymour School District","=""""","Bungay School","=""""",27,"*",0,0
"Seymour School District","=""""","Chatfield-LoPresti School","=""""",20,10,0,0
"Seymour School District","=""""","Seymour High School","=""""",109,41,0,0
"Seymour School District","=""""","Seymour Middle School","=""""",98,20,"*",0
"Shelton School District","=""""","Intermediate School","=""""",76,11,0,0
"Shelton School District","=""""","Perry Hill Elementary School","=""""",13,"*",0,0
"Shelton School District","=""""","Shelton High School","=""""",386,77,"*","*"
"Shelton School District","=""""","Sunnyside School","=""""",27,"*",0,"*"
"Shelton School District","=""""","Work Experience","=""""",0,"*",0,0
"Sherman School District","=""""","Sherman School","=""""",16,0,0,0
"Side By Side Charter School District","=""""","Side By Side Charter School","=""""",9,7,0,0
"Simsbury School District","=""""","Central School","=""""",6,0,0,0
"Simsbury School District","=""""","Henry James Memorial School","=""""",46,6,0,0
"Simsbury School District","=""""","Latimer Lane School","=""""","*","*",0,0
"Simsbury School District","=""""","Simsbury High School","=""""",47,13,"*",0
"Simsbury School District","=""""","Squadron Line School","=""""",8,0,0,0
"Simsbury School District","=""""","Tariffville School","=""""","*",0,0,0
"Simsbury School District","=""""","Tootin' Hills School","=""""","*",0,0,0
"Somers School District","=""""","Aspire","=""""",10,6,0,0
"Somers School District","=""""","Mabelle B. Avery Middle School","=""""",10,"*",0,0
"Somers School District","=""""","Somers High School","=""""",86,20,0,0
"South Windsor School District","=""""","Pleasant Valley School","=""""","*",0,0,0
"South Windsor School District","=""""","Eli Terry School","=""""","*",0,0,"*"
"South Windsor School District","=""""","Orchard Hill School","=""""","*",0,0,"*"
"South Windsor School District","=""""","Philip R. Smith School","=""""","*",0,0,0
"South Windsor School District","=""""","South Windsor High School","=""""",110,65,0,0
"South Windsor School District","=""""","Timothy Edwards School","=""""",66,7,0,"*"
"South Windsor School District","=""""","Wapping Elementary School","=""""","*",0,0,0
"Southington School District","=""""","John F. Kennedy Middle School","=""""",15,6,0,0
"Southington School District","=""""","Alta","=""""",15,18,"*",0
"Southington School District","=""""","Derynoski Elementary School","=""""",0,6,0,"*"
"Southington School District","=""""","Flanders Elementary School","=""""",7,"*",0,0
"Southington School District","=""""","Hatton Elementary School","=""""",0,"*",0,0
"Southington School District","=""""","Joseph A. Depaolo Middle School","=""""",26,11,0,"*"
"Southington School District","=""""","Language Based Classroom","=""""",0,12,0,0
"Southington School District","=""""","Southington High School","=""""",177,22,"*",0
"Southington School District","=""""","Strong Elementary School","=""""","*","*",0,0
"Southington School District","=""""","Thalberg Elementary School","=""""","*",0,0,0
